ORF,Common Name,Uncharacterized?,Mitochondrial Ribosome?,In Gold Standard?,bioPIXIE Confidence,bioPIXIE Precision,MEFIT Confidence,MEFIT Precision,Spell Rank,Spell Precision,Ensemble Precision,Current Process Annotations
YLR069C,MEF1,0,1,0,1.119994,0.320988,15.7958,0.25,53,0.16,0.243662667, GO:0006412:translation;  GO:0006414:translational elongation;  GO:0008150:biological_process;  GO:0008152:metabolic process;  GO:0009058:biosynthetic process;  GO:0009059:macromolecule biosynthetic process;  GO:0009987:cellular process;  GO:0019538:protein metabolic process;  GO:0043170:macromolecule metabolic process;  GO:0043283:biopolymer metabolic process;  GO:0043284:biopolymer biosynthetic process;  GO:0044237:cellular metabolic process;  GO:0044238:primary metabolic process;  GO:0044260:cellular macromolecule metabolic process;  GO:0044267:cellular protein metabolic process; 
YMR267W,PPA2,0,0,0,1.161286,0.356164,12.9433,0.14893617,14,0.222222222,0.242440797, GO:0006091:generation of precursor metabolites and energy;  GO:0008150:biological_process;  GO:0008152:metabolic process;  GO:0009060:aerobic respiration;  GO:0015980:energy derivation by oxidation of organic compounds;  GO:0045333:cellular respiration; 
YDR116C,MRPL1,0,1,0,1.109924,0.317073,13.1873,0.181818182,5,0.222222222,0.240371135, GO:0006091:generation of precursor metabolites and energy;  GO:0006412:translation;  GO:0008150:biological_process;  GO:0008152:metabolic process;  GO:0009058:biosynthetic process;  GO:0009059:macromolecule biosynthetic process;  GO:0009060:aerobic respiration;  GO:0009987:cellular process;  GO:0015980:energy derivation by oxidation of organic compounds;  GO:0019538:protein metabolic process;  GO:0043170:macromolecule metabolic process;  GO:0044237:cellular metabolic process;  GO:0044238:primary metabolic process;  GO:0044260:cellular macromolecule metabolic process;  GO:0044267:cellular protein metabolic process;  GO:0045333:cellular respiration; 
YHL004W,MRP4,0,1,0,1.295662,0.410714,13.1513,0.173913043,73,0.136363636,0.240330226, GO:0006412:translation;  GO:0008150:biological_process;  GO:0008152:metabolic process;  GO:0009058:biosynthetic process;  GO:0009059:macromolecule biosynthetic process;  GO:0009987:cellular process;  GO:0019538:protein metabolic process;  GO:0043170:macromolecule metabolic process;  GO:0044237:cellular metabolic process;  GO:0044238:primary metabolic process;  GO:0044260:cellular macromolecule metabolic process;  GO:0044267:cellular protein metabolic process; 
YGR181W,TIM13,0,0,1,1.492484,0.47619,10.7692,0.148648649,443,0.083892617,0.236243755, GO:0006605:protein targeting;  GO:0006626:protein targeting to mitochondrion;  GO:0006810:transport;  GO:0006839:mitochondrial transport;  GO:0006886:intracellular protein transport;  GO:0006996:organelle organization and biogenesis;  GO:0007005:mitochondrion organization and biogenesis;  GO:0007006:mitochondrial membrane organization and biogenesis;  GO:0007007:inner mitochondrial membrane organization and biogenesis;  GO:0008104:protein localization;  GO:0008150:biological_process;  GO:0009987:cellular process;  GO:0015031:protein transport;  GO:0016043:cellular component organization and biogenesis;  GO:0016044:membrane organization and biogenesis;  GO:0017038:protein import;  GO:0033036:macromolecule localization;  GO:0043681:protein import into mitochondrion;  GO:0045039:protein import into mitochondrial inner membrane;  GO:0045184:establishment of protein localization;  GO:0046907:intracellular transport;  GO:0051179:localization;  GO:0051234:establishment of localization;  GO:0051641:cellular localization;  GO:0051649:establishment of cellular localization; 
YIL062C,ARC15,0,0,1,2.751667,0.5625,5.33127,0.068907563,598,0.074592075,0.235333213, GO:0000001:mitochondrion inheritance;  GO:0000147:actin cortical patch assembly;  GO:0006996:organelle organization and biogenesis;  GO:0007005:mitochondrion organization and biogenesis;  GO:0007010:cytoskeleton organization and biogenesis;  GO:0008150:biological_process;  GO:0009987:cellular process;  GO:0016043:cellular component organization and biogenesis;  GO:0022607:cellular component assembly;  GO:0030029:actin filament-based process;  GO:0030036:actin cytoskeleton organization and biogenesis;  GO:0030154:cell differentiation;  GO:0030865:cortical cytoskeleton organization and biogenesis;  GO:0030866:cortical actin cytoskeleton organization and biogenesis;  GO:0032502:developmental process;  GO:0048308:organelle inheritance;  GO:0048311:mitochondrion distribution;  GO:0048468:cell development;  GO:0048869:cellular developmental process;  GO:0051179:localization;  GO:0051640:organelle localization;  GO:0051641:cellular localization;  GO:0051646:mitochondrion localization; 
YBL061C,SKT5,0,0,0,1.40301,0.434783,,,2665,0.035631652,0.235207326, GO:0000271:polysaccharide biosynthetic process;  GO:0000910:cytokinesis;  GO:0005975:carbohydrate metabolic process;  GO:0005976:polysaccharide metabolic process;  GO:0006030:chitin metabolic process;  GO:0006031:chitin biosynthetic process;  GO:0006037:cell wall chitin metabolic process;  GO:0006038:cell wall chitin biosynthetic process;  GO:0006040:amino sugar metabolic process;  GO:0006041:glucosamine metabolic process;  GO:0006042:glucosamine biosynthetic process;  GO:0006044:N-acetylglucosamine metabolic process;  GO:0006045:N-acetylglucosamine biosynthetic process;  GO:0006091:generation of precursor metabolites and energy;  GO:0006807:nitrogen compound metabolic process;  GO:0006950:response to stress;  GO:0006970:response to osmotic stress;  GO:0007047:cell wall organization and biogenesis;  GO:0008150:biological_process;  GO:0008152:metabolic process;  GO:0009058:biosynthetic process;  GO:0009059:macromolecule biosynthetic process;  GO:0009272:chitin- and beta-glucan-containing cell wall biogenesis;  GO:0009308:amine metabolic process;  GO:0009628:response to abiotic stimulus;  GO:0009987:cellular process;  GO:0010382:cell wall metabolic process;  GO:0010383:cell wall polysaccharide metabolic process;  GO:0015980:energy derivation by oxidation of organic compounds;  GO:0016043:cellular component organization and biogenesis;  GO:0016051:carbohydrate biosynthetic process;  GO:0031505:chitin- and beta-glucan-containing cell wall organization and biogenesis;  GO:0042546:cell wall biogenesis;  GO:0043170:macromolecule metabolic process;  GO:0043283:biopolymer metabolic process;  GO:0043284:biopolymer biosynthetic process;  GO:0044237:cellular metabolic process;  GO:0044238:primary metabolic process;  GO:0044260:cellular macromolecule metabolic process;  GO:0044262:cellular carbohydrate metabolic process;  GO:0044264:cellular polysaccharide metabolic process;  GO:0045229:external encapsulating structure organization and biogenesis;  GO:0046349:amino sugar biosynthetic process;  GO:0050896:response to stimulus;  GO:0051278:chitin- and beta-glucan-containing cell wall polysaccharide biosynthetic process;  GO:0051301:cell division; 
YPR024W,YME1,0,0,1,1.80399,0.529412,1.53757,0.03956044,163,0.134831461,0.2346013, GO:0006996:organelle organization and biogenesis;  GO:0007005:mitochondrion organization and biogenesis;  GO:0008150:biological_process;  GO:0009987:cellular process;  GO:0016043:cellular component organization and biogenesis; 
YKL013C,ARC19,0,0,1,2.649508,0.5625,4.03156,0.066246057,780,0.069883527,0.232876528, GO:0000001:mitochondrion inheritance;  GO:0000147:actin cortical patch assembly;  GO:0006996:organelle organization and biogenesis;  GO:0007005:mitochondrion organization and biogenesis;  GO:0007010:cytoskeleton organization and biogenesis;  GO:0008150:biological_process;  GO:0009987:cellular process;  GO:0016043:cellular component organization and biogenesis;  GO:0022607:cellular component assembly;  GO:0030029:actin filament-based process;  GO:0030036:actin cytoskeleton organization and biogenesis;  GO:0030154:cell differentiation;  GO:0030865:cortical cytoskeleton organization and biogenesis;  GO:0030866:cortical actin cytoskeleton organization and biogenesis;  GO:0032502:developmental process;  GO:0048308:organelle inheritance;  GO:0048311:mitochondrion distribution;  GO:0048468:cell development;  GO:0048869:cellular developmental process;  GO:0051179:localization;  GO:0051640:organelle localization;  GO:0051641:cellular localization;  GO:0051646:mitochondrion localization; 
YPL118W,MRP51,0,1,0,1.042131,0.263158,13.6683,0.210526316,1,0.222222222,0.231968846, GO:0006412:translation;  GO:0006413:translational initiation;  GO:0008150:biological_process;  GO:0008152:metabolic process;  GO:0009058:biosynthetic process;  GO:0009059:macromolecule biosynthetic process;  GO:0009987:cellular process;  GO:0016043:cellular component organization and biogenesis;  GO:0019538:protein metabolic process;  GO:0022607:cellular component assembly;  GO:0022613:ribonucleoprotein complex biogenesis and assembly;  GO:0022618:protein-RNA complex assembly;  GO:0030154:cell differentiation;  GO:0032502:developmental process;  GO:0043170:macromolecule metabolic process;  GO:0044237:cellular metabolic process;  GO:0044238:primary metabolic process;  GO:0044260:cellular macromolecule metabolic process;  GO:0044267:cellular protein metabolic process;  GO:0048468:cell development;  GO:0048869:cellular developmental process;  GO:0065003:macromolecular complex assembly; 
YPL104W,MSD1,0,1,0,0.934285,0.263158,13.674,0.210526316,16,0.222222222,0.231968846, GO:0006412:translation;  GO:0008150:biological_process;  GO:0008152:metabolic process;  GO:0009058:biosynthetic process;  GO:0009059:macromolecule biosynthetic process;  GO:0009987:cellular process;  GO:0019538:protein metabolic process;  GO:0043170:macromolecule metabolic process;  GO:0044237:cellular metabolic process;  GO:0044238:primary metabolic process;  GO:0044260:cellular macromolecule metabolic process;  GO:0044267:cellular protein metabolic process; 
YBR179C,FZO1,0,0,1,2.454402,0.5625,6.4873,0.088737201,1801,0.042462845,0.231233349, GO:0006996:organelle organization and biogenesis;  GO:0007005:mitochondrion organization and biogenesis;  GO:0008053:mitochondrial fusion;  GO:0008150:biological_process;  GO:0009987:cellular process;  GO:0016043:cellular component organization and biogenesis;  GO:0048284:organelle fusion; 
YNL185C,MRPL19,0,1,0,1.25526,0.409836,12.1624,0.14893617,167,0.134831461,0.23120121, GO:0006412:translation;  GO:0008150:biological_process;  GO:0008152:metabolic process;  GO:0009058:biosynthetic process;  GO:0009059:macromolecule biosynthetic process;  GO:0009987:cellular process;  GO:0019538:protein metabolic process;  GO:0043170:macromolecule metabolic process;  GO:0044237:cellular metabolic process;  GO:0044238:primary metabolic process;  GO:0044260:cellular macromolecule metabolic process;  GO:0044267:cellular protein metabolic process; 
YBL090W,MRP21,0,1,0,1.250757,0.409836,11.844,0.148648649,150,0.134831461,0.23110537, GO:0006412:translation;  GO:0006413:translational initiation;  GO:0008150:biological_process;  GO:0008152:metabolic process;  GO:0009058:biosynthetic process;  GO:0009059:macromolecule biosynthetic process;  GO:0009987:cellular process;  GO:0016043:cellular component organization and biogenesis;  GO:0019538:protein metabolic process;  GO:0022607:cellular component assembly;  GO:0022613:ribonucleoprotein complex biogenesis and assembly;  GO:0022618:protein-RNA complex assembly;  GO:0030154:cell differentiation;  GO:0032502:developmental process;  GO:0043170:macromolecule metabolic process;  GO:0044237:cellular metabolic process;  GO:0044238:primary metabolic process;  GO:0044260:cellular macromolecule metabolic process;  GO:0044267:cellular protein metabolic process;  GO:0048468:cell development;  GO:0048869:cellular developmental process;  GO:0065003:macromolecular complex assembly; 
YDL029W,ARP2,0,0,1,3.192347,0.5625,2.63514,0.053481332,544,0.076115486,0.230698939, GO:0000001:mitochondrion inheritance;  GO:0006996:organelle organization and biogenesis;  GO:0007005:mitochondrion organization and biogenesis;  GO:0007010:cytoskeleton organization and biogenesis;  GO:0007015:actin filament organization;  GO:0008150:biological_process;  GO:0009987:cellular process;  GO:0016043:cellular component organization and biogenesis;  GO:0030029:actin filament-based process;  GO:0030036:actin cytoskeleton organization and biogenesis;  GO:0048308:organelle inheritance;  GO:0048311:mitochondrion distribution;  GO:0051179:localization;  GO:0051640:organelle localization;  GO:0051641:cellular localization;  GO:0051646:mitochondrion localization; 
YNR035C,ARC35,0,0,1,2.624792,0.5625,1.47907,0.03956044,387,0.088709677,0.230256706, GO:0000001:mitochondrion inheritance;  GO:0000226:microtubule cytoskeleton organization and biogenesis;  GO:0006996:organelle organization and biogenesis;  GO:0007005:mitochondrion organization and biogenesis;  GO:0007010:cytoskeleton organization and biogenesis;  GO:0007017:microtubule-based process;  GO:0008150:biological_process;  GO:0009987:cellular process;  GO:0016043:cellular component organization and biogenesis;  GO:0030029:actin filament-based process;  GO:0030036:actin cytoskeleton organization and biogenesis;  GO:0048308:organelle inheritance;  GO:0048311:mitochondrion distribution;  GO:0051179:localization;  GO:0051640:organelle localization;  GO:0051641:cellular localization;  GO:0051646:mitochondrion localization; 
YJL096W,MRPL49,0,1,0,1.090079,0.288889,13.5305,0.2,28,0.2,0.229629667, GO:0006412:translation;  GO:0008150:biological_process;  GO:0008152:metabolic process;  GO:0009058:biosynthetic process;  GO:0009059:macromolecule biosynthetic process;  GO:0009987:cellular process;  GO:0019538:protein metabolic process;  GO:0043170:macromolecule metabolic process;  GO:0044237:cellular metabolic process;  GO:0044238:primary metabolic process;  GO:0044260:cellular macromolecule metabolic process;  GO:0044267:cellular protein metabolic process; 
