Gene,Rank,Positive,Negative,Agnostic,True Positive,False Positive,True Negative,False Negative,Accuracy,Precision,Recall,False Positive Rate,Selectivity
YKL067W,264,0,1,0,60,189,4621,231,0.917663203,0.240963855,0.206185567,0.039293139,0.960706861
YER163C,265,0,1,0,60,190,4620,231,0.917467163,0.24,0.206185567,0.03950104,0.96049896
YJL081C,266,0,1,0,60,191,4619,231,0.917271123,0.239043825,0.206185567,0.03970894,0.96029106
YKL057C,267,0,1,0,60,192,4618,231,0.917075083,0.238095238,0.206185567,0.03991684,0.96008316
YDL018C,268,0,1,0,60,193,4617,231,0.916879043,0.23715415,0.206185567,0.04012474,0.95987526
YOR286W,269,0,0,1,60,193,4617,231,0.916879043,0.23715415,0.206185567,0.04012474,0.95987526
YDR056C,270,0,1,0,60,194,4616,231,0.916683003,0.236220472,0.206185567,0.04033264,0.95966736
YDL103C,271,0,1,0,60,195,4615,231,0.916486963,0.235294118,0.206185567,0.040540541,0.959459459
YMR210W,272,0,1,0,60,196,4614,231,0.916290923,0.234375,0.206185567,0.040748441,0.959251559
YHR051W,273,0,1,0,60,197,4613,231,0.916094883,0.233463035,0.206185567,0.040956341,0.959043659
YPR029C,274,0,1,0,60,198,4612,231,0.915898843,0.23255814,0.206185567,0.041164241,0.958835759
YDR394W,275,0,1,0,60,199,4611,231,0.915702803,0.231660232,0.206185567,0.041372141,0.958627859
YHR059W,276,0,1,0,60,200,4610,231,0.915506763,0.230769231,0.206185567,0.041580042,0.958419958
YGL100W,277,0,1,0,60,201,4609,231,0.915310723,0.229885057,0.206185567,0.041787942,0.958212058
YPR020W,278,1,0,0,61,201,4609,230,0.915506763,0.232824427,0.209621993,0.041787942,0.958212058
YJR121W,279,0,1,0,61,202,4608,230,0.915310723,0.231939163,0.209621993,0.041995842,0.958004158
YDL007W,280,0,1,0,61,203,4607,230,0.915114683,0.231060606,0.209621993,0.042203742,0.957796258
YBR282W,281,0,1,0,61,204,4606,230,0.914918643,0.230188679,0.209621993,0.042411642,0.957588358
YKR087C,282,1,0,0,62,204,4606,229,0.915114683,0.233082707,0.213058419,0.042411642,0.957588358
YML057W,283,0,1,0,62,205,4605,229,0.914918643,0.232209738,0.213058419,0.042619543,0.957380457
YPL096W,284,0,1,0,62,206,4604,229,0.914722603,0.231343284,0.213058419,0.042827443,0.957172557
YML032C,285,1,0,0,63,206,4604,228,0.914918643,0.234200743,0.216494845,0.042827443,0.957172557
YBL045C,286,1,0,0,64,206,4604,227,0.915114683,0.237037037,0.219931271,0.042827443,0.957172557
YML009C,287,0,1,0,64,207,4603,227,0.914918643,0.236162362,0.219931271,0.043035343,0.956964657
YJR113C,288,0,1,0,64,208,4602,227,0.914722603,0.235294118,0.219931271,0.043243243,0.956756757
YLL009C,289,1,0,0,65,208,4602,226,0.914918643,0.238095238,0.223367698,0.043243243,0.956756757
YKR070W,290,0,1,0,65,209,4601,226,0.914722603,0.237226277,0.223367698,0.043451143,0.956548857
YOL023W,291,0,1,0,65,210,4600,226,0.914526563,0.236363636,0.223367698,0.043659044,0.956340956
YJR118C,292,1,0,0,66,210,4600,225,0.914722603,0.239130435,0.226804124,0.043659044,0.956340956
YKL069W,293,0,1,0,66,211,4599,225,0.914526563,0.238267148,0.226804124,0.043866944,0.956133056
YER050C,294,0,1,0,66,212,4598,225,0.914330523,0.237410072,0.226804124,0.044074844,0.955925156
YLR028C,295,0,0,1,66,212,4598,225,0.914330523,0.237410072,0.226804124,0.044074844,0.955925156
YLL029W,296,0,1,0,66,213,4597,225,0.914134483,0.23655914,0.226804124,0.044282744,0.955717256
YNR045W,297,0,1,0,66,214,4596,225,0.913938443,0.235714286,0.226804124,0.044490644,0.955509356
YER182W,298,0,1,0,66,215,4595,225,0.913742403,0.234875445,0.226804124,0.044698545,0.955301455
YGR111W,299,0,0,1,66,215,4595,225,0.913742403,0.234875445,0.226804124,0.044698545,0.955301455
YGR007W,300,0,1,0,66,216,4594,225,0.913546363,0.234042553,0.226804124,0.044906445,0.955093555
YDL165W,301,0,1,0,66,217,4593,225,0.913350323,0.233215548,0.226804124,0.045114345,0.954885655
YGL084C,302,0,1,0,66,218,4592,225,0.913154283,0.232394366,0.226804124,0.045322245,0.954677755
YPL214C,303,0,1,0,66,219,4591,225,0.912958243,0.231578947,0.226804124,0.045530146,0.954469854
YGL219C,304,1,0,0,67,219,4591,224,0.913154283,0.234265734,0.23024055,0.045530146,0.954469854
YML069W,305,0,1,0,67,220,4590,224,0.912958243,0.233449477,0.23024055,0.045738046,0.954261954
YML129C,306,1,0,0,68,220,4590,223,0.913154283,0.236111111,0.233676976,0.045738046,0.954261954
YHR116W,307,1,0,0,69,220,4590,222,0.913350323,0.238754325,0.237113402,0.045738046,0.954261954
YGL226W,308,0,1,0,69,221,4589,222,0.913154283,0.237931034,0.237113402,0.045945946,0.954054054
YMR001C,309,0,1,0,69,222,4588,222,0.912958243,0.237113402,0.237113402,0.046153846,0.953846154
YNL267W,310,0,1,0,69,223,4587,222,0.912762203,0.23630137,0.237113402,0.046361746,0.953638254
YHR135C,311,0,1,0,69,224,4586,222,0.912566163,0.235494881,0.237113402,0.046569647,0.953430353
YMR237W,312,0,1,0,69,225,4585,222,0.912370124,0.234693878,0.237113402,0.046777547,0.953222453
YPL063W,313,1,0,0,70,225,4585,221,0.912566163,0.237288136,0.240549828,0.046777547,0.953222453
YLR218C,314,1,0,0,71,225,4585,220,0.912762203,0.239864865,0.243986254,0.046777547,0.953222453
YGR112W,315,1,0,0,72,225,4585,219,0.912958243,0.242424242,0.24742268,0.046777547,0.953222453
YBR120C,316,1,0,0,73,225,4585,218,0.913154283,0.244966443,0.250859107,0.046777547,0.953222453
YKL039W,317,0,1,0,73,226,4584,218,0.912958243,0.244147157,0.250859107,0.046985447,0.953014553
YER027C,318,0,1,0,73,227,4583,218,0.912762203,0.243333333,0.250859107,0.047193347,0.952806653
YJL124C,319,0,1,0,73,228,4582,218,0.912566163,0.242524917,0.250859107,0.047401247,0.952598753
YCL057W,320,0,1,0,73,229,4581,218,0.912370124,0.241721854,0.250859107,0.047609148,0.952390852
YNL263C,321,0,1,0,73,230,4580,218,0.912174084,0.240924092,0.250859107,0.047817048,0.952182952
YPR082C,322,0,1,0,73,231,4579,218,0.911978044,0.240131579,0.250859107,0.048024948,0.951975052
YER017C,323,1,0,0,74,231,4579,217,0.912174084,0.242622951,0.254295533,0.048024948,0.951975052
YBL057C,324,0,1,0,74,232,4578,217,0.911978044,0.241830065,0.254295533,0.048232848,0.951767152
YGL095C,325,0,1,0,74,233,4577,217,0.911782004,0.241042345,0.254295533,0.048440748,0.951559252
YNL243W,326,0,1,0,74,234,4576,217,0.911585964,0.24025974,0.254295533,0.048648649,0.951351351
YHR017W,327,0,1,0,74,235,4575,217,0.911389924,0.239482201,0.254295533,0.048856549,0.951143451
YFR052W,328,0,1,0,74,236,4574,217,0.911193884,0.238709677,0.254295533,0.049064449,0.950935551
YMR099C,329,0,1,0,74,237,4573,217,0.910997844,0.237942122,0.254295533,0.049272349,0.950727651
YFL018C,330,0,1,0,74,238,4572,217,0.910801804,0.237179487,0.254295533,0.049480249,0.950519751
YJR102C,331,0,1,0,74,239,4571,217,0.910605764,0.236421725,0.254295533,0.04968815,0.95031185
YBR003W,332,0,1,0,74,240,4570,217,0.910409724,0.23566879,0.254295533,0.04989605,0.95010395
YMR071C,333,0,1,0,74,241,4569,217,0.910213684,0.234920635,0.254295533,0.05010395,0.94989605
YMR092C,334,0,1,0,74,242,4568,217,0.910017644,0.234177215,0.254295533,0.05031185,0.94968815
YJL102W,335,1,0,0,75,242,4568,216,0.910213684,0.23659306,0.257731959,0.05031185,0.94968815
YKR007W,336,0,1,0,75,243,4567,216,0.910017644,0.235849057,0.257731959,0.050519751,0.949480249
YMR115W,337,0,1,0,75,244,4566,216,0.909821604,0.235109718,0.257731959,0.050727651,0.949272349
YOR117W,338,0,1,0,75,245,4565,216,0.909625564,0.234375,0.257731959,0.050935551,0.949064449
YBR044C,339,1,0,0,76,245,4565,215,0.909821604,0.236760125,0.261168385,0.050935551,0.949064449
YNL312W,340,0,1,0,76,246,4564,215,0.909625564,0.236024845,0.261168385,0.051143451,0.948856549
YDL144C,341,0,1,0,76,247,4563,215,0.909429524,0.235294118,0.261168385,0.051351351,0.948648649
YCR071C,342,0,1,0,76,248,4562,215,0.909233484,0.234567901,0.261168385,0.051559252,0.948440748
YDR493W,343,1,0,0,77,248,4562,214,0.909429524,0.236923077,0.264604811,0.051559252,0.948440748
YKL150W,344,0,1,0,77,249,4561,214,0.909233484,0.236196319,0.264604811,0.051767152,0.948232848
YKL019W,345,0,0,1,77,249,4561,214,0.909233484,0.236196319,0.264604811,0.051767152,0.948232848
YNL329C,346,0,1,0,77,250,4560,214,0.909037444,0.235474006,0.264604811,0.051975052,0.948024948
YNL056W,347,0,1,0,77,251,4559,214,0.908841404,0.234756098,0.264604811,0.052182952,0.947817048
YHR121W,348,0,0,1,77,251,4559,214,0.908841404,0.234756098,0.264604811,0.052182952,0.947817048
YGL085W,349,0,1,0,77,252,4558,214,0.908645364,0.234042553,0.264604811,0.052390852,0.947609148
YJL131C,350,0,1,0,77,253,4557,214,0.908449324,0.233333333,0.264604811,0.052598753,0.947401247
YJR057W,351,0,1,0,77,254,4556,214,0.908253284,0.232628399,0.264604811,0.052806653,0.947193347
YNL321W,352,0,1,0,77,255,4555,214,0.908057244,0.231927711,0.264604811,0.053014553,0.946985447
YPR107C,353,0,1,0,77,256,4554,214,0.907861204,0.231231231,0.264604811,0.053222453,0.946777547
YML092C,354,0,1,0,77,257,4553,214,0.907665164,0.230538922,0.264604811,0.053430353,0.946569647
YHR076W,355,0,1,0,77,258,4552,214,0.907469124,0.229850746,0.264604811,0.053638254,0.946361746
YPL262W,356,0,1,0,77,259,4551,214,0.907273084,0.229166667,0.264604811,0.053846154,0.946153846
YLR066W,357,0,1,0,77,260,4550,214,0.907077044,0.228486647,0.264604811,0.054054054,0.945945946
YLR390W,358,0,1,0,77,261,4549,214,0.906881004,0.227810651,0.264604811,0.054261954,0.945738046
YNR017W,359,1,0,0,78,261,4549,213,0.907077044,0.230088496,0.268041237,0.054261954,0.945738046
YOR157C,360,0,1,0,78,262,4548,213,0.906881004,0.229411765,0.268041237,0.054469854,0.945530146
YMR060C,361,1,0,0,79,262,4548,212,0.907077044,0.231671554,0.271477663,0.054469854,0.945530146
YFR049W,362,0,1,0,79,263,4547,212,0.906881004,0.230994152,0.271477663,0.054677755,0.945322245
YNL323W,363,0,1,0,79,264,4546,212,0.906684964,0.2303207,0.271477663,0.054885655,0.945114345
YDL008W,364,0,1,0,79,265,4545,212,0.906488924,0.229651163,0.271477663,0.055093555,0.944906445
YJR099W,365,0,1,0,79,266,4544,212,0.906292884,0.228985507,0.271477663,0.055301455,0.944698545
YNL213C,366,1,0,0,80,266,4544,211,0.906488924,0.231213873,0.274914089,0.055301455,0.944698545
YFL005W,367,0,1,0,80,267,4543,211,0.906292884,0.23054755,0.274914089,0.055509356,0.944490644
YDR063W,368,0,1,0,80,268,4542,211,0.906096844,0.229885057,0.274914089,0.055717256,0.944282744
YJL104W,369,1,0,0,81,268,4542,210,0.906292884,0.232091691,0.278350515,0.055717256,0.944282744
YFR025C,370,0,1,0,81,269,4541,210,0.906096844,0.231428571,0.278350515,0.055925156,0.944074844
YOR017W,371,0,1,0,81,270,4540,210,0.905900804,0.230769231,0.278350515,0.056133056,0.943866944
YNR033W,372,0,0,1,81,270,4540,210,0.905900804,0.230769231,0.278350515,0.056133056,0.943866944
YPR191W,373,0,1,0,81,271,4539,210,0.905704764,0.230113636,0.278350515,0.056340956,0.943659044
YNL091W,374,0,1,0,81,272,4538,210,0.905508724,0.229461756,0.278350515,0.056548857,0.943451143
YOR124C,375,1,0,0,82,272,4538,209,0.905704764,0.231638418,0.281786942,0.056548857,0.943451143
YHR013C,376,0,0,1,82,272,4538,209,0.905704764,0.231638418,0.281786942,0.056548857,0.943451143
YPL099C,377,1,0,0,83,272,4538,208,0.905900804,0.233802817,0.285223368,0.056548857,0.943451143
YLR193C,378,0,1,0,83,273,4537,208,0.905704764,0.233146067,0.285223368,0.056756757,0.943243243
YDR031W,379,0,1,0,83,274,4536,208,0.905508724,0.232492997,0.285223368,0.056964657,0.943035343
YNL287W,380,0,1,0,83,275,4535,208,0.905312684,0.231843575,0.285223368,0.057172557,0.942827443
YER141W,381,0,1,0,83,276,4534,208,0.905116644,0.231197772,0.285223368,0.057380457,0.942619543
YER026C,382,0,1,0,83,277,4533,208,0.904920604,0.230555556,0.285223368,0.057588358,0.942411642
YJL066C,383,0,1,0,83,278,4532,208,0.904724564,0.229916898,0.285223368,0.057796258,0.942203742
YIL134W,384,0,1,0,83,279,4531,208,0.904528524,0.229281768,0.285223368,0.058004158,0.941995842
YLR330W,385,0,1,0,83,280,4530,208,0.904332484,0.228650138,0.285223368,0.058212058,0.941787942
YKL046C,386,0,1,0,83,281,4529,208,0.904136444,0.228021978,0.285223368,0.058419958,0.941580042
YNR035C,387,0,1,0,83,282,4528,208,0.903940404,0.22739726,0.285223368,0.058627859,0.941372141
YDR284C,388,0,1,0,83,283,4527,208,0.903744364,0.226775956,0.285223368,0.058835759,0.941164241
YBL102W,389,0,1,0,83,284,4526,208,0.903548324,0.226158038,0.285223368,0.059043659,0.940956341
YMR119W,390,0,1,0,83,285,4525,208,0.903352284,0.225543478,0.285223368,0.059251559,0.940748441
YLR209C,391,0,1,0,83,286,4524,208,0.903156244,0.224932249,0.285223368,0.059459459,0.940540541
YOR065W,392,0,1,0,83,287,4523,208,0.902960204,0.224324324,0.285223368,0.05966736,0.94033264
YDL188C,393,0,1,0,83,288,4522,208,0.902764164,0.223719677,0.285223368,0.05987526,0.94012474
YGR261C,394,0,1,0,83,289,4521,208,0.902568124,0.22311828,0.285223368,0.06008316,0.93991684
YFR006W,395,0,1,0,83,290,4520,208,0.902372084,0.222520107,0.285223368,0.06029106,0.93970894
YBL059W,396,0,1,0,83,291,4519,208,0.902176044,0.221925134,0.285223368,0.06049896,0.93950104
YOR014W,397,0,1,0,83,292,4518,208,0.901980004,0.221333333,0.285223368,0.060706861,0.939293139
YGR222W,398,0,1,0,83,293,4517,208,0.901783964,0.220744681,0.285223368,0.060914761,0.939085239
YDR265W,399,0,1,0,83,294,4516,208,0.901587924,0.220159151,0.285223368,0.061122661,0.938877339
YBL050W,400,0,1,0,83,295,4515,208,0.901391884,0.21957672,0.285223368,0.061330561,0.938669439
YER136W,401,0,0,1,83,295,4515,208,0.901391884,0.21957672,0.285223368,0.061330561,0.938669439
YGL213C,402,0,1,0,83,296,4514,208,0.901195844,0.218997361,0.285223368,0.061538462,0.938461538
YOR250C,403,0,1,0,83,297,4513,208,0.900999804,0.218421053,0.285223368,0.061746362,0.938253638
YNL317W,404,0,1,0,83,298,4512,208,0.900803764,0.217847769,0.285223368,0.061954262,0.938045738
YLR304C,405,1,0,0,84,298,4512,207,0.900999804,0.219895288,0.288659794,0.061954262,0.938045738
YLR277C,406,0,1,0,84,299,4511,207,0.900803764,0.219321149,0.288659794,0.062162162,0.937837838
YPL087W,407,0,1,0,84,300,4510,207,0.900607724,0.21875,0.288659794,0.062370062,0.937629938
YNL003C,408,0,1,0,84,301,4509,207,0.900411684,0.218181818,0.288659794,0.062577963,0.937422037
YDR100W,409,0,1,0,84,302,4508,207,0.900215644,0.21761658,0.288659794,0.062785863,0.937214137
YLR455W,410,0,1,0,84,303,4507,207,0.900019604,0.217054264,0.288659794,0.062993763,0.937006237
YBR125C,411,0,1,0,84,304,4506,207,0.899823564,0.216494845,0.288659794,0.063201663,0.936798337
YBR227C,412,1,0,0,85,304,4506,206,0.900019604,0.218508997,0.29209622,0.063201663,0.936798337
YMR073C,413,0,1,0,85,305,4505,206,0.899823564,0.217948718,0.29209622,0.063409563,0.936590437
YLR008C,414,1,0,0,86,305,4505,205,0.900019604,0.219948849,0.295532646,0.063409563,0.936590437
YER143W,415,0,1,0,86,306,4504,205,0.899823564,0.219387755,0.295532646,0.063617464,0.936382536
YDR177W,416,0,1,0,86,307,4503,205,0.899627524,0.218829517,0.295532646,0.063825364,0.936174636
YNL083W,417,0,1,0,86,308,4502,205,0.899431484,0.218274112,0.295532646,0.064033264,0.935966736
YGL011C,418,0,1,0,86,309,4501,205,0.899235444,0.217721519,0.295532646,0.064241164,0.935758836
YDR427W,419,0,1,0,86,310,4500,205,0.899039404,0.217171717,0.295532646,0.064449064,0.935550936
YMR314W,420,0,1,0,86,311,4499,205,0.898843364,0.216624685,0.295532646,0.064656965,0.935343035
YPL206C,421,0,1,0,86,312,4498,205,0.898647324,0.216080402,0.295532646,0.064864865,0.935135135
YNL169C,422,1,0,0,87,312,4498,204,0.898843364,0.218045113,0.298969072,0.064864865,0.935135135
YBL056W,423,0,1,0,87,313,4497,204,0.898647324,0.2175,0.298969072,0.065072765,0.934927235
YKL112W,424,0,1,0,87,314,4496,204,0.898451284,0.216957606,0.298969072,0.065280665,0.934719335
YPL029W,425,1,0,0,88,314,4496,203,0.898647324,0.218905473,0.302405498,0.065280665,0.934719335
YOL027C,426,1,0,0,89,314,4496,202,0.898843364,0.220843672,0.305841924,0.065280665,0.934719335
YMR023C,427,0,1,0,89,315,4495,202,0.898647324,0.22029703,0.305841924,0.065488565,0.934511435
YJL062W,428,0,1,0,89,316,4494,202,0.898451284,0.219753086,0.305841924,0.065696466,0.934303534
YBR110W,429,0,1,0,89,317,4493,202,0.898255244,0.219211823,0.305841924,0.065904366,0.934095634
YMR178W,430,0,0,1,89,317,4493,202,0.898255244,0.219211823,0.305841924,0.065904366,0.934095634
YMR004W,431,0,1,0,89,318,4492,202,0.898059204,0.218673219,0.305841924,0.066112266,0.933887734
YNL052W,432,0,1,0,89,319,4491,202,0.897863164,0.218137255,0.305841924,0.066320166,0.933679834
YOR112W,433,0,0,1,89,319,4491,202,0.897863164,0.218137255,0.305841924,0.066320166,0.933679834
YNL189W,434,0,0,1,89,319,4491,202,0.897863164,0.218137255,0.305841924,0.066320166,0.933679834
YMR282C,435,0,1,0,89,320,4490,202,0.897667124,0.217603912,0.305841924,0.066528067,0.933471933
YLR248W,436,0,1,0,89,321,4489,202,0.897471084,0.217073171,0.305841924,0.066735967,0.933264033
YJR044C,437,0,1,0,89,322,4488,202,0.897275044,0.216545012,0.305841924,0.066943867,0.933056133
YKL085W,438,0,1,0,89,323,4487,202,0.897079004,0.216019417,0.305841924,0.067151767,0.932848233
YKL007W,439,0,1,0,89,324,4486,202,0.896882964,0.215496368,0.305841924,0.067359667,0.932640333
YLR440C,440,0,1,0,89,325,4485,202,0.896686924,0.214975845,0.305841924,0.067567568,0.932432432
YNR040W,441,1,0,0,90,325,4485,201,0.896882964,0.21686747,0.309278351,0.067567568,0.932432432
YJL053W,442,0,1,0,90,326,4484,201,0.896686924,0.216346154,0.309278351,0.067775468,0.932224532
YGR181W,443,1,0,0,91,326,4484,200,0.896882964,0.21822542,0.312714777,0.067775468,0.932224532
YGL159W,444,0,0,1,91,326,4484,200,0.896882964,0.21822542,0.312714777,0.067775468,0.932224532
YER063W,445,0,1,0,91,327,4483,200,0.896686924,0.217703349,0.312714777,0.067983368,0.932016632
YGL172W,446,0,1,0,91,328,4482,200,0.896490884,0.217183771,0.312714777,0.068191268,0.931808732
YHR107C,447,0,1,0,91,329,4481,200,0.896294844,0.216666667,0.312714777,0.068399168,0.931600832
YGL160W,448,0,1,0,91,330,4480,200,0.896098804,0.216152019,0.312714777,0.068607069,0.931392931
YBR080C,449,0,1,0,91,331,4479,200,0.895902764,0.21563981,0.312714777,0.068814969,0.931185031
YGL187C,450,0,1,0,91,332,4478,200,0.895706724,0.215130024,0.312714777,0.069022869,0.930977131
YMR031C,451,0,1,0,91,333,4477,200,0.895510684,0.214622642,0.312714777,0.069230769,0.930769231
YDR511W,452,1,0,0,92,333,4477,199,0.895706724,0.216470588,0.316151203,0.069230769,0.930769231
YDL226C,453,0,1,0,92,334,4476,199,0.895510684,0.215962441,0.316151203,0.069438669,0.930561331
YML048W,454,0,1,0,92,335,4475,199,0.895314644,0.215456674,0.316151203,0.06964657,0.93035343
YOR163W,455,0,1,0,92,336,4474,199,0.895118604,0.214953271,0.316151203,0.06985447,0.93014553
YGR255C,456,0,1,0,92,337,4473,199,0.894922564,0.214452214,0.316151203,0.07006237,0.92993763
YLR220W,457,0,1,0,92,338,4472,199,0.894726524,0.213953488,0.316151203,0.07027027,0.92972973
YKR002W,458,0,1,0,92,339,4471,199,0.894530484,0.213457077,0.316151203,0.07047817,0.92952183
YCR036W,459,0,1,0,92,340,4470,199,0.894334444,0.212962963,0.316151203,0.070686071,0.929313929
YBR173C,460,0,1,0,92,341,4469,199,0.894138404,0.212471132,0.316151203,0.070893971,0.929106029
YOR362C,461,0,1,0,92,342,4468,199,0.893942364,0.211981567,0.316151203,0.071101871,0.928898129
YHR037W,462,0,1,0,92,343,4467,199,0.893746324,0.211494253,0.316151203,0.071309771,0.928690229
YMR035W,463,1,0,0,93,343,4467,198,0.893942364,0.213302752,0.319587629,0.071309771,0.928690229
YBR268W,464,0,1,0,93,344,4466,198,0.893746324,0.212814645,0.319587629,0.071517672,0.928482328
YML050W,465,0,1,0,93,345,4465,198,0.893550284,0.212328767,0.319587629,0.071725572,0.928274428
YDR376W,466,0,1,0,93,346,4464,198,0.893354244,0.211845103,0.319587629,0.071933472,0.928066528
YKL025C,467,0,1,0,93,347,4463,198,0.893158204,0.211363636,0.319587629,0.072141372,0.927858628
YIL005W,468,0,1,0,93,348,4462,198,0.892962164,0.210884354,0.319587629,0.072349272,0.927650728
YOR131C,469,0,1,0,93,349,4461,198,0.892766124,0.21040724,0.319587629,0.072557173,0.927442827
YNL045W,470,0,1,0,93,350,4460,198,0.892570084,0.20993228,0.319587629,0.072765073,0.927234927
YJR006W,471,0,1,0,93,351,4459,198,0.892374044,0.209459459,0.319587629,0.072972973,0.927027027
YBR199W,472,0,1,0,93,352,4458,198,0.892178004,0.208988764,0.319587629,0.073180873,0.926819127
YNL038W,473,0,1,0,93,353,4457,198,0.891981964,0.208520179,0.319587629,0.073388773,0.926611227
YER031C,474,0,1,0,93,354,4456,198,0.891785924,0.208053691,0.319587629,0.073596674,0.926403326
YNL258C,475,0,1,0,93,355,4455,198,0.891589884,0.207589286,0.319587629,0.073804574,0.926195426
YDL045C,476,0,1,0,93,356,4454,198,0.891393844,0.207126949,0.319587629,0.074012474,0.925987526
YDR054C,477,0,1,0,93,357,4453,198,0.891197804,0.206666667,0.319587629,0.074220374,0.925779626
YLR314C,478,0,1,0,93,358,4452,198,0.891001764,0.206208426,0.319587629,0.074428274,0.925571726
YFR033C,479,0,1,0,93,359,4451,198,0.890805724,0.205752212,0.319587629,0.074636175,0.925363825
YGR029W,480,1,0,0,94,359,4451,197,0.891001764,0.207505519,0.323024055,0.074636175,0.925363825
YDL052C,481,0,1,0,94,360,4450,197,0.890805724,0.207048458,0.323024055,0.074844075,0.925155925
YPR103W,482,0,1,0,94,361,4449,197,0.890609684,0.206593407,0.323024055,0.075051975,0.924948025
YKL168C,483,0,1,0,94,362,4448,197,0.890413644,0.206140351,0.323024055,0.075259875,0.924740125
YPR079W,484,0,1,0,94,363,4447,197,0.890217604,0.205689278,0.323024055,0.075467775,0.924532225
YHR200W,485,0,1,0,94,364,4446,197,0.890021564,0.205240175,0.323024055,0.075675676,0.924324324
