Gene,Rank,Positive,Negative,Agnositc,True Positive,False Positive,True Negative,False Negative,Accuracy,Precision,Recall,False Positive Rate,Selectivity
YMR064W,492,0,1,0,25,225,3838,80,0.926823417,0.1,0.238095238,0.0553778,0.9446222
YNR052C,494,0,1,0,25,226,3837,80,0.926583493,0.099601594,0.238095238,0.055623923,0.944376077
YLR394W,495,0,1,0,25,227,3836,80,0.92634357,0.099206349,0.238095238,0.055870047,0.944129953
YER170W,496,0,1,0,25,228,3835,80,0.926103647,0.098814229,0.238095238,0.05611617,0.94388383
YOR125C,497,0,1,0,25,229,3834,80,0.925863724,0.098425197,0.238095238,0.056362294,0.943637706
YPL139C,498,0,1,0,25,230,3833,80,0.9256238,0.098039216,0.238095238,0.056608417,0.943391583
YMR208W,499,0,1,0,25,231,3832,80,0.925383877,0.09765625,0.238095238,0.056854541,0.943145459
YDR182W,500,0,1,0,25,232,3831,80,0.925143954,0.097276265,0.238095238,0.057100665,0.942899335
YDL225W,504,0,1,0,25,233,3830,80,0.924904031,0.096899225,0.238095238,0.057346788,0.942653212
YDR510W,506,0,1,0,25,234,3829,80,0.924664107,0.096525097,0.238095238,0.057592912,0.942407088
YPR072W,507,0,1,0,25,235,3828,80,0.924424184,0.096153846,0.238095238,0.057839035,0.942160965
YLR371W,508,0,1,0,25,236,3827,80,0.924184261,0.095785441,0.238095238,0.058085159,0.941914841
YKL196C,509,0,1,0,25,237,3826,80,0.923944338,0.095419847,0.238095238,0.058331282,0.941668718
YPR134W,511,0,1,0,25,238,3825,80,0.923704415,0.095057034,0.238095238,0.058577406,0.941422594
YGR252W,512,0,1,0,25,239,3824,80,0.923464491,0.09469697,0.238095238,0.058823529,0.941176471
YDL097C,513,0,1,0,25,240,3823,80,0.923224568,0.094339623,0.238095238,0.059069653,0.940930347
YCL033C,514,0,1,0,25,241,3822,80,0.922984645,0.093984962,0.238095238,0.059315777,0.940684223
YMR091C,515,0,1,0,25,242,3821,80,0.922744722,0.093632959,0.238095238,0.0595619,0.9404381
YOR358W,519,0,1,0,25,243,3820,80,0.922504798,0.093283582,0.238095238,0.059808024,0.940191976
YGL002W,522,0,1,0,25,244,3819,80,0.922264875,0.092936803,0.238095238,0.060054147,0.939945853
YBR192W,523,1,0,0,26,244,3819,79,0.922504798,0.096296296,0.247619048,0.060054147,0.939945853
YMR139W,524,0,1,0,26,245,3818,79,0.922264875,0.095940959,0.247619048,0.060300271,0.939699729
YNL231C,526,0,1,0,26,246,3817,79,0.922024952,0.095588235,0.247619048,0.060546394,0.939453606
YPR131C,527,1,0,0,27,246,3817,78,0.922264875,0.098901099,0.257142857,0.060546394,0.939453606
YKL192C,528,0,1,0,27,247,3816,78,0.922024952,0.098540146,0.257142857,0.060792518,0.939207482
YOR320C,529,0,1,0,27,248,3815,78,0.921785029,0.098181818,0.257142857,0.061038641,0.938961359
YLR071C,531,0,1,0,27,249,3814,78,0.921545106,0.097826087,0.257142857,0.061284765,0.938715235
YOR132W,532,0,1,0,27,250,3813,78,0.921305182,0.097472924,0.257142857,0.061530889,0.938469111
YOL094C,534,0,1,0,27,251,3812,78,0.921065259,0.097122302,0.257142857,0.061777012,0.938222988
YJL068C,535,0,1,0,27,252,3811,78,0.920825336,0.096774194,0.257142857,0.062023136,0.937976864
YOL009C,536,1,0,0,28,252,3811,77,0.921065259,0.1,0.266666667,0.062023136,0.937976864
YPR105C,537,0,1,0,28,253,3810,77,0.920825336,0.099644128,0.266666667,0.062269259,0.937730741
YGL236C,538,0,0,1,28,253,3810,77,0.920825336,0.099644128,0.266666667,0.062269259,0.937730741
YOL018C,539,0,1,0,28,254,3809,77,0.920585413,0.09929078,0.266666667,0.062515383,0.937484617
YLR026C,540,0,1,0,28,255,3808,77,0.920345489,0.098939929,0.266666667,0.062761506,0.937238494
YJL174W,543,0,1,0,28,256,3807,77,0.920105566,0.098591549,0.266666667,0.06300763,0.93699237
YDL029W,544,1,0,0,29,256,3807,76,0.920345489,0.101754386,0.276190476,0.06300763,0.93699237
YKR088C,545,0,1,0,29,257,3806,76,0.920105566,0.101398601,0.276190476,0.063253753,0.936746247
YCR088W,546,0,1,0,29,258,3805,76,0.919865643,0.101045296,0.276190476,0.063499877,0.936500123
YPL053C,547,0,1,0,29,259,3804,76,0.91962572,0.100694444,0.276190476,0.063746,0.936254
YKR037C,548,0,1,0,29,260,3803,76,0.919385797,0.100346021,0.276190476,0.063992124,0.936007876
YEL013W,549,0,1,0,29,261,3802,76,0.919145873,0.1,0.276190476,0.064238248,0.935761752
YLR429W,551,0,1,0,29,262,3801,76,0.91890595,0.099656357,0.276190476,0.064484371,0.935515629
YIL039W,552,0,1,0,29,263,3800,76,0.918666027,0.099315068,0.276190476,0.064730495,0.935269505
YPR081C,553,0,1,0,29,264,3799,76,0.918426104,0.098976109,0.276190476,0.064976618,0.935023382
YPR180W,555,0,1,0,29,265,3798,76,0.91818618,0.098639456,0.276190476,0.065222742,0.934777258
YGL065C,558,0,1,0,29,266,3797,76,0.917946257,0.098305085,0.276190476,0.065468865,0.934531135
YKL213C,559,0,1,0,29,267,3796,76,0.917706334,0.097972973,0.276190476,0.065714989,0.934285011
YAR007C,560,0,1,0,29,268,3795,76,0.917466411,0.097643098,0.276190476,0.065961112,0.934038888
YKL058W,561,0,1,0,29,269,3794,76,0.917226488,0.097315436,0.276190476,0.066207236,0.933792764
YPR021C,562,0,1,0,29,270,3793,76,0.916986564,0.096989967,0.276190476,0.06645336,0.93354664
YKR003W,563,0,1,0,29,271,3792,76,0.916746641,0.096666667,0.276190476,0.066699483,0.933300517
YKL018W,564,0,1,0,29,272,3791,76,0.916506718,0.096345515,0.276190476,0.066945607,0.933054393
YML127W,565,0,1,0,29,273,3790,76,0.916266795,0.09602649,0.276190476,0.06719173,0.93280827
YNL008C,567,0,1,0,29,274,3789,76,0.916026871,0.095709571,0.276190476,0.067437854,0.932562146
YDR477W,569,0,1,0,29,275,3788,76,0.915786948,0.095394737,0.276190476,0.067683977,0.932316023
YNL099C,570,0,1,0,29,276,3787,76,0.915547025,0.095081967,0.276190476,0.067930101,0.932069899
YJR005W,572,0,1,0,29,277,3786,76,0.915307102,0.094771242,0.276190476,0.068176224,0.931823776
YDR452W,573,0,1,0,29,278,3785,76,0.915067179,0.094462541,0.276190476,0.068422348,0.931577652
YCR002C,574,0,1,0,29,279,3784,76,0.914827255,0.094155844,0.276190476,0.068668472,0.931331528
YMR200W,575,0,1,0,29,280,3783,76,0.914587332,0.093851133,0.276190476,0.068914595,0.931085405
YHR132C,576,0,1,0,29,281,3782,76,0.914347409,0.093548387,0.276190476,0.069160719,0.930839281
YBR229C,577,0,1,0,29,282,3781,76,0.914107486,0.093247588,0.276190476,0.069406842,0.930593158
YDR294C,580,0,1,0,29,283,3780,76,0.913867562,0.092948718,0.276190476,0.069652966,0.930347034
YOR008C,581,0,1,0,29,284,3779,76,0.913627639,0.092651757,0.276190476,0.069899089,0.930100911
YPR125W,583,1,0,0,30,284,3779,75,0.913867562,0.095541401,0.285714286,0.069899089,0.930100911
YPL112C,584,0,1,0,30,285,3778,75,0.913627639,0.095238095,0.285714286,0.070145213,0.929854787
YKL126W,586,0,1,0,30,286,3777,75,0.913387716,0.094936709,0.285714286,0.070391336,0.929608664
YGR257C,588,0,1,0,30,287,3776,75,0.913147793,0.094637224,0.285714286,0.07063746,0.92936254
YER107C,589,0,1,0,30,288,3775,75,0.912907869,0.094339623,0.285714286,0.070883584,0.929116416
YKR014C,591,0,1,0,30,289,3774,75,0.912667946,0.094043887,0.285714286,0.071129707,0.928870293
YGL106W,592,0,1,0,30,290,3773,75,0.912428023,0.09375,0.285714286,0.071375831,0.928624169
YOR043W,593,0,1,0,30,291,3772,75,0.9121881,0.093457944,0.285714286,0.071621954,0.928378046
YKL154W,595,0,1,0,30,292,3771,75,0.911948177,0.093167702,0.285714286,0.071868078,0.928131922
YDR196C,596,0,1,0,30,293,3770,75,0.911708253,0.092879257,0.285714286,0.072114201,0.927885799
YIL062C,598,1,0,0,31,293,3770,74,0.911948177,0.095679012,0.295238095,0.072114201,0.927885799
YML007W,599,0,1,0,31,294,3769,74,0.911708253,0.095384615,0.295238095,0.072360325,0.927639675
YLR396C,600,0,1,0,31,295,3768,74,0.91146833,0.095092025,0.295238095,0.072606448,0.927393552
YMR072W,601,1,0,0,32,295,3768,73,0.911708253,0.097859327,0.304761905,0.072606448,0.927393552
YIR008C,602,0,1,0,32,296,3767,73,0.91146833,0.097560976,0.304761905,0.072852572,0.927147428
YOL129W,603,0,1,0,32,297,3766,73,0.911228407,0.097264438,0.304761905,0.073098696,0.926901304
YMR183C,604,0,1,0,32,298,3765,73,0.910988484,0.096969697,0.304761905,0.073344819,0.926655181
YJL001W,605,0,1,0,32,299,3764,73,0.91074856,0.096676737,0.304761905,0.073590943,0.926409057
YJL167W,606,0,1,0,32,300,3763,73,0.910508637,0.096385542,0.304761905,0.073837066,0.926162934
YBR029C,607,0,1,0,32,301,3762,73,0.910268714,0.096096096,0.304761905,0.07408319,0.92591681
YML051W,608,0,1,0,32,302,3761,73,0.910028791,0.095808383,0.304761905,0.074329313,0.925670687
YMR028W,609,0,1,0,32,303,3760,73,0.909788868,0.095522388,0.304761905,0.074575437,0.925424563
YBR123C,610,0,1,0,32,304,3759,73,0.909548944,0.095238095,0.304761905,0.07482156,0.92517844
YPL127C,611,0,1,0,32,305,3758,73,0.909309021,0.09495549,0.304761905,0.075067684,0.924932316
YOR209C,612,0,1,0,32,306,3757,73,0.909069098,0.094674556,0.304761905,0.075313808,0.924686192
YGL119W,614,0,1,0,32,307,3756,73,0.908829175,0.09439528,0.304761905,0.075559931,0.924440069
YIL088C,616,0,1,0,32,308,3755,73,0.908589251,0.094117647,0.304761905,0.075806055,0.924193945
YOR110W,617,0,1,0,32,309,3754,73,0.908349328,0.093841642,0.304761905,0.076052178,0.923947822
YML035C,618,0,1,0,32,310,3753,73,0.908109405,0.093567251,0.304761905,0.076298302,0.923701698
YOR020C,619,0,1,0,32,311,3752,73,0.907869482,0.093294461,0.304761905,0.076544425,0.923455575
YPL010W,621,0,1,0,32,312,3751,73,0.907629559,0.093023256,0.304761905,0.076790549,0.923209451
YBR273C,622,0,1,0,32,313,3750,73,0.907389635,0.092753623,0.304761905,0.077036672,0.922963328
YGR253C,623,0,1,0,32,314,3749,73,0.907149712,0.092485549,0.304761905,0.077282796,0.922717204
YMR005W,624,0,1,0,32,315,3748,73,0.906909789,0.09221902,0.304761905,0.07752892,0.92247108
YJR065C,625,1,0,0,33,315,3748,72,0.907149712,0.094827586,0.314285714,0.07752892,0.92247108
YDL134C,626,0,1,0,33,316,3747,72,0.906909789,0.094555874,0.314285714,0.077775043,0.922224957
YLR191W,628,0,1,0,33,317,3746,72,0.906669866,0.094285714,0.314285714,0.078021167,0.921978833
YMR220W,629,0,1,0,33,318,3745,72,0.906429942,0.094017094,0.314285714,0.07826729,0.92173271
YDR292C,631,0,1,0,33,319,3744,72,0.906190019,0.09375,0.314285714,0.078513414,0.921486586
YGL207W,633,0,1,0,33,320,3743,72,0.905950096,0.093484419,0.314285714,0.078759537,0.921240463
YOR038C,634,0,1,0,33,321,3742,72,0.905710173,0.093220339,0.314285714,0.079005661,0.920994339
YOR174W,635,0,1,0,33,322,3741,72,0.90547025,0.092957746,0.314285714,0.079251784,0.920748216
YGR077C,636,0,1,0,33,323,3740,72,0.905230326,0.092696629,0.314285714,0.079497908,0.920502092
YOR275C,637,0,1,0,33,324,3739,72,0.904990403,0.092436975,0.314285714,0.079744032,0.920255968
YGL233W,638,0,1,0,33,325,3738,72,0.90475048,0.092178771,0.314285714,0.079990155,0.920009845
YPL129W,641,0,1,0,33,326,3737,72,0.904510557,0.091922006,0.314285714,0.080236279,0.919763721
YHR113W,643,0,1,0,33,327,3736,72,0.904270633,0.091666667,0.314285714,0.080482402,0.919517598
YPL031C,644,0,1,0,33,328,3735,72,0.90403071,0.091412742,0.314285714,0.080728526,0.919271474
YKR055W,646,0,1,0,33,329,3734,72,0.903790787,0.091160221,0.314285714,0.080974649,0.919025351
YLR170C,647,0,1,0,33,330,3733,72,0.903550864,0.090909091,0.314285714,0.081220773,0.918779227
YMR153W,649,0,1,0,33,331,3732,72,0.90331094,0.090659341,0.314285714,0.081466896,0.918533104
YKR084C,652,0,1,0,33,332,3731,72,0.903071017,0.090410959,0.314285714,0.08171302,0.91828698
YKR038C,653,0,1,0,33,333,3730,72,0.902831094,0.090163934,0.314285714,0.081959143,0.918040857
YKL075C,654,0,1,0,33,334,3729,72,0.902591171,0.089918256,0.314285714,0.082205267,0.917794733
YOR090C,655,0,1,0,33,335,3728,72,0.902351248,0.089673913,0.314285714,0.082451391,0.917548609
YGR178C,657,0,1,0,33,336,3727,72,0.902111324,0.089430894,0.314285714,0.082697514,0.917302486
YER078C,658,0,1,0,33,337,3726,72,0.901871401,0.089189189,0.314285714,0.082943638,0.917056362
YBR058C,663,0,1,0,33,338,3725,72,0.901631478,0.088948787,0.314285714,0.083189761,0.916810239
YOR085W,664,0,1,0,33,339,3724,72,0.901391555,0.088709677,0.314285714,0.083435885,0.916564115
YER125W,665,0,1,0,33,340,3723,72,0.901151631,0.08847185,0.314285714,0.083682008,0.916317992
YML115C,666,0,1,0,33,341,3722,72,0.900911708,0.088235294,0.314285714,0.083928132,0.916071868
YLR181C,667,0,1,0,33,342,3721,72,0.900671785,0.088,0.314285714,0.084174255,0.915825745
YOR039W,668,0,1,0,33,343,3720,72,0.900431862,0.087765957,0.314285714,0.084420379,0.915579621
YDL100C,669,0,1,0,33,344,3719,72,0.900191939,0.087533156,0.314285714,0.084666503,0.915333497
YLR144C,671,0,1,0,33,345,3718,72,0.899952015,0.087301587,0.314285714,0.084912626,0.915087374
YJL091C,673,0,1,0,33,346,3717,72,0.899712092,0.08707124,0.314285714,0.08515875,0.91484125
YFL048C,674,0,1,0,33,347,3716,72,0.899472169,0.086842105,0.314285714,0.085404873,0.914595127
YMR022W,675,0,1,0,33,348,3715,72,0.899232246,0.086614173,0.314285714,0.085650997,0.914349003
YOL013C,676,0,1,0,33,349,3714,72,0.898992322,0.086387435,0.314285714,0.08589712,0.91410288
YAL022C,677,0,1,0,33,350,3713,72,0.898752399,0.08616188,0.314285714,0.086143244,0.913856756
YKR089C,679,0,1,0,33,351,3712,72,0.898512476,0.0859375,0.314285714,0.086389367,0.913610633
YBR166C,680,0,1,0,33,352,3711,72,0.898272553,0.085714286,0.314285714,0.086635491,0.913364509
YOL068C,681,0,1,0,33,353,3710,72,0.89803263,0.085492228,0.314285714,0.086881615,0.913118385
YGR186W,685,0,1,0,33,354,3709,72,0.897792706,0.085271318,0.314285714,0.087127738,0.912872262
YPL116W,686,0,1,0,33,355,3708,72,0.897552783,0.085051546,0.314285714,0.087373862,0.912626138
YPL243W,687,0,1,0,33,356,3707,72,0.89731286,0.084832905,0.314285714,0.087619985,0.912380015
YMR149W,690,0,1,0,33,357,3706,72,0.897072937,0.084615385,0.314285714,0.087866109,0.912133891
YDR486C,691,0,1,0,33,358,3705,72,0.896833013,0.084398977,0.314285714,0.088112232,0.911887768
YGL161C,692,0,1,0,33,359,3704,72,0.89659309,0.084183673,0.314285714,0.088358356,0.911641644
YOR256C,693,0,1,0,33,360,3703,72,0.896353167,0.083969466,0.314285714,0.088604479,0.911395521
YJL154C,694,0,1,0,33,361,3702,72,0.896113244,0.083756345,0.314285714,0.088850603,0.911149397
YKL135C,695,0,1,0,33,362,3701,72,0.895873321,0.083544304,0.314285714,0.089096727,0.910903273
YOR136W,696,0,1,0,33,363,3700,72,0.895633397,0.083333333,0.314285714,0.08934285,0.91065715
YFL036W,697,1,0,0,34,363,3700,71,0.895873321,0.085642317,0.323809524,0.08934285,0.91065715
YNL264C,698,0,1,0,34,364,3699,71,0.895633397,0.085427136,0.323809524,0.089588974,0.910411026
YOR196C,699,0,1,0,34,365,3698,71,0.895393474,0.085213033,0.323809524,0.089835097,0.910164903
YOR357C,701,0,1,0,34,366,3697,71,0.895153551,0.085,0.323809524,0.090081221,0.909918779
YPL178W,702,0,1,0,34,367,3696,71,0.894913628,0.08478803,0.323809524,0.090327344,0.909672656
YBR164C,703,0,1,0,34,368,3695,71,0.894673704,0.084577114,0.323809524,0.090573468,0.909426532
YEL024W,704,0,1,0,34,369,3694,71,0.894433781,0.084367246,0.323809524,0.090819591,0.909180409
YER133W,705,0,1,0,34,370,3693,71,0.894193858,0.084158416,0.323809524,0.091065715,0.908934285
YBR234C,706,1,0,0,35,370,3693,70,0.894433781,0.086419753,0.333333333,0.091065715,0.908934285
YKL193C,707,0,1,0,35,371,3692,70,0.894193858,0.086206897,0.333333333,0.091311839,0.908688161
YGR267C,708,0,1,0,35,372,3691,70,0.893953935,0.085995086,0.333333333,0.091557962,0.908442038
YNL049C,709,0,1,0,35,373,3690,70,0.893714012,0.085784314,0.333333333,0.091804086,0.908195914
YDL174C,710,0,1,0,35,374,3689,70,0.893474088,0.085574572,0.333333333,0.092050209,0.907949791
YJR126C,712,0,1,0,35,375,3688,70,0.893234165,0.085365854,0.333333333,0.092296333,0.907703667
YGR241C,713,0,1,0,35,376,3687,70,0.892994242,0.085158151,0.333333333,0.092542456,0.907457544
YHR103W,714,0,1,0,35,377,3686,70,0.892754319,0.084951456,0.333333333,0.09278858,0.90721142
YJR090C,715,0,1,0,35,378,3685,70,0.892514395,0.084745763,0.333333333,0.093034703,0.906965297
YLR182W,716,0,1,0,35,379,3684,70,0.892274472,0.084541063,0.333333333,0.093280827,0.906719173
YLR361C,717,0,1,0,35,380,3683,70,0.892034549,0.084337349,0.333333333,0.093526951,0.906473049
YBR130C,718,0,1,0,35,381,3682,70,0.891794626,0.084134615,0.333333333,0.093773074,0.906226926
YNL118C,719,0,1,0,35,382,3681,70,0.891554702,0.083932854,0.333333333,0.094019198,0.905980802
YPL048W,720,0,1,0,35,383,3680,70,0.891314779,0.083732057,0.333333333,0.094265321,0.905734679
YDR197W,722,0,1,0,35,384,3679,70,0.891074856,0.08353222,0.333333333,0.094511445,0.905488555
YLR078C,723,0,1,0,35,385,3678,70,0.890834933,0.083333333,0.333333333,0.094757568,0.905242432
YOL003C,724,0,1,0,35,386,3677,70,0.89059501,0.083135392,0.333333333,0.095003692,0.904996308
YJL192C,725,0,1,0,35,387,3676,70,0.890355086,0.082938389,0.333333333,0.095249815,0.904750185
YDR456W,726,0,1,0,35,388,3675,70,0.890115163,0.082742317,0.333333333,0.095495939,0.904504061
YBR159W,727,0,1,0,35,389,3674,70,0.88987524,0.08254717,0.333333333,0.095742063,0.904257937
YJL196C,729,0,1,0,35,390,3673,70,0.889635317,0.082352941,0.333333333,0.095988186,0.904011814
YMR264W,730,0,1,0,35,391,3672,70,0.889395393,0.082159624,0.333333333,0.09623431,0.90376569
YOR329C,732,0,1,0,35,392,3671,70,0.88915547,0.081967213,0.333333333,0.096480433,0.903519567
YDL046W,733,0,1,0,35,393,3670,70,0.888915547,0.081775701,0.333333333,0.096726557,0.903273443
YOR212W,734,0,1,0,35,394,3669,70,0.888675624,0.081585082,0.333333333,0.09697268,0.90302732
YLL031C,735,0,1,0,35,395,3668,70,0.888435701,0.081395349,0.333333333,0.097218804,0.902781196
YDR264C,736,0,1,0,35,396,3667,70,0.888195777,0.081206497,0.333333333,0.097464927,0.902535073
YNL239W,737,0,1,0,35,397,3666,70,0.887955854,0.081018519,0.333333333,0.097711051,0.902288949
YLR395C,738,0,1,0,35,398,3665,70,0.887715931,0.080831409,0.333333333,0.097957175,0.902042825
YNL070W,739,1,0,0,36,398,3665,69,0.887955854,0.082949309,0.342857143,0.097957175,0.902042825
YDL132W,741,0,1,0,36,399,3664,69,0.887715931,0.082758621,0.342857143,0.098203298,0.901796702
YCL034W,743,0,1,0,36,400,3663,69,0.887476008,0.082568807,0.342857143,0.098449422,0.901550578
YBR236C,744,0,1,0,36,401,3662,69,0.887236084,0.082379863,0.342857143,0.098695545,0.901304455
YGR277C,745,0,1,0,36,402,3661,69,0.886996161,0.082191781,0.342857143,0.098941669,0.901058331
YER154W,747,1,0,0,37,402,3661,68,0.887236084,0.08428246,0.352380952,0.098941669,0.901058331
YOR278W,748,0,1,0,37,403,3660,68,0.886996161,0.084090909,0.352380952,0.099187792,0.900812208
YDL147W,749,0,1,0,37,404,3659,68,0.886756238,0.083900227,0.352380952,0.099433916,0.900566084
YOR155C,750,0,1,0,37,405,3658,68,0.886516315,0.083710407,0.352380952,0.099680039,0.900319961
YIL007C,751,0,1,0,37,406,3657,68,0.886276392,0.083521445,0.352380952,0.099926163,0.900073837
YPL252C,752,0,1,0,37,407,3656,68,0.886036468,0.083333333,0.352380952,0.100172286,0.899827714
YLR079W,753,0,1,0,37,408,3655,68,0.885796545,0.083146067,0.352380952,0.10041841,0.89958159
YBR210W,754,0,1,0,37,409,3654,68,0.885556622,0.082959641,0.352380952,0.100664534,0.899335466
YDL066W,755,0,1,0,37,410,3653,68,0.885316699,0.082774049,0.352380952,0.100910657,0.899089343
YER044C,758,0,1,0,37,411,3652,68,0.885076775,0.082589286,0.352380952,0.101156781,0.898843219
YNL156C,759,0,1,0,37,412,3651,68,0.884836852,0.082405345,0.352380952,0.101402904,0.898597096
YOL082W,760,0,1,0,37,413,3650,68,0.884596929,0.082222222,0.352380952,0.101649028,0.898350972
YPL007C,761,0,1,0,37,414,3649,68,0.884357006,0.082039911,0.352380952,0.101895151,0.898104849
YPR124W,762,0,1,0,37,415,3648,68,0.884117083,0.081858407,0.352380952,0.102141275,0.897858725
YKL114C,763,0,1,0,37,416,3647,68,0.883877159,0.081677704,0.352380952,0.102387398,0.897612602
YJL029C,764,0,1,0,37,417,3646,68,0.883637236,0.081497797,0.352380952,0.102633522,0.897366478
YPR139C,765,0,1,0,37,418,3645,68,0.883397313,0.081318681,0.352380952,0.102879646,0.897120354
YOR074C,766,0,1,0,37,419,3644,68,0.88315739,0.081140351,0.352380952,0.103125769,0.896874231
YHR181W,767,0,1,0,37,420,3643,68,0.882917466,0.080962801,0.352380952,0.103371893,0.896628107
YDR308C,768,0,1,0,37,421,3642,68,0.882677543,0.080786026,0.352380952,0.103618016,0.896381984
YLR132C,769,0,1,0,37,422,3641,68,0.88243762,0.080610022,0.352380952,0.10386414,0.89613586
YKL140W,770,0,1,0,37,423,3640,68,0.882197697,0.080434783,0.352380952,0.104110263,0.895889737
YDL088C,771,0,1,0,37,424,3639,68,0.881957774,0.080260304,0.352380952,0.104356387,0.895643613
YNL071W,772,0,1,0,37,425,3638,68,0.88171785,0.08008658,0.352380952,0.10460251,0.89539749
YLR459W,774,0,1,0,37,426,3637,68,0.881477927,0.079913607,0.352380952,0.104848634,0.895151366
YDR164C,775,0,1,0,37,427,3636,68,0.881238004,0.079741379,0.352380952,0.105094758,0.894905242
YGL020C,776,1,0,0,38,427,3636,67,0.881477927,0.08172043,0.361904762,0.105094758,0.894905242
YBR176W,777,0,1,0,38,428,3635,67,0.881238004,0.081545064,0.361904762,0.105340881,0.894659119
YER174C,778,0,1,0,38,429,3634,67,0.880998081,0.08137045,0.361904762,0.105587005,0.894412995
YGL181W,779,0,1,0,38,430,3633,67,0.880758157,0.081196581,0.361904762,0.105833128,0.894166872
YKL013C,780,1,0,0,39,430,3633,66,0.880998081,0.08315565,0.371428571,0.105833128,0.894166872
YDL142C,781,1,0,0,40,430,3633,65,0.881238004,0.085106383,0.380952381,0.105833128,0.894166872
YMR197C,785,0,1,0,40,431,3632,65,0.880998081,0.08492569,0.380952381,0.106079252,0.893920748
YNL310C,786,1,0,0,41,431,3632,64,0.881238004,0.086864407,0.39047619,0.106079252,0.893920748
YMR166C,787,0,1,0,41,432,3631,64,0.880998081,0.086680761,0.39047619,0.106325375,0.893674625
YAL016W,788,0,1,0,41,433,3630,64,0.880758157,0.08649789,0.39047619,0.106571499,0.893428501
YIL021W,789,0,1,0,41,434,3629,64,0.880518234,0.086315789,0.39047619,0.106817622,0.893182378
YER012W,790,0,1,0,41,435,3628,64,0.880278311,0.086134454,0.39047619,0.107063746,0.892936254
YPR128C,791,0,1,0,41,436,3627,64,0.880038388,0.085953878,0.39047619,0.10730987,0.89269013
