YORF	NAME	GWEIGHT	1-1-dCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain	1-3-dCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain	1-4-dCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain	1-5-cCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain	2-2-dCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain	2-3-dCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain	2-4-aCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain	2-5-dCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain	2-6-dCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain	3-1-dCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain	3-3-dCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain	3-4-dCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain	3-5-dCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain	4-1-cCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain	4-3-dCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain	4-4-dCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain	5-1-dCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain	5-2-dCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain	5-3-dCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain	5-4-dCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain	5-5-dCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain	6-1-dCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain	6-2-bCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain	6-3-cCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain
YMR020W	YMR020W	1	-0.0572	0.0399	0.1046	0.248	0.153	0.2407	0.0886	0.166	0.3201	0.0138	0.0651	0.1783	0.3852	0.4286	0.6274	-0.4209	0.2164	0.3435	0.0375	-0.1201	0.2971	0.139	-0.173	0.0293
YOR239W	YOR239W	1	0.2516	0.3691	-0.1078	0.086	0.1699	0.2981	0.3812	0.0201	0.1713	0.0332	0.329	0.1313	0.2875	0.3083	0.1949	0.6197	0.2064	0.2337	0.0931	0.5155	0.2432	0.1954	0.5584	0.09
YLR024C	YLR024C	1	0.3261	0.561	0.4273	0.4258	0.2378	0.4361	0.3124	0.1971	0.2265	0.2331	0.0812	0.263	0.4417	-0.3786	0.1728	0.8887	0.0942	0.3041	0.9868	0.5998	0.4101	0.1417	0.4665	-0.1028
YJR079W	YJR079W	1	0	0	0.1095	0.0983	0	0	0.1526	0.0708	0.2905	0.5226	0.4968	0.6848	0	0	0.142	0	0	0	0	0	0	0	0.5822	0
YNL251C	YNL251C	1	-0.2788	-0.294	-0.2678	-0.3802	-0.2714	-0.181	-0.1899	-0.1936	-0.2296	-0.0083	-0.2352	-0.147	-0.1833	-0.3445	-0.2133	0.1782	-0.204	0.025	-0.3656	0.0656	-0.1446	-0.0792	-0.1027	-0.084
YGR054W	YGR054W	1	-0.2006	-0.4735	-0.4611	-0.431	-0.4289	-0.402	0.3014	-0.1111	-0.295	-0.0566	-0.2406	-0.5003	-0.4293	-0.2356	-0.8325	0.1422	-0.528	-0.2845	-0.1097	-0.0882	-0.4606	0.0075	-0.2637	-0.4018
YMR203W	YMR203W	1	-0.4779	-0.5222	-0.4684	-0.4295	-0.5912	-0.4298	-0.5597	-0.5585	-0.5333	-0.4911	-0.3935	-0.4401	-0.3811	0.1005	-0.3875	-0.6096	-0.5332	-0.3187	-0.2611	-0.3706	-0.3713	-0.4497	-0.6286	-0.604
YML087C	YML087C	1	0.0535	-0.4818	0.0957	-0.0223	-1.1588	-0.6922	-0.7804	-0.0498	-0.3761	-0.0307	-0.1306	0.392	0	0.0025	0.2414	-0.3134	-0.5257	-0.1676	0.7984	-0.2134	-0.4144	-0.1	-0.7993	-0.5801
YLR186W	YLR186W	1	-0.1404	-0.3573	-0.5267	-0.4554	-0.1588	-0.2971	0.0862	-0.302	-0.3135	-0.2604	-0.3471	-0.3703	-0.1195	-0.5057	-0.5264	0.0888	-0.4418	-0.3412	0.0474	-0.1877	-0.3674	-0.1566	-0.5124	-0.3044
YNL031C	YNL031C	1	-0.2766	0.0969	-0.3085	-0.2208	-0.1998	-0.5373	-0.222	-0.2681	-0.1707	-0.4439	-0.2537	-0.1352	-0.2382	-0.0367	0.1176	-0.3733	-0.03	-0.399	0.1529	-0.3951	-0.0549	-0.4528	-0.5417	0.0118
YNL008C	YNL008C	1	-0.1642	-0.2218	-0.0431	-0.1112	-0.0458	0.0039	-0.1789	-0.1399	-0.1991	-0.2613	-0.1522	-0.233	-0.0173	-0.4438	-0.0265	-0.0332	-0.1121	-0.0245	-0.2646	-0.1195	0.128	0.0736	-0.0363	-0.1425
YBR130C	YBR130C	1	0.1616	-0.018	0.0265	0.0023	0.3304	0	-0.1979	-0.0966	-0.0076	0.1572	-0.0717	-0.0421	-0.1179	0.0581	-0.0069	0	0	-0.1048	0	-0.0656	-0.1193	0.0962	0.0738	0.0234
YDL152W	YDL152W	1	0.5249	0.0511	0	0.1698	0.0856	-0.0151	0.3395	1.7423	1.2455	1.9965	1.2847	1.1387	0	-0.0602	-0.3718	0.0033	0.5689	0	1.1504	0	1.3218	0.3091	0.839	0.4285
YDR527W	YDR527W	1	0.2937	0.271	-0.3653	-0.2075	0.0782	-0.0278	-0.0438	-0.08	-0.0242	-0.0253	0.0835	-0.097	-0.1261	-0.486	-0.2253	0.0375	-0.4078	-0.3287	0.2733	0.0139	0.0333	0	-0.1752	0.073
YGL004C	YGL004C	1	-0.0885	-0.1372	-0.0016	-0.1402	-0.0775	0.062	-0.1597	0.0774	-0.0783	-0.0908	-0.158	-0.1577	-0.027	0.2116	0.1213	-0.0974	-0.1399	-0.1435	-0.3844	-0.2511	-0.0152	-0.0306	-0.1991	-0.0255
YOR318C	YOR318C	1	0.5213	0.7202	0.4727	0.2056	0.5836	0.1812	0.5985	0.1361	0.3268	0.6995	0.2049	0.1768	0.1999	0.3755	0.4572	0.1601	0.3315	0.5977	0.1688	0.0146	0.3409	0.2237	-0.1834	0.4159
YLR346C	YLR346C	1	0.7328	-0.0403	0.3983	0.3007	0.135	-0.2059	0.529	0.1693	-0.0227	0.3262	0.0821	0.0342	-0.2498	-0.3793	-0.2473	-0.6153	-0.2512	0.9062	0.2614	0.0438	0.7204	0.6202	0.3096	0.5459
YML061C	YML061C	1	0.2837	0.123	0.6205	0.2756	-0.1109	0.1008	0.2514	0.2344	0.2214	0.2298	0.1851	0.2892	0.4191	-0.5837	0.1636	1.2884	0.2539	0.0191	1.0915	0.1824	0.0687	0.3262	0.2355	0.2141
YPL127C	YPL127C	1	-0.258	0.2869	0.3119	0.0154	0.0619	0.3299	0.1291	-0.5388	0.0108	-0.4001	-0.3339	-0.2832	0.2063	-0.4662	0.2746	-0.0642	0.0046	-0.0907	0.2407	0.1413	0.3432	-0.1313	-0.3137	0.22
YKR032W	YKR032W	1	0.0422	-0.0205	-0.1936	0.1788	0.1542	-0.1407	-0.0156	-0.0167	0.0749	0.2077	-0.0108	0.131	-0.1255	-0.1262	-0.2403	-0.1145	-0.0662	-0.1319	0.0442	0	-0.0065	0.0703	0.1989	-0.1566
YLL040C	YLL040C	1	0.1062	0.5588	0.3661	0.2401	0.2192	0.6412	0.2925	0.3062	0.2742	0.2136	0.2429	0.6766	0.8213	0.1777	0.7534	0.4298	0.7344	0.54	-0.16	0.4686	0.5098	-0.0151	0.5294	0.8176
YPL182C	YPL182C	1	0.0127	0.0761	-0.1553	-0.0136	-0.0472	-0.0222	-0.0247	0.3159	-0.639	0.0339	-0.168	0.3023	0	0.1072	-0.0867	0.001	0.0069	-0.0952	0.1874	-0.3505	-0.0327	-0.2056	0	0.2005
YFR036W	YFR036W	1	-0.1213	-0.1055	0.0407	0.0208	-0.1488	0.1082	0.0938	0.2551	0.373	0.0945	0.3184	0.0601	-0.068	0.3157	-0.2809	-0.2457	-0.1518	-0.0656	-0.3236	-0.2556	-0.2131	-0.073	-0.1002	-0.2345
YLR095C	YLR095C	1	0.145	-0.0071	0.0134	-0.0227	0.1953	-0.0253	0.0234	0.1659	0.0189	-0.0086	0.0994	0.1112	0.1407	0.2817	-0.0891	0.6325	0.0154	-0.2055	0.0683	0.3124	0.131	0.037	0.2133	0.1523
YDR162C	YDR162C	1	-0.0631	-0.0501	-0.1344	0.1144	0.052	-0.1082	0.1108	0.1794	0.0363	0.2947	0.1926	0.0121	0.1118	0.1637	-0.066	0.5294	0.0231	0.1889	0.191	0.0654	-0.1229	-0.0066	0.2345	-0.054
YJL165C	YJL165C	1	0.2229	-0.3295	-0.2978	-0.1897	-0.4353	-0.4312	-0.3675	-0.1313	-0.1773	-0.1637	-0.1608	0.0549	-0.1519	0.1458	-0.2376	-0.1938	-0.189	-0.1941	-0.129	-0.1903	0.0101	-0.2417	-0.3069	-0.1033
YHR054C	YHR054C	1	0.9504	0.6793	0.3331	1.1269	0.6132	0.5326	1.098	0.7471	0.4828	1.0028	0.9607	0.2067	-0.0603	1.0248	0.4968	0.4962	0.6602	-0.0343	0.6136	0.5374	0.8392	0.7736	0.6946	0.4069
YJL125C	YJL125C	1	0.0165	-0.1966	-0.2883	-0.2172	-0.1449	-0.1596	0.0786	-0.1491	-0.3116	-0.0603	-0.233	-0.2908	0.3379	-0.6208	-0.6272	0.1339	0.2964	-0.4274	0.0762	-0.1507	-0.572	-0.194	-0.2329	-0.2978
YNL338W	YNL338W	1	0.0816	0.4843	0.3302	1.6124	0.892	-0.0198	0.0354	1.027	0.594	0.9805	0.8427	0.7126	0.5444	1.0072	0.9203	0.9888	0.2352	0.2298	0.7538	0.2265	0.7002	0.6269	0.408	0.9541
YDR482C	YDR482C	1	-0.1062	0.062	-0.0447	-0.0883	0.0141	0.1103	0.0024	-0.2016	0.061	-0.1846	0.0199	0.0517	0.1037	-0.2324	0.0705	0.1508	-0.1588	0.082	-0.1421	-0.1333	0.1126	-0.1694	-0.2816	0.2986
YDL043C	YDL043C	1	0	0.0131	0.1036	-0.0581	0.1771	0	-0.1532	-0.0007	-0.0646	0.0513	-0.165	-0.1978	0	0.0015	-0.1082	0	0	-0.0956	0	-0.122	-0.3813	-0.2495	-0.0922	-0.2071
YBL017C	YBL017C	1	-0.1171	0.0088	-0.181	0.0901	-0.2698	-0.108	-0.0643	0.0611	0.073	-0.0704	0.0338	0.1137	0.1776	-0.0784	0.0241	0.195	0.1793	0.2595	-0.1849	0.0915	0.2425	0.0841	0.141	0.106
YPL043W	YPL043W	1	0.1572	-0.1803	-0.0472	0.1559	0.6512	0.0145	0.2651	0.1475	-0.0919	0.3581	-0.0372	-0.1753	-0.4671	-0.2134	-0.5103	0.4929	-0.2932	-0.3133	0.5069	0.291	-0.0562	0.2152	0.165	-0.4938
YNL044W	YNL044W	1	-0.6559	-0.8651	-0.4263	-0.7726	-0.823	-0.8238	-0.2204	-0.6372	-0.8537	-0.3973	-0.62	-0.6394	-0.3541	-0.0798	-0.6343	-1.2645	-0.5801	-0.7232	-0.6517	-0.0808	-0.3546	-0.6721	-0.5159	-0.4251
YBL067C	YBL067C	1	0.008	-0.0522	-0.2417	0.0022	-0.152	-0.102	0.207	0.0554	-0.0901	0.0304	0.0521	0.1888	-0.0849	-0.7019	-0.2959	0.7018	-0.1868	-0.1823	-0.1298	-0.2196	-0.2838	0.1044	-0.1346	-0.2296
YKL130C	YKL130C	1	-0.0877	-0.0813	0.0954	-0.027	0.0953	0.0945	-0.2643	-0.1922	-0.0373	-0.3618	-0.1099	-0.0288	-0.1921	-0.4072	-0.1651	-0.5359	0.0189	-0.1916	-0.4236	-0.0874	0.1806	0.0199	0.0687	0.0864
YNL339C	YNL339C	1	-0.1787	0.3598	-0.0034	1.8383	0.7465	-0.2072	0.6037	0.9694	0.2913	1.1068	0.7514	0.4817	0.258	1.3599	0.708	0.809	0.0796	0.0175	0.5826	-0.1911	0.0752	0.4808	0.2778	1.2519
YLR014C	YLR014C	1	-0.1112	-0.1407	-0.1288	0.0635	-0.1476	-0.1266	0.405	0.1724	-0.0499	0.089	-0.0236	0.0387	-0.3411	-0.2574	-0.4492	0.302	0.0036	0.0383	0.0502	-0.0628	-0.2516	0.2433	0.0482	-0.2603
YPL018W	YPL018W	1	-0.5167	0.0036	0.1294	0.1475	-0.0204	0.2581	-0.3459	-0.3032	0.1754	-0.4675	-0.2574	0.1408	0	-1.0059	0.2171	0.0637	0.1787	0.1487	-0.2501	-0.156	0.4627	-0.1732	-0.0608	0.2417
YLR356W	YLR356W	1	-0.588	-0.1248	0.6491	0.0426	-0.0655	0.3391	-0.5747	-0.1293	0.1947	-0.9272	0.0069	0.2047	0.4631	-0.6008	1.0929	-1.5443	0.4929	0.5417	-0.6551	0.0109	0.8643	-0.2462	-0.4259	0.5143
YIL156W	YIL156W	1	-0.2428	-0.0269	-0.0592	-0.0501	-0.22	0.0394	-0.0812	-0.0228	0.0391	-0.1852	-0.0291	-0.0106	0.0985	0.2946	0.0466	0.3559	0.092	0.0744	-0.2167	0.0018	0.1739	-0.1278	0.2444	-0.1038
YKL100C	YKL100C	1	-0.4774	0.0605	-0.0045	-0.0759	-0.1969	0.2771	-0.3975	-0.3031	-0.2782	-0.4515	-0.1721	0.0121	-0.0563	-0.1101	0.1722	-0.5023	0.0493	0.1901	-0.6058	-0.3142	0.2684	-0.3812	-0.2751	-0.078
YLR281C	YLR281C	1	1.497	0	0.3997	0.5055	0.4121	0.0817	0	1.5683	1.718	2.8445	2.1522	0	0	0.0154	-0.1547	0.1492	0.5445	0.2072	2.0188	1.3157	0	0	0	0
YIL165C	YIL165C	1	0.344	0.6076	0.1909	0.9073	0.983	0.3028	-0.0479	0.8737	0.4576	0.7956	0.8653	0.2823	0.2132	0.4997	0.2333	-0.0896	0.282	0.5193	0.653	0.1834	0.0546	0.2921	0.1703	1.0552
YKL110C	YKL110C	1	0.3757	-0.0503	-0.3512	-0.1087	-0.0235	-0.0533	0.0888	-0.1415	-0.1854	0.334	-0.0685	0.0188	-0.2056	-0.0922	-0.4049	-0.8211	-0.2107	-0.1083	0.4055	-0.0123	-0.5386	0.0729	0.0088	-0.1612
YKL180W	YKL180W	1	-0.072	-0.419	-0.5616	-0.5309	-0.0546	-0.0562	-0.1085	-0.3082	-0.5341	-0.3046	-0.206	-0.2083	-0.4353	-0.4458	-0.5972	-0.8239	-0.4746	-0.4564	-0.1216	-0.2274	-0.669	-0.469	-0.372	-0.5531
YDL080C	YDL080C	1	-0.0533	-0.0399	-0.0693	-0.0093	-0.2253	-0.0239	0.0524	0.1518	0.159	0.0172	0.1412	0.1391	0.0743	0.0724	0.0318	0.0773	0.0136	-0.0214	-0.0888	0.0068	0.0342	0.0619	0.1256	-0.0496
YPL131W	YPL131W	1	-0.2548	-0.2727	-0.6152	-0.5683	-0.1215	-0.4581	-0.329	-0.6256	-0.4675	-0.2241	-0.4626	-0.5252	-0.3982	-0.4478	-0.5401	-0.3562	-0.3841	-0.3971	-0.2521	-0.2669	-0.5302	-0.2502	-0.0365	-0.5354
YDR359C	YDR359C	1	-0.1749	-0.0263	-0.1589	0.0537	-0.3644	-0.0027	-0.2932	0.0696	-0.0114	0.0183	0.0121	-0.096	0	-0.4073	-0.0892	0.1895	0	-0.1328	0.0617	-0.0238	-0.2579	-0.0402	-0.1063	0.0096
YER104W	YER104W	1	-0.0288	0.3358	0.097	0.1038	0.0856	0.201	0.1581	0.0767	-0.1184	-0.0038	0.0985	0.1036	-0.0598	-0.1735	0.1301	0.7099	0.2138	-0.0221	0.2931	0.0036	0.1193	0.1442	0.0316	0.2162
YBL056W	YBL056W	1	0.0836	0.0681	-0.0002	0.0529	0.0141	0.2689	0.0915	-0.1961	-0.0283	-0.0478	-0.1026	0.0249	0.0707	0.3159	0.175	-0.1864	0.071	0.0118	-0.0651	-0.1889	-0.0423	0.0034	-0.1085	-0.1395
YBR194W	YBR194W	1	0.1192	0.0496	-0.2293	-0.2703	-0.0655	-0.1443	-0.0564	-0.2673	-0.2169	-0.1668	-0.2688	-0.3171	-0.2792	-0.0212	-0.3157	-1.0301	-0.3314	-0.1856	-0.0877	-0.1363	-0.2254	-0.1445	-0.1068	-0.1691
YOL112W	YOL112W	1	-0.185	0.0559	0.0927	-0.1541	-0.3408	-0.1713	-0.0599	-0.0115	0.0313	-0.3894	-0.1251	0.1023	-0.2452	-0.3688	0.1137	-0.0888	-0.165	0.058	0.1487	-0.0189	0.1185	0.0476	-0.2404	0.1781
YML034W	YML034W	1	0.1426	0.2412	0.2793	0.587	0.035	0.5901	0.1585	0.1945	0.2287	0.2446	0.1901	0.171	0.3545	-0.3751	0.2316	0.7924	0.2377	0.1804	0.21	0.2632	0.1011	-0.0004	0.3082	0.2502
YHR061C	YHR061C	1	-0.2403	-0.0436	0.1856	-0.1173	-0.2507	0.2229	0.1304	-0.104	0.0749	-0.2695	0.042	0.2245	0.2054	-0.171	0.0586	0.333	0.2949	0.0554	0.0044	0.1536	0.3623	0.1494	0.0181	0.1558
YKL123W	YKL123W	1	0.0505	0.0534	0.0148	0.6505	-0.3952	-0.1743	0.0476	0.3034	0.4652	0.0743	0.2391	0.4852	0.2208	0.2197	0.2071	-0.612	0	0.0772	0	-0.0078	0.16	0.1524	0.3559	0
YNL202W	YNL202W	1	0.568	0.7285	0.7673	0.372	0.9213	0.8086	-0.4064	0.2357	1.0171	-0.381	0.3576	0.0771	0.1475	1.271	0.7794	1.5294	-0.1484	0.9651	0.4196	0.6733	0.8051	0.3742	0.5684	0.7473
YEL043W	YEL043W	1	0.0386	-0.0923	-0.1729	-0.0187	-0.3273	0.0727	-0.1066	0.0309	0.0311	-0.0487	0.2186	0.0217	-0.0002	-0.1409	-0.1107	0.6448	-0.0369	0.0419	0.0623	0.0457	-0.0766	0.1078	0.2671	0.0693
YFL046W	YFL046W	1	0.0466	0.1329	-0.3262	-0.0802	-0.0264	-0.1159	0.0334	-0.0879	-0.0872	-0.0299	-0.0031	-0.0126	0.0635	0.0979	0.0787	-0.5345	-0.1165	0.0773	-0.2979	-0.0756	-0.1028	-0.1315	0.0441	-0.0007
YJL016W	YJL016W	1	-0.1903	0.1519	0	0	0.4461	0	-0.3174	-0.3619	0.2421	-0.3147	-0.4046	-0.3828	0	0	0.2439	-0.8226	0	-0.0699	0	0	0.4396	-0.2483	0	0
YKR059W	YKR059W	1	-0.4083	-0.525	-0.6197	-0.7867	-0.5729	-0.7098	-0.388	-0.7312	0	-0.4693	-0.6838	-0.9417	-0.4925	-0.5684	-0.4963	-0.4002	-0.5598	-0.409	-0.1192	-0.0752	-0.6347	-0.2651	-0.3673	-0.6512
YIR032C	YIR032C	1	-0.2326	0.325	0.0201	-0.0528	0.1215	0.1535	-0.286	-0.1526	-0.2071	-0.3984	0.0049	0.1036	0	-0.2091	-0.1718	-0.65	0	-0.1333	0.0279	-0.0447	0.345	-0.2186	-0.1208	0.3689
YOL038W	YOL038W	1	-0.0598	-0.1056	0.153	-0.1606	-0.0436	-0.0652	0.4433	0.0181	-0.3301	-0.1168	-0.0878	0.0507	0	-0.3684	-0.3955	-0.4367	0.0036	-0.4014	0	0.0096	0	0	0.028	0
YIL126W	YIL126W	1	0.1028	0.1602	-0.0124	0.2881	0.2027	-0.0059	0.2186	0.1792	0.2138	0.14	0.1894	0.3185	0.1798	0.4222	-0.0703	0.58	0.0805	0.0855	-0.0241	0.2278	0.0631	0.1264	0.1883	0.2469
YHR131C	YHR131C	1	0	-0.1056	-0.0015	-0.004	0.2476	0.0266	-0.1416	-0.0041	0.0829	0.0577	-0.1788	0.0348	-0.0087	0.2101	-0.0853	-0.0272	0.0442	0.0947	0	0.0939	-0.2301	0.1063	0.2774	-0.0638
YOR268C	YOR268C	1	0.0262	0.3145	0.0397	0.2024	0.3736	0.4913	0.1124	-0.1121	0.1081	0.0751	0.0659	0.0801	-0.0958	0.0008	-0.0451	-0.2117	0	0.3398	-0.1171	-0.0324	-0.028	-0.0231	-0.0015	0.2531
YLL058W	YLL058W	1	-0.1711	-0.0865	0.0074	0.0591	-0.1835	-0.1108	-0.0496	-0.1381	-0.0374	-0.1209	0.264	0.2465	-0.0966	-0.1812	-0.1433	0.1993	-0.053	0.0802	0.1769	0.1539	0.0022	0.0144	0.0776	-0.0775
YDR378C	YDR378C	1	-0.2473	-0.2265	-0.4425	-0.4589	-0.0389	-0.5607	-0.5711	-0.77	-0.5159	-0.5466	-0.6372	-0.4314	-0.2415	-0.1022	-0.3848	-0.6911	-0.5389	-0.2141	-0.4386	-0.1645	-0.5358	-0.2023	-0.6576	-0.5892
YBL023C	YBL023C	1	0.0451	0.0769	-0.0059	0.0495	0.0219	0.0149	0.056	0.2055	0.0134	0.1441	0.0183	0.1509	0.0114	-0.1477	-0.1688	0.3449	0.0291	-0.0644	0.2177	0.0069	-0.0811	0.1282	-0.1987	0.0589
YOL103W	YOL103W	1	-0.0406	-0.0332	-0.2121	0.0887	-0.0493	-0.0526	0.1105	-0.0199	-0.0673	-0.175	0.0632	0.0409	0.0982	0.0094	-0.1118	0.0846	0.1697	0.0782	-0.2563	-0.0969	0.0374	-0.1711	0.1464	-0.0926
YIL077C	YIL077C	1	-0.4061	-0.0065	0.5032	0.2095	-0.4793	0.0037	0	0.0347	-0.1215	-0.2794	-0.1579	0.5246	-0.0935	0.1407	0.1596	-0.4055	0.0967	-0.0616	-0.2861	-0.1919	0.0323	-0.0715	-0.2642	0.3172
YCR086W	YCR086W	1	0.0327	-0.1107	-0.1183	-0.2823	0.2308	-0.2295	-0.0212	-0.3792	-0.4647	-0.5041	-0.4575	-0.4068	-0.3718	-1.3547	-0.3206	-0.2604	-0.6125	-0.493	0.1773	0.0085	-0.144	-0.1297	-0.2608	-0.3013
YNL185C	YNL185C	1	-0.3636	-0.0522	-0.2485	-0.1122	0.1971	-0.7314	-0.8665	-0.0291	-0.1659	0.1622	-0.1874	-0.48	-0.2749	-0.1394	-0.3432	-1.0049	-0.1628	-0.2526	-0.3626	-0.7441	-0.2665	0.004	-0.0212	-0.6599
YNL242W	YNL242W	1	0.5388	0.1004	0.6021	0.6371	0.0767	0.461	-0.0236	0.2117	0.1123	0.0187	0.128	0.414	0.3529	-0.0943	0.5725	0.5667	0.3066	0.4794	0.4016	0.498	0.4457	0.0739	0.3954	0.5508
YJL185C	YJL185C	1	-0.2494	0.0719	-0.1243	0.0074	-0.1375	0.1297	-0.1658	-0.233	0.0102	-0.4787	-0.1507	0.0933	-0.0431	-0.5874	0.2376	-0.4092	0.264	0.2736	-0.3499	-0.0899	0.2976	-0.1464	-0.1397	0.0682
YNL190W	YNL190W	1	-0.841	-0.7329	-0.429	-0.6085	-0.6994	-0.4505	-0.3741	-0.39	-0.4406	-0.8004	-0.2617	-0.3713	-0.3015	-0.3138	-0.4791	-0.5644	-0.3572	-0.3092	-0.6776	-0.0741	-0.3279	-0.3368	-0.2636	-0.4854
YIR042C	YIR042C	1	1.1399	-1.1787	0.2039	0.2404	0.4656	-0.6887	0.4283	0.4899	1.1799	-0.0198	0.1075	-1.196	0.4	1.9426	-1.3592	-1.6589	0.158	-0.1508	-1.0902	-0.0849	0.0533	-0.7048	0.2686	-1.0486
YEL060C	YEL060C	1	-1.6192	-0.7508	-0.5285	-0.0857	-1.0938	-0.3237	-0.8558	-0.3047	-0.3501	-0.8711	0.1377	0.2943	-0.62	-0.5933	0.0918	-0.6316	0.1058	-0.2035	-0.8792	-0.3942	0.2281	-0.0787	-0.6416	0.3088
YDR330W	YDR330W	1	-0.0591	-0.0585	-0.1456	0.3018	-0.2354	-0.1185	-0.0161	0.1414	0.0605	0.1241	0.1391	0.2393	0.3271	-0.1075	0.2102	1.3488	0.5617	0.1733	0.3268	0.0723	-0.0011	-0.0074	0.1192	0.1835
YGL128C	YGL128C	1	-0.1044	-0.0135	-0.0577	0.0682	-0.1687	-0.0432	-0.011	0.3122	0.1612	0.2135	0.1284	0.1697	0.2923	0.2454	0.2259	0.1453	-0.0227	0.0881	0.057	0.1181	0.0922	0.2783	0.2352	0.1314
YLR012C	YLR012C	1	-0.0171	0.3401	0.0619	-0.3808	0	0.1432	0.3257	0.1533	0.155	0.008	0.326	0.3482	0.0933	0	0.033	0	-0.0959	0.1771	0.492	0	0	0	-0.0604	0
YHR088W	YHR088W	1	0.3793	0.19	-0.1985	-0.1173	0.5666	-0.0383	0.4059	-0.109	-0.0844	0.0588	-0.13	-0.2055	-0.0935	-0.5891	-0.3813	0.7704	-0.2086	-0.2004	0.564	0.0997	-0.0572	0.0521	-0.0317	-0.3386
YAL048C	YAL048C	1	0.1842	0.0686	-0.0839	0.2786	-0.0604	-0.0772	-0.0497	0.3137	0.3194	0.1839	0.2318	0.1577	0.1492	0.3973	0.2379	0.5908	0.4605	0.2711	0.286	0.073	0.0984	0.2436	0.0803	0.0535
YOL053W	YOL053W	1	-0.4835	-0.2071	0.0132	-0.0706	-0.8124	-0.2546	0.2373	0.0837	-0.0217	-0.3238	-0.0583	0.2226	-0.0795	0.2417	0.3823	-0.4318	0.0384	-0.2446	-0.1288	-0.4371	-0.2238	-0.2943	-0.5571	-0.1369
YKL190W	YKL190W	1	0.1987	0.2458	0.1918	0.1268	0.059	0.1472	0.1926	0.0172	0.0396	-0.109	-0.0515	-0.2418	0.2586	0.0022	0.1767	-0.2839	0.1373	0.1207	-0.1309	-0.0188	-0.0887	0.024	-0.1243	0.2423
YDL085W	YDL085W	1	-1.7689	0.323	1.2127	1.1698	0.2505	0.8603	-1.3904	-0.2132	0.2818	-0.64	-0.1289	-0.2812	0.8133	-0.9063	1.375	-0.7687	1.3294	0.5546	-0.4459	-0.5527	1.0448	-0.3333	0.2853	0.7475
YKL047W	YKL047W	1	0.0391	0.056	-0.0975	-0.0513	-0.2502	-0.0864	0.0046	0.02	-0.1551	-0.1543	-0.106	-0.0629	-0.2796	-0.6086	-0.2799	0.0819	-0.185	-0.2922	0.227	-0.2471	-0.2232	-0.168	-0.272	-0.2531
YDR382W	YDR382W	1	-0.0734	-0.2878	-0.6046	-0.6188	0.1159	-0.4182	-0.3082	-0.7632	-0.5084	-0.3393	-0.5791	-0.5914	-0.5027	-0.4739	-0.6566	-1.1707	-0.5337	-0.5441	-0.5336	-0.3794	-0.4549	-0.4336	-0.3225	-0.5675
YBR240C	YBR240C	1	0.2456	0.4265	-0.1714	0.0048	0.175	0.2887	0.4494	0.1783	0.3138	0.0941	0.1569	-0.1335	0.187	0.2204	0.1445	4.0856	-0.0662	0.1614	0.0685	0.1441	-0.1226	0.5069	0.4481	0.0925
YDR545W	YDR545W	1	-0.0423	0.621	0.168	2.0088	1.0315	0.4214	0.8033	0.9711	0.3683	1.1288	0.8823	0.5968	0.3021	1.5568	0.8203	1.1864	0.1867	0.0763	0.6721	-0.2921	0.1118	0.4349	0.4654	1.4001
YDL062W	YDL062W	1	0.1829	0.149	-0.1158	0.0015	0	0.1388	0.8185	0.5138	0.6184	1.7608	0.5723	0.3659	-0.1756	-0.6096	0	-0.0816	0	-0.3699	0	0.0288	-0.413	0	0.1216	-0.4647
YOL099C	YOL099C	1	0.0816	0.173	0.0806	-0.1079	-0.3252	0.0985	-0.0511	-0.1859	0.055	-0.1301	-0.2079	-0.2374	0	0.0931	-0.0461	-0.5315	-0.6903	0.0812	-0.074	0.1549	-0.7701	0.0669	-0.9086	0.1651
