YORF,Common
YDR452W,PPN1
YDR453C,TSA2
YDR456W,NHX1
YOR049C,RSB1
YDR387C,CIN10
YDR391C,YDR391C
YDR393W,SHE9
YOR149C,SMP3
YDR395W,SXM1
YDR398W,UTP5
YDR399W,HPT1
YML101C,CUE4
YMR040W,YET2
YMR044W,IOC4
YMR046C,YMR046C
YMR126C,DLT1
YMR128W,ECM16
YMR130W,DPI35
YMR131C,RRB1
YML011C,RAD33
YML006C,GIS4
YML005W,TRM12
YMR077C,VPS20
YMR082C,YMR082C
YMR086W,SEG1
YMR087W,PDL32
YMR088C,VBA1
YMR090W,YMR090W
YMR093W,UTP15
YDR045C,RPC11
YMR192W,GYL1
YMR195W,ICY1
YMR196W,YMR196W
YMR197C,VTI1
YDR031W,MIX14
YMR014W,BUD22
YMR017W,SPO20
YMR025W,CSI1
YMR026C,PEX12
YMR027W,YMR027W
YMR028W,TAP42
YDR496C,PUF6
YDR499W,LCD1
YDR503C,LPP1
YDR504C,SPG3
YDR506C,GMC1
YDR511W,SDH7
YDR512C,EMI1
YDR514C,YDR514C
YDR520C,URC2
YDR524C,AGE1
YDR525W,API2
YDR527W,RBA50
YDR528W,HLR1
YDR533C,HSP31
YDR534C,FIT1
YMR103C,YMR103C
YMR107W,SPG4
YMR109W,MYO5
YMR110C,HFD1
YMR114C,YMR114C
YMR115W,MGR3
YML096W,YML096W
YLR208W,SEC13
YML094W,GIM5
YML093W,UTP14
YML088W,UFO1
YML087C,AIM33
YML083C,YML083C
YML082W,YML082W
YML081W,TDA9
YDR106W,ARP10
YDR107C,TMN2
YDR109C,YDR109C
YDR114C,YDR114C
YDR115W,MRX14
YDR116C,MRPL1
YDR119W,VBA4
YDR124W,YDR124W
YDR125C,ECM18
YDR126W,SWF1
YML071C,COG8
YML068W,ITT1
YML067C,ERV41
YML066C,SMA2
YMR048W,CSM3
YMR050C,YMR050C
YLR005W,SSL1
YML050W,AIM32
YML048W,GSF2
YML047C,PRM6
YML045W-A,YML045W-A
YIR013C,GAT4
YMR063W,RIM9
YER027C,GAL83
YMR234W,RNH1
YMR065W,KAR5
YMR068W,AVO2
YMR073C,IRC21
YMR074C,SDD2
YMR075W,RCO1
YOR295W,UAF30
YMR251W,GTO3
YMR252C,MLO1
YMR253C,YMR253C
YMR254C,YMR254C
YMR255W,GFD1
YMR258C,ROY1
YMR310C,UPA2
YMR312W,ELP6
YMR315W,YMR315W
YMR317W,YMR317W
YMR318C,ADH6
YIR028W,DAL4
YMR320W,YMR320W
YMR321C,YMR321C
YDR218C,SPR28
YDR219C,MFB1
YDR221W,GTB1
YLR360W,VPS38
YDR222W,YDR222W
YDR229W,IVY1
YDR231C,COX20
YDR233C,RTN1
YMR299C,DYN3
YMR305C,SCW10
YML059C,NTE1
YML058W,SML1
YML055W,SPC2
YML053C,YML053C
YMR221C,FMP42
YMR222C,FSH2
YMR226C,YMR226C
YMR229C,RRP5
YMR233W,TRI1
YMR236W,TAF9
YMR237W,BCH1
YMR238W,DFG5
YMR029C,FAR8
YMR030W,RSF1
YLR373C,VID22
YOL155C,HPF1
YAR002C-A,ERP1
YHR050W-A,YHR050W-A
YDR334W,SWR1
YDR336W,MRX8
YDR341C,YDR341C
YDR344C,YDR344C
YDR346C,SVF1
YDR348C,PAL1
YDR284C,DPP1
YDR286C,MGP12
YDR287W,INM2
YDR288W,NSE3
YDR265W,PEX10
YDR266C,HEL2
YDR272W,GLO2
YDR273W,DON1
YDR275W,BSC2
YDR278C,YDR278C
YDR279W,RNH202
YDR280W,RRP45
YEL059C-A,SOM1
YDR281C,PHM6
YDR282C,MRX10
YDL189W,RBS1
YLR194C,NCW2
YLR199C,PBA1
YLR237W,THI7
YLR206W,ENT2
YLR207W,HRD3
YLR211C,ATG38
YLR239C,LIP2
YLR215C,CDC123
YLR218C,COA4
YLR219W,MSC3
YMR251W-A,HOR7
YLR281C,RSO55
YLR283W,PUT7
YLR285W,NNT1
YLR287C,YLR287C
YLR290C,COQ11
YLR296W,YLR296W
YLR297W,YLR297W
YLR419W,YLR419W
YLR299W,ECM38
YLR301W,HRI1
YLR359W,ADE13
YLR361C,DCR2
YDR051C,DET1
YLR375W,STP3
YLR221C,RSA3
YLR224W,UCC1
YLR225C,YLR225C
YLR227C,ADY4
YLR238W,FAR10
YLR390W,ECM19
YDR325W,YCG1
YLR401C,DUS3
YLR404W,SEI1
YLR405W,DUS4
YLR407W,YLR407W
YLR408C,BLS1
YLR409C,UTP21
YPR098C,TMH18
YPR101W,SNT309
YPR105C,COG4
YLR086W,SMC4
YPR107C,YTH1
YPR112C,MRD1
YPR114W,YPR114W
YPR115W,RGC1
YPR117W,HOB2
YLR336C,SGD1
YLR343W,GAS2
YLR346C,CIS1
YLR348C,DIC1
YLR257W,YLR257W
YLR267W,BOP2
YLR270W,DCS1
YLR271W,CMG1
YLR312C,ATG39
YLR312C-B,YLR312C-B
YLR313C,SPH1
YLR315W,NKP2
YLR318W,EST2
YLR320W,MMS22
YLR321C,SFH1
YLR326W,YLR326W
YLR449W,FPR4
YLR454W,FMP27
YLR455W,PDP3
YLR456W,YLR456W
YLR443W,ECM7
YLR445W,GMC2
YLR446W,YLR446W
YPR164W,MMS1
YPR168W,NUT2
YPR169W,JIP5
YLR275W,SMD2
YLR277C,YSH1
YLR162W,YLR162W
YLR164W,SHH4
YLR165C,PUS5
YLR166C,SEC10
YLR173W,TAG1
YLR177W,YLR177W
YLR179C,YLR179C
YLR187W,SKG3
YLR189C,ATG26
YLR190W,MMR1
YDR349C,YPS7
YDR352W,YPQ2
YDR357C,CNL1
YDR359C,EAF1
YDR361C,BCP1
YDR363W,ESC2
YDR365C,ESF1
YDR367W,KEI1
YDR371W,CTS2
YDR374C,PHO92
YDR377W,ATP17
YDR380W,ARO10
YLR426W,TDA5
YLR427W,MAG2
YPR154W,PIN3
YPR156C,TPO3
YPR157W,TDA6
YPR158W,CUR1
YLR352W,LUG1
YLR356W,ATG33
YPR118W,MRI1
YPR121W,THI22
YPR127W,YPR127W
YPR128C,ANT1
YPR131C,NAT3
YPR137W,RRP9
YPR139C,LOA1
YPR140W,TAZ1
YPR143W,RRP15
YPR148C,YPR148C
YPR151C,SUE1
YLR242C,ARV1
YLR246W,ERF2
YLR247C,IRC20
YLR251W,SYM1
YLR253W,CQD2
YLR254C,NDL1
YPR195C,YPR195C
YPR200C,ARR2
YPR201W,ARR3
YPR171W,BSP1
YPR172W,YPR172W
YPR174C,CSA1
YPR179C,HDA3
YPR180W,AOS1
YPR184W,GDB1
YDR295C,HDA2
YDR296W,MHR1
YDR299W,BFR2
YDR301W,CFT1
YDR302W,GPI11
YDR303C,RSC3
YDR306C,PFU1
YDR313C,PIB1
YDR314C,RAD34
YDR316W,OMS1
YLR431C,ATG23
YLR435W,TSR2
YLR436C,ECM30
YDR317W,HIM1
YDR320C,SWA2
YDR322W,MRPL35
YDR330W,UBX5
YLR410W,VIP1
YLR411W,CTR3
YLR412W,BER1
YLR413W,INA1
YLR309C,IMH1
YLR384C,IKI3
YLR385C,SWC7
YLR387C,REH1
YPR075C,OPY2
YPR078C,YPR078C
YPR079W,MRL1
YPR082C,DIB1
YPR083W,MDM36
YPR084W,YPR084W
YPR085C,ASA1
YPR093C,ASR1
YPR094W,RDS3
YPR097W,YPR097W
YPL188W,POS5
YHR007C-A,YHR007C-A
YDL027C,MRX9
YDL048C,STP4
YDL053C,PBP4
YDL054C,MCH1
YDL057W,YDL057W
YDL063C,SYO1
YDL072C,YET3
YDL076C,RXT3
YDL086W,YDL086W
YDL087C,LUC7
YDL113C,ATG20
YDL119C,HEM25
YDL120W,YFH1
YDL121C,EXP1
YDL123W,SNA4
YDL129W,YDL129W
YDL144C,YDL144C
YDL203C,ACK1
YDL218W,YDL218W
YDL219W,DTD1
YDL222C,FMP45
YDL223C,HBT1
YDL231C,BRE4
YDL233W,MFG1
YDL235C,YPD1
YDL237W,AIM6
YDL238C,GUD1
YDL239C,ADY3
YDL241W,YDL241W
YDL242W,YDL242W
YDL244W,THI13
YDL246C,SOR2
YDR261W-B,YDR261W-B
YLL007C,LMO1
YLL010C,PSR1
YLL012W,YEH1
YLL028W,TPO1
YLL029W,FRA1
YLL030C,RRT7
YLL031C,GPI13
YLL032C,YLL032C
YLL033W,IRC19
YLL038C,ENT4
YLL040C,VPS13
YLL049W,LDB18
YLL067C,YLL067C
YLR001C,YLR001C
YLR002C,NOC3
YLR003C,CMS1
YLR007W,NSE1
YLR008C,PAM18
YLR009W,RLP24
YLR011W,LOT6
YLR012C,YLR012C
YLR016C,PML1
YLR019W,PSR2
YLR020C,YEH2
YLR022C,SDO1
YLR023C,IZH3
YLR030W,YLR030W
YLR031W,YLR031W
YLR033W,RSC58
YLR037C,PAU23
YLR040C,AFB1
YLR042C,NFG1
YLR070C,XYL2
YKL221W,MCH2
YLR077W,FMP25
YLR104W,LCL2
YOL007C,CSI2
YOL011W,PLB3
YOL013C,HRD1
YOL014W,YOL014W
YOL015W,IRC10
YOL018C,TLG2
YOL019W,TOS7
YOL021C,DIS3
YOL024W,YOL024W
YOL026C,MIM1
YOL028C,YAP7
YOL029C,YOL029C
YOL030W,GAS5
YOL031C,SIL1
YOL032W,OPI10
YOL036W,YOL036W
YOL043C,NTG2
YOL044W,PEX15
YOL045W,PSK2
YOL047C,LDS2
YOL048C,RRT8
YOL053W,AIM39
YOL057W,YOL057W
YOL063C,CRT10
YOL070C,NBA1
YOL073C,DSC2
YOL080C,REX4
YOL109W,ZEO1
YOL118C,YOL118C
YOL130W,ALR1
YOL131W,YOL131W
YOL132W,GAS4
YOL135C,MED7
YOL137W,BSC6
YOL138C,RTC1
YOL141W,PPM2
YOL142W,RRP40
YOL144W,NOP8
YOL157C,IMA2
YOL158C,ENB1
YOL159C,CSS3
YOL160W,YOL160W
YOL161C,PAU20
YOR005C,DNL4
YOR042W,CUE5
YOR044W,IRC23
YOR051C,ETT1
YOR052C,TMC1
YOR054C,VHS3
YOR056C,NOB1
YOR057W,SGT1
YOR059C,LPL1
YOR060C,SLD7
YOR064C,YNG1
YOR068C,VAM10
YOR070C,GYP1
YOR071C,NRT1
YOR072W,YOR072W
YOR078W,BUD21
YOR105W,YOR105W
YOR175C,ALE1
YOR177C,MPC54
YOR180C,DCI1
YOR183W,FYV12
YOR186W,YOR186W
YOR189W,IES4
YOR192C,THI72
YOR193W,PEX27
YOR205C,GEP3
YOR235W,IRC13
YOR238W,YOR238W
YOR239W,ABP140
YOR245C,DGA1
YOR246C,ENV9
YOR247W,SRL1
YOR249C,APC5
YOR252W,TMA16
YOR253W,NAT5
YOR255W,OSW1
YOR256C,TRE2
YOR258W,HNT3
YOR264W,DSE3
YOR267C,HRK1
YOR268C,YOR268C
YOR286W,RDL2
YOR293W,RPS10A
YOR294W,RRS1
YOR296W,YOR296W
YOR297C,TIM18
YOR298W,MUM3
YOR299W,BUD7
YOR305W,RRG7
YOR306C,MCH5
YOR352W,TFB6
YOR353C,SOG2
YOR354C,MSC6
YOR356W,CIR2
YOR357C,SNX3
YOR359W,VTS1
YOR367W,SCP1
YOR372C,NDD1
YOR376W,YOR376W
YOR378W,AMF1
YOR380W,RDR1
YOR381W,FRE3
YOR382W,FIT2
YOR383C,FIT3
YOR384W,FRE5
YOR385W,YOR385W
YOR387C,YOR387C
YOR388C,FDH1
YOR391C,HSP33
YOR389W,YOR389W
YOR390W,FEX1
YPL176C,TRE1
YPL178W,CBC2
YPL180W,TCO89
YPL181W,CTI6
YPL183C,RTT10
YPL184C,MRN1
YPL186C,UIP4
YPL189W,GUP2
YPL192C,PRM3
YPL193W,RSA1
YPL196W,OXR1
YPL201C,YIG1
YPL206C,PGC1
YPL208W,RKM1
YPL211W,NIP7
YPL213W,LEA1
YPL216W,YPL216W
YPL221W,FLC1
YPL223C,GRE1
YPL225W,YPL225W
YPL226W,NEW1
YPL258C,THI21
YPL261C,YPL261C
YPL260W,CUB1
YPL263C,KEL3
YPL272C,PBI1
YPL273W,SAM4
YPL274W,SAM3
YPL277C,YPL277C
YPL278C,YPL278C
YPL280W,HSP32
YPR202W,YPR202W
YPR203W,YPR203W
YPR204W,YPR204W
YNL045W,LAP2
YOR091W,TMA46
YOR002W,ALG6
YDL131W,LYS21
YDL021W,GPM2
YOL092W,YPQ1
YOR289W,YOR289W
YOR034C,AKR2
YOR223W,DSC3
YOL129W,VPS68
YOR281C,PLP2
YLR116W,MSL5
YLR082C,SRL2
YLR053C,NRS1
YDR167W,TAF10
YPR006C,ICL2
YOR215C,AIM41
YOR275C,RIM20
YDR515W,SLF1
YLR051C,FCF2
YBL071W-A,KTI11
YOR283W,YOR283W
YPL162C,YPL162C
YOR081C,TGL5
YOR220W,RCN2
YPL253C,VIK1
YPL250C,ATG41
YPR045C,THP3
YPL069C,BTS1
YPL157W,TGS1
YOR226C,ISU2
YOR104W,PIN2
YPL003W,ULA1
YDL193W,NUS1
YDL089W,NUR1
YOL151W,GRE2
YDL036C,PUS9
YLR095C,IOC2
YPR069C,SPE3
YLR034C,SMF3
YPR027C,YPR027C
YPL146C,NOP53
YDL157C,YDL157C
YGR027W-A,YGR027W-A
YPL005W,AEP3
YLR107W,REX3
YPL170W,DAP1
YDL033C,SLM3
YOR166C,SWT1
YOR228C,MCP1
YLR102C,APC9
YOR118W,RTC5
YOL097C,WRS1
YLR049C,MLO50
YDR029W,YDR029W
YOR192C-B,YOR192C-B
YLR330W,CHS5
YDR105C,TMS1
YDR033W,MRH1
YOR007C,SGT2
YDL211C,YDL211C
YOR164C,GET4
YLR110C,CCW12
YOR134W,BAG7
YLR363C,NMD4
YLR112W,YLR112W
YPL230W,USV1
YLR066W,SPC3
YOR284W,HUA2
YDL153C,SAS10
YLR125W,YLR125W
YPR022C,SDD4
YDL037C,BSC1
YDL149W,ATG9
YLR064W,PER33
YPR013C,CMR3
YOL146W,PSF3
YLR087C,CSF1
YDR312W,SSF2
YLR050C,EMA19
YPR063C,YPR063C
YDR065W,RRG1
YOR015W,YOR015W
YGR109W-A,YGR109W-A
YJL201W,ECM25
YLL056C,YLL056C
YPR062W,FCY1
YPL245W,YPL245W
YOL089C,HAL9
YPR048W,TAH18
YOR342C,YOR342C
YPL252C,YAH1
YDR018C,YDR018C
YDL099W,BUG1
YPL066W,RGL1
YPR040W,TIP41
YLR054C,OSW2
YOR022C,DDL1
YLR057W,MNL2
YLR047C,FRE8
YDL009C,YDL009C
YPR068C,HOS1
YOL105C,WSC3
YOR009W,TIR4
YOR114W,DPI34
YLR129W,DIP2
YLL063C,AYT1
YDL091C,UBX3
YPL004C,LSP1
YPR020W,ATP20
YOR216C,RUD3
YOL107W,YOL107W
YDR215C,YDR215C
YOR106W,VAM3
YOR138C,RUP1
YOR029W,YOR029W
YLL054C,YLL054C
YOR171C,LCB4
YDR016C,DAD1
YDL147W,RPN5
YPR011C,MRX21
YLR046C,YLR046C
YPL163C,SVS1
YLR093C,NYV1
YOR273C,TPO4
YDL177C,YDL177C
YLR108C,YLR108C
YBL100W-A,YBL100W-A
YBL101W-A,YBL101W-A
YDR507C,GIN4
YBL005W-A,YBL005W-A
YGR038C-B,YGR038C-B
YPL246C,RBD2
YOL103W-B,YOL103W-B
YOR097C,YOR097C
YOR093C,CMR2
YOR227W,HER1
YDL111C,RRP42
YOR214C,SPR2
YPR037C,ERV2
YLL009C,COX17
YLR126C,YLR126C
YOR100C,CRC1
YLR063W,BMT6
YOR343W-A,YOR343W-A
YPL011C,TAF3
YDR061W,YDR061W
YDL138W,RGT2
YDL180W,YDL180W
YLR121C,YPS3
YOR285W,RDL1
YDR510W,SMT3
YDL214C,PRR2
YPR031W,NTO1
YLR122C,YLR122C
YOR021C,SFM1
YDL207W,GLE1
YOL112W,MSB4
YLR376C,PSY3
YOR040W,GLO4
YPR070W,MED1
YDR171W,HSP42
YDR262W,YDR262W
YOR172W,YRM1
YDL146W,LDB17
YPR071W,YPR071W
YOL117W,RRI2
YLR295C,ATP14
YPR061C,JID1
YOR012W,YOR012W
YLR118C,TML25
YDR055W,PST1
YLL057C,JLP1
YDR384C,ATO3
YDL035C,GPR1
YOL066C,RIB2
YOR230W,WTM1
YPL255W,BBP1
YLR137W,RKM5
YDL098C,SNU23
YLL003W,SFI1
YLL025W,PAU17
YPR155C,NCA2
YDL097C,RPN6
YDR066C,RTR2
YPL149W,ATG5
YOL125W,TRM13
YLR099C,ICT1
YOR141C,ARP8
YLR128W,DCN1
YLR080W,EMP46
YOR032C,HMS1
YOL093W,TRM10
YPR028W,YOP1
YDL018C,ERP3
YOR288C,MPD1
YOR084W,LPX1
YOL091W,SPO21
YPL151C,PRP46
YLR094C,GIS3
YDR010C,YDR010C
YLR143W,DPH6
YLL014W,EMC6
YOR023C,AHC1
YDL204W,RTN2
YOR016C,ERP4
YOL124C,TRM11
YPL168W,MRX4
YOR343C,YOR343C
YDL012C,YDL012C
YPR064W,YPR064W
YDR383C,NKP1
YDR017C,KCS1
YPR018W,RLF2
YOL098C,SDD3
YDR070C,FMP16
YPL156C,PRM4
YLR114C,AVL9
YOR322C,LDB19
YDR257C,RKM4
YOR314W,YOR314W
YOR315W,SFG1
YOR090C,PTC5
YDL133W,SRF1
YDL161W,ENT1
YPL247C,YPL247C
YLR111W,YLR111W
YPL165C,SET6
YLR145W,RMP1
YPR030W,CSR2
YDR411C,DFM1
YLR440C,SEC39
YML125C,PGA3
YPR145C-A,YPR145C-A
YLR146W-A,YLR146W-A
YKL065W-A,DPC7
YKL023C-A,MIN9
YIL156W-B,MCO8
YGL194C-A,YGL194C-A
YDR461C-A,CMI8
YDR374W-A,WIP1
YDR119W-A,COX26
YDL007C-A,YDL007C-A
YCL048W-A,YCL048W-A
YBR201C-A,MIN7
YDR524C-B,YDR524C-B
YDR381C-A,COI1
YLL018C-A,COX19
YLR264C-A,YLR264C-A
YOR034C-A,YOR034C-A
YOR192C-C,YOR192C-C
YJL047C-A,YJL047C-A
YIR021W-A,YIR021W-A
YAL037C-A,YAL037C-A
YLR412C-A,YLR412C-A
YJR112W-A,YJR112W-A
YGR161W-C,YGR161W-C
YHR086W-A,YHR086W-A
YLR363W-A,YLR363W-A
YGL041C-B,YGL041C-B
YPL119C-A,YPL119C-A
YPR036W-A,SPO24
YBR200W-A,YBR200W-A
YBL029C-A,YBL029C-A
YHL048C-A,YHL048C-A
YMR030W-A,YMR030W-A
YBR230W-A,COQ21
YDR246W-A,YDR246W-A
YKL183C-A,YKL183C-A
YMR175W-A,YMR175W-A
YNL067W-A,YNL067W-A
YNL067W-B,YNL067W-B
YOL159C-A,YOL159C-A
YBL108C-A,PAU9
YLR285C-A,YLR285C-A
YDL159W-A,YDL159W-A
YJR151W-A,YJR151W-A
YBR255C-A,RCF3
YBR196C-B,YBR196C-B
YBR221W-A,YBR221W-A
YMR247W-A,YMR247W-A
YER180C-A,SLO1
YDR379C-A,SDH6
YGR240C-A,YGR240C-A
YCR095W-A,YCR095W-A
YDR169C-A,YDR169C-A
YBR058C-A,TSC3
YAL063C-A,YAL063C-A
YGR027C,RPS25A
YBR072C-A,YBR072C-A
YLR361C-A,YLR361C-A
YDR182W-A,YDR182W-A
YLR099W-A,MIM2
YKL106C-A,YKL106C-A
YER078W-A,YER078W-A
YJL133C-A,DPI8
YBL059C-A,CMC2
YOL164W-A,YOL164W-A
YML007C-A,MIN4
YKL018C-A,MCO12
YNL162W-A,YNL162W-A
YMR194C-B,CMC4
YER053C-A,YER053C-A
YPR108W-A,YPR108W-A
YPL038W-A,YPL038W-A
YMR230W-A,YMR230W-A
YDL085C-A,YDL085C-A
YOR008C-A,YOR008C-A
YEL077C,YEL077C
YBL112C,YBL112C
YHR199C-A,NBL1
YOR293C-A,YOR293C-A
YOL155W-A,YOL155W-A
YOL097W-A,YOL097W-A
YNL277W-A,YNL277W-A
YNL146C-A,YNL146C-A
YNL042W-B,YNL042W-B
YIR018C-A,YIR018C-A
YIL046W-A,YIL046W-A
YIL002W-A,CMI7
YHL015W-A,YHL015W-A
YDR003W-A,YDR003W-A
YCR024C-B,YCR024C-B
YOL038C-A,YOL038C-A
YJL136W-A,YJL136W-A
YGL006W-A,YGL006W-A
YOR381W-A,YOR381W-A
YOR376W-A,YOR376W-A
YOR316C-A,YOR316C-A
YOR011W-A,YOR011W-A
YNL130C-A,DGR1
YML054C-A,YML054C-A
YLR342W-A,YLR342W-A
YLR162W-A,RRT15
YLR154C-G,YLR154C-G
YLL006W-A,YLL006W-A
YHR175W-A,YHR175W-A
YGR121W-A,YGR121W-A
YFL041W-A,YFL041W-A
YDR194W-A,YDR194W-A
YCR108C,YCR108C
YBR196C-A,YBR196C-A
YBL008W-A,YBL008W-A
YPL189C-A,COA2
YOR020W-A,MCO10
YLR307C-A,DPA10
YKL068W-A,YKL068W-A
YJL127C-B,MCO6
YOR072W-B,YOR072W-B
YER074W-A,YOS1
YOL086W-A,MHF1
YJL052C-A,YJL052C-A
YFR012W-A,YFR012W-A
YNR034W-A,EGO4
YMR122W-A,NCW1
YMR158C-A,YMR158C-A
YIL134C-A,YIL134C-A
YGR035W-A,YGR035W-A
YPR014C,YPR014C
YMR075C-A,YMR075C-A
YAL064C-A,TDA8
YER048W-A,ISD11
YBL091C-A,SCS22
YPR053C,YPR053C
YPR158C-C,YPR158C-C
YML058W-A,HUG1
YHL009W-A,YHL009W-A
YDR034W-B,YDR034W-B
YDR134C,CCW22
YLR365W,YLR365W
YCL012C,YCL012C
YOR394C-A,YOR394C-A
YOL166W-A,YOL166W-A
YNR075C-A,YNR075C-A
YLL066W-B,YLL066W-B
YHR214C-E,YHR214C-E
YHR213W-B,YHR213W-B
YBR298C-A,YBR298C-A
YAL067W-A,YAL067W-A
YJL077W-A,YJL077W-A
YIL105W-A,YIL105W-A
YGR031C-A,NAG1
YPR159C-A,YPR159C-A
YPL152W-A,YPL152W-A
YOR161C-C,YOR161C-C
YOR032W-A,YOR032W-A
YOL019W-A,YOL019W-A
YMR315W-A,YMR315W-A
YMR272W-B,YMR272W-B
YMR242W-A,YMR242W-A
YMR182W-A,MIN3
YMR105W-A,YMR105W-A
YMR001C-A,YMR001C-A
YML100W-A,YML100W-A
YLR406C-A,YLR406C-A
YKL096C-B,YKL096C-B
YJL077W-B,YJL077W-B
YHR213W-A,YHR213W-A
YHR022C-A,YHR022C-A
YGR204C-A,YGR204C-A
YGR174W-A,YGR174W-A
YGR146C-A,YGR146C-A
YGL007C-A,YGL007C-A
YGL188C-A,YGL188C-A
YFR032C-B,MIN10
YER175W-A,YER175W-A
YBR182C-A,YBR182C-A
YBR126W-A,MEO1
YBL071C-B,YBL071C-B
YOL025W,LAG2
YOL103W-A,YOL103W-A
YCL021W-A,YCL021W-A
YCL026C-B,HBN1
YCL057C-A,MIC10
YOL062C,APM4
YOR107W,RGS2
YLL066C,YLL066C
YOR111W,YOR111W
YOR145C,PNO1
YOR129C,AFI1
YDR210C-D,YDR210C-D
YOR030W,DFG16
YOL087C,DUF1
YPL169C,MEX67
YLR138W,NHA1
YOR165W,SEY1
YLR149C,GID11
YDR261W-A,YDR261W-A
YOL088C,MPD2
YOR163W,DDP1
YOR152C,ATG40
YOR338W,YOR338W
YOL085C,YOL085C
YOR280C,FSH3
YPL159C,PET20
YDL232W,OST4
YLR065C,SND2
YOL123W,HRP1
YOL101C,IZH4
YPL229W,YPL229W
YLR316C,TAD3
YCR020W-B,HTL1
YKR023W,RQT4
YKL107W,YKL107W
YHR015W,MIP6
YJL146W,IDS2
YHR132W-A,IGO2
YBR129C,OPY1
YMR148W,LDO16
YMR018W,PEX9
YIL166C,SOA1
YBR216C,YBP1
YHR049W,FSH1
YHR163W,SOL3
YHR182W,RGD3
YMR147W,LDO45
YJR067C,YAE1
YGR187C,HGH1
YGL023C,PIB2
YGR168C,PEX35
YNR040W,MRX15
YMR178W,FPY1
YMR066W,SOV1
YMR034C,RCH1
YDR370C,DXO1
YPL222W,FMP40
YJL142C,IRC9
YLR327C,TMA10
YLR262C-A,TMA7
YJR107C-A,YJR107C-A
