Gene,+/0/-,430Net rank,PIXIE rank,Difference (430Net-PIXIE),Absoulte Difference
YDR140W,-1,2127,1388,739,739
YOL140W,-1,1783,1045,738,738
YNR059W,-1,3057,2319,738,738
YDR524C,-1,2407,1669,738,738
YER059W,-1,941,1678,-737,737
YFR036W,-1,4059,3322,737,737
YOR363C,-1,2392,1656,736,736
YIL116W,-1,2294,1558,736,736
YOR375C,-1,842,106,736,736
YER072W,-1,2702,3437,-735,735
YDR200C,-1,1781,2514,-733,733
YOL069W,-1,3077,2344,733,733
YDR121W,-1,2664,3396,-732,732
YAL031C,-1,865,1597,-732,732
YLR183C,-1,1903,2634,-731,731
YGL181W,-1,779,48,731,731
YGL115W,-1,184,914,-730,730
YLR090W,-1,907,177,730,730
YGR027C,-1,3053,3782,-729,729
YGR169C,0,247,974,-727,727
YOL025W,-1,1754,2480,-726,726
YIL134W,-1,343,1069,-726,726
YOL066C,-1,2714,1988,726,726
YDR479C,-1,913,1638,-725,725
YDL076C,-1,1224,499,725,725
YDL208W,-1,3021,3745,-724,724
YDL061C,-1,3178,3902,-724,724
YER103W,-1,1613,889,724,724
YAR002W,-1,2183,2907,-724,724
YFL044C,-1,663,1386,-723,723
YLR011W,-1,714,1437,-723,723
YML103C,-1,987,1709,-722,722
YPR049C,-1,1904,1183,721,721
YNL268W,-1,2651,3372,-721,721
YGL065C,-1,2000,2720,-720,720
YOR091W,-1,3153,2433,720,720
YEL013W,-1,1301,582,719,719
YDR335W,-1,998,1717,-719,719
YKL093W,-1,1568,849,719,719
YKL205W,-1,1933,1215,718,718
YPL226W,-1,2505,1788,717,717
YMR096W,-1,3782,3066,716,716
YDR216W,-1,275,991,-716,716
YHR021C,-1,2935,3650,-715,715
YKL056C,-1,1987,1272,715,715
YDL230W,-1,818,1532,-714,714
YPL047W,-1,3716,3002,714,714
YKL141W,-1,147,860,-713,713
YLR389C,-1,3157,2445,712,712
YOR284W,-1,2245,2957,-712,712
YLR024C,-1,2824,2112,712,712
YCR012W,-1,1739,1027,712,712
YDR076W,-1,4164,3453,711,711
YJR130C,-1,1315,2026,-711,711
YLR145W,-1,1234,1945,-711,711
YMR300C,-1,3109,2398,711,711
YML121W,-1,1969,1260,709,709
YMR020W,-1,1604,895,709,709
YBR050C,-1,1538,2247,-709,709
YOR160W,-1,1745,2453,-708,708
YOR087W,-1,976,268,708,708
YOR035C,-1,725,19,706,706
YPR079W,-1,985,1690,-705,705
YDL188C,-1,2250,2955,-705,705
YPR138C,-1,2513,1809,704,704
YGL026C,-1,1312,2015,-703,703
YOR070C,-1,209,911,-702,702
YHR152W,-1,3359,2657,702,702
YNL021W,-1,3349,2648,701,701
YIR008C,-1,1325,625,700,700
YGL241W,-1,2296,2995,-699,699
YMR224C,-1,813,116,697,697
YDR486C,-1,354,1050,-696,696
YCR098C,-1,2739,3435,-696,696
YDL171C,-1,1850,1154,696,696
YGL224C,-1,3197,2501,696,696
YEL032W,-1,2499,3194,-695,695
YLR233C,-1,2188,1493,695,695
YER065C,-1,1247,1942,-695,695
YMR194W,-1,2493,3187,-694,694
YBR199W,-1,1008,314,694,694
YHR043C,-1,652,1345,-693,693
YCL031C,-1,2125,2817,-692,692
YJR075W,-1,772,80,692,692
YGL016W,-1,3329,4020,-691,691
YOR054C,-1,356,1047,-691,691
YLR113W,-1,2198,2888,-690,690
YKR084C,-1,1195,1884,-689,689
YJL156C,-1,2926,2238,688,688
YDR471W,-1,3097,3785,-688,688
YER144C,-1,1662,975,687,687
YOR079C,-1,2470,3157,-687,687
YLR200W,-1,866,179,687,687
YJL196C,-1,1815,1130,685,685
YKL214C,-1,2413,1728,685,685
YDR402C,-1,4440,3755,685,685
YNL291C,-1,2557,3241,-684,684
YHR098C,-1,2354,3037,-683,683
YDR512C,-1,309,992,-683,683
YDL210W,-1,2768,2085,683,683
YKR106W,-1,4061,3378,683,683
YLR304C,1,21,703,-682,682
YLR026C,-1,1629,2310,-681,681
YPL169C,-1,2882,3563,-681,681
YPL053C,-1,3373,2692,681,681
YKL035W,-1,639,1319,-680,680
YJL177W,-1,3381,4061,-680,680
YML094W,-1,1182,503,679,679
YAL015C,-1,1044,1722,-678,678
YKL040C,-1,2076,2753,-677,677
YHR040W,-1,2594,3271,-677,677
YPL055C,-1,2552,3229,-677,677
YHR160C,-1,3289,2612,677,677
YOR080W,-1,3364,2688,676,676
YMR094W,-1,3916,3240,676,676
YEL060C,-1,240,916,-676,676
YCL063W,-1,1048,373,675,675
YJL219W,-1,3814,3140,674,674
YLR256W,-1,3821,3147,674,674
YPL002C,-1,1171,497,674,674
YDL143W,-1,1920,1247,673,673
YGR258C,-1,1978,2650,-672,672
YER054C,-1,571,1243,-672,672
YNR016C,-1,1138,1810,-672,672
YKL104C,-1,2569,1898,671,671
YJL085W,-1,3507,4178,-671,671
YGL234W,-1,2797,2126,671,671
YKL204W,-1,1639,2309,-670,670
YDR177W,-1,1185,1854,-669,669
YHL030W,-1,2099,2767,-668,668
YGL124C,-1,997,329,668,668
YDL063C,-1,3483,4150,-667,667
YLR068W,-1,1366,2030,-664,664
YKL140W,-1,385,1048,-663,663
YKL156W,-1,2790,3452,-662,662
YDR130C,-1,787,1449,-662,662
YMR234W,-1,2176,1515,661,661
YBL021C,-1,1261,1922,-661,661
YJL204C,-1,1431,2091,-660,660
YIL088C,-1,416,1076,-660,660
YKL113C,-1,2686,3346,-660,660
YIR031C,-1,2866,3526,-660,660
YNL221C,-1,2485,3144,-659,659
YML098W,-1,3544,2886,658,658
YGL047W,-1,435,1093,-658,658
YNL164C,-1,1134,1790,-656,656
YOR071C,-1,3746,3091,655,655
YFL024C,-1,3646,2992,654,654
YJL148W,-1,1911,1258,653,653
YOR143C,-1,749,1402,-653,653
YMR083W,-1,840,187,653,653
YGR057C,-1,2225,2877,-652,652
YDR483W,-1,3496,2844,652,652
YNR013C,-1,3435,2784,651,651
YDR393W,1,14,664,-650,650
YAR035W,-1,2421,1772,649,649
YCR019W,-1,2506,1857,649,649
YKR057W,-1,2838,3486,-648,648
YDR113C,-1,3421,4069,-648,648
YCL001W,-1,1953,1305,648,648
YOL117W,-1,669,1317,-648,648
YLR376C,-1,3440,2792,648,648
YJL172W,-1,1439,791,648,648
YFL047W,-1,3525,4172,-647,647
YPL259C,-1,2366,1719,647,647
YCR039C,-1,4001,3356,645,645
YOL054W,-1,2217,2862,-645,645
YLR328W,-1,2327,1682,645,645
YDR500C,-1,3235,3879,-644,644
YBR296C,-1,4155,3511,644,644
YJR148W,-1,2237,1594,643,643
YML023C,-1,2148,2790,-642,642
YGR261C,-1,3043,2401,642,642
YGL254W,-1,3369,2727,642,642
YPL249C,-1,1937,2579,-642,642
YJL176C,-1,1840,2482,-642,642
YGR156W,-1,3761,3119,642,642
YDR158W,-1,2452,1811,641,641
YJL039C,-1,1931,1291,640,640
YOR367W,-1,656,16,640,640
YMR039C,-1,3272,3911,-639,639
YJR136C,-1,800,1438,-638,638
YNL302C,-1,3255,3892,-637,637
YDR452W,-1,674,1311,-637,637
YDR043C,-1,1506,2143,-637,637
YML114C,-1,2642,3278,-636,636
YKL081W,-1,2116,2751,-635,635
YER110C,-1,3022,3656,-634,634
YDR264C,-1,2340,2974,-634,634
YPR032W,-1,1700,1067,633,633
YLL046C,-1,4108,3475,633,633
YGR256W,-1,1199,1831,-632,632
YOR060C,1,42,672,-630,630
YML038C,-1,1879,1249,630,630
YOR165W,-1,509,1139,-630,630
YLR359W,-1,2703,3332,-629,629
YHR113W,-1,2343,1714,629,629
YGL067W,-1,672,1301,-629,629
YLR195C,-1,1124,1751,-627,627
YJR042W,-1,858,1485,-627,627
YDL138W,-1,3270,2643,627,627
YDR331W,-1,2159,2785,-626,626
YHL003C,-1,2323,2947,-624,624
YGL093W,-1,1743,2367,-624,624
YFL005W,-1,264,888,-624,624
YOR126C,-1,2450,1826,624,624
YKL004W,-1,2639,2016,623,623
YDR144C,-1,2260,1637,623,623
YCR092C,-1,3626,3004,622,622
YKL025C,-1,881,1502,-621,621
YLR340W,-1,1594,2214,-620,620
YER024W,-1,2297,1677,620,620
YJR096W,-1,3293,3912,-619,619
YML106W,-1,1375,1994,-619,619
YPR118W,-1,2874,2256,618,618
YDR378C,-1,1535,917,618,618
YDR202C,-1,786,1403,-617,617
YER102W,-1,3467,4084,-617,617
YKL174C,-1,3472,2855,617,617
YBL014C,-1,1026,409,617,617
YLR371W,-1,1031,1648,-617,617
YNL220W,-1,2420,3036,-616,616
YGL018C,-1,776,162,614,614
YBR092C,-1,3046,3660,-614,614
YNL309W,-1,3534,4148,-614,614
YPL086C,-1,539,1153,-614,614
YJR135C,-1,1469,856,613,613
YNR011C,-1,2268,2880,-612,612
YFL021W,-1,4000,3388,612,612
YNL311C,-1,1353,1963,-610,610
YML010W,-1,3512,4121,-609,609
YLL050C,-1,1168,559,609,609
YNL008C,-1,1746,1137,609,609
YDR047W,-1,789,1396,-607,607
YEL059C-A,-1,2811,3417,-606,606
YNL059C,-1,1433,828,605,605
YPL235W,-1,1404,2009,-605,605
YNL207W,-1,2593,3198,-605,605
YPL244C,-1,597,1201,-604,604
YPR017C,-1,2318,2922,-604,604
YML014W,-1,1540,936,604,604
YGL191W,-1,364,968,-604,604
YGR038W,-1,1221,1825,-604,604
YIL026C,-1,2527,3131,-604,604
YER145C,-1,2999,2396,603,603
YGL253W,-1,1558,956,602,602
YNL263C,-1,2525,3125,-600,600
YJR126C,-1,2474,3073,-599,599
YGL210W,-1,2816,2219,597,597
YJL189W,-1,3861,3265,596,596
YJR063W,-1,1809,1213,596,596
YNL142W,-1,3169,3765,-596,596
YML113W,-1,2967,3562,-595,595
YGL020C,1,67,662,-595,595
YDR436W,-1,482,1077,-595,595
YDL215C,-1,827,1421,-594,594
YOR346W,-1,3054,2461,593,593
YNL294C,-1,1203,610,593,593
YMR281W,-1,2192,1601,591,591
YNL129W,-1,2030,1439,591,591
YOL052C,-1,1845,1255,590,590
YLL033W,-1,2673,2083,590,590
YDL167C,-1,1948,1358,590,590
YHR004C,-1,1496,906,590,590
YGR003W,-1,3527,2937,590,590
YKL010C,-1,1434,2024,-590,590
YKL006W,-1,3380,3969,-589,589
YLR019W,-1,3286,2698,588,588
YDL049C,-1,1959,2546,-587,587
YLR292C,-1,1317,1904,-587,587
YGL066W,-1,3403,3989,-586,586
YOL059W,-1,3848,3263,585,585
YLR438C-A,-1,2487,3072,-585,585
YDR162C,-1,1760,1176,584,584
YBR126C,-1,126,710,-584,584
YDL229W,-1,3576,4159,-583,583
YLR032W,-1,3993,3410,583,583
YJR125C,-1,610,1192,-582,582
YPL089C,-1,3641,3060,581,581
YGR292W,-1,4214,3633,581,581
YLR357W,-1,1368,788,580,580
YOR213C,-1,2831,2251,580,580
YCL018W,-1,2627,2047,580,580
YCL039W,-1,775,1354,-579,579
YIL122W,-1,2663,2084,579,579
YJL098W,-1,1838,2417,-579,579
YKL089W,-1,2411,2990,-579,579
YOR005C,-1,606,1184,-578,578
YGL119W,-1,1323,746,577,577
YBR103W,-1,923,346,577,577
YIL173W,-1,3904,3327,577,577
YDR301W,-1,2804,3380,-576,576
YGR124W,-1,2580,2005,575,575
YJL101C,-1,2256,2831,-575,575
YJR055W,-1,2529,1954,575,575
YLR190W,1,34,609,-575,575
YNL029C,-1,2617,2042,575,575
YMR237W,-1,575,1149,-574,574
YNL173C,-1,431,1005,-574,574
YLR449W,-1,3066,3640,-574,574
YBR162C,-1,1200,627,573,573
YOR092W,-1,3417,3990,-573,573
YDR399W,-1,2676,2103,573,573
YAL036C,-1,965,1537,-572,572
YCR088W,-1,574,2,572,572
YGL184C,-1,3863,3294,569,569
YJL074C,-1,1606,1038,568,568
YNL166C,-1,979,1546,-567,567
YDL225W,-1,1773,1207,566,566
YMR255W,-1,2326,2892,-566,566
YGR234W,-1,877,312,565,565
YHR018C,-1,1862,1297,565,565
YDR510W,-1,1641,2205,-564,564
YJR144W,1,54,616,-562,562
YML067C,-1,2548,3110,-562,562
YLR146C,-1,778,1338,-560,560
YAL040C,-1,3803,3243,560,560
YMR042W,-1,4076,3517,559,559
YNL258C,-1,2579,3137,-558,558
YML021C,-1,2234,2791,-557,557
YHR106W,-1,727,170,557,557
YJR118C,1,637,81,556,556
YNL130C,-1,3437,3993,-556,556
YEL046C,-1,2943,2388,555,555
YCR014C,-1,2783,2228,555,555
YDR530C,-1,895,1450,-555,555
YLR034C,-1,3084,3638,-554,554
YLR048W,-1,3233,3787,-554,554
YKL110C,-1,3047,2493,554,554
YMR200W,-1,1777,1224,553,553
YDR103W,-1,1489,2041,-552,552
YFL030W,-1,242,792,-550,550
YIL120W,-1,3308,2759,549,549
YOL008W,-1,398,947,-549,549
YGR225W,-1,4180,3632,548,548
YNL202W,-1,1542,994,548,548
YCR002C,-1,517,1065,-548,548
YDL194W,-1,2646,3193,-547,547
YLR363C,-1,2100,2646,-546,546
YJL080C,-1,1711,1168,543,543
YDR268W,-1,717,174,543,543
YNL264C,-1,2370,1828,542,542
YML077W,-1,1021,1563,-542,542
YPL252C,-1,654,112,542,542
YOR010C,-1,4142,3601,541,541
YBL058W,-1,291,832,-541,541
YDR317W,-1,4071,3531,540,540
YDR236C,-1,1891,1351,540,540
YPR095C,-1,2583,2045,538,538
YDL190C,-1,1240,1778,-538,538
YLR186W,-1,2504,3041,-537,537
YLR388W,-1,3161,3698,-537,537
YNL045W,-1,2189,1652,537,537
YGL006W,-1,496,1033,-537,537
YJL205C,-1,2284,1747,537,537
YOL013C,-1,644,1180,-536,536
YDR318W,-1,2363,2899,-536,536
YNL225C,-1,1490,954,536,536
YNL227C,-1,1085,1621,-536,536
YJL184W,-1,3171,2635,536,536
YFR040W,-1,942,407,535,535
YGR206W,-1,1961,1426,535,535
YAL051W,-1,1740,2275,-535,535
YJL092W,-1,785,252,533,533
YHR090C,-1,432,965,-533,533
YNL259C,-1,1072,1605,-533,533
YLR061W,-1,3455,3986,-531,531
YKL079W,-1,1287,757,530,530
YHR171W,-1,443,973,-530,530
YDR288W,-1,1385,855,530,530
YGL106W,-1,1121,592,529,529
YHR051W,-1,197,725,-528,528
YDL198C,1,73,601,-528,528
YOR229W,-1,3774,3246,528,528
YOR039W,-1,609,1136,-527,527
YOR239W,-1,667,140,527,527
YIL127C,-1,3155,3680,-525,525
YKL041W,-1,1865,1341,524,524
YPR093C,-1,1533,1009,524,524
YLR316C,-1,1908,1384,524,524
YGL058W,-1,3298,3820,-522,522
YAL007C,-1,1361,839,522,522
YPL124W,-1,3461,2939,522,522
YER002W,-1,3378,2856,522,522
YPL177C,-1,2175,1653,522,522
YDR208W,-1,1045,1566,-521,521
YOL121C,-1,4074,3553,521,521
YGL169W,-1,808,1329,-521,521
YLR103C,-1,3004,2483,521,521
YGL215W,-1,4169,3649,520,520
YDR258C,1,71,591,-520,520
YOL138C,-1,1274,754,520,520
YPL075W,-1,3114,3634,-520,520
YOR025W,-1,2955,2436,519,519
YGL257C,-1,1676,1157,519,519
YIL101C,-1,1885,1368,517,517
YHR061C,-1,2337,2853,-516,516
YLR417W,-1,2787,2271,516,516
YLR350W,-1,631,1146,-515,515
YJR090C,-1,1399,1914,-515,515
YPR037C,-1,2577,2063,514,514
YKL119C,-1,595,1109,-514,514
YBL047C,-1,815,302,513,513
YDL064W,-1,2114,2626,-512,512
YJR097W,-1,1238,1750,-512,512
YDR153C,-1,3101,2590,511,511
YDR046C,-1,3509,2998,511,511
YIL099W,-1,2239,1729,510,510
YLR127C,-1,2290,2800,-510,510
YOL127W,-1,3314,3823,-509,509
YHR134W,-1,2428,2935,-507,507
YPR191W,-1,151,658,-507,507
YJL134W,-1,3554,3047,507,507
YDL100C,-1,935,428,507,507
YLR246W,-1,2173,2679,-506,506
YGL086W,-1,1339,833,506,506
YHR005C,-1,3660,4165,-505,505
YDR484W,-1,867,363,504,504
YDR022C,-1,518,1022,-504,504
YOR123C,-1,3661,4164,-503,503
YOL020W,-1,1916,1413,503,503
YPL091W,-1,296,798,-502,502
YHL047C,-1,4037,3535,502,502
YBR061C,-1,845,343,502,502
YKR003W,-1,1835,1333,502,502
YBR087W,-1,1029,528,501,501
YPR042C,-1,1946,1445,501,501
YKR004C,-1,3100,2599,501,501
YHR070W,-1,3128,2628,500,500
YAL033W,-1,2657,2158,499,499
YDL127W,-1,3473,3972,-499,499
YDR294C,-1,798,1296,-498,498
YMR271C,-1,607,1105,-498,498
YDR142C,-1,551,1049,-498,498
YPL082C,-1,3013,3510,-497,497
YML049C,-1,2680,3177,-497,497
YNL190W,-1,3450,3946,-496,496
YLR333C,-1,3406,3900,-494,494
YLR107W,-1,3208,2714,494,494
YNL055C,1,9,502,-493,493
YDL238C,-1,966,1459,-493,493
YNL136W,-1,3566,4059,-493,493
YHL020C,-1,1995,2488,-493,493
YCL044C,1,588,1080,-492,492
YJR076C,-1,664,173,491,491
YIL143C,-1,2855,2364,491,491
YDR221W,-1,903,413,490,490
YOL119C,-1,1644,1155,489,489
YBR155W,-1,1007,518,489,489
YMR217W,-1,2247,2736,-489,489
YER029C,-1,3110,3598,-488,488
YOL061W,-1,1068,1556,-488,488
YPR120C,-1,1618,1131,487,487
YDR323C,-1,2047,1561,486,486
YPR105C,-1,1382,897,485,485
YDR408C,-1,3363,2878,485,485
YFR029W,-1,1030,546,484,484
YGL091C,-1,1196,1679,-483,483
YGL062W,-1,621,139,482,482
YBL042C,-1,2929,3411,-482,482
YKR097W,-1,1577,2059,-482,482
YJR052W,-1,2950,2468,482,482
YML028W,-1,404,886,-482,482
YOL105C,-1,1813,1332,481,481
YDR141C,-1,1975,1494,481,481
YJL186W,-1,1958,1478,480,480
YBL016W,-1,3599,4078,-479,479
YBR211C,-1,946,468,478,478
YNL084C,-1,338,815,-477,477
YKL166C,-1,3528,3051,477,477
YOL123W,-1,3383,2906,477,477
YOR069W,-1,698,1174,-476,476
YPL135W,-1,533,57,476,476
YJR057W,-1,2443,2918,-475,475
YLR284C,-1,2200,2675,-475,475
YPL038W,-1,2289,1815,474,474
YPL195W,-1,1567,1095,472,472
YOR244W,-1,799,1271,-472,472
YMR172W,-1,2202,2674,-472,472
YDR057W,-1,967,496,471,471
YOR096W,-1,3588,4057,-469,469
YIL112W,-1,2817,3285,-468,468
YPR030W,-1,1004,1472,-468,468
YBR250W,-1,3908,3440,468,468
YPL051W,-1,1524,1057,467,467
YOR033C,-1,3252,3719,-467,467
YOL089C,-1,1141,1608,-467,467
YMR168C,-1,1828,2294,-466,466
YGR083C,-1,1444,1910,-466,466
YDL124W,-1,3438,3903,-465,465
YDR211W,-1,1442,1907,-465,465
YPL111W,-1,2691,3156,-465,465
YKL217W,-1,1689,2154,-465,465
YJL166W,-1,304,768,-464,464
YIL135C,-1,2359,1895,464,464
YPL015C,-1,1109,1572,-463,463
YDR039C,-1,4219,3756,463,463
YDL189W,-1,2248,1785,463,463
YBR216C,-1,1314,852,462,462
YMR021C,-1,2698,2236,462,462
YNL209W,-1,2285,2747,-462,462
YNR020C,-1,152,614,-462,462
YDL075W,-1,2653,3114,-461,461
YDL033C,-1,626,166,460,460
YHL029C,-1,3000,2540,460,460
YJL091C,-1,1157,699,458,458
YHR153C,-1,3770,3313,457,457
YIL069C,-1,4085,3630,455,455
YPR161C,-1,3389,3844,-455,455
YLR206W,-1,500,45,455,455
YER100W,-1,3237,2782,455,455
YOR089C,-1,1541,1086,455,455
YPR101W,-1,3019,3473,-454,454
YOR008C-A,-1,3932,3478,454,454
YBR048W,-1,3238,3692,-454,454
YJL012C,-1,2995,3449,-454,454
YIL105C,-1,777,1230,-453,453
YOR182C,-1,3820,3368,452,452
YBR029C,-1,1204,753,451,451
YLR313C,-1,3555,4005,-450,450
YLR231C,-1,1841,1391,450,450
YNL119W,-1,1369,919,450,450
YKR094C,-1,3506,3954,-448,448
YAL026C,-1,2079,1631,448,448
YNR026C,-1,3165,2717,448,448
YHR136C,-1,3919,3472,447,447
YML064C,-1,1352,1798,-446,446
YDR341C,-1,3232,3678,-446,446
YNL147W,-1,2369,2815,-446,446
YGR055W,-1,3500,3054,446,446
YLR399C,-1,3551,3106,445,445
YKL046C,-1,1986,1541,445,445
YPL070W,-1,2209,1764,445,445
YJR031C,-1,466,910,-444,444
YPR132W,-1,3227,3669,-442,442
YDL160C,-1,3899,3458,441,441
YLR293C,-1,3443,3883,-440,440
YGL187C,-1,239,679,-440,440
YJR019C,-1,411,850,-439,439
YBR114W,-1,3302,3741,-439,439
YPL084W,-1,1108,1547,-439,439
YBR072W,-1,2430,1991,439,439
YJL106W,-1,3682,3244,438,438
YER040W,-1,3345,3783,-438,438
YOR140W,-1,2979,2542,437,437
YKL191W,-1,1258,1694,-436,436
YGR086C,-1,665,1101,-436,436
YJR119C,-1,1672,1236,436,436
YHL039W,-1,3479,3044,435,435
YIL162W,-1,3609,4044,-435,435
YIL047C,-1,3134,2700,434,434
YDR403W,-1,3549,3116,433,433
YGR288W,-1,2803,2370,433,433
YDL120W,-1,622,191,431,431
YIL118W,-1,1084,653,431,431
YNL082W,-1,2893,3324,-431,431
YOR329C,-1,235,665,-430,430
YGL096W,-1,3464,3035,429,429
YDR325W,-1,2228,2656,-428,428
YBR145W,-1,2399,2827,-428,428
YOR172W,-1,1872,1444,428,428
YCR031C,-1,3432,3859,-427,427
YMR173W,-1,1280,1707,-427,427
YEL063C,-1,3685,4112,-427,427
YKR066C,-1,1117,691,426,426
YKR069W,-1,3398,2972,426,426
YBR207W,-1,281,706,-425,425
YHR203C,-1,3751,4175,-424,424
YBL001C,-1,788,364,424,424
YLR448W,-1,3219,3642,-423,423
YIL096C,-1,3333,2910,423,423
YBL004W,-1,1319,896,423,423
YKR068C,-1,2998,2576,422,422
YNL197C,-1,2991,2570,421,421
YHR073W,-1,1522,1103,419,419
YPL079W,-1,3592,4011,-419,419
YBL076C,-1,1014,596,418,418
YGR267C,-1,3156,2738,418,418
YER003C,-1,1291,874,417,417
YHR006W,-1,2036,1619,417,417
YBR193C,-1,834,417,417,417
YOR328W,-1,2238,2655,-417,417
YOL045W,-1,2404,2821,-417,417
YDR384C,-1,3516,3933,-417,417
YLR266C,-1,1883,1466,417,417
YBL034C,-1,1228,1645,-417,417
YDR492W,-1,1264,848,416,416
YER042W,-1,3712,3298,414,414
YML110C,-1,124,537,-413,413
YNL126W,-1,1000,587,413,413
YDR004W,-1,1189,777,412,412
YNL250W,-1,1115,704,411,411
YPR066W,-1,1999,1589,410,410
YDR086C,-1,2924,3334,-410,410
YAL030W,-1,305,713,-408,408
YER070W,-1,1183,775,408,408
YAL054C,-1,1335,1743,-408,408
YDR166C,-1,2254,2661,-407,407
YOR073W,-1,2427,2834,-407,407
YDR372C,-1,2567,2160,407,407
YCR027C,-1,945,1350,-405,405
YFR015C,-1,3151,2746,405,405
YBR295W,-1,2953,2549,404,404
YGL148W,-1,2692,2288,404,404
YFR048W,-1,1842,2246,-404,404
YHR181W,-1,3397,2994,403,403
YDR131C,-1,3008,2606,402,402
YGR271W,-1,2755,2353,402,402
YHR064C,-1,2012,2413,-401,401
YIL146C,-1,2142,2543,-401,401
YLR431C,-1,2264,1864,400,400
YCR037C,-1,1837,2237,-400,400
YBL068W,-1,1357,957,400,400
YGR140W,-1,3412,3811,-399,399
YKL120W,-1,848,451,397,397
YDL166C,-1,494,97,397,397
YOR381W,-1,3994,3597,397,397
YER151C,-1,2265,2660,-395,395
YHR154W,-1,1808,2203,-395,395
YGL084C,-1,699,304,395,395
YBR154C,-1,1102,708,394,394
YDR025W,-1,4133,3739,394,394
YPL110C,-1,2044,1650,394,394
YHR001W-A,-1,210,603,-393,393
YML123C,-1,3166,3558,-392,392
YDR429C,-1,2027,1635,392,392
YDR235W,-1,2212,2604,-392,392
YKL082C,-1,2901,3292,-391,391
YKL049C,-1,2818,3209,-391,391
YMR190C,-1,531,922,-391,391
YCL038C,-1,1557,1948,-391,391
YLR288C,-1,1350,960,390,390
YOL044W,-1,2461,2849,-388,388
YNL072W,-1,1386,1774,-388,388
YER051W,-1,2741,2354,387,387
YCL073C,-1,3790,3403,387,387
YDR002W,-1,2533,2919,-386,386
YIL050W,-1,219,605,-386,386
YPL042C,-1,1753,2137,-384,384
YDR198C,-1,1888,2272,-384,384
YLR432W,-1,2107,2490,-383,383
YHR079C,-1,2925,3308,-383,383
YIR005W,-1,2028,1646,382,382
YKL020C,-1,1719,2101,-382,382
YFL036W,1,10,391,-381,381
YJL183W,-1,528,147,381,381
YNL104C,-1,535,154,381,381
YDR450W,-1,3958,3579,379,379
YOL096C,-1,113,492,-379,379
YMR179W,-1,3285,3663,-378,378
YNR055C,-1,3690,3312,378,378
YOR167C,-1,3253,2876,377,377
YOR020C,-1,476,853,-377,377
YGL133W,-1,3589,3214,375,375
YPL046C,-1,1080,1455,-375,375
YFR009W,-1,2122,2496,-374,374
YMR152W,-1,167,541,-374,374
YGL206C,-1,603,976,-373,373
YJL087C,-1,1201,1573,-372,372
YKL064W,-1,719,1091,-372,372
YPL221W,-1,3481,3852,-371,371
YOR209C,-1,2031,1661,370,370
YPR043W,-1,2996,3364,-368,368
YOL011W,-1,2509,2141,368,368
YLL015W,-1,1921,1554,367,367
YNL006W,-1,586,953,-367,367
YEL009C,-1,2713,3080,-367,367
YIL144W,-1,3426,3793,-367,367
YPR025C,-1,723,356,367,367
YMR310C,-1,3578,3211,367,367
YPL148C,-1,2466,2100,366,366
YGL186C,-1,3590,3956,-366,366
YCL043C,-1,994,629,365,365
YBL102W,-1,186,551,-365,365
YKL022C,-1,3163,3527,-364,364
YOR386W,-1,1143,1504,-361,361
YJR160C,-1,3243,2882,361,361
YDL243C,-1,1322,961,361,361
YDR354W,-1,1679,2040,-361,361
YPL101W,-1,1766,1406,360,360
YJL030W,-1,2064,1704,360,360
YER001W,-1,1482,1123,359,359
YMR092C,-1,377,18,359,359
YOR320C,-1,386,744,-358,358
YBR024W,-1,111,469,-358,358
YFR027W,-1,3273,2915,358,358
YNL246W,-1,1396,1754,-358,358
YOR106W,-1,2948,2591,357,357
YDR281C,-1,3146,3503,-357,357
YHR168W,-1,573,929,-356,356
YBR107C,-1,3051,2695,356,356
YBR128C,-1,2357,2712,-355,355
YMR251W-A,-1,530,884,-354,354
YOR383C,-1,3956,3603,353,353
YJL006C,-1,3037,3390,-353,353
YKL015W,-1,2821,2469,352,352
YAL043C,-1,4024,3673,351,351
YGR218W,-1,3584,3234,350,350
YDR409W,-1,3305,2956,349,349
YLR451W,-1,3162,2813,349,349
YOL076W,1,375,27,348,348
YAL042W,-1,1564,1216,348,348
YEL053C,-1,2065,1718,347,347
YPL242C,-1,977,630,347,347
YPR069C,-1,1484,1830,-346,346
YDR303C,-1,2951,3297,-346,346
YKR002W,-1,460,805,-345,345
YNL334C,-1,2252,2597,-345,345
YLR081W,-1,3623,3967,-344,344
YBR109C,-1,441,98,343,343
YLR264W,-1,2498,2155,343,343
YJL108C,-1,2672,3014,-342,342
YDR470C,1,29,370,-341,341
YBR069C,-1,3009,3349,-340,340
YFR005C,-1,1805,2145,-340,340
YJR013W,-1,2708,3046,-338,338
YOR353C,-1,2255,1917,338,338
YJL158C,-1,2945,2607,338,338
YJL089W,-1,3216,2879,337,337
YKL126W,-1,351,688,-337,337
YCR094W,-1,2041,1705,336,336
YKL092C,-1,726,1062,-336,336
YGR105W,-1,2216,1883,333,333
YGR077C,-1,2023,2355,-332,332
YGR020C,-1,1960,1628,332,332
YKR028W,-1,1580,1248,332,332
YDL147W,-1,391,721,-330,330
YLR347C,-1,3127,3457,-330,330
YOL165C,-1,3559,3888,-329,329
YOR128C,-1,2909,2582,327,327
YER056C,-1,2472,2799,-327,327
YDR511W,-1,92,419,-327,327
YGR233C,-1,2958,3283,-325,325
YLR403W,-1,3622,3947,-325,325
