Gene,+/0/-,430Net rank,MEFIT rank,Difference (430Net-MEFIT),Absoulte Difference
YBR058C,-1,3353,3072,281,281
YNR013C,-1,3435,3155,280,280
YPR051W,-1,1384,1104,280,280
YDR412W,-1,1656,1936,-280,280
YIL015W,-1,3649,3370,279,279
YLL002W,-1,710,989,-279,279
YKL160W,-1,360,81,279,279
YLR127C,-1,2290,2569,-279,279
YNR016C,-1,1138,860,278,278
YDR037W,-1,2609,2332,277,277
YBR172C,-1,737,1014,-277,277
YNL051W,-1,302,27,275,275
YOR095C,-1,745,470,275,275
YML126C,-1,2599,2324,275,275
YLR119W,-1,2602,2328,274,274
YDR503C,-1,1863,2136,-273,273
YBR041W,-1,2281,2553,-272,272
YPL177C,-1,2175,1903,272,272
YNR030W,-1,1932,1660,272,272
YNL047C,-1,956,1228,-272,272
YOR321W,-1,3474,3203,271,271
YOL090W,-1,2435,2164,271,271
YMR283C,-1,257,528,-271,271
YDR313C,-1,422,691,-269,269
YJR069C,-1,709,440,269,269
YIL007C,-1,170,438,-268,268
YPL194W,-1,2172,2440,-268,268
YOR370C,-1,896,629,267,267
YPL094C,-1,936,669,267,267
YBR060C,-1,1528,1261,267,267
YKL007W,-1,143,410,-267,267
YNL039W,-1,1452,1718,-266,266
YPL163C,-1,2259,2524,-265,265
YFL022C,-1,1065,1330,-265,265
YMR091C,-1,1892,2157,-265,265
YLR182W,-1,753,1017,-264,264
YHR200W,-1,816,552,264,264
YIL076W,-1,883,620,263,263
YNR019W,-1,2801,2538,263,263
YNL330C,-1,217,479,-262,262
YER006W,-1,2048,1787,261,261
YNL123W,-1,2408,2147,261,261
YMR305C,-1,1849,1589,260,260
YLR200W,-1,866,606,260,260
YMR116C,-1,1622,1363,259,259
YKR087C,-1,922,1180,-258,258
YGL064C,-1,401,658,-257,257
YBR253W,-1,1268,1011,257,257
YBR203W,-1,2915,2658,257,257
YLR285W,-1,461,718,-257,257
YFR004W,-1,454,710,-256,256
YLR309C,-1,557,813,-256,256
YDR507C,-1,1453,1198,255,255
YOL069W,-1,3077,2822,255,255
YER012W,-1,295,40,255,255
YNL253W,-1,1118,865,253,253
YNL273W,-1,2495,2748,-253,253
YKL046C,-1,1986,1733,253,253
YGR014W,-1,1930,2182,-252,252
YIL010W,-1,688,940,-252,252
YGL011C,-1,628,377,251,251
YOR355W,-1,2644,2394,250,250
YIR001C,-1,1500,1250,250,250
YNL282W,-1,2946,3194,-248,248
YPR034W,-1,3416,3169,247,247
YOR174W,-1,1028,781,247,247
YDL227C,-1,3027,3274,-247,247
YDR198C,-1,1888,1642,246,246
YKL175W,-1,2554,2308,246,246
YBR196C,-1,2846,3091,-245,245
YOR143C,-1,749,505,244,244
YOL062C,-1,137,381,-244,244
YPL249C,-1,1937,1693,244,244
YOR145C,-1,1313,1556,-243,243
YJL072C,-1,2227,1984,243,243
YDL247W,-1,3190,2947,243,243
YLR097C,-1,795,1037,-242,242
YJR066W,-1,2261,2503,-242,242
YDL058W,-1,3103,3345,-242,242
YMR314W,-1,313,554,-241,241
YBR110W,-1,1985,1745,240,240
YOR298C-A,-1,1517,1756,-239,239
YDR228C,-1,1710,1471,239,239
YAL060W,-1,1336,1098,238,238
YDL100C,-1,935,698,237,237
YFR005C,-1,1805,2042,-237,237
YGR274C,-1,1967,2204,-237,237
YLR417W,-1,2787,2551,236,236
YBR271W,-1,2725,2960,-235,235
YGL100W,-1,323,89,234,234
YPR175W,-1,2854,2620,234,234
YBR289W,-1,3317,3083,234,234
YPL265W,-1,3082,2850,232,232
YGL150C,-1,2559,2791,-232,232
YHL009C,-1,3469,3238,231,231
YDR100W,-1,293,524,-231,231
YDR512C,-1,309,79,230,230
YHR088W,-1,1020,1249,-229,229
YPR070W,-1,1925,2154,-229,229
YDL134C,-1,1492,1721,-229,229
YJR135C,-1,1469,1241,228,228
YOL164W,-1,3504,3276,228,228
YMR235C,-1,357,585,-228,228
YJR102C,-1,258,31,227,227
YNL238W,-1,2856,2630,226,226
YMR285C,-1,3002,2776,226,226
YML061C,1,1012,1238,-226,226
YKL019W,-1,2374,2148,226,226
YIL162W,-1,3609,3383,226,226
YBL056W,-1,613,387,226,226
YJL166W,-1,304,78,226,226
YGR188C,-1,2819,2593,226,226
YPR095C,-1,2583,2808,-225,225
YOL061W,-1,1068,843,225,225
YIL134W,-1,343,118,225,225
YIR017C,-1,3029,3254,-225,225
YER095W,-1,2647,2871,-224,224
YHR043C,-1,652,875,-223,223
YBR236C,-1,1623,1846,-223,223
YDR176W,-1,2315,2092,223,223
YMR005W,-1,1504,1282,222,222
YBL025W,-1,2701,2479,222,222
YEL031W,-1,2383,2161,222,222
YLR146C,-1,778,557,221,221
YGR183C,-1,286,66,220,220
YJL091C,-1,1157,937,220,220
YOR159C,-1,378,158,220,220
YBR267W,-1,2883,2664,219,219
YLL018C,0,3543,3324,219,219
YGL213C,-1,1073,855,218,218
YJR025C,-1,3372,3154,218,218
YER110C,-1,3022,3239,-217,217
YNR033W,-1,381,164,217,217
YBR024W,-1,111,327,-216,216
YJL124C,-1,359,143,216,216
YHR034C,-1,2624,2409,215,215
YLR138W,-1,2832,3047,-215,215
YCR002C,-1,517,732,-215,215
YLR431C,-1,2264,2050,214,214
YHR077C,-1,1252,1466,-214,214
YDL067C,-1,584,370,214,214
YJL093C,-1,1342,1554,-212,212
YBR290W,-1,886,674,212,212
YML069W,-1,1915,1703,212,212
YBL041W,-1,392,180,212,212
YJR127C,-1,2706,2916,-210,210
YGL113W,-1,2737,2946,-209,209
YOL078W,-1,2709,2500,209,209
YDR351W,-1,3056,2848,208,208
YDR062W,-1,2144,2352,-208,208
YML010W,-1,3512,3305,207,207
YDR459C,-1,3186,3392,-206,206
YOR362C,-1,252,458,-206,206
YHR158C,-1,1226,1432,-206,206
YLR313C,-1,3555,3350,205,205
YLR231C,-1,1841,2046,-205,205
YDR131C,-1,3008,2804,204,204
YBL040C,-1,721,517,204,204
YGR169C,0,247,45,202,202
YDR363W-A,-1,1944,1742,202,202
YDL099W,-1,2302,2100,202,202
YMR220W,-1,1876,1675,201,201
YJR021C,-1,3005,2805,200,200
YBL043W,-1,2389,2588,-199,199
YDR006C,-1,3049,3248,-199,199
YGR267C,-1,3156,2957,199,199
YOR047C,-1,2841,2644,197,197
YFR003C,-1,287,484,-197,197
YOR357C,-1,345,148,197,197
YEL056W,-1,1770,1573,197,197
YCR093W,-1,1561,1365,196,196
YNL154C,-1,868,672,196,196
YMR208W,-1,2636,2441,195,195
YDL137W,-1,452,647,-195,195
YIL101C,-1,1885,1690,195,195
YPL227C,-1,1255,1060,195,195
YJR068W,-1,1137,1331,-194,194
YDR217C,-1,3182,2988,194,194
YJL134W,-1,3554,3361,193,193
YMR037C,-1,2550,2742,-192,192
YLR380W,-1,3429,3237,192,192
YOR244W,-1,799,607,192,192
YDR060W,-1,2098,1906,192,192
YLR405W,-1,196,386,-190,190
YOL094C,-1,959,1149,-190,190
YOR056C,-1,1882,1692,190,190
YGR147C,-1,213,24,189,189
YNL323W,-1,1858,1669,189,189
YBR081C,-1,2923,2734,189,189
YJL008C,-1,1376,1189,187,187
YIL120W,-1,3308,3121,187,187
YJL148W,-1,1911,1724,187,187
YNL262W,-1,1488,1674,-186,186
YMR036C,-1,2184,1998,186,186
YHR184W,-1,3367,3181,186,186
YCR075C,-1,1075,889,186,186
YLR191W,-1,442,627,-185,185
YDL059C,-1,3594,3409,185,185
YGL048C,-1,288,103,185,185
YCR020W-B,-1,1982,2167,-185,185
YMR072W,1,346,162,184,184
YGR209C,-1,504,320,184,184
YGL040C,-1,226,43,183,183
YDR087C,-1,1017,1199,-182,182
YGR116W,-1,971,1153,-182,182
YNL076W,-1,1502,1320,182,182
YOR089C,-1,1541,1360,181,181
YLR440C,-1,1166,985,181,181
YHR085W,-1,2997,3177,-180,180
YIL143C,-1,2855,3034,-179,179
YNL216W,-1,2151,1972,179,179
YCL051W,-1,1416,1237,179,179
YDR406W,-1,2082,1904,178,178
YNL091W,-1,2479,2657,-178,178
YAL020C,-1,3306,3129,177,177
YIL085C,-1,2892,3069,-177,177
YBR179C,1,44,220,-176,176
YML051W,-1,3457,3281,176,176
YGL115W,-1,184,8,176,176
YPL002C,-1,1171,1347,-176,176
YKL081W,-1,2116,1941,175,175
YPL028W,-1,1812,1638,174,174
YGR282C,-1,2650,2477,173,173
YNL325C,-1,1996,1823,173,173
YLR017W,-1,1364,1191,173,173
YGR178C,-1,2730,2557,173,173
YMR021C,-1,2698,2526,172,172
YBR123C,-1,747,919,-172,172
YOR323C,-1,2134,2306,-172,172
YDL031W,-1,2104,2275,-171,171
YKR026C,-1,1060,890,170,170
YEL062W,-1,2201,2031,170,170
YLR066W,-1,388,218,170,170
YKL112W,-1,1246,1077,169,169
YNL083W,-1,290,459,-169,169
YDR392W,-1,821,990,-169,169
YIR010W,-1,2759,2928,-169,169
YPL273W,-1,3015,3183,-168,168
YDR035W,-1,3211,3379,-168,168
YNR045W,0,116,284,-168,168
YPL204W,-1,3420,3252,168,168
YLR170C,-1,683,516,167,167
YEL058W,-1,2748,2915,-167,167
YLL031C,-1,1120,953,167,167
YBR130C,-1,3050,3216,-166,166
YDR299W,-1,2111,1946,165,165
YGL038C,-1,1448,1613,-165,165
YKL184W,-1,3092,2927,165,165
YNL317W,-1,1391,1555,-164,164
YHL007C,-1,2521,2685,-164,164
YDL007W,-1,761,598,163,163
YBR089C-A,-1,1802,1965,-163,163
YCL054W,-1,2273,2434,-161,161
YBR095C,-1,1658,1498,160,160
YOR198C,-1,646,805,-159,159
YOR211C,1,16,175,-159,159
YER093C,-1,2920,2761,159,159
YDL003W,-1,1479,1321,158,158
YOR168W,-1,1789,1947,-158,158
YML094W,-1,1182,1340,-158,158
YBL103C,-1,3076,3234,-158,158
YHR160C,-1,3289,3132,157,157
YKL206C,-1,1090,933,157,157
YBR135W,-1,2519,2675,-156,156
YLR332W,-1,2292,2137,155,155
YLR242C,-1,1772,1926,-154,154
YGL205W,-1,2160,2314,-154,154
YDR181C,-1,1049,896,153,153
YNL006W,-1,586,739,-153,153
YKL205W,-1,1933,2086,-153,153
YLR082C,-1,3115,3267,-152,152
YDL232W,-1,1603,1451,152,152
YJR022W,-1,796,644,152,152
YGR003W,-1,3527,3376,151,151
YOR250C,-1,1581,1732,-151,151
YBR218C,-1,3135,3286,-151,151
YBL018C,-1,1329,1178,151,151
YJL183W,-1,528,677,-149,149
YOR030W,-1,3475,3326,149,149
YHR058C,-1,2402,2253,149,149
YGL203C,-1,3192,3043,149,149
YNL088W,-1,1951,1802,149,149
YBR276C,-1,1218,1071,147,147
YGR216C,-1,1208,1061,147,147
YNL327W,-1,1965,1819,146,146
YFL041W,-1,495,641,-146,146
YGL027C,-1,1806,1951,-145,145
YGR078C,-1,696,841,-145,145
YML028W,-1,404,548,-144,144
YDR301W,-1,2804,2948,-144,144
YIL051C,1,41,184,-143,143
YDR200C,-1,1781,1924,-143,143
YNL264C,-1,2370,2228,142,142
YMR212C,-1,1587,1729,-142,142
YOR128C,-1,2909,3051,-142,142
YAL022C,-1,2545,2403,142,142
YIR008C,-1,1325,1183,142,142
YKL101W,-1,1693,1835,-142,142
YBR077C,-1,1923,1782,141,141
YLR378C,-1,1877,2018,-141,141
YBR072W,-1,2430,2570,-140,140
YLR135W,-1,3152,3291,-139,139
YPR190C,-1,2271,2132,139,139
YDR197W,-1,162,23,139,139
YJR075W,-1,772,910,-138,138
YPL241C,-1,1214,1351,-137,137
YML105C,-1,541,404,137,137
YGR112W,-1,106,242,-136,136
YDL097C,-1,222,357,-135,135
YDR135C,-1,2605,2740,-135,135
YNR052C,-1,748,614,134,134
YBL009W,-1,1125,991,134,134
YML115C,-1,2339,2205,134,134
YMR256C,-1,333,200,133,133
YPR110C,-1,1152,1284,-132,132
YNL290W,-1,445,575,-130,130
YJR002W,-1,2055,2184,-129,129
YKL022C,-1,3163,3290,-127,127
YLR237W,-1,3431,3304,127,127
YOR165W,-1,509,382,127,127
YKR104W,-1,3423,3297,126,126
YDR011W,-1,2952,3077,-125,125
YOR112W,-1,2153,2278,-125,125
YHR069C,-1,1584,1709,-125,125
YPL235W,-1,1404,1280,124,124
YER014W,-1,2679,2556,123,123
YDR226W,-1,272,149,123,123
YPR181C,-1,1935,2058,-123,123
YDL128W,-1,2330,2452,-122,122
YDR227W,-1,1408,1286,122,122
YHL031C,-1,558,436,122,122
YLR305C,-1,1993,2114,-121,121
YGR247W,-1,3436,3316,120,120
YOR004W,-1,1889,2009,-120,120
YDR379W,-1,1259,1378,-119,119
YDR147W,-1,2712,2595,117,117
YDR151C,-1,3131,3247,-116,116
YOR075W,-1,1955,1839,116,116
YNL304W,1,2106,2221,-115,115
YJR093C,-1,3202,3087,115,115
YPL244C,-1,597,712,-115,115
YER021W,-1,406,291,115,115
YGR212W,-1,3521,3406,115,115
YML074C,-1,2457,2571,-114,114
YGL190C,-1,2118,2232,-114,114
YOL064C,-1,3218,3104,114,114
YDR034C,-1,3254,3140,114,114
YBR043C,-1,3096,2983,113,113
YCL067C,-1,1047,1160,-113,113
YML012W,-1,218,105,113,113
YCR053W,-1,2375,2488,-113,113
YIL053W,-1,3222,3110,112,112
YDL030W,-1,2240,2351,-111,111
YGL236C,0,120,10,110,110
YNL098C,-1,229,339,-110,110
YNR020C,-1,152,42,110,110
YPL029W,-1,131,21,110,110
YNL289W,-1,1099,1208,-109,109
YER059W,-1,941,1050,-109,109
YNL052W,-1,402,294,108,108
YBR299W,-1,2622,2514,108,108
YOR273C,-1,1449,1557,-108,108
YBL055C,-1,3001,2894,107,107
YLR410W,-1,3038,3145,-107,107
YDR083W,-1,2761,2868,-107,107
YBR162C,-1,1200,1093,107,107
YOL130W,-1,2993,3100,-107,107
YER068W,-1,2409,2303,106,106
YPL011C,-1,1843,1738,105,105
YGR099W,-1,1222,1117,105,105
YPL249C-A,-1,3012,2907,105,105
YDL193W,-1,1573,1677,-104,104
YKL017C,-1,1463,1567,-104,104
YBR044C,-1,150,46,104,104
YIL109C,-1,1297,1399,-102,102
YHR204W,-1,3125,3227,-102,102
YDR515W,-1,314,212,102,102
YOR260W,-1,2165,2267,-102,102
YLR114C,-1,2879,2778,101,101
YGR140W,-1,3412,3312,100,100
YAR031W,-1,3180,3080,100,100
YOL008W,-1,398,300,98,98
YNL073W,0,114,17,97,97
YBR176W,-1,1192,1289,-97,97
YPL042C,-1,1753,1850,-97,97
YHR091C,0,99,3,96,96
YHR002W,-1,349,443,-94,94
YNR026C,-1,3165,3071,94,94
YJR126C,-1,2474,2568,-94,94
YLR165C,-1,1139,1232,-93,93
YBR091C,1,57,150,-93,93
YHR083W,1,344,252,92,92
YDR280W,-1,501,409,92,92
YGR101W,1,49,141,-92,92
YPR047W,0,108,16,92,92
YBL019W,-1,1844,1935,-91,91
YJR073C,-1,933,1024,-91,91
YGL169W,-1,808,898,-90,90
YGR119C,-1,1278,1368,-90,90
YOL112W,-1,2840,2751,89,89
YBR049C,-1,2933,3022,-89,89
YDL044C,-1,407,495,-88,88
YOR261C,-1,566,478,88,88
YPL104W,0,100,13,87,87
YEL064C,-1,3200,3287,-87,87
YOL023W,0,93,6,87,87
YLR067C,0,228,315,-87,87
YGR284C,-1,1129,1216,-87,87
YNL199C,-1,1338,1425,-87,87
YLR141W,-1,3065,3152,-87,87
YML092C,-1,276,362,-86,86
YOR354C,-1,90,4,86,86
YNL287W,-1,1267,1353,-86,86
YFR037C,-1,1765,1851,-86,86
YHR143W-A,-1,325,240,85,85
YOL033W,0,96,11,85,85
YML048W,-1,560,475,85,85
YBL085W,-1,1822,1907,-85,85
YBR069C,-1,3009,3094,-85,85
YNL015W,-1,259,344,-85,85
YFL028C,-1,1624,1539,85,85
YMR113W,-1,1223,1139,84,84
YKR062W,-1,2068,2151,-83,83
YOR266W,1,85,2,83,83
YGL114W,-1,2913,2996,-83,83
YDR183W,-1,1053,970,83,83
YLR069C,0,87,5,82,82
YJR144W,1,54,136,-82,82
YML019W,-1,975,894,81,81
YJL081C,-1,662,581,81,81
YLR382C,-1,122,41,81,81
YOR002W,-1,2433,2353,80,80
YGL143C,0,95,15,80,80
YGR171C,0,98,18,80,80
YER098W,-1,1651,1572,79,79
YNL151C,-1,1761,1840,-79,79
YCR034W,-1,1126,1047,79,79
YDR369C,-1,1734,1812,-78,78
YDR432W,-1,3079,3001,78,78
YOR206W,-1,873,951,-78,78
YJL069C,-1,3477,3399,78,78
YOR178C,-1,2670,2747,-77,77
YFR033C,-1,135,58,77,77
YDR516C,-1,1283,1359,-76,76
YPL167C,-1,2626,2701,-75,75
YHL038C,-1,1128,1053,75,75
YOR247W,-1,1295,1220,75,75
YPL097W,0,88,14,74,74
YLR390W,-1,107,34,73,73
YGR281W,-1,2900,2827,73,73
YOR335C,-1,1697,1624,73,73
YMR029C,-1,203,276,-73,73
YMR167W,-1,2682,2755,-73,73
YKR055W,-1,1940,2013,-73,73
YOR375C,-1,842,771,71,71
YDR004W,-1,1189,1118,71,71
YER043C,-1,1095,1026,69,69
YGR208W,-1,2140,2209,-69,69
YDR427W,-1,326,258,68,68
YBL023C,-1,2102,2169,-67,67
YJR006W,-1,1105,1171,-66,66
YDL093W,-1,3149,3214,-65,65
YPL098C,1,84,20,64,64
YNL257C,-1,1193,1257,-64,64
YHR109W,-1,191,127,64,64
YIR022W,-1,312,376,-64,64
YPL140C,-1,1165,1229,-64,64
YNL070W,1,91,28,63,63
YPL208W,-1,908,845,63,63
YOR061W,-1,526,588,-62,62
YGR081C,-1,954,1015,-61,61
YHR063C,-1,1634,1695,-61,61
YDR511W,-1,92,32,60,60
YHR124W,-1,3185,3125,60,60
YDR296W,1,82,22,60,60
YJL208C,-1,233,292,-59,59
YNL292W,-1,1241,1300,-59,59
YMR059W,0,1326,1267,59,59
YPL266W,-1,1516,1574,-58,58
YGL047W,-1,435,493,-58,58
YER142C,-1,596,538,58,58
YPL169C,-1,2882,2826,56,56
YER111C,-1,2601,2545,56,56
YCL061C,-1,3291,3347,-56,56
YML064C,-1,1352,1407,-55,55
YOR267C,-1,3183,3128,55,55
YKL191W,-1,1258,1313,-55,55
YBL033C,-1,1383,1329,54,54
YDL045C,-1,169,222,-53,53
YLR314C,-1,931,984,-53,53
YIL068C,-1,1015,1067,-52,52
YDR101C,-1,1458,1406,52,52
YDR466W,-1,3271,3323,-52,52
YOL096C,-1,113,62,51,51
YOR064C,-1,489,540,-51,51
YBR120C,0,94,44,50,50
YIL118W,-1,1084,1134,-50,50
YGR135W,-1,583,533,50,50
YER170W,-1,134,85,49,49
YOR037W,1,19,67,-48,48
YLR276C,-1,1747,1795,-48,48
YNL246W,-1,1396,1443,-47,47
YOR157C,-1,1043,996,47,47
YJL090C,-1,1661,1615,46,46
YGR232W,-1,115,69,46,46
YLR249W,-1,1417,1371,46,46
YIR021W,-1,139,93,46,46
YPL040C,-1,133,88,45,45
YHR036W,-1,1736,1691,45,45
YHR050W,-1,1302,1346,-44,44
YKL109W,-1,939,982,-43,43
YPR134W,-1,437,395,42,42
YDR478W,-1,1549,1507,42,42
YBR031W,-1,1327,1369,-42,42
YIL115C,-1,2484,2525,-41,41
YOR236W,-1,627,586,41,41
YNL129W,-1,2030,1990,40,40
YGL187C,-1,239,199,40,40
YNL213C,1,65,25,40,40
YHR001W,-1,947,908,39,39
YPL016W,-1,1984,2023,-39,39
YHL034C,-1,649,610,39,39
YNL121C,1,48,9,39,39
YPR041W,-1,937,899,38,38
YFL036W,1,10,48,-38,38
YKL057C,-1,755,793,-38,38
YBR245C,-1,1570,1607,-37,37
YLR131C,-1,1256,1292,-36,36
YKL117W,-1,232,267,-35,35
YHR121W,-1,142,107,35,35
YLR421C,-1,797,762,35,35
YBL017C,-1,3309,3275,34,34
YKL067W,-1,119,153,-34,34
YJL112W,1,69,101,-32,32
YGR195W,-1,519,551,-32,32
YPL010W,-1,1119,1088,31,31
YOR039W,-1,609,579,30,30
YIR028W,-1,2859,2889,-30,30
YMR043W,-1,2904,2933,-29,29
YPR006C,-1,1276,1305,-29,29
YIL156W,-1,2196,2168,28,28
YHR051W,-1,197,169,28,28
YPR021C,-1,428,400,28,28
YJL039C,-1,1931,1959,-28,28
YIL113W,-1,2890,2862,28,28
YKR003W,-1,1835,1863,-28,28
YKL025C,-1,881,854,27,27
YER082C,-1,1673,1646,27,27
YHR175W,-1,1555,1528,27,27
YDR489W,-1,2760,2733,27,27
YOR353C,-1,2255,2282,-27,27
YIL105C,-1,777,803,-26,26
YIL021W,-1,497,471,26,26
YFR050C,-1,329,355,-26,26
YOR254C,-1,712,686,26,26
YBR260C,-1,1521,1496,25,25
YKL192C,-1,144,119,25,25
YMR083W,-1,840,864,-24,24
YLR438W,-1,2796,2772,24,24
YOR038C,-1,1363,1386,-23,23
YDR334W,-1,982,1004,-22,22
YER063W,-1,623,601,22,22
YHR001W-A,-1,210,188,22,22
YIL063C,-1,1466,1445,21,21
YBR252W,-1,299,278,21,21
YJL139C,-1,3177,3198,-21,21
YER107C,-1,682,662,20,20
YDR393W,1,14,33,-19,19
YNL265C,-1,366,347,19,19
YPR144C,-1,2547,2529,18,18
YMR023C,0,564,546,18,18
YCR024C,-1,123,106,17,17
YPL233W,-1,3279,3296,-17,17
YBR093C,-1,3228,3211,17,17
YBL080C,1,97,80,17,17
YCR005C,-1,2770,2787,-17,17
YDR320C,-1,2139,2156,-17,17
YJR083C,-1,733,716,17,17
YJL054W,1,89,72,17,17
YGL229C,-1,3354,3371,-17,17
YDR120C,0,2084,2068,16,16
YGR286C,-1,2544,2559,-15,15
YJR044C,-1,492,477,15,15
YAR002W,-1,2183,2198,-15,15
YBR185C,1,4,19,-15,15
YGL207W,-1,2280,2295,-15,15
YNL206C,-1,2035,2049,-14,14
YMR060C,1,61,47,14,14
YDR422C,-1,2849,2835,14,14
YFL038C,-1,507,520,-13,13
YGR181W,1,23,35,-12,12
YMR175W,-1,2769,2780,-11,11
YPR018W,-1,2654,2665,-11,11
YMR077C,-1,826,837,-11,11
YHR013C,-1,292,282,10,10
YPL093W,-1,1427,1437,-10,10
YOR125C,-1,176,166,10,10
YDL205C,-1,1507,1497,10,10
YFL004W,-1,1752,1762,-10,10
YGL224C,-1,3197,3206,-9,9
YBR192W,1,74,65,9,9
YOR276W,-1,904,913,-9,9
YKL104C,-1,2569,2578,-9,9
YML078W,-1,105,96,9,9
YGR145W,-1,1934,1942,-8,8
YML035C,-1,1852,1844,8,8
YBR109C,-1,441,434,7,7
YMR104C,-1,1801,1794,7,7
YPR005C,-1,2449,2456,-7,7
YGR002C,-1,910,917,-7,7
YOR067C,-1,1473,1479,-6,6
YLR435W,-1,1197,1203,-6,6
YMR180C,-1,2205,2199,6,6
YJR042W,-1,858,863,-5,5
YKR079C,-1,1465,1470,-5,5
YDR288W,-1,1385,1380,5,5
YGL191W,-1,364,368,-4,4
YDL166C,-1,494,497,-3,3
YBR173C,-1,458,461,-3,3
YDR481C,-1,2965,2967,-2,2
YJL063C,1,11,12,-1,1
YDL155W,-1,2865,2864,1,1
YKR085C,1,6,7,-1,1
