Gene,+/0/-,430Net rank,SPELL rank,Difference (430Net-SPELL),Absoulte Difference
YHR153C,-1,3770,3303,467,467
YDR534C,-1,3815,3349,466,466
YJL006C,-1,3037,2571,466,466
YDL131W,-1,2793,3259,-466,466
YJL088W,-1,3950,3485,465,465
YGL113W,-1,2737,2272,465,465
YJR058C,-1,911,1375,-464,464
YER051W,-1,2741,2277,464,464
YJL129C,-1,1248,1712,-464,464
YOL067C,-1,3701,3237,464,464
YLR467W,-1,4115,3652,463,463
YLR293C,-1,3443,2980,463,463
YKL106W,-1,2572,3035,-463,463
YNL039W,-1,1452,990,462,462
YKL055C,-1,3972,3510,462,462
YKR053C,-1,4058,3596,462,462
YJL121C,-1,1413,1874,-461,461
YBR020W,-1,3826,3365,461,461
YBL097W,-1,4187,3726,461,461
YER131W,-1,3842,3382,460,460
YKL042W,-1,3099,2639,460,460
YOL162W,-1,3564,4024,-460,460
YOR230W,-1,861,1319,-458,458
YMR257C,0,109,566,-457,457
YNL054W,-1,2861,2405,456,456
YIL112W,-1,2817,2362,455,455
YOL127W,-1,3314,3769,-455,455
YDR205W,-1,2112,1657,455,455
YPL258C,-1,2611,2158,453,453
YLR172C,-1,1721,2174,-453,453
YHR211W,-1,4397,3945,452,452
YGR134W,-1,2006,1554,452,452
YGR192C,-1,3449,2997,452,452
YOR315W,-1,2123,2574,-451,451
YJR066W,-1,2261,1810,451,451
YJL013C,-1,932,1383,-451,451
YLR353W,-1,486,937,-451,451
YHR067W,-1,1964,2414,-450,450
YDL111C,-1,1791,2241,-450,450
YBR095C,-1,1658,1208,450,450
YOR372C,-1,1354,905,449,449
YKL006W,-1,3380,3829,-449,449
YGL223C,-1,2062,1613,449,449
YDR221W,-1,903,1350,-447,447
YDR320C,-1,2139,2586,-447,447
YDL159W,-1,2534,2088,446,446
YBR208C,-1,3023,3469,-446,446
YGR258C,-1,1978,2424,-446,446
YBR274W,-1,1100,1546,-446,446
YOR165W,-1,509,63,446,446
YFL034C-A,-1,3673,4119,-446,446
YGL091C,-1,1196,750,446,446
YPL022W,-1,1498,1053,445,445
YGL089C,-1,4359,3914,445,445
YPL244C,-1,597,1041,-444,444
YMR283C,-1,257,701,-444,444
YLL017W,-1,3569,4012,-443,443
YBR248C,-1,3656,3214,442,442
YJR139C,-1,829,1271,-442,442
YHR175W,-1,1555,1113,442,442
YMR237W,-1,575,134,441,441
YDL059C,-1,3594,3153,441,441
YMR234W,-1,2176,2617,-441,441
YER094C,-1,511,951,-440,440
YBR229C,-1,767,328,439,439
YDR287W,-1,765,1204,-439,439
YPL094C,-1,936,1374,-438,438
YJL024C,-1,1172,734,438,438
YOR279C,-1,3407,2970,437,437
YDL142C,1,50,487,-437,437
YMR063W,-1,4015,3578,437,437
YER089C,-1,2316,1879,437,437
YJR136C,-1,800,1236,-436,436
YLR206W,-1,500,936,-436,436
YGR166W,-1,2353,1918,435,435
YKL013C,1,51,486,-435,435
YJR046W,-1,3410,2975,435,435
YOR138C,-1,950,516,434,434
YOL043C,-1,1913,1479,434,434
YMR011W,-1,4094,3661,433,433
YLR136C,-1,3881,3448,433,433
YGR038W,-1,1221,789,432,432
YBR223C,-1,3577,3145,432,432
YIL018W,-1,3630,4062,-432,432
YBR024W,-1,111,543,-432,432
YHR195W,-1,1395,965,430,430
YKR034W,-1,3643,4073,-430,430
YLR287C-A,-1,3492,3921,-429,429
YLR250W,-1,472,43,429,429
YOR316C,-1,927,498,429,429
YKL159C,-1,1113,1541,-428,428
YDR523C,-1,3598,4025,-427,427
YDR180W,-1,2758,2331,427,427
YPR187W,-1,2574,3000,-426,426
YGR138C,-1,4143,3717,426,426
YMR106C,-1,3121,3547,-426,426
YDL108W,-1,1779,1353,426,426
YER154W,1,31,456,-425,425
YFL027C,-1,2954,2530,424,424
YOL120C,-1,3020,3444,-424,424
YBR231C,-1,2977,2554,423,423
YLR085C,-1,1251,828,423,423
YMR213W,-1,2820,2398,422,422
YOR070C,-1,209,630,-421,421
YGL077C,-1,1198,1619,-421,421
YPR032W,-1,1700,2121,-421,421
YGL011C,-1,628,207,421,421
YGR161C,-1,3520,3940,-420,420
YGL086W,-1,1339,1758,-419,419
YBR136W,-1,3387,3806,-419,419
YBR164C,-1,837,419,418,418
YML077W,-1,1021,603,418,418
YMR261C,-1,379,796,-417,417
YDR151C,-1,3131,2714,417,417
YDR527W,-1,2772,3189,-417,417
YNL310C,1,72,489,-417,417
YDL063C,-1,3483,3900,-417,417
YDR251W,-1,324,740,-416,416
YML067C,-1,2548,2133,415,415
YBR069C,-1,3009,3424,-415,415
YGL020C,1,67,482,-415,415
YDR364C,-1,2648,2234,414,414
YNR048W,-1,1062,648,414,414
YKR063C,-1,1512,1925,-413,413
YDR064W,-1,2800,3213,-413,413
YDR236C,-1,1891,1478,413,413
YIL031W,-1,3048,2635,413,413
YLR213C,-1,3621,3209,412,412
YLR448W,-1,3219,3631,-412,412
YFR010W,-1,412,824,-412,412
YER061C,-1,3081,2669,412,412
YOR241W,-1,448,37,411,411
YHR036W,-1,1736,2146,-410,410
YNL314W,-1,930,1339,-409,409
YPL237W,-1,2317,2726,-409,409
YOR182C,-1,3820,3411,409,409
YDR403W,-1,3549,3957,-408,408
YAL007C,-1,1361,954,407,407
YPR018W,-1,2654,2247,407,407
YPL065W,-1,1260,853,407,407
YLR146C,-1,778,1185,-407,407
YGR179C,-1,1373,966,407,407
YNL279W,-1,3934,3528,406,406
YBL025W,-1,2701,2295,406,406
YIL121W,-1,3482,3077,405,405
YLR453C,-1,3388,3793,-405,405
YER069W,-1,3508,3104,404,404
YJR009C,-1,3425,3021,404,404
YFL036W,1,10,414,-404,404
YGR129W,-1,2623,3027,-404,404
YNL145W,-1,3754,3351,403,403
YDR295C,-1,3035,3438,-403,403
YBL056W,-1,613,212,401,401
YPL083C,0,390,791,-401,401
YPL208W,-1,908,507,401,401
YHR108W,-1,1103,702,401,401
YLR105C,0,1381,981,400,400
YEL042W,-1,1402,1802,-400,400
YLR260W,-1,1294,894,400,400
YCR060W,-1,1797,1397,400,400
YOR313C,-1,3392,2992,400,400
YGR140W,-1,3412,3013,399,399
YEL018W,-1,1411,1012,399,399
YIL079C,-1,3242,3639,-397,397
YGR283C,-1,3325,3722,-397,397
YDR501W,-1,3988,3592,396,396
YMR120C,-1,3760,3364,396,396
YLR240W,-1,477,872,-395,395
YLR128W,-1,1674,1279,395,395
YHR042W,-1,3563,3169,394,394
YIR022W,-1,312,706,-394,394
YBR123C,-1,747,353,394,394
YER063W,-1,623,230,393,393
YDR179C,-1,4041,3648,393,393
YDR385W,-1,3642,4035,-393,393
YJL034W,-1,2364,2757,-393,393
YNL124W,-1,2842,3235,-393,393
YPR164W,-1,4139,3746,393,393
YML021C,-1,2234,1842,392,392
YER072W,-1,2702,3094,-392,392
YPR176C,-1,1051,659,392,392
YNL190W,-1,3450,3059,391,391
YFR032C-A,-1,3763,4154,-391,391
YIL124W,-1,204,594,-390,390
YPR200C,-1,3605,3994,-389,389
YCR075C,-1,1075,686,389,389
YDR460W,-1,661,1050,-389,389
YLR441C,-1,3223,3611,-388,388
YLR309C,-1,557,945,-388,388
YOR011W,-1,3791,3403,388,388
YNL271C,-1,2693,2305,388,388
YOR034C,-1,2431,2044,387,387
YMR266W,-1,3401,3014,387,387
YJL094C,-1,2157,2543,-386,386
YLR223C,-1,2743,2357,386,386
YPL274W,-1,3141,2755,386,386
YLR189C,-1,1052,1438,-386,386
YHR014W,-1,4445,4059,386,386
YCL024W,-1,3265,2880,385,385
YLL050C,-1,1168,1553,-385,385
YHR039C,-1,3678,3294,384,384
YDL164C,-1,3217,2833,384,384
YDR173C,-1,3224,2840,384,384
YDR536W,-1,3662,3279,383,383
YLR075W,-1,3176,3558,-382,382
YDR030C,-1,1902,2284,-382,382
YOR216C,-1,1351,969,382,382
YPL253C,-1,3011,2629,382,382
YMR198W,-1,2332,1951,381,381
YGR169C,0,247,627,-380,380
YAL058W,-1,2635,3015,-380,380
YGL209W,-1,4195,3815,380,380
YHR168W,-1,573,953,-380,380
YDR477W,-1,700,321,379,379
YKL206C,-1,1090,1469,-379,379
YGL179C,-1,3959,3580,379,379
YOL044W,-1,2461,2082,379,379
YGR074W,-1,1759,1380,379,379
YPR073C,-1,465,87,378,378
YMR182C,-1,4338,3960,378,378
YPR055W,-1,783,1160,-377,377
YER087C-B,-1,3795,4172,-377,377
YKL048C,-1,1552,1176,376,376
YNL234W,-1,3699,3323,376,376
YEL041W,-1,2694,3069,-375,375
YGR282C,-1,2650,2275,375,375
YLR084C,-1,2494,2120,374,374
YBR035C,-1,268,642,-374,374
YMR032W,-1,619,993,-374,374
YDR183W,-1,1053,1427,-374,374
YNL102W,-1,1175,1548,-373,373
YHR107C,-1,605,232,373,373
YPL269W,-1,3137,2766,371,371
YOR091W,-1,3153,3524,-371,371
YGR057C,-1,2225,1855,370,370
YHR086W,-1,1476,1106,370,370
YIL014W,-1,2005,1635,370,370
YLR033W,-1,1202,1571,-369,369
YML132W,-1,2549,2180,369,369
YLR320W,-1,2235,2604,-369,369
YJR053W,-1,4101,3733,368,368
YHR074W,-1,993,625,368,368
YOR160W,-1,1745,1377,368,368
YGR013W,-1,1962,1595,367,367
YMR016C,-1,3336,2969,367,367
YOL149W,-1,1277,1644,-367,367
YKL166C,-1,3528,3163,365,365
YPR082C,-1,505,140,365,365
YNL072W,-1,1386,1750,-364,364
YLR342W,-1,2096,2459,-363,363
YMR004W,-1,581,219,362,362
YBR275C,-1,3571,3933,-362,362
YNR020C,-1,152,514,-362,362
YLR054C,-1,3667,4029,-362,362
YJR062C,-1,1006,1367,-361,361
YDR384C,-1,3516,3877,-361,361
YDR341C,-1,3232,3593,-361,361
YLR119W,-1,2602,2242,360,360
YER136W,-1,554,194,360,360
YNL047C,-1,956,596,360,360
YNL070W,1,91,451,-360,360
YNL220W,-1,2420,2061,359,359
YPL055C,-1,2552,2910,-358,358
YDL132W,-1,810,452,358,358
YBR245C,-1,1570,1928,-358,358
YMR136W,-1,3490,3132,358,358
YGR246C,-1,1194,836,358,358
YDR163W,-1,2034,2391,-357,357
YDR159W,-1,2373,2016,357,357
YDL103C,-1,464,109,355,355
YBL061C,-1,2320,1965,355,355
YDR497C,-1,2405,2050,355,355
YBR284W,-1,3851,3497,354,354
YOR064C,-1,489,843,-354,354
YLL012W,-1,3615,3261,354,354
YDR143C,-1,2454,2807,-353,353
YGL257C,-1,1676,1325,351,351
YDR524C,-1,2407,2056,351,351
YJR031C,-1,466,817,-351,351
YOR192C,-1,2994,3345,-351,351
YDR386W,-1,2251,2601,-350,350
YDR452W,-1,674,324,350,350
YBR186W,-1,4189,3839,350,350
YKL020C,-1,1719,1370,349,349
YOL140W,-1,1783,2132,-349,349
YER144C,-1,1662,2011,-349,349
YMR023C,0,564,216,348,348
YER107C,-1,682,335,347,347
YGL134W,-1,1823,2170,-347,347
YGL198W,-1,363,709,-346,346
YOR370C,-1,896,550,346,346
YDR106W,-1,4327,3981,346,346
YML063W,-1,3188,3533,-345,345
YJL099W,-1,1675,1330,345,345
YFR047C,-1,856,1201,-345,345
YGL232W,-1,832,1177,-345,345
YHR004C,-1,1496,1841,-345,345
YPL218W,-1,1059,714,345,345
YHR142W,-1,2322,1977,345,345
YBR234C,1,78,422,-344,344
YLR127C,-1,2290,1946,344,344
YGL178W,-1,3800,3456,344,344
YLR306W,-1,1212,869,343,343
YDL018C,-1,451,108,343,343
YAL029C,-1,2300,1958,342,342
YDL038C,-1,4433,4091,342,342
YOR201C,0,408,66,342,342
YPR060C,-1,2078,2419,-341,341
YEL027W,-1,2766,2425,341,341
YPR120C,-1,1618,1957,-339,339
YCR027C,-1,945,606,339,339
YKL035W,-1,639,978,-339,339
YDR035W,-1,3211,2872,339,339
YHR203C,-1,3751,4090,-339,339
YLR215C,-1,1423,1762,-339,339
YPL084W,-1,1108,771,337,337
YER169W,-1,2956,2620,336,336
YHR016C,-1,223,559,-336,336
YOL011W,-1,2509,2845,-336,336
YKL164C,-1,2562,2897,-335,335
YMR243C,-1,3173,2838,335,335
YJR055W,-1,2529,2863,-334,334
YML124C,-1,715,1049,-334,334
YNL221C,-1,2485,2819,-334,334
YLR238W,-1,1263,930,333,333
YPR178W,-1,1104,1437,-333,333
YDR016C,-1,1271,938,333,333
YBR191W,-1,3519,3852,-333,333
YDR125C,-1,3871,3539,332,332
YDR402C,-1,4440,4108,332,332
YDR058C,-1,549,879,-330,330
YPL082C,-1,3013,2683,330,330
YJR077C,-1,179,508,-329,329
YER056C-A,-1,3586,3915,-329,329
YKL070W,-1,3553,3225,328,328
YLR291C,-1,1345,1019,326,326
YLR420W,-1,1725,2051,-326,326
YMR277W,-1,1098,772,326,326
YGL071W,-1,2155,2481,-326,326
YNL218W,-1,3175,3501,-326,326
YNR011C,-1,2268,2593,-325,325
YEL046C,-1,2943,3268,-325,325
YNL088W,-1,1951,1627,324,324
YML048W,-1,560,237,323,323
YHR174W,-1,3446,3123,323,323
YKL139W,-1,2385,2062,323,323
YNR047W,-1,1418,1740,-322,322
YLR185W,-1,3124,3446,-322,322
YGL200C,-1,1471,1793,-322,322
YEL065W,-1,3611,3289,322,322
YLR182W,-1,753,431,322,322
YDL135C,-1,854,532,322,322
YDR326C,-1,3485,3164,321,321
YLR318W,-1,3312,3633,-321,321
YOR344C,-1,2794,2473,321,321
YIL145C,-1,2884,2564,320,320
YIL053W,-1,3222,3541,-319,319
YPL194W,-1,2172,1853,319,319
YCL038C,-1,1557,1876,-319,319
YPL111W,-1,2691,2373,318,318
YOR293W,-1,3283,3601,-318,318
YPL096W,-1,436,118,318,318
YKL156W,-1,2790,3108,-318,318
YNL214W,-1,764,1081,-317,317
YOL146W,-1,1833,1516,317,317
YNL272C,-1,1621,1306,315,315
YJR059W,-1,260,575,-315,315
YKL012W,-1,1316,1002,314,314
YOL088C,-1,371,57,314,314
YER109C,-1,2378,2065,313,313
YLR061W,-1,3455,3768,-313,313
YAL020C,-1,3306,2993,313,313
YPR054W,-1,4222,3909,313,313
YLR234W,-1,4241,3929,312,312
YJL001W,-1,660,348,312,312
YGL097W,-1,552,863,-311,311
YIL050W,-1,219,530,-311,311
YKR001C,-1,383,72,311,311
YOR103C,-1,1443,1132,311,311
YHR143W,-1,3213,2903,310,310
YMR255W,-1,2326,2017,309,309
YGR048W,-1,322,631,-309,309
YBL041W,-1,392,83,309,309
YNR023W,-1,262,570,-308,308
YGR009C,-1,1156,848,308,308
YNL001W,-1,804,1112,-308,308
YNR027W,-1,2638,2330,308,308
YLL003W,-1,1130,822,308,308
YPL249C,-1,1937,1629,308,308
YNL194C,-1,3595,3903,-308,308
YCL034W,-1,146,453,-307,307
YIL115C,-1,2484,2178,306,306
YPL018W,-1,3538,3232,306,306
YHR118C,-1,1392,1698,-306,306
YDR200C,-1,1781,1475,306,306
YPR125W,1,25,331,-306,306
YOR178C,-1,2670,2365,305,305
YDL078C,-1,336,31,305,305
YJL019W,-1,3471,3167,304,304
YAL047C,-1,3199,2895,304,304
YPR180W,-1,614,311,303,303
YLR170C,-1,683,380,303,303
YBR026C,-1,270,573,-303,303
YHR030C,-1,2773,3076,-303,303
YML031W,-1,943,640,303,303
YHR137W,-1,1860,1558,302,302
YDL005C,-1,1529,1830,-301,301
YPR016C,-1,2591,2891,-300,300
YJL137C,-1,890,1190,-300,300
YLR028C,-1,421,122,299,299
YGR275W,-1,1834,1535,299,299
YHR053C,-1,3997,3698,299,299
YNL167C,-1,389,91,298,298
YCL029C,-1,2246,2544,-298,298
YGL090W,-1,3583,3881,-298,298
YGL049C,-1,1279,1577,-298,298
YIL071C,-1,3768,4065,-297,297
YPL101W,-1,1766,2063,-297,297
YOR068C,-1,4283,3987,296,296
YLR362W,-1,807,1103,-296,296
YIR005W,-1,2028,2323,-295,295
YGR279C,-1,2771,2476,295,295
YJL042W,-1,1178,1473,-295,295
YCL073C,-1,3790,4085,-295,295
YCL061C,-1,3291,3586,-295,295
YMR036C,-1,2184,2479,-295,295
YDL117W,-1,1649,1355,294,294
YIL062C,1,47,341,-294,294
YGR193C,-1,382,88,294,294
YGL181W,-1,779,485,294,294
YBL028C,-1,3582,3875,-293,293
YER146W,-1,1614,1322,292,292
YMR108W,-1,2810,3102,-292,292
YLR115W,-1,809,518,291,291
YIR002C,-1,1477,1186,291,291
YNL084C,-1,338,48,290,290
YBR278W,-1,2272,2562,-290,290
YIL007C,-1,170,460,-290,290
YOL045W,-1,2404,2693,-289,289
YGL245W,-1,1032,1321,-289,289
YLR346C,-1,2860,3149,-289,289
YBR060C,-1,1528,1239,289,289
YOR306C,-1,3404,3116,288,288
YJL204C,-1,1431,1143,288,288
YNL156C,-1,178,466,-288,288
YOR069W,-1,698,986,-288,288
YGL137W,-1,743,1031,-288,288
YNL051W,-1,302,14,288,288
YEL062W,-1,2201,1914,287,287
YGL075C,-1,4051,3764,287,287
YLL056C,-1,3195,3482,-287,287
YER023W,-1,493,779,-286,286
YPL217C,-1,2961,3247,-286,286
YGR221C,-1,3709,3423,286,286
YKR031C,-1,1050,1335,-285,285
YOL082W,-1,182,467,-285,285
YBR065C,-1,3257,2972,285,285
YHR206W,-1,3098,2814,284,284
YDR305C,-1,1796,2080,-284,284
YHR084W,-1,3319,3036,283,283
YFL038C,-1,507,790,-283,283
YIL126W,-1,3075,2793,282,282
YGR222W,-1,473,191,282,282
YJR110W,-1,1631,1912,-281,281
YDL044C,-1,407,688,-281,281
YKL160W,-1,360,641,-281,281
YMR197C,-1,207,488,-281,281
YLR150W,-1,2070,2351,-281,281
YNL098C,-1,229,509,-280,280
YCR063W,-1,3740,4020,-280,280
YNL334C,-1,2252,2531,-279,279
YER024W,-1,2297,2576,-279,279
YBL055C,-1,3001,2722,279,279
YJR065C,1,86,365,-279,279
YLR109W,-1,2665,2944,-279,279
YDL109C,-1,4029,3751,278,278
YDL099W,-1,2302,2580,-278,278
YJR155W,-1,3189,3467,-278,278
YGR212W,-1,3521,3244,277,277
YCR107W,-1,3792,4069,-277,277
YCL009C,-1,2168,2444,-276,276
YNL225C,-1,1490,1214,276,276
YGR120C,-1,822,1098,-276,276
YJR152W,-1,3206,2931,275,275
YJR153W,-1,3981,3706,275,275
YLR343W,-1,4105,3830,275,275
YNL030W,-1,1657,1932,-275,275
YDR076W,-1,4164,3890,274,274
YHR141C,-1,3786,4060,-274,274
YDR197W,-1,162,436,-274,274
YOR244W,-1,799,525,274,274
YBR180W,-1,4305,4032,273,273
YLR332W,-1,2292,2565,-273,273
YGR251W,-1,3695,3422,273,273
YBR055C,-1,1918,1645,273,273
YGL238W,-1,1912,1639,273,273
YDL190C,-1,1240,1513,-273,273
YFR014C,-1,361,633,-272,272
YML123C,-1,3166,3437,-271,271
YPL115C,-1,790,519,271,271
YLR292C,-1,1317,1588,-271,271
YNL004W,-1,1069,1340,-271,271
YCR088W,-1,574,304,270,270
YPL070W,-1,2209,1940,269,269
YLR201C,-1,306,38,268,268
YJR044C,-1,492,224,268,268
YGL048C,-1,288,556,-268,268
YHR187W,-1,2276,2009,267,267
YPR192W,-1,4264,3998,266,266
YLL040C,-1,2350,2084,266,266
YAL016W,-1,225,491,-266,266
YHL035C,-1,1819,2085,-266,266
YEL057C,-1,3606,3341,265,265
YOR122C,-1,1146,1410,-264,264
YGR095C,-1,2314,2578,-264,264
YML066C,-1,3683,3947,-264,264
YOR336W,-1,1161,1424,-263,263
YBR109C,-1,441,704,-263,263
YBL013W,-1,4247,3984,263,263
YGL252C,-1,342,80,262,262
YLR081W,-1,3623,3885,-262,262
YGR092W,-1,2049,1787,262,262
YPR036W-A,-1,4449,4187,262,262
YDR368W,-1,567,829,-262,262
YGR240C,-1,2426,2688,-262,262
YHR110W,-1,352,614,-262,262
YHR055C,-1,4344,4082,262,262
YLR378C,-1,1877,1616,261,261
YHL043W,-1,4011,3750,261,261
YIR031C,-1,2866,2605,261,261
YPL195W,-1,1567,1307,260,260
YIL109C,-1,1297,1037,260,260
YLR427W,-1,1684,1425,259,259
YKR090W,-1,1910,1652,258,258
YER118C,-1,1464,1207,257,257
YBR045C,-1,3715,3972,-257,257
YDR288W,-1,1385,1128,257,257
YPL125W,-1,2815,2558,257,257
YGL243W,-1,2303,2046,257,257
YGR121C,-1,2597,2340,257,257
YPL198W,-1,3356,3099,257,257
YGL070C,-1,438,693,-255,255
YGL047W,-1,435,690,-255,255
YHR167W,-1,1211,957,254,254
YNL014W,-1,3776,4030,-254,254
YBR205W,-1,488,742,-254,254
YDL092W,-1,1034,1288,-254,254
YDL195W,-1,1722,1468,254,254
YGL161C,-1,156,409,-253,253
YFL055W,-1,3733,3986,-253,253
YJL083W,-1,3850,3598,252,252
YJL106W,-1,3682,3934,-252,252
YGR059W,-1,4292,4040,252,252
YPL196W,-1,307,558,-251,251
YMR199W,-1,1230,1481,-251,251
YPR168W,-1,3789,3538,251,251
YOL018C,-1,550,299,251,251
YDR131C,-1,3008,3258,-250,250
YBR221C,-1,301,51,250,250
YOR151C,-1,1164,915,249,249
YGR284C,-1,1129,880,249,249
YOR288C,-1,917,669,248,248
YMR268C,-1,2488,2240,248,248
YDL029W,1,55,302,-247,247
YER026C,-1,426,179,247,247
YHR027C,-1,863,1109,-246,246
YGR213C,-1,3721,3967,-246,246
YGR227W,-1,1832,1586,246,246
YOL013C,-1,644,399,245,245
YLL022C,-1,2767,2522,245,245
YLR160C,-1,4057,3813,244,244
YNL149C,1,1776,2020,-244,244
YDR011W,-1,2952,2708,244,244
YGR170W,-1,830,1073,-243,243
YGL175C,-1,3762,4005,-243,243
YPR175W,-1,2854,2612,242,242
YKL028W,-1,2928,2686,242,242
YDR362C,-1,986,1228,-242,242
YGR208W,-1,2140,1899,241,241
YCR037C,-1,1837,1596,241,241
YNR060W,-1,3579,3819,-240,240
YOL009C,1,56,296,-240,240
YCR053W,-1,2375,2135,240,240
YDR108W,-1,2124,2363,-239,239
YER044C-A,-1,4319,4081,238,238
YGR056W,-1,2847,2609,238,238
YLR158C,-1,4162,3925,237,237
YIR018W,-1,3318,3555,-237,237
YDL043C,-1,1537,1774,-237,237
YDR356W,-1,2835,3071,-236,236
YDR512C,-1,309,73,236,236
YDR013W,-1,2093,2328,-235,235
YER145C,-1,2999,2764,235,235
YDR137W,-1,1510,1745,-235,235
YDR005C,-1,1531,1766,-235,235
YKR103W,-1,4117,3883,234,234
YPR007C,-1,3854,4087,-233,233
YDR086C,-1,2924,2691,233,233
YKL095W,-1,3348,3581,-233,233
YJL144W,-1,3433,3666,-233,233
YER178W,-1,580,811,-231,231
YDR232W,-1,1890,1659,231,231
YKL135C,-1,643,412,231,231
YDR225W,-1,2537,2767,-230,230
YKL178C,-1,4198,3969,229,229
YBR196C,-1,2846,3075,-229,229
YMR092C,-1,377,149,228,228
YCR106W,-1,3841,3613,228,228
YOR136W,-1,185,413,-228,228
YJR106W,-1,3796,3568,228,228
YBR076W,-1,4234,4007,227,227
YPL273W,-1,3015,3242,-227,227
YJL183W,-1,528,755,-227,227
YOR008C-A,-1,3932,4159,-227,227
YLR066W,-1,388,161,227,227
YIL063C,-1,1466,1240,226,226
YKL029C,-1,3441,3667,-226,226
YGR014W,-1,1930,2155,-225,225
YLR102C,-1,1372,1147,225,225
YDR516C,-1,1283,1058,225,225
YDR057W,-1,967,1192,-225,225
YKL138C-A,-1,4403,4179,224,224
YNL301C,-1,3212,3436,-224,224
YPL148C,-1,2466,2690,-224,224
YBR084C-A,-1,3810,4033,-223,223
YBL089W,-1,1269,1492,-223,223
YOL039W,-1,3530,3307,223,223
YFR015C,-1,3151,2929,222,222
YLR274W,-1,1040,818,222,222
YMR083W,-1,840,1061,-221,221
YPR111W,-1,1901,1680,221,221
YJL124C,-1,359,138,221,221
YCL031C,-1,2125,1904,221,221
YAL023C,-1,2960,2739,221,221
YGL241W,-1,2296,2075,221,221
YKL116C,-1,2606,2385,221,221
YNR041C,-1,285,65,220,220
YCL048W,-1,3893,4113,-220,220
YHR190W,-1,321,541,-220,220
YNL265C,-1,366,586,-220,220
YER167W,-1,3036,2816,220,220
YDR161W,-1,3636,3856,-220,220
YOR155C,-1,678,459,219,219
YOR190W,-1,3847,3628,219,219
YLR226W,-1,2178,1959,219,219
YJL219W,-1,3814,3595,219,219
YKR002W,-1,460,241,219,219
YBL071W-A,-1,4395,4177,218,218
YIL118W,-1,1084,866,218,218
YML046W,-1,1668,1450,218,218
YIL037C,-1,4077,3860,217,217
YDL244W,-1,3844,4061,-217,217
YDR146C,-1,995,778,217,217
YOR338W,-1,4145,3928,217,217
YOR039W,-1,609,393,216,216
YDL102W,-1,2310,2526,-216,216
YOL129W,-1,130,346,-216,216
YNR032W,-1,318,533,-215,215
YNL253W,-1,1118,903,215,215
YBR173C,-1,458,243,215,215
YIL040W,-1,2033,1819,214,214
YDR027C,-1,860,1074,-214,214
YJR083C,-1,733,947,-214,214
YHR021W-A,-1,4373,4160,213,213
YNR009W,-1,1924,1711,213,213
YGL040C,-1,226,13,213,213
YDL125C,-1,2535,2322,213,213
YDR158W,-1,2452,2239,213,213
YLR324W,-1,409,622,-213,213
YHR158C,-1,1226,1014,212,212
YBR192W,1,74,286,-212,212
YLR212C,-1,1756,1544,212,212
YML023C,-1,2148,1936,212,212
YDR218C,-1,3892,4103,-211,211
YMR230W,-1,3764,3975,-211,211
YBL047C,-1,815,1026,-211,211
YKL193C,-1,212,423,-211,211
YMR319C,-1,3985,3774,211,211
YER021W,-1,406,616,-210,210
YER045C,-1,3531,3321,210,210
YOL138C,-1,1274,1484,-210,210
YNR033W,-1,381,172,209,209
YGL100W,-1,323,114,209,209
YOR197W,-1,1133,1342,-209,209
YPL200W,-1,3877,4086,-209,209
YOR329C,-1,235,444,-209,209
YGR255C,-1,447,239,208,208
YIL036W,-1,836,628,208,208
YDR289C,-1,1348,1140,208,208
YNR006W,-1,891,1099,-208,208
YPL116W,-1,198,405,-207,207
YDR365C,-1,3732,3939,-207,207
YGR104C,-1,2578,2371,207,207
YPL091W,-1,296,90,206,206
YGR181W,1,23,229,-206,206
YFR050C,-1,329,535,-206,206
YMR080C,-1,1927,1721,206,206
YBR217W,-1,1459,1664,-205,205
YPR171W,-1,2003,2208,-205,205
YLR390W-A,-1,3945,4149,-204,204
YKL002W,-1,556,760,-204,204
YHR185C,-1,4333,4129,204,204
YLR442C,-1,1410,1206,204,204
YMR165C,-1,2750,2953,-203,203
YBR213W,-1,3706,3503,203,203
YOL147C,-1,2026,1823,203,203
YGL135W,-1,3849,4052,-203,203
YGR211W,-1,3885,3682,203,203
YKL122C,-1,2614,2413,201,201
YNL318C,-1,3898,4099,-201,201
YOR167C,-1,3253,3454,-201,201
YNL222W,-1,1094,893,201,201
YJR082C,-1,2210,2411,-201,201
YER086W,-1,3028,3229,-201,201
YOR030W,-1,3475,3274,201,201
YOR098C,-1,3572,3372,200,200
YPL045W,-1,1691,1491,200,200
YBR256C,-1,915,1115,-200,200
YGR024C,-1,2101,1901,200,200
YEL024W,-1,220,420,-200,200
YER088C,-1,3418,3219,199,199
YOR057W,-1,1792,1991,-199,199
YBR182C,-1,3797,3996,-199,199
YKL101W,-1,1693,1494,199,199
YJL093C,-1,1342,1144,198,198
YBR098W,-1,3352,3154,198,198
YER012W,-1,295,493,-198,198
YHR079C-A,-1,4364,4166,198,198
YKL203C,-1,1968,1770,198,198
YNL330C,-1,217,20,197,197
YOR115C,-1,1160,1357,-197,197
YLR447C,-1,1377,1181,196,196
YIL154C,-1,2220,2416,-196,196
YPL224C,-1,962,766,196,196
YLR200W,-1,866,1062,-196,196
YDR099W,-1,300,495,-195,195
YJR068W,-1,1137,942,195,195
YKR102W,-1,4069,3874,195,195
YBR103W,-1,923,728,195,195
YDL245C,-1,3925,4120,-195,195
