Gene,Occurances in pairs,Membership
YPR165W,9599,Annotated
YNL037C,9599,Annotated
YDR259C,9599,Annotated
YGL065C,9599,Annotated
YMR044W,9599,Annotated
YPR112C,9599,Annotated
YDR201W,9599,Annotated
YIL150C,9599,Annotated
YCR082W,9599,Annotated
YDR386W,9599,Annotated
YJR143C,9599,Annotated
YML074C,9599,Annotated
YGL166W,9599,Annotated
YOL017W,9599,Annotated
YCR044C,9599,Annotated
YLR197W,9599,Annotated
YPR125W,9599,Annotated
YML088W,9599,Annotated
YHR190W,9599,Annotated
YDL108W,9599,Annotated
YIL068C,9599,Annotated
YLR206W,9599,Annotated
YGL226C-A,9599,Annotated
YJL094C,9599,Annotated
YPL192C,9599,Annotated
YKR065C,9599,Annotated
YPL242C,9599,Annotated
YFL035C-A,9599,Annotated
YGL003C,9599,Annotated
YMR175W,9599,Annotated
YNL045W,9599,Annotated
YMR231W,9599,Annotated
YDL042C,9599,Annotated
YGR270W,9599,Annotated
YHL031C,9599,Annotated
YOR204W,9599,Annotated
YER118C,9599,Annotated
YNL307C,9599,Annotated
YKL034W,9599,Annotated
YOR034C,9599,Annotated
YDR377W,9599,Annotated
YOR381W,9599,Annotated
YGR230W,9599,Annotated
YNL007C,9599,Annotated
YDL148C,9599,Annotated
YDL069C,9599,Annotated
YHR111W,9599,Annotated
YDR093W,9599,Annotated
YLR249W,9599,Annotated
YOR193W,9599,Annotated
YKR026C,9599,Annotated
YHL020C,9599,Annotated
YLR292C,9599,Annotated
YGL078C,9599,Annotated
YPL058C,9599,Annotated
YNL334C,9599,Annotated
YHR161C,9599,Annotated
YOR343W-A,9599,Annotated
YOR061W,9599,Annotated
YOL127W,9599,Annotated
YIL160C,9599,Annotated
YOL067C,9599,Annotated
YMR214W,9599,Annotated
YGL104C,9599,Annotated
YER002W,9599,Annotated
YOR315W,9599,Annotated
YDL120W,9599,Annotated
YDR480W,9599,Annotated
YBR193C,9599,Annotated
YPL149W,9599,Annotated
YLR008C,9599,Annotated
YPR017C,9599,Annotated
YEL015W,9599,Annotated
YLR088W,9599,Annotated
YBR257W,9599,Annotated
YDR439W,9599,Annotated
YJL113W,9599,Annotated
YDL095W,9599,Annotated
YJL074C,9599,Annotated
YPR094W,9599,Annotated
YDR425W,9599,Annotated
YDL195W,9599,Annotated
YGR281W,9599,Annotated
YAL026C,9599,Annotated
YGR089W,9599,Annotated
YHR019C,9599,Annotated
YPR101W,9599,Annotated
YBR211C,9599,Annotated
YBR195C,9599,Annotated
YNR026C,9599,Annotated
YNL283C,9599,Annotated
YCR081W,9599,Annotated
YPR186C,9599,Annotated
YIR026C,9599,Annotated
YNL133C,9599,Annotated
YDR545W,9599,Annotated
YBL040C,9599,Annotated
YBR170C,9599,Annotated
YER082C,9599,Annotated
YDR297W,9599,Annotated
YDR083W,9599,Annotated
YGL001C,9599,Annotated
YDR459C,9599,Annotated
YEL037C,9599,Annotated
YER177W,9599,Annotated
YNL021W,9599,Annotated
YPL007C,9599,Annotated
YPL176C,9599,Annotated
YLR034C,9599,Annotated
YJR052W,9599,Annotated
YLR009W,9599,Annotated
YER169W,9599,Annotated
YJR158W,9599,Annotated
YFR027W,9599,Annotated
YLR381W,9599,Annotated
YOR319W,9599,Annotated
YLR382C,9599,Annotated
YLR427W,9599,Annotated
YAL058W,9599,Annotated
YDR451C,9599,Annotated
YLR215C,9599,Annotated
YDR189W,9599,Annotated
YPR080W,9599,Annotated
YGR257C,9599,Annotated
YER143W,9599,Annotated
YDL080C,9599,Annotated
YDR235W,9599,Annotated
YBR183W,9599,Annotated
YHR001W,9599,Annotated
YDR167W,9599,Annotated
YBR118W,9599,Annotated
YBR035C,9599,Annotated
YHL048W,9599,Annotated
YCR067C,9599,Annotated
YBR142W,9599,Annotated
YNL038W,9599,Annotated
YBR107C,9599,Annotated
YLL015W,9599,Annotated
YER030W,9599,Annotated
YGR116W,9599,Annotated
YER157W,9599,Annotated
YDL055C,9599,Annotated
YAR044W,9599,Annotated
YER020W,9599,Annotated
YBL016W,9599,Annotated
YPR144C,9599,Annotated
YHL002W,9599,Annotated
YBL085W,9599,Annotated
YDR320C-A,9599,Annotated
YNR075W,9599,Annotated
YFR009W,9599,Annotated
YFR052W,9599,Annotated
YBR049C,9599,Annotated
YBR072W,9599,Annotated
YIL053W,9599,Annotated
YOR127W,9599,Annotated
YJL089W,9599,Annotated
YOR231W,9599,Annotated
YMR134W,9599,Annotated
YDR137W,9599,Annotated
YPL069C,9599,Annotated
YCR028C-A,9599,Annotated
YGR155W,9599,Annotated
YGL011C,9599,Annotated
YOR109W,9599,Annotated
YDR503C,9599,Annotated
YIL051C,9599,Annotated
YPR070W,9599,Annotated
YDR224C,9599,Annotated
YJL173C,9599,Annotated
YER022W,9599,Annotated
YFL010W-A,9599,Annotated
YDL040C,9599,Annotated
YPR167C,9599,Annotated
YGR122W,9599,Annotated
YHL009W-B,9599,Annotated
YLR332W,9599,Annotated
YCR038C,9599,Annotated
YIR033W,9599,Annotated
YDL099W,9599,Annotated
YNL229C,9599,Annotated
YGR220C,9599,Annotated
YGR145W,9599,Annotated
YGL190C,9599,Annotated
YNL042W,9599,Annotated
YOR142W-B,9599,Annotated
YIR041W,9599,Annotated
YEL056W,9599,Annotated
YJL052W,9599,Annotated
YBL075C,9599,Annotated
YKR001C,9599,Annotated
YPL065W,9599,Annotated
YDR363W,9599,Annotated
YLR397C,9599,Annotated
YER151C,9599,Annotated
YGR167W,9599,Annotated
YLR081W,9599,Annotated
YGR059W,9599,Annotated
YHR123W,9599,Annotated
YGL232W,9599,Annotated
YOL139C,9599,Annotated
YIR028W,9599,Annotated
YIL142W,9599,Annotated
YBR243C,9599,Annotated
YBR286W,9599,Annotated
YPL270W,9599,Annotated
YMR001C,9599,Annotated
YGR200C,9599,Annotated
YOR335C,9599,Annotated
YDR009W,9599,Annotated
YOR150W,9599,Annotated
YML109W,9599,Annotated
YNL325C,9599,Annotated
YGL017W,9599,Annotated
YNL246W,9599,Annotated
YDR106W,9599,Annotated
YLR377C,9599,Annotated
YLR363C,9599,Annotated
YNL263C,9599,Annotated
YDR098C,9599,Annotated
YHR034C,9599,Annotated
YMR234W,9599,Annotated
YBL055C,9599,Annotated
YNL288W,9599,Annotated
YDL201W,9599,Annotated
YJL010C,9599,Annotated
YAL059W,9599,Annotated
YML025C,9599,Annotated
YEL051W,9599,Annotated
YDR263C,9599,Annotated
YKL073W,9599,Annotated
YIL033C,9599,Annotated
YOR363C,9599,Annotated
YHR050W,9599,Annotated
YCR083W,9599,Annotated
YDR489W,9599,Annotated
YGL212W,9599,Annotated
YHR181W,9599,Annotated
YOL123W,9599,Annotated
YER013W,9599,Annotated
YHR178W,9599,Annotated
YJL121C,9599,Annotated
YKR042W,9599,Annotated
YER003C,9599,Annotated
YER146W,9599,Annotated
YMR146C,9599,Annotated
YOR027W,9599,Annotated
YOL151W,9599,Annotated
YOR001W,9599,Annotated
YGL136C,9599,Annotated
YOL145C,9599,Annotated
YPL213W,9599,Annotated
YGR135W,9599,Annotated
YKR048C,9599,Annotated
YLR355C,9599,Annotated
YLL003W,9599,Annotated
YNL154C,9599,Annotated
YBR081C,9599,Annotated
YOR018W,9599,Annotated
YPL087W,9599,Annotated
YOR120W,9599,Annotated
YGR262C,9599,Annotated
YBR055C,9599,Annotated
YPR183W,9599,Annotated
YLR328W,9599,Annotated
YOR304W,9599,Annotated
YOR256C,9599,Annotated
YOR353C,9599,Annotated
YDL130W-A,9599,Annotated
YNL068C,9599,Annotated
YOR140W,9599,Annotated
YKL025C,9599,Annotated
YBR290W,9599,Annotated
YLR172C,9599,Annotated
YGR256W,9599,Annotated
YOR327C,9599,Annotated
YCR048W,9599,Annotated
YDR075W,9599,Annotated
YGR108W,9599,Annotated
YGL120C,9599,Annotated
YMR016C,9599,Annotated
YGR181W,9599,Annotated
YGL255W,9599,Annotated
YNL274C,9599,Annotated
YJL187C,9599,Annotated
YML121W,9599,Annotated
YMR213W,9599,Annotated
YPR120C,9599,Annotated
YFL041W,9599,Annotated
YCR089W,9599,Annotated
YMR058W,9599,Annotated
YMR200W,9599,Annotated
YOR330C,9599,Annotated
YFR019W,9599,Annotated
YDR483W,9599,Annotated
YIR013C,9599,Annotated
YMR227C,9599,Annotated
YGR161W-B,9599,Annotated
YJL190C,9599,Annotated
YDR339C,9599,Annotated
YDR191W,9599,Annotated
YBR295W,9599,Annotated
YGR083C,9599,Annotated
YLR220W,9599,Annotated
YMR285C,9599,Annotated
YNL213C,9599,Annotated
YDL225W,9599,Annotated
YDR030C,9599,Annotated
YJL091C,9599,Annotated
YJL196C,9599,Annotated
YDR299W,9599,Annotated
YOL108C,9599,Annotated
YLR293C,9599,Annotated
YNL257C,9599,Annotated
YKL101W,9599,Annotated
YNR033W,9599,Annotated
YGL256W,9599,Annotated
YBL034C,9599,Annotated
YKR035W-A,9599,Annotated
YKR003W,9599,Annotated
YLR134W,9599,Annotated
YOR157C,9599,Annotated
YPR124W,9599,Annotated
YKL064W,9599,Annotated
YDR394W,9599,Annotated
YGR170W,9599,Annotated
YOR043W,9599,Annotated
YOR343W-B,9599,Annotated
YOR284W,9599,Annotated
YNL186W,9599,Annotated
YNR058W,9599,Annotated
YLR410W-A,9599,Annotated
YDR478W,9599,Annotated
YHR142W,9599,Annotated
YOR301W,9599,Annotated
YLR276C,9599,Annotated
YER164W,9599,Annotated
YHR191C,9599,Annotated
YGR091W,9599,Annotated
YNL163C,9599,Annotated
YPR113W,9599,Annotated
YDR261W-A,9599,Annotated
YGR132C,9599,Annotated
YNR013C,9599,Annotated
YCR073C,9599,Annotated
YCR063W,9599,Annotated
YMR140W,9599,Annotated
YNL044W,9599,Annotated
YIL013C,9599,Annotated
YIR017C,9599,Annotated
YPR158W-B,9599,Annotated
YCL061C,9599,Annotated
YML067C,9599,Annotated
YGR078C,9599,Annotated
YLR438C-A,9599,Annotated
YLR370C,9599,Annotated
YJL156C,9599,Annotated
YDR101C,9599,Annotated
YDR122W,9599,Annotated
YGR274C,9599,Annotated
YLL011W,9599,Annotated
YOL020W,9599,Annotated
YGR288W,9599,Annotated
YBR161W,9599,Annotated
YOR260W,9599,Annotated
YLR141W,9599,Annotated
YML078W,9599,Annotated
YDL165W,9599,Annotated
YDR398W,9599,Annotated
YHR079C,9599,Annotated
YOL005C,9599,Annotated
YOR173W,9599,Annotated
YNL131W,9599,Annotated
YFL045C,9599,Annotated
YPR002W,9599,Annotated
YGL251C,9599,Annotated
YLR189C,9599,Annotated
YDR190C,9599,Annotated
YCL020W,9599,Annotated
YHR139C,9599,Annotated
YLL040C,9599,Annotated
YDR490C,9599,Annotated
YGL066W,9599,Annotated
YPL227C,9599,Annotated
YER024W,9599,Annotated
YLR448W,9599,Annotated
YIL110W,9599,Annotated
YBL026W,9599,Annotated
YPL123C,9599,Annotated
YER142C,9599,Annotated
YIL120W,9599,Annotated
YJL021C,9599,Annotated
YPR139C,9599,Annotated
YCR058C,9599,Annotated
YGR119C,9599,Annotated
YOR151C,9599,Annotated
YLR295C,9599,Annotated
YPR193C,9599,Annotated
YML031W,9599,Annotated
YMR303C,9599,Annotated
YPL254W,9599,Annotated
YDL116W,9599,Annotated
YDR059C,9599,Annotated
YPL059W,9599,Annotated
YHL028W,9599,Annotated
YBR111W-A,9599,Annotated
YOL103W-A,9599,Annotated
YJL203W,9599,Annotated
YGL143C,9599,Annotated
YBR276C,9599,Annotated
YDR060W,9599,Annotated
YGL021W,9599,Annotated
YFL018C,9599,Annotated
YKL214C,9599,Annotated
YJL002C,9599,Annotated
YHR200W,9599,Annotated
YDR376W,9599,Annotated
YOR007C,9599,Annotated
YPR065W,9599,Annotated
YLR264W,9599,Annotated
YOR106W,9599,Annotated
YJR047C,9599,Annotated
YOR320C,9599,Annotated
YNL139C,9599,Annotated
YNR074C,9599,Annotated
YMR162C,9599,Annotated
YLR130C,9599,Annotated
YPL100W,9599,Annotated
YOR294W,9599,Annotated
YOL069W,9599,Annotated
YNL148C,9599,Annotated
YKL060C,9599,Annotated
YOR137C,9599,Annotated
YBR173C,9599,Annotated
YCR086W,9599,Annotated
YPL078C,9599,Annotated
YKR083C,9599,Annotated
YPL063W,9599,Annotated
YPL257W-B,9599,Annotated
YLR105C,9599,Annotated
YLR090W,9599,Annotated
YHR183W,9599,Annotated
YER148W,9599,Annotated
YNL299W,9599,Annotated
YNR015W,9599,Annotated
YLR426W,9599,Annotated
YDR388W,9599,Annotated
YMR188C,9599,Annotated
YLR234W,9599,Annotated
YPL164C,9599,Annotated
YCR035C,9599,Annotated
YFL029C,9599,Annotated
YMR101C,9599,Annotated
YNL242W,9599,Annotated
YDR018C,9599,Annotated
YPL119C,9599,Annotated
YMR047C,9599,Annotated
YLR095C,9599,Annotated
YER019W,9599,Annotated
YDR532C,9599,Annotated
YPL048W,9599,Annotated
YCL011C,9599,Annotated
YPL239W,9599,Annotated
YGL169W,9599,Annotated
YNL073W,9599,Annotated
YLL013C,9599,Annotated
YLR442C,9599,Annotated
YMR043W,9599,Annotated
YBR008C,9599,Annotated
YER035W,9599,Annotated
YIL037C,9599,Annotated
YKR097W,9599,Annotated
YML045W,9599,Annotated
YDR309C,9599,Annotated
YAL029C,9599,Annotated
YHR060W,9599,Annotated
YDR255C,9599,Annotated
YKL088W,9599,Annotated
YBR169C,9599,Annotated
YDR247W,9599,Annotated
YLR135W,9599,Annotated
YFR003C,9599,Annotated
YNL304W,9599,Annotated
YMR011W,9599,Annotated
YDR440W,9599,Annotated
YAL025C,9599,Annotated
YHL047C,9599,Annotated
YML047C,9599,Annotated
YDR404C,9599,Annotated
YGL225W,9599,Annotated
YIL070C,9599,Annotated
YNL256W,9599,Annotated
YBR098W,9599,Annotated
YNL284C-A,9599,Annotated
YHR004C,9599,Annotated
YNL271C,9599,Annotated
YML126C,9599,Annotated
YER119C,9599,Annotated
YLR265C,9599,Annotated
YBR247C,9599,Annotated
YHR041C,9599,Annotated
YCR066W,9599,Annotated
YCR024C-A,9599,Annotated
YDR364C,9599,Annotated
YGL207W,9599,Annotated
YDL244W,9599,Annotated
YGR251W,9599,Annotated
YDL227C,9599,Annotated
YDR210W-A,9599,Annotated
YGL124C,9599,Annotated
YGR088W,9599,Annotated
YDL212W,9599,Annotated
YOR265W,9599,Annotated
YFL037W,9599,Annotated
YJL194W,9599,Annotated
YFL034C-B,9599,Annotated
YBL045C,9599,Annotated
YDR414C,9599,Annotated
YHR133C,9599,Annotated
YGL210W-A,9599,Annotated
YAL010C,9599,Annotated
YDR211W,9599,Annotated
YOR308C,9599,Annotated
YOR216C,9599,Annotated
YLR092W,9599,Annotated
YJL112W,9599,Annotated
YBR089C-A,9599,Annotated
YML043C,9599,Annotated
YHR027C,9599,Annotated
YLR425W,9599,Annotated
YPR105C,9599,Annotated
YLR324W,9599,Annotated
YAR035W,9599,Annotated
YPR133C,9599,Annotated
YHR014W,9599,Annotated
YDL059C,9599,Annotated
YFL005W,9599,Annotated
YMR038C,9599,Annotated
YNL151C,9599,Annotated
YBR196C,9599,Annotated
YNL332W,9599,Annotated
YPR175W,9599,Annotated
YHR197W,9599,Annotated
YOR156C,9599,Annotated
YGR244C,9599,Annotated
YBR087W,9599,Annotated
YNR027W,9599,Annotated
YKR066C,9599,Annotated
YDL137W,9599,Annotated
YIL077C,9599,Annotated
YHR005C,9599,Annotated
YEL063C,9599,Annotated
YOL082W,9599,Annotated
YFL026W,9599,Annotated
YHR193C,9599,Annotated
YNL192W,9599,Annotated
YLR098C,9599,Annotated
YKL114C,9599,Annotated
YHR085W,9599,Annotated
YDR046C,9599,Annotated
YJR022W,9599,Annotated
YBR040W,9599,Annotated
YAR042W,9599,Annotated
YLR371W,9599,Annotated
YBR237W,9599,Annotated
YPR185W,9599,Annotated
YBR058C,9599,Annotated
YOR305W,9599,Annotated
YGR183C,9599,Annotated
YDR337W,9599,Annotated
YOR361C,9599,Annotated
YKR027W,9599,Annotated
YDL084W,9599,Annotated
YML097C,9599,Annotated
YMR119W,9599,Annotated
YOR298C-A,9599,Annotated
YHL009W-A,9599,Annotated
YEL031W,9599,Annotated
YDL039C,9599,Annotated
YDR027C,9599,Annotated
YDR065W,9599,Annotated
YNL207W,9599,Annotated
YJR139C,9599,Annotated
YNL161W,9599,Annotated
YJL104W,9599,Annotated
YER007W,9599,Annotated
YLR320W,9599,Annotated
YOR180C,9599,Annotated
YGR169C,9599,Annotated
YLR298C,9599,Annotated
YDR082W,9599,Annotated
YDR210W-D,9599,Annotated
YML118W,9599,Annotated
YDL113C,9599,Annotated
YPL045W,9599,Annotated
YBR017C,9599,Annotated
YJL048C,9599,Annotated
YOL033W,9599,Annotated
YLR403W,9599,Annotated
YDL052C,9599,Annotated
YML099C,9599,Annotated
YDL128W,9599,Annotated
YMR288W,9599,Annotated
YPL135W,9599,Annotated
YER038C,9599,Annotated
YNL020C,9599,Annotated
YDR463W,9599,Annotated
YGL005C,9599,Annotated
YPL085W,9599,Annotated
YGL092W,9599,Annotated
YDR312W,9599,Annotated
YJL012C,9599,Annotated
YEL003W,9599,Annotated
YMR314W,9599,Annotated
YFR053C,9599,Annotated
YOL109W,9599,Annotated
YPR082C,9599,Annotated
YNL093W,9599,Annotated
YOL006C,9599,Annotated
YBL035C,9599,Annotated
YDR118W,9599,Annotated
YNL330C,9599,Annotated
YOR079C,9599,Annotated
YLR035C-A,9599,Annotated
YJR046W,9599,Annotated
YDR039C,9599,Annotated
YDL085W,9599,Annotated
YIR023W,9599,Annotated
YOR344C,9599,Annotated
YBR012W-A,9599,Annotated
YPL240C,9599,Annotated
YGL113W,9599,Annotated
YFL022C,9599,Annotated
YOL146W,9599,Annotated
YGL112C,9599,Annotated
YEL004W,9599,Annotated
YIR019C,9599,Annotated
YJL116C,9599,Annotated
YCL039W,9599,Annotated
YGR006W,9599,Annotated
YDR365W-B,9599,Annotated
YGR040W,9599,Annotated
YBL061C,9599,Annotated
YDL245C,9599,Annotated
YKR007W,9599,Annotated
YER154W,9599,Annotated
YBR048W,9599,Annotated
YER178W,9599,Annotated
YDL161W,9599,Annotated
YKR034W,9599,Annotated
YBR123C,9599,Annotated
YJL076W,9599,Annotated
YDR365C,9599,Annotated
YFR040W,9599,Annotated
YDR363W-A,9599,Annotated
YAL003W,9599,Annotated
YOR142W-A,9599,Annotated
YDR091C,9599,Annotated
YKL172W,9599,Annotated
YAR033W,9599,Annotated
YHL040C,9599,Annotated
YEL062W,9599,Annotated
YBR132C,9599,Annotated
YLR384C,9599,Annotated
YOR171C,9599,Annotated
YNR054C,9599,Annotated
YBR280C,9599,Annotated
YDL056W,9599,Annotated
YDR448W,9599,Annotated
YJL030W,9599,Annotated
YDR115W,9599,Annotated
YJL138C,9599,Annotated
YBR296C,9599,Annotated
YGR258C,9599,Annotated
YAL031C,9599,Annotated
YMR199W,9599,Annotated
YOR080W,9599,Annotated
YDR393W,9599,Annotated
YDR081C,9599,Annotated
YER108C,9599,Annotated
YDR527W,9599,Annotated
YJL024C,9599,Annotated
YOR067C,9599,Annotated
YER027C,9599,Annotated
YDL115C,9599,Annotated
YER019C-A,9599,Annotated
YJR150C,9599,Annotated
YJR042W,9599,Annotated
YLR314C,9599,Annotated
YER112W,9599,Annotated
YFL002W-A,9599,Annotated
YMR243C,9599,Annotated
YLR222C,9599,Annotated
YOL077C,9599,Annotated
YDR427W,9599,Annotated
YDR432W,9599,Annotated
YDR523C,9599,Annotated
YGR272C,9599,Annotated
YDL045C,9599,Annotated
YNL118C,9599,Annotated
YLR157C,9599,Annotated
YBR092C,9599,Annotated
YDR145W,9599,Annotated
YDR369C,9599,Annotated
YCR060W,9599,Annotated
YDR409W,9599,Annotated
YDR165W,9599,Annotated
YDR494W,9599,Annotated
YDR424C,9599,Annotated
YHR042W,9599,Annotated
YIL122W,9599,Annotated
YNL247W,9599,Annotated
YPR009W,9599,Annotated
YOR148C,9599,Annotated
YMR051C,9599,Annotated
YMR015C,9599,Annotated
YKL193C,9599,Annotated
YDR238C,9599,Annotated
YOL045W,9599,Annotated
YNL286W,9599,Annotated
YLR354C,9599,Annotated
YIL159W,9599,Annotated
YHL012W,9599,Annotated
YDL006W,9599,Annotated
YML120C,9599,Annotated
YML024W,9599,Annotated
YDR036C,9599,Annotated
YNL061W,9599,Annotated
YDR052C,9599,Annotated
YGR063C,9599,Annotated
YNL201C,9599,Annotated
YOL116W,9599,Annotated
YPR191W,9599,Annotated
YHR005C-A,9599,Annotated
YER107C,9599,Annotated
YPL120W,9599,Annotated
YJL140W,9599,Annotated
YGR224W,9599,Annotated
YLL022C,9599,Annotated
YKL130C,9599,Annotated
YBL005W-A,9599,Annotated
YAL011W,9599,Annotated
YLL018C-A,9599,Annotated
YJL059W,9599,Annotated
YLR039C,9599,Annotated
YKR039W,9599,Annotated
YNL055C,9599,Annotated
YPL016W,9599,Annotated
YOL135C,9599,Annotated
YAR007C,9599,Annotated
YKL200C,9599,Annotated
YHL011C,9599,Annotated
YJL145W,9599,Annotated
YDR108W,9599,Annotated
YKL011C,9599,Annotated
YDL223C,9599,Annotated
YPR078C,9599,Annotated
YDR194C,9599,Annotated
YDL247W,9599,Annotated
YOR249C,9599,Annotated
YJR027W,9599,Annotated
YOR362C,9599,Annotated
YMR052W,9599,Annotated
YPL075W,9599,Annotated
YDR206W,9599,Annotated
YNL292W,9599,Annotated
YGL208W,9599,Annotated
YMR097C,9599,Annotated
YLL041C,9599,Annotated
YDL190C,9599,Annotated
YGR278W,9599,Annotated
YPL156C,9599,Annotated
YIL079C,9599,Annotated
YJL219W,9599,Annotated
YER056C,9599,Annotated
YDR498C,9599,Annotated
YPL177C,9599,Annotated
YKL192C,9599,Annotated
YDL076C,9599,Annotated
YDL030W,9599,Annotated
YGR121C,9599,Annotated
YLR409C,9599,Annotated
YJL012C-A,9599,Annotated
YGR209C,9599,Annotated
YLR449W,9599,Annotated
YPR029C,9599,Annotated
YER125W,9599,Annotated
YGR214W,9599,Annotated
YGR286C,9599,Annotated
YER075C,9599,Annotated
YJL026W,9599,Annotated
YMR117C,9599,Annotated
YDR181C,9599,Annotated
YGR275W,9599,Annotated
YHR079C-A,9599,Annotated
YHR099W,9599,Annotated
YOL100W,9599,Annotated
YDR098C-A,9599,Annotated
YHL038C,9599,Annotated
YPR201W,9599,Annotated
YDR055W,9599,Annotated
YOL149W,9599,Annotated
YGL151W,9599,Annotated
YNL071W,9599,Annotated
YDL098C,9599,Annotated
YDR210C-D,9599,Annotated
YHR081W,9599,Annotated
YLR238W,9599,Annotated
YDL143W,9599,Annotated
YBR218C,9599,Annotated
YFL009W,9599,Annotated
YJR153W,9599,Annotated
YDL159W,9599,Annotated
YDR422C,9599,Annotated
YPR119W,9599,Annotated
YNR049C,9599,Annotated
YKL141W,9599,Annotated
YGL053W,9599,Annotated
YJL054W,9599,Annotated
YBR212W,9599,Annotated
YJR102C,9599,Annotated
YEL002C,9599,Annotated
YGL075C,9599,Annotated
YMR077C,9599,Annotated
YLR275W,9599,Annotated
YOR095C,9599,Annotated
YPR131C,9599,Annotated
YNL312W,9599,Annotated
YCL033C,9599,Annotated
YGR109W-B,9599,Annotated
YBL102W,9599,Annotated
YJL115W,9599,Annotated
YDL087C,9599,Annotated
YPL167C,9599,Annotated
YNL094W,9599,Annotated
YPL154C,9599,Annotated
YNL030W,9599,Annotated
YPL076W,9599,Annotated
YPL212C,9599,Annotated
YKR061W,9599,Annotated
YNL287W,9599,Annotated
YBR293W,9599,Annotated
YKL191W,9599,Annotated
YBL005W,9599,Annotated
YNL039W,9599,Annotated
YDR311W,9599,Annotated
YPR173C,9599,Annotated
YPR176C,9599,Annotated
YIL154C,9599,Annotated
YDR485C,9599,Annotated
YIL002C,9599,Annotated
YOR088W,9599,Annotated
YCR005C,9599,Annotated
YOL010W,9599,Annotated
YGR158C,9599,Annotated
YDR151C,9599,Annotated
YDR511W,9599,Annotated
YJR160C,9599,Annotated
YPL118W,9599,Annotated
YGL126W,9599,Annotated
YPL218W,9599,Annotated
YDL105W,9599,Annotated
YBL105C,9599,Annotated
YEL032W,9599,Annotated
YAR002W,9599,Annotated
YOL101C,9599,Annotated
YER053C,9599,Annotated
YGL238W,9599,Annotated
YCL026C-A,9599,Annotated
YDL092W,9599,Annotated
YER123W,9599,Annotated
YGR177C,9599,Annotated
YMR225C,9599,Annotated
YPR007C,9599,Annotated
YMR089C,9599,Annotated
YFR041C,9599,Annotated
YML102W,9599,Annotated
YPL181W,9599,Annotated
YML041C,9599,Annotated
YGL047W,9599,Annotated
YJR053W,9599,Annotated
YJR089W,9599,Annotated
YBL004W,9599,Annotated
YBR253W,9599,Annotated
YOR217W,9599,Annotated
YOR290C,9599,Annotated
YDR320C,9599,Annotated
YKL045W,9599,Annotated
YDR302W,9599,Annotated
YFL016C,9599,Annotated
YNL278W,9599,Annotated
YDR400W,9599,Annotated
YHL027W,9599,Annotated
YFR050C,9599,Annotated
YJR021C,9599,Annotated
YHR143W-A,9599,Annotated
YER088C,9599,Annotated
YDL170W,9599,Annotated
YPL040C,9599,Annotated
YOL158C,9599,Annotated
YOR232W,9599,Annotated
YDR375C,9599,Annotated
YKL148C,9599,Annotated
YJL133W,9599,Annotated
YNR039C,9599,Annotated
YLR430W,9599,Annotated
YKL122C,9599,Annotated
YOR187W,9599,Annotated
YML006C,9599,Annotated
YML085C,9599,Annotated
YPL275W,9599,Annotated
YLR391W,9599,Annotated
YHR172W,9599,Annotated
YGR166W,9599,Annotated
YJL039C,9599,Annotated
YGR014W,9599,Annotated
YML049C,9599,Annotated
YBR188C,9599,Annotated
YHR062C,9599,Annotated
YER072W,9599,Annotated
YKR036C,9599,Annotated
YCR020C,9599,Annotated
YER114C,9599,Annotated
YCR012W,9599,Annotated
YFL059W,9599,Annotated
YJR025C,9599,Annotated
YDL138W,9599,Annotated
YPR031W,9599,Annotated
YOR113W,9599,Annotated
YOR201C,9599,Annotated
YNL310C,9599,Annotated
YLR102C,9599,Annotated
YPL190C,9599,Annotated
YIL140W,9599,Annotated
YGR129W,9599,Annotated
YJL095W,9599,Annotated
YDR270W,9599,Annotated
YPL214C,9599,Annotated
YNL333W,9599,Annotated
YGL013C,9599,Annotated
YPR182W,9599,Annotated
YKL075C,9599,Annotated
YBL005W-B,9599,Annotated
YOL128C,9599,Annotated
YEL029C,9599,Annotated
YMR033W,9599,Annotated
YOR322C,9599,Annotated
YBR029C,9599,Annotated
YJL100W,9599,Annotated
YIL009W,9599,Annotated
YDR072C,9599,Annotated
YJL031C,9599,Annotated
YFL025C,9599,Annotated
YJR026W,9599,Annotated
YHR102W,9599,Annotated
YJL090C,9599,Annotated
YBR283C,9599,Annotated
YER032W,9599,Annotated
YMR035W,9599,Annotated
YJL061W,9599,Annotated
YGL181W,9599,Annotated
YNL311C,9599,Annotated
YKL008C,9599,Annotated
YOR236W,9599,Annotated
YJR141W,9599,Annotated
YDR126W,9599,Annotated
YPL091W,9599,Annotated
YDL231C,9599,Annotated
YDL019C,9599,Annotated
YHR077C,9599,Annotated
YBR217W,9599,Annotated
YOR198C,9599,Annotated
YHR070W,9599,Annotated
YGL100W,9599,Annotated
YNL135C,9599,Annotated
YJR019C,9599,Annotated
YFR001W,9599,Annotated
YJL204C,9599,Annotated
YIL117C,9599,Annotated
YKL117W,9599,Annotated
YJR004C,9599,Annotated
YGL097W,9599,Annotated
YLL043W,9599,Annotated
YMR116C,9599,Annotated
YPL057C,9599,Annotated
YHR188C,9599,Annotated
YBL057C,9599,Annotated
YDL194W,9599,Annotated
YGR163W,9599,Annotated
YOL113W,9599,Annotated
YGR097W,9599,Annotated
YER031C,9599,Annotated
YMR125W,9599,Annotated
YLL050C,9599,Annotated
YKR090W,9599,Annotated
YOR045W,9599,Annotated
