Gene,Original Label,Modern Label,Confidence,Background Confidence,AG Rank,CellCompOutput Rank,ST Rank,SPELL Rank,MEFIT Rank,bioPIXIE Rank,,,Rankings Similarity to AG
YIL093C,-1,-1,5.42485907,5.527228637,346,920,5393,651,161,247,,,
YKL046C,0,0,5.416371869,5.663664865,347,3348,2659,386,1658,2166,,,
YKL155C,-1,-1,5.409462348,5.472797122,348,1652,4553,231,204,658,,,
YNL083W,-1,-1,5.408643926,5.010550299,349,2894,368,417,454,345,,,
YDL044C,-1,-1,5.386164688,4.848483585,350,1202,2199,1044,636,436,,,
YEL040W,0,0,5.381538646,4.870760628,351,4160,2852,4350,5267,4499,,,
YPR002W,-1,-1,5.377141017,5.306263642,352,1998,3636,2786,376,284,,,
YGL256W,0,0,5.372223167,5.317248565,353,2208,2466,3748,1684,1209,,,
YER073W,0,0,5.366617491,5.681990777,354,3817,3283,4946,1166,686,,,
YDL120W,-1,-1,5.363869875,5.382513978,355,1484,1240,200,357,382,,,
YOR205C,-1,-1,5.363450704,5.097535881,356,1832,4907,1615,761,521,,,
YIR024C,0,1,5.360945693,5.306198939,357,261,4667,1276,392,374,,,
YGL018C,-1,-1,5.359805754,5.817363596,358,745,2868,2784,632,335,,,
YOR037W,1,1,5.352769948,5.029598487,359,3337,516,961,391,383,,,
YNR041C,-1,-1,5.351669559,5.0622878,360,2770,410,192,412,372,,,
YDR019C,0,0,5.344088631,5.859990704,361,2406,3015,2652,2448,1470,,,
YCR079W,1,1,5.342852011,5.337667403,362,2148,2182,1524,1063,486,,,
YPL222W,0,0,5.342313945,5.194959918,363,237,4514,2689,1348,917,,,
YBL080C,-1,-1,5.341981155,5.165034816,364,1182,5,2922,444,406,,,
YKL065C,0,0,5.339590691,4.929281874,365,713,4674,2237,4112,3612,,,
YLR283W,0,0,5.339098925,4.899217482,366,720,5958,1755,678,418,,,
YGR222W,-1,-1,5.337960821,5.275721797,367,1083,707,398,445,517,,,
YNL131W,1,1,5.337168249,4.202888353,368,519,4258,71,84,201,,,
YKL040C,-1,-1,5.329189949,5.495859915,369,2878,3374,802,1645,4125,,,
YER061C,-1,-1,5.327536577,5.522707979,370,1434,2623,3566,1765,1538,,,
YOR297C,1,1,5.317466375,5.112455846,371,1676,4631,630,89,29,,,
YML086C,-1,-1,5.307564731,5.678743686,372,1753,5674,1225,692,337,,,
YMR098C,1,1,5.300979577,4.826068636,373,3309,5968,43,6,83,,,
YPL168W,0,0,5.296444312,4.928904868,374,2164,4376,1715,783,363,,,
YLR348C,-1,-1,5.29156044,6.355502153,375,2491,5404,1078,287,189,,,
YDR276C,-1,-1,5.289343847,5.51589523,376,498,1825,3172,582,1138,,,
YBR085W,-1,-1,5.285377323,5.288947845,377,4372,3747,2097,1978,1153,,,
YIL114C,-1,-1,5.278029947,5.604876231,378,2552,5355,3358,744,297,,,
YBL013W,-1,-1,5.270109404,5.423100419,379,5024,3401,5270,435,577,,,
YOR326W,1,1,5.269387854,4.426113632,380,4029,1967,1514,373,488,,,
YGR150C,0,1,5.254860741,4.986206838,381,167,5879,1794,531,376,,,
YPL262W,-1,-1,5.253947352,4.941775658,382,2947,5378,356,319,332,,,
YOL043C,-1,-1,5.248973042,5.025956529,383,2821,2234,2045,1456,1332,,,
YGL006W,-1,-1,5.246549529,4.786170474,384,559,607,2919,2263,1504,,,
YKR087C,-1,1,5.240259133,5.370889801,385,2539,1504,282,939,1074,,,
YJL198W,-1,-1,5.23424603,3.917190158,386,5273,426,4419,5523,4962,,,
YFR011C,0,1,5.234042447,6.099201272,387,56,4871,229,338,674,,,
YLR340W,-1,-1,5.232590384,4.836262036,388,626,1180,4818,4103,3318,,,
YHR199C,0,0,5.22971834,5.301978138,389,123,4444,1161,1121,1038,,,
YGR012W,0,0,5.228854214,5.25442374,390,2979,5053,1201,1657,1207,,,
YLR091W,0,1,5.226316515,5.408328033,391,1600,4802,2409,833,319,,,
YFL027C,0,0,5.224401844,5.160416892,392,455,2434,3390,2834,2003,,,
YOR285W,0,0,5.223766806,5.253663048,393,486,5242,2028,3176,5562,,,
YIL042C,-1,1,5.218783424,5.435286633,394,1296,2463,2198,569,457,,,
YJL133W,-1,-1,5.201999183,5.194728489,395,3670,6065,2935,2307,1215,,,
YGL064C,-1,-1,5.201324122,5.404855433,396,1548,937,1585,768,469,,,
YNR040W,-1,1,5.199869249,4.912723585,397,1571,4917,441,217,153,,,
YDR405W,-1,-1,5.199788004,5.624136822,398,460,5554,784,216,174,,,
YPR149W,0,-1,5.198345056,4.509199347,399,260,622,3053,4664,4808,,,
YMR060C,1,1,5.194669632,4.858869201,400,716,17,361,87,71,,,
YDR125C,0,-1,5.19397724,4.964114352,401,5389,2743,4690,2241,2177,,,
YNL063W,-1,-1,5.19375381,5.59185476,402,3892,6007,937,1571,1234,,,
YPL004C,-1,-1,5.188930938,4.618366886,403,218,5656,1159,2105,1965,,,
YDR036C,-1,-1,5.174722928,5.704476346,404,2562,5945,74,464,493,,,
YHR026W,-1,-1,5.173110125,5.108581004,405,2580,1578,2733,1238,1184,,,
YCR024C,-1,-1,5.170641142,5.400709435,406,1050,1286,196,297,432,,,
YGL107C,-1,-1,5.17060588,5.220645174,407,868,5849,59,62,211,,,
YMR056C,-1,-1,5.169320042,5.43927489,408,2544,5609,1381,979,471,,,
YCL017C,-1,-1,5.168726164,4.980277146,409,4151,4285,1064,1568,1206,,,
YCL044C,-1,-1,5.159190325,5.910912641,410,1706,15,2102,2451,1562,,,
YLR369W,-1,-1,5.158257134,5.045490079,411,3031,689,2117,945,459,,,
YBR003W,-1,-1,5.15805205,5.121921192,412,2039,5600,332,265,216,,,
YIL034C,-1,-1,5.156609384,4.624110439,413,1099,4359,971,104,32,,,
YHR162W,0,-1,5.156306982,5.394206648,414,403,4699,3716,2442,1472,,,
YPL060W,-1,-1,5.153590372,5.005321817,415,901,5240,3104,880,340,,,
YPL252C,-1,0,5.151040157,5.153860022,416,2995,1667,752,509,253,,,
YJL209W,-1,-1,5.150900081,4.785870362,417,3114,1197,940,772,498,,,
YDR430C,0,-1,5.149062689,5.907026216,418,2231,5276,994,91,46,,,
YPR001W,-1,-1,5.144080132,5.511898,419,4095,1558,4661,5430,5074,,,
YLR253W,0,1,5.140270803,5.251551968,420,60,5620,99,66,188,,,
YPL172C,-1,0,5.13935147,5.372988912,421,1068,4822,54,45,81,,,
YHR003C,-1,-1,5.137710006,5.237270995,422,4115,5943,782,595,465,,,
YEL006W,0,0,5.131969493,5.366046077,423,2348,3771,3677,2395,1136,,,
YBL059W,0,0,5.124559369,5.237280762,424,58,4546,396,293,325,,,
YOR196C,-1,-1,5.118942767,5.151703038,425,1984,2417,699,649,352,,,
YOL004W,-1,-1,5.106906931,4.959495168,426,1516,192,1810,1042,477,,,
YLR093C,-1,-1,5.101768953,4.553587118,427,565,767,1224,767,1033,,,
YPL104W,-1,-1,5.100827444,5.158843583,428,873,5793,16,27,166,,,
YMR003W,0,0,5.089434342,5.600915617,429,238,5479,825,139,63,,,
YBR163W,0,1,5.089043554,4.907439735,430,1265,4523,1456,520,200,,,
YKR070W,0,-1,5.081223982,5.700222461,431,888,4909,290,1034,1125,,,
YGR171C,-1,-1,5.078210482,5.162405521,432,1451,5275,141,249,481,,,
YIR003W,0,-1,5.073042427,4.779013356,433,374,5180,566,192,68,,,
YHR120W,1,1,5.06826009,5.086194492,434,5041,24,3958,2446,1294,,,
YKR052C,-1,-1,5.061489254,4.855398308,435,1104,4293,2788,2014,1626,,,
YMR066W,0,-1,5.058310362,4.985621469,436,709,5765,2690,777,328,,,
YAL053W,-1,-1,5.055024409,4.890537189,437,5237,3020,4473,1946,1625,,,
YGL255W,-1,-1,5.054566883,5.239695632,438,4692,3839,5102,5560,4514,,,
YMR092C,-1,-1,5.05341986,4.930001915,439,931,574,334,146,23,,,
YIL031W,-1,-1,5.050882292,5.181714846,440,4420,3582,3522,481,347,,,
YBR200W,-1,-1,5.047484156,4.49260478,441,1419,1661,2494,374,393,,,
YCR021C,-1,0,5.038684697,5.371773634,442,1258,3459,5257,2135,1758,,,
YNL111C,-1,-1,5.03607162,4.392009696,443,4044,1913,2349,668,660,,,
YPL270W,-1,-1,5.034231863,4.682257368,444,1764,662,186,472,375,,,
YMR097C,0,-1,5.014000546,5.055695731,445,1721,2724,1500,1112,546,,,
YML128C,-1,-1,5.007254448,4.860444058,446,546,153,4147,4145,2875,,,
YDR332W,0,1,5.002968932,5.052628701,447,4678,5915,3260,1207,523,,,
YBL057C,-1,-1,4.996959047,5.182360603,448,4045,5023,324,359,268,,,
YDR492W,-1,-1,4.984098656,4.422663788,449,5089,646,5287,1676,1252,,,
YKL157W,0,0,4.982293065,4.506954391,450,2147,987,1620,1664,856,,,
YBR187W,0,-1,4.976106758,4.026360893,451,5080,5562,3724,1146,832,,,
YPL188W,-1,-1,4.975862052,4.886302971,452,1518,2564,1770,1578,713,,,
YHL018W,0,0,4.973446067,4.997019248,453,4510,5022,5209,1863,1210,,,
YER048W-A,0,0,4.966720184,4.915436932,454,1492,77,5562,727,313,,,
YDR129C,-1,-1,4.963433111,4.852902316,455,933,5612,1652,102,8,,,
YAL005C,1,1,4.960939682,4.793013506,456,752,5971,3589,2256,1497,,,
YLR393W,1,1,4.951536386,5.019055942,457,2374,3250,4339,829,301,,,
YGR096W,-1,-1,4.950419148,5.084836203,458,4711,3122,3974,1858,1663,,,
YGR015C,0,-1,4.946571988,5.117339666,459,630,5746,2231,1397,1061,,,
YLR414C,0,0,4.94491472,4.801567926,460,1188,4664,3949,5647,5225,,,
YMR287C,-1,-1,4.94256829,4.869151773,461,1897,1510,1338,725,438,,,
YFR044C,0,0,4.933609742,5.24623884,462,2129,1953,1668,1021,563,,,
YER014W,0,0,4.924420602,5.058133098,463,4644,3547,1317,1849,1107,,,
YDL033C,-1,-1,4.922104556,5.394782219,464,2222,3376,1960,438,346,,,
YMR059W,-1,-1,4.916627538,4.939006813,465,5026,4860,1783,941,484,,,
YML018C,0,0,4.910797492,4.597308383,466,4073,4975,3994,5204,4410,,,
YDR032C,0,0,4.906666227,4.683552411,467,263,4527,2165,3930,2389,,,
YOL044W,-1,-1,4.903789977,4.524700957,468,1517,140,2823,4494,4274,,,
YKL162C,0,0,4.893231524,4.576335248,469,87,5187,2716,1433,930,,,
YMR301C,-1,-1,4.891845137,4.484211219,470,3840,1092,3156,1164,499,,,
YPR028W,0,-1,4.888071296,4.973953187,471,600,457,1637,1444,4015,,,
YHR007C,-1,-1,4.884099513,4.770161151,472,3489,3972,4674,567,408,,,
YOR334W,-1,-1,4.875943139,5.209096217,473,2560,4539,1118,688,327,,,
YDL178W,0,0,4.874027819,4.92444155,474,2085,4529,64,117,147,,,
YBR001C,0,0,4.873485765,3.973582798,475,3044,576,1453,1378,733,,,
YLR029C,0,-1,4.873109486,4.282240472,476,771,393,4846,4379,5508,,,
YGR191W,-1,-1,4.865433928,4.535340676,477,1578,1054,3935,5682,5079,,,
YGR235C,-1,1,4.862182826,5.008332255,478,1738,5743,916,273,155,,,
YNL239W,0,-1,4.861082873,5.139053738,479,1539,319,737,1052,642,,,
YHL015W,-1,-1,4.859478408,4.480787996,480,987,2407,4749,3640,5393,,,
YBL098W,0,0,4.854035296,5.112704927,481,3272,3852,1653,1650,1044,,,
YBR084W,0,0,4.849270967,4.624504113,482,3575,1064,4197,968,410,,,
YPL173W,-1,-1,4.847166587,4.089661097,483,157,4628,124,245,1378,,,
YML028W,-1,-1,4.842487416,4.692324682,484,412,139,2353,1225,1304,,,
YDL119C,0,-1,4.841790893,4.866524464,485,2586,2878,2072,1929,1108,,,
YKL011C,-1,1,4.829506352,4.53365513,486,2338,1855,1088,360,161,,,
YLR105C,-1,-1,4.828483465,4.800143754,487,4721,5506,1416,682,400,,,
YGL085W,0,0,4.824882578,4.675078105,488,2456,5512,349,1251,1250,,,
YJL177W,0,-1,4.823659809,4.187700972,489,834,991,4633,2847,5645,,,
YBR036C,-1,-1,4.821561933,4.533293119,490,3209,811,1023,828,891,,,
YLR059C,1,1,4.818127552,4.896992641,491,1644,6034,1269,100,36,,,
YDL054C,0,0,4.818028887,4.383495784,492,3096,2813,2256,3595,4319,,,
YDL025C,-1,-1,4.815001551,4.082656752,493,654,4413,3583,5417,5111,,,
YJL136C,-1,-1,4.8114562,4.416362269,494,945,1860,4734,2759,5024,,,
YDR185C,0,1,4.802674305,5.311458088,495,452,5411,4792,1852,1014,,,
YLR206W,-1,-1,4.800150761,4.06526119,496,1502,1173,1358,242,80,,,
YBR005W,0,0,4.793071963,4.969265847,497,896,1679,4430,5501,4308,,,
YJL208C,-1,-1,4.790110044,4.793890249,498,3242,1456,1604,538,308,,,
YKL080W,-1,-1,4.787091886,4.76758067,499,2904,1327,1391,3185,5292,,,
YML081C-A,-1,1,4.784827629,4.824803309,500,1349,5215,5552,1733,919,,,
YKL027W,0,-1,4.778199711,5.141525761,501,4385,5558,2601,681,336,,,
YLR188W,0,0,4.777595519,4.841003156,502,3752,3013,1314,1279,1205,,,
YDR538W,0,0,4.777296856,5.373416629,503,5299,3913,3262,2444,1487,,,
YCR088W,-1,-1,4.776586857,4.823541993,504,1564,1231,546,107,1,,,
YNL138W,-1,1,4.774012637,4.793718037,505,2470,5029,517,95,33,,,
YJR045C,1,1,4.767917397,3.946058118,506,234,5888,221,206,576,,,
YOL101C,-1,-1,4.759412733,4.434981074,507,4707,4031,4986,1898,1015,,,
YDL204W,0,-1,4.754972382,4.497682355,508,232,4565,4597,5675,5078,,,
YMR177W,-1,-1,4.753113749,5.003376867,509,3917,4154,3659,1674,1208,,,
YKL055C,-1,-1,4.752818724,4.988020455,510,4230,3848,4675,1764,1132,,,
YOR367W,-1,-1,4.748205223,3.928721162,511,3308,1031,262,44,21,,,
YOR042W,0,-1,4.733854133,3.783796184,512,28,4282,156,944,1637,,,
YGR080W,-1,-1,4.72551019,4.23615614,513,758,5769,1435,149,43,,,
YOL129W,-1,-1,4.713088005,4.02104316,514,3282,195,603,1700,1802,,,
YER019C-A,0,0,4.711740894,4.22332308,515,1121,1005,4096,1948,4852,,,
YNL256W,0,0,4.70960164,4.516941639,516,5093,936,4108,2209,1122,,,
YGL123W,-1,-1,4.699772708,4.093934865,517,833,245,5025,4281,5372,,,
YLR355C,1,1,4.694541757,3.830995452,518,2106,33,4831,4360,1774,,,
YER149C,-1,-1,4.681882593,4.004383192,519,3030,1638,3445,321,298,,,
YFL036W,1,1,4.67735539,4.313196747,520,296,10,697,260,671,,,
YHR147C,-1,-1,4.661177513,4.192561153,521,73,5211,20,116,988,,,
YKL064W,-1,-1,4.659316073,4.24427049,522,849,1585,1129,1893,1579,,,
YAR027W,0,0,4.657559937,4.390492669,523,650,4271,2465,3547,2611,,,
YMR022W,-1,-1,4.652360378,4.504964951,524,1107,894,675,2112,4428,,,
YNL336W,0,-1,4.65225591,4.23882964,525,566,6073,2750,3545,3790,,,
YOR008C,-1,-1,4.649440759,4.927246711,526,1505,2790,581,1606,3723,,,
YNL160W,0,0,4.645092482,3.996512666,527,425,308,3567,5589,5260,,,
YCL043C,-1,-1,4.639985068,4.655029043,528,2463,503,2832,1423,982,,,
YNR035C,1,-1,4.638741254,4.332886084,529,2110,72,387,58,12,,,
YOR096W,-1,-1,4.634762519,4.268984413,530,1133,1004,4603,2453,5635,,,
YER050C,-1,-1,4.629123904,4.13806657,531,125,4827,294,525,1589,,,
YDR166C,-1,-1,4.624922382,4.557576961,532,1375,3062,2435,3609,3994,,,
YGR244C,-1,-1,4.621199389,4.478458407,533,1857,1272,1221,1148,664,,,
YGR086C,-1,-1,4.615702715,3.872995992,534,202,728,2828,2149,1597,,,
YMR217W,0,0,4.609199639,3.713288591,535,831,86,4988,5029,4104,,,
YPL098C,1,1,4.599949564,3.650856324,536,595,53,135,483,4847,,,
YLR304C,1,1,4.594411825,4.190000906,537,313,54,405,732,1084,,,
YBR241C,0,-1,4.588246187,3.81016653,538,2496,4509,3898,5104,4123,,,
YPR183W,-1,-1,4.586574414,4.924982176,539,1166,4576,1839,606,741,,,
YKL141W,-1,1,4.586534524,4.229196432,540,299,609,191,548,1274,,,
YOR356W,-1,-1,4.584382079,5.198856699,541,1504,1462,253,255,317,,,
YHL038C,-1,-1,4.580741363,4.921039069,542,3578,2123,2506,818,420,,,
YBR296C,-1,-1,4.57936754,4.604697361,543,2946,4244,5421,5541,5065,,,
YBR072W,-1,-1,4.576946292,4.679580997,544,573,1278,4861,4720,2998,,,
YKL094W,0,-1,4.574924865,4.03102096,545,476,4599,904,1190,1353,,,
YMR023C,-1,-1,4.5737902,4.607872701,546,1885,4640,427,594,531,,,
YLR139C,-1,-1,4.572348665,4.962384317,547,3907,2551,1302,691,312,,,
YMR214W,-1,-1,4.570698349,4.73788451,548,3710,3150,2325,576,921,,,
YJL159W,0,0,4.570678926,4.310435649,549,1126,418,3667,1958,1977,,,
YHR155W,0,-1,4.56662236,4.551919959,550,554,5368,2772,1453,1062,,,
YLR056W,-1,-1,4.547849592,3.982848602,551,1623,976,4632,474,321,,,
YPL005W,0,-1,4.547561892,4.611439734,552,3576,2022,4379,2396,1016,,,
YOR234C,0,-1,4.54040017,3.780588621,553,1640,400,4293,3682,5666,,,
YOR357C,-1,-1,4.540299291,4.198162125,554,1157,1523,701,492,910,,,
YGL103W,0,-1,4.539920235,4.218317428,555,664,1746,4725,3827,5472,,,
YPR116W,0,1,4.537924843,4.806682029,556,4566,4432,5335,2845,1047,,,
YKL180W,0,-1,4.53536245,4.162658196,557,528,2586,4640,2369,5711,,,
YDL072C,0,0,4.535288164,2.876198272,558,1150,4820,1972,1377,1222,,,
YLR342W,-1,-1,4.534132881,4.433045225,559,1787,2003,3304,836,810,,,
YGL020C,1,1,4.531861034,3.951284773,560,1684,71,776,669,1030,,,
YCL040W,-1,-1,4.529002043,3.521940417,561,781,117,3359,4951,3608,,,
YPL083C,-1,-1,4.520481522,4.400901504,562,2282,4386,1174,740,338,,,
YNL084C,-1,-1,4.51265149,3.687300841,563,1009,178,160,600,1216,,,
YKL056C,-1,-1,4.512494038,3.776072477,564,1180,2907,4362,1550,1794,,,
YDL022W,-1,-1,4.511725454,4.287659146,565,431,344,3147,4976,4564,,,
YOR152C,0,0,4.505047491,4.173707046,566,301,5763,3666,5170,4893,,,
YLR190W,1,1,4.505032317,4.254424524,567,1291,3197,2361,946,960,,,
YPL029W,-1,1,4.498735844,4.554534808,568,3501,1259,425,210,179,,,
YDR065W,-1,1,4.492517229,4.431066966,569,2739,2584,3308,1833,1013,,,
YPR166C,-1,-1,4.490376876,3.515052455,570,386,4870,220,432,1588,,,
YNL173C,-1,-1,4.483864497,3.635708789,571,148,473,1424,1416,1457,,,
YDR525W-A,0,-1,4.474042427,4.739853806,572,212,5046,5571,4937,4380,,,
YLR337C,-1,-1,4.473254734,4.464200148,573,3060,4818,5565,105,3,,,
YNL067W,0,-1,4.465150409,3.823091773,574,1877,168,4023,1770,3063,,,
YER044C,-1,-1,4.461870264,4.777509928,575,1329,1815,758,318,405,,,
YOR060C,1,-1,4.456930463,3.689737318,576,1802,3777,2897,1666,1045,,,
YPL006W,-1,-1,4.451870711,4.224178059,577,615,1066,3412,4529,4193,,,
YLL023C,0,0,4.447572013,3.287395972,578,911,5685,1325,4202,4660,,,
YOL082W,-1,-1,4.44479446,3.014171557,579,1997,263,760,1940,1704,,,
YOR092W,0,0,4.441595362,4.12783744,580,2297,2303,2379,5172,5566,,,
YHR138C,-1,-1,4.438007133,4.183482429,581,440,222,4140,4144,3414,,,
YDR016C,-1,-1,4.437791306,3.867139437,582,2345,623,1360,1857,4239,,,
YJR065C,1,-1,4.428146053,3.854842659,583,1232,127,625,59,6,,,
YGL119W,-1,0,4.424952109,4.996074745,584,2315,2082,614,1143,1127,,,
YGR214W,-1,-1,4.417220936,3.826326267,585,1155,1089,5012,4871,5758,,,
YDL083C,-1,-1,4.415929527,4.024803822,586,942,1807,4838,3868,5075,,,
YNL178W,0,-1,4.415617134,3.94669645,587,1071,1383,4893,1679,5619,,,
YGL180W,-1,1,4.411161387,3.914310295,588,2864,219,5053,5630,5226,,,
YDR532C,0,0,4.407039252,4.411708083,589,2758,2988,4378,4812,4511,,,
YKL148C,-1,-1,4.405922309,4.252209292,590,280,5544,684,414,714,,,
YER153C,-1,1,4.40534153,4.99836266,591,3808,5916,4786,153,248,,,
YKL133C,0,-1,4.401240256,3.70225874,592,2,5437,2625,3542,2608,,,
YOR317W,-1,-1,4.399035077,3.893145488,593,436,6019,2291,4696,5401,,,
YPL094C,0,0,4.395340443,4.02673052,594,728,557,1908,1538,1465,,,
YGR181W,1,1,4.384702583,4.301837184,595,321,8,443,42,47,,,
YLR187W,0,-1,4.381292367,4.233758346,596,2820,4504,3948,3366,3724,,,
YGL156W,0,0,4.380498745,3.840606581,597,1394,3011,4474,5107,3839,,,
YDR202C,-1,-1,4.376235683,3.877626618,598,1033,610,1765,2822,1967,,,
YJR123W,0,-1,4.374623759,3.91961593,599,1352,1935,4631,4368,5676,,,
YMR203W,1,1,4.372465224,3.63621482,600,243,5511,72,141,209,,,
YDR237W,-1,-1,4.367558397,3.751201367,601,291,6101,70,114,775,,,
YMR040W,0,0,4.365732873,4.350385325,602,509,4731,4544,4254,2832,,,
YEL034W,-1,-1,4.365707354,4.03183749,603,1058,3247,3696,733,589,,,
YMR238W,-1,-1,4.365392267,4.269550023,604,3198,2069,2034,2075,1406,,,
YMR202W,-1,-1,4.364257657,3.977853352,605,1601,984,3014,1117,750,,,
YDR284C,-1,-1,4.363120872,3.273527777,606,3647,180,388,1104,1442,,,
YMR012W,1,1,4.360035364,3.234794201,607,823,459,868,1962,4215,,,
YDR494W,-1,-1,4.350980118,4.066614137,608,119,4298,92,208,776,,,
YNR075W,-1,-1,4.349589252,4.306904367,609,3865,4030,5414,5346,4825,,,
YOR059C,-1,-1,4.349087186,3.630522937,610,998,5908,1131,2524,4339,,,
YGL084C,-1,-1,4.348729906,4.154964481,611,669,1966,302,324,552,,,
YGR149W,0,-1,4.346671807,3.90672782,612,20,5012,2469,5218,5480,,,
YHR005C-A,1,1,4.34594341,3.720560601,613,1209,797,4980,143,52,,,
YML132W,-1,-1,4.337995555,3.939398302,614,961,1135,2944,3394,3932,,,
YNR052C,-1,-1,4.337464642,4.219655852,615,3289,1285,494,921,809,,,
YDR164C,-1,-1,4.333913776,4.395601478,616,1654,1761,775,1471,2282,,,
YGL191W,-1,1,4.330745104,4.158788358,617,226,723,867,1005,1410,,,
YLR167W,-1,-1,4.329132792,3.827158757,618,770,1706,4939,2507,5207,,,
YDL099W,0,0,4.321497654,4.308054835,619,1574,2336,3452,5444,5602,,,
YLL014W,0,-1,4.313028815,4.002577865,620,1089,4567,2190,2098,4142,,,
YOR304C-A,0,-1,4.312461675,4.360078283,621,2472,4264,4681,3945,3175,,,
YPL143W,0,-1,4.311274268,4.0249473,622,1562,1075,4979,3180,5423,,,
YMR031C,0,0,4.306659597,3.776001175,623,62,4845,451,1314,1741,,,
YPL069C,-1,-1,4.303678186,4.462536432,624,4280,2708,2331,820,364,,,
YHR190W,-1,-1,4.300633293,4.481393786,625,390,1204,847,607,595,,,
YKL096W-A,0,0,4.296867638,3.879179776,626,1519,2558,5541,3398,2956,,,
YOR036W,0,-1,4.296527854,3.437832434,627,742,741,2250,2876,2084,,,
YDR251W,-1,-1,4.29167978,3.936402891,628,2332,927,1111,4314,4781,,,
YOL127W,-1,-1,4.290870521,4.138791893,629,1315,2096,4975,1768,5392,,,
YLR353W,-1,-1,4.290654427,4.196115937,630,2777,945,1359,1927,2312,,,
YPR132W,-1,-1,4.289747149,3.678154225,631,802,251,4971,2039,5203,,,
YBR062C,0,-1,4.282898943,3.926927347,632,11,5016,1636,667,704,,,
YMR158W,-1,-1,4.278054124,3.672003905,633,185,5344,76,250,884,,,
YDL018C,0,0,4.277319357,4.133860149,634,1072,350,268,801,4723,,,
YER126C,-1,-1,4.276801296,3.462913167,635,787,543,4895,5381,5777,,,
YNL166C,-1,-1,4.276420315,3.591766362,636,3826,926,2211,3061,2179,,,
YLR166C,-1,-1,4.272123736,4.006126341,637,3459,2305,1077,4021,5327,,,
YHL048W,0,-1,4.25767895,3.496581959,638,38,843,2671,3617,2370,,,
YGR179C,-1,-1,4.257028244,3.768760299,639,2835,1607,1396,3849,4539,,,
YBR212W,1,1,4.249780633,3.50541375,640,1179,22,3062,1581,1392,,,
YDL081C,-1,-1,4.249758606,3.435874113,641,635,1938,4888,1912,2025,,,
YJL116C,1,-1,4.24633752,3.59052856,642,2830,2927,4610,3269,1770,,,
YLR429W,-1,-1,4.244277093,4.270406646,643,2037,1563,551,101,28,,,
YGL047W,-1,-1,4.243954513,4.227164733,644,842,144,1046,1311,1576,,,
YDL161W,-1,-1,4.241423352,4.123703775,645,1735,2077,2697,191,41,,,
YOR369C,0,-1,4.236972891,3.689673779,646,725,1785,4796,2181,5231,,,
YJL079C,0,-1,4.236874048,4.425525076,647,2446,4566,3642,3955,4169,,,
YKL006W,0,-1,4.229682563,3.640399741,648,830,2124,5048,3962,5549,,,
YBR302C,0,-1,4.227197406,3.719842646,649,1041,4368,3199,3841,3949,,,
YOR020C,-1,1,4.227107412,4.091538162,650,1304,980,619,571,1265,,,
YIL068C,-1,-1,4.226828594,3.968718523,651,3245,2888,2581,2379,3022,,,
YOR211C,1,1,4.22588704,3.63913656,652,1026,4,2025,183,148,,,
YHR158C,-1,-1,4.225683843,3.905168278,653,3831,3364,1457,3696,4980,,,
YGR241C,-1,-1,4.223165679,4.188986212,654,1664,517,713,1699,3170,,,
YPR036W,-1,-1,4.221381647,4.020697476,655,1530,805,1058,1199,1219,,,
YMR161W,-1,-1,4.219575319,4.236526929,656,1846,2762,1719,1683,2428,,,
YDR086C,-1,0,4.21873825,3.316215375,657,3040,512,3595,2413,4788,,,
YER094C,-1,-1,4.213939005,3.957501641,658,958,143,1375,1545,4849,,,
YDR150W,1,1,4.212338054,3.54662857,659,1737,41,3052,322,210,,,
YOL076W,1,1,4.210208567,3.236902949,660,1156,35,2806,148,38,,,
YHR189W,0,-1,4.208765552,4.329652361,661,836,3167,5263,436,307,,,
YDR418W,-1,-1,4.208649859,3.463489684,662,861,339,4894,2812,5593,,,
YDL091C,-1,-1,4.20676409,3.57526021,663,822,4812,2916,2342,1581,,,
YBL092W,0,-1,4.205892234,3.616031521,664,1131,1243,4943,3229,4733,,,
YDR388W,-1,-1,4.205263694,4.328983526,665,2280,4756,2602,108,5,,,
YGL030W,-1,-1,4.204777482,3.48055093,666,748,1140,5173,4045,5622,,,
YBL030C,-1,-1,4.204405458,3.838003966,667,271,4945,810,1188,1477,,,
YLR008C,1,1,4.20356145,3.794301592,668,762,5328,414,572,1573,,,
YDR471W,0,-1,4.203239881,3.416609962,669,1770,1363,4862,2992,5341,,,
YPR083W,1,1,4.199162037,3.50095296,670,3290,700,2375,2916,3223,,,
YOR245C,-1,-1,4.198925485,3.326799325,671,675,383,1404,2936,1750,,,
YOR350C,0,-1,4.197398107,4.275209591,672,1163,4980,2948,827,329,,,
YDL123W,0,0,4.194072214,4.209919493,673,1295,4912,4507,4430,4272,,,
YMR200W,-1,-1,4.19244181,3.725042221,674,1278,1006,575,1897,1743,,,
YDL146W,0,-1,4.191735051,4.172314098,675,1691,4897,3564,2426,3049,,,
YNL300W,0,0,4.187577678,4.170436653,676,2683,5786,2767,3201,3534,,,
YJL212C,0,0,4.184595717,4.323575722,677,4053,3294,4277,5488,4717,,,
YOL112W,-1,-1,4.18395342,3.807563967,678,3328,3055,1098,2079,2699,,,
YAR019C,-1,-1,4.178675714,4.038680923,679,2989,3568,4068,4237,2206,,,
YDR394W,-1,-1,4.176768101,3.882518743,680,1132,1094,275,1182,2688,,,
