Gene,Original Label,Modern Label,Confidence,Background Confidence,AG Rank,ST Rank,SPELL Rank,MEFIT Rank,bioPIXIE Rank,ST Diff,SPELL Diff,MEFIT Diff,bioPIXIE Diff,,
YGL252C,0,-1,2.981828421,2.40110218,265,965,219,372,760,-700,46,-107,-495,,
YBL107C,0,-1,2.979421108,2.200236602,266,5901,501,157,630,-5635,-235,109,-364,,
YKL128C,0,-1,2.96641925,2.427032079,267,5336,2487,2144,2124,-5069,-2220,-1877,-1857,,
YDL202W,-1,-1,2.963145335,1.682180634,268,5339,22,122,231,-5071,246,146,37,,
YFR022W,0,-1,2.959105094,2.527149704,269,5221,4684,3364,3540,-4952,-4415,-3095,-3271,,
YEL039C,-1,-1,2.958917058,2.098465694,270,4856,3754,449,528,-4586,-3484,-179,-258,,
YBL030C,-1,-1,2.955836951,1.908509921,271,4945,810,1188,1477,-4674,-539,-917,-1206,,
YLL007C,0,1,2.955739748,2.263384606,272,5811,2706,1796,1419,-5539,-2434,-1524,-1147,,
YGL263W,0,-1,2.955183809,2.649007438,273,5880,5428,3285,2604,-5607,-5155,-3012,-2331,,
YDR358W,-1,-1,2.950336228,1.702985104,274,147,2557,1850,2176,127,-2283,-1576,-1902,,
YOR281C,0,-1,2.941758909,2.096522032,275,620,1252,266,251,-345,-977,9,24,,
YGR201C,0,-1,2.941584782,2.528433245,276,5553,3878,4313,2665,-5277,-3602,-4037,-2389,,
YPL215W,1,1,2.941346737,1.698730562,277,5050,65,168,220,-4773,212,109,57,,
YGR231C,1,1,2.94004155,1.783100584,278,5278,17,13,42,-5000,261,265,236,,
YER026C,-1,-1,2.939432824,1.941256879,279,114,382,800,2164,165,-103,-521,-1885,,
YKL148C,-1,-1,2.939157267,1.750040059,280,5544,684,414,714,-5264,-404,-134,-434,,
YCL034W,-1,-1,2.938742202,1.803296378,281,342,743,1890,2329,-61,-462,-1609,-2048,,
YDL182W,0,-1,2.934226649,2.493810828,282,3818,4889,4004,3879,-3536,-4607,-3722,-3597,,
YKL003C,-1,-1,2.932224994,1.768328127,283,5744,176,67,218,-5461,107,216,65,,
YPR115W,0,-1,2.931419394,2.124696587,284,5964,1634,3573,2627,-5680,-1350,-3289,-2343,,
YDR458C,0,-1,2.929515852,2.120464036,285,5313,1494,2237,3343,-5028,-1209,-1952,-3058,,
YCR007C,0,-1,2.927182562,2.477663872,286,5731,4913,3224,3375,-5445,-4627,-2938,-3089,,
YGL161C,-1,-1,2.925371574,1.98177545,287,587,692,2151,3739,-300,-405,-1864,-3452,,
YCR071C,-1,-1,2.924709676,2.042182763,288,5310,342,252,249,-5022,-54,36,39,,
YML120C,-1,-1,2.921789573,1.730061394,289,5757,503,816,575,-5468,-214,-527,-286,,
YOR023C,0,-1,2.920381268,2.016504897,290,752,804,1385,1173,-462,-514,-1095,-883,,
YDR237W,-1,-1,2.918754451,2.07937846,291,6101,70,114,775,-5810,221,177,-484,,
YNL214W,-1,-1,2.917337343,2.054022232,292,544,1543,1073,3486,-252,-1251,-781,-3194,,
YJR121W,-1,-1,2.917126573,1.677127021,293,4623,279,499,439,-4330,14,-206,-146,,
YIL003W,0,-1,2.912214724,2.766877382,294,2612,4304,2224,1598,-2318,-4010,-1930,-1304,,
YGR270W,0,-1,2.912180829,2.223547581,295,2534,1352,1781,1717,-2239,-1057,-1486,-1422,,
YFL036W,1,1,2.911139585,2.089160186,296,10,697,260,671,286,-401,36,-375,,
YGR042W,0,-1,2.911056562,2.051457135,297,1972,3086,3108,2146,-1675,-2789,-2811,-1849,,
YDR175C,-1,-1,2.909328288,1.698363486,298,4797,57,130,126,-4499,241,168,172,,
YKL141W,-1,1,2.90427639,1.575860809,299,609,191,548,1274,-310,108,-249,-975,,
YBR108W,0,-1,2.901028626,2.285365525,300,4647,3034,303,653,-4347,-2734,-3,-353,,
YOR152C,0,-1,2.900972563,1.799859103,301,5763,3666,5170,4893,-5462,-3365,-4869,-4592,,
YDL183C,0,-1,2.900647405,2.239624681,302,5654,3120,3340,3659,-5352,-2818,-3038,-3357,,
YDR511W,-1,1,2.889634567,1.619193893,304,115,452,434,708,189,-148,-130,-404,,
YKL016C,-1,-1,2.888582536,1.783592011,305,4866,178,351,501,-4561,127,-46,-196,,
YDR539W,0,-1,2.884255411,2.467526502,306,5900,1306,3492,4440,-5594,-1000,-3186,-4134,,
YLL001W,1,1,2.884036521,1.780692508,307,390,227,53,13,-83,80,254,294,,
YLR173W,0,-1,2.881174107,2.062918223,308,5193,4144,5658,5415,-4885,-3836,-5350,-5107,,
YNL333W,0,-1,2.880426827,2.406274859,309,1896,1152,2464,4246,-1587,-843,-2155,-3937,,
YOR223W,0,-1,2.88021973,2.219859594,310,5708,3283,3993,3576,-5398,-2973,-3683,-3266,,
YLR251W,-1,-1,2.879455729,1.912076521,311,800,2895,4756,3998,-489,-2584,-4445,-3687,,
YHL004W,-1,-1,2.878805099,1.878834221,312,5499,73,34,69,-5187,239,278,243,,
YLR304C,1,1,2.877677703,2.079336628,313,54,405,732,1084,259,-92,-419,-771,,
YNL305C,-1,-1,2.876202011,1.728029273,314,4384,1745,4062,3482,-4070,-1431,-3748,-3168,,
YFR043C,0,-1,2.875518414,2.155825191,315,5197,1738,2551,3917,-4882,-1423,-2236,-3602,,
YNL249C,0,-1,2.874726216,2.2751079,316,4663,2838,3461,3255,-4347,-2522,-3145,-2939,,
YNL005C,-1,1,2.873239768,1.784630169,317,5574,36,77,118,-5257,281,240,199,,
YGL010W,-1,-1,2.87301026,1.902231439,318,5678,2449,2882,3355,-5360,-2131,-2564,-3037,,
YLL025W,0,-1,2.872267968,2.539896102,319,6000,4274,4272,3587,-5681,-3955,-3953,-3268,,
YGR165W,-1,-1,2.868884842,1.937030549,320,5469,34,40,94,-5149,286,280,226,,
YGR181W,1,1,2.868207358,1.961703774,321,8,443,42,47,313,-122,279,274,,
YJR086W,-1,-1,2.865339209,1.742721952,322,747,1059,1689,2187,-425,-737,-1367,-1865,,
YJR113C,-1,-1,2.861894613,1.754653036,323,5345,288,175,114,-5022,35,148,209,,
YHR002W,-1,-1,2.858605508,1.734813696,324,533,1273,1636,1869,-209,-949,-1312,-1545,,
YOR215C,-1,-1,2.858581775,1.419219331,325,4473,640,549,370,-4148,-315,-224,-45,,
YDR529C,1,1,2.858199218,1.849154645,326,4427,1729,1267,936,-4101,-1403,-941,-610,,
YKR006C,-1,-1,2.85068356,1.970891783,327,4883,18,30,98,-4556,309,297,229,,
YOR045W,1,1,2.850464043,1.868409874,328,4596,1803,132,66,-4268,-1475,196,262,,
YPL078C,-1,-1,2.842530183,1.714999431,329,4559,89,258,461,-4230,240,71,-132,,
YNL121C,1,1,2.839614604,1.559769748,330,29,26,10,76,301,304,320,254,,
YBR146W,-1,-1,2.837016174,1.804234838,331,6057,33,207,790,-5726,298,124,-459,,
YPR013C,0,-1,2.834420505,2.474617502,332,5226,3286,5323,5010,-4894,-2954,-4991,-4678,,
YJR136C,0,-1,2.83090418,2.221759103,333,2384,1735,2389,2036,-2051,-1402,-2056,-1703,,
YJL049W,0,-1,2.830891223,2.169373371,334,5539,3868,4809,5272,-5205,-3534,-4475,-4938,,
YAR020C,0,-1,2.82786678,2.579687707,335,4404,4764,3458,2798,-4069,-4429,-3123,-2463,,
YGL247W,0,-1,2.824814304,2.190598262,336,2842,3536,3278,4345,-2506,-3200,-2942,-4009,,
YHR192W,0,-1,2.824260303,1.981480815,337,6086,568,1325,2112,-5749,-231,-988,-1775,,
YMR173W,-1,-1,2.818921621,2.17060788,338,960,4095,5051,2415,-622,-3757,-4713,-2077,,
YFL017C,0,-1,2.818769192,1.975759327,339,1220,1114,1495,2890,-881,-775,-1156,-2551,,
YFL020C,0,-1,2.80971087,2.377567321,340,4987,4521,3478,3667,-4647,-4181,-3138,-3327,,
YGL104C,-1,-1,2.804838849,2.106931936,341,693,2066,3968,4674,-352,-1725,-3627,-4333,,
YDL116W,0,-1,2.804383577,2.327946016,342,1932,1737,3744,3446,-1590,-1395,-3402,-3104,,
YNL274C,-1,-1,2.802180154,1.45320794,343,155,1669,3686,3940,188,-1326,-3343,-3597,,
YMR279C,0,-1,2.796184424,2.219544091,344,4260,4819,4251,4064,-3916,-4475,-3907,-3720,,
YPR147C,0,-1,2.795780892,1.917944198,345,5285,263,918,2010,-4940,82,-573,-1665,,
YDR204W,-1,-1,2.794356198,1.829885671,346,311,878,1392,820,35,-532,-1046,-474,,
YGL140C,0,-1,2.793921385,2.266085125,347,4597,2782,3752,3796,-4250,-2435,-3405,-3449,,
YJL102W,-1,1,2.793842687,1.511462526,348,235,335,545,495,113,13,-197,-147,,
YDR533C,-1,-1,2.793295501,1.497818615,349,4422,3381,5109,5389,-4073,-3032,-4760,-5040,,
YDR296W,1,1,2.790559551,1.520938359,350,382,85,172,204,-32,265,178,146,,
YGR062C,1,1,2.790556082,1.914626233,351,5037,871,214,214,-4686,-520,137,137,,
YDR223W,0,-1,2.788278169,2.179392468,352,3152,5100,3391,3546,-2800,-4748,-3039,-3194,,
YER175C,-1,-1,2.78814388,1.692337295,353,5480,2440,4545,3029,-5127,-2087,-4192,-2676,,
YPL199C,0,-1,2.785979431,2.105863534,354,4800,2655,2770,2757,-4446,-2301,-2416,-2403,,
YKL219W,0,-1,2.785811293,2.081536418,355,5982,1526,2445,2913,-5627,-1171,-2090,-2558,,
YNL037C,-1,-1,2.784916491,1.999543419,356,359,224,270,123,-3,132,86,233,,
YNL265C,-1,-1,2.781799978,1.563613133,357,442,909,1782,4851,-85,-552,-1425,-4494,,
YKL023W,0,-1,2.778654805,2.021304096,358,5171,3465,2804,2241,-4813,-3107,-2446,-1883,,
YKR014C,-1,-1,2.774843392,2.025571282,359,371,591,2017,3338,-12,-232,-1658,-2979,,
YJR034W,1,1,2.772103452,1.713094829,360,4332,557,523,1456,-3972,-197,-163,-1096,,
YDR069C,-1,-1,2.770325876,1.418385928,361,274,3397,1342,1118,87,-3036,-981,-757,,
YOR131C,-1,-1,2.770147316,1.931583829,362,5139,469,1135,2012,-4777,-107,-773,-1650,,
YLR295C,-1,1,2.76991842,1.523497902,363,4892,240,442,1120,-4529,123,-79,-757,,
YIL070C,-1,-1,2.767405781,2.145069471,364,4930,656,213,357,-4566,-292,151,7,,
YDL224C,0,-1,2.766863248,1.992525839,365,3454,1621,4060,4113,-3089,-1256,-3695,-3748,,
YOR093C,0,-1,2.766326672,2.128229497,366,5755,3169,3124,1707,-5389,-2803,-2758,-1341,,
YIR037W,-1,-1,2.765775865,2.11339092,367,211,1592,1562,1434,156,-1225,-1195,-1067,,
YMR188C,-1,-1,2.765440385,1.877109139,368,6002,185,127,112,-5634,183,241,256,,
YDR353W,-1,-1,2.761103598,1.9912896,369,2513,1663,4518,5625,-2144,-1294,-4149,-5256,,
YPR133W-A,1,1,2.760714222,1.839776919,370,5955,5547,233,73,-5585,-5177,137,297,,
YJR077C,-1,-1,2.759110383,1.810988895,371,239,807,598,425,132,-436,-227,-54,,
YLR038C,1,1,2.758209092,1.792076518,372,4639,587,659,1780,-4267,-215,-287,-1408,,
YNL241C,-1,-1,2.757705239,1.785032099,373,969,1451,2917,1911,-596,-1078,-2544,-1538,,
YIR003W,-1,-1,2.757416579,1.767329427,374,5180,566,192,68,-4806,-192,182,306,,
YPR184W,-1,-1,2.755609176,1.767740031,375,373,4105,3566,1622,2,-3730,-3191,-1247,,
YJL057C,-1,-1,2.75400759,1.64805182,376,5899,2972,4393,3428,-5523,-2596,-4017,-3052,,
YGR028W,1,1,2.753323291,1.447815358,377,6071,556,310,228,-5694,-179,67,149,,
YLR461W,0,-1,2.751445985,2.465351246,378,5661,4732,4063,3958,-5283,-4354,-3685,-3580,,
YPL264C,0,-1,2.75141015,2.339302845,379,6029,3270,1402,1397,-5650,-2891,-1023,-1018,,
YML030W,-1,1,2.750960064,1.891215917,380,4787,58,262,527,-4407,322,118,-147,,
YHR048W,0,-1,2.750130192,2.111465505,381,3647,4810,2809,2928,-3266,-4429,-2428,-2547,,
YDL073W,0,-1,2.746276881,2.183572547,382,4959,2505,5046,4883,-4577,-2123,-4664,-4501,,
YMR089C,1,-1,2.741750461,1.909204929,383,4419,13,49,64,-4036,370,334,319,,
YER043C,0,-1,2.738843973,2.072115193,384,198,4134,4384,4005,186,-3750,-4000,-3621,,
YMR267W,-1,-1,2.738344771,1.871655114,385,4609,14,35,92,-4224,371,350,293,,
YPR166C,-1,-1,2.737872763,1.552014901,386,4870,220,432,1588,-4484,166,-46,-1202,,
YAL060W,-1,-1,2.736297191,1.84550595,387,412,1720,2334,1767,-25,-1333,-1947,-1380,,
YKL138C,-1,-1,2.735414178,1.649031473,388,6036,61,70,124,-5648,327,318,264,,
YFL028C,0,-1,2.734234837,2.213535214,389,3316,1214,2829,2863,-2927,-825,-2440,-2474,,
YHR190W,-1,-1,2.732084212,2.087235546,390,1204,847,607,595,-814,-457,-217,-205,,
YMR155W,0,-1,2.731924723,1.903969359,391,5790,984,1438,866,-5399,-593,-1047,-475,,
YML025C,-1,-1,2.729729584,1.789826754,392,4385,489,350,415,-3993,-97,42,-23,,
YJR044C,-1,-1,2.729227592,1.824722723,393,186,437,915,1005,207,-44,-522,-612,,
YOL108C,-1,-1,2.728306842,1.8780464,394,888,2415,2513,3646,-494,-2021,-2119,-3252,,
YJL137C,-1,-1,2.726538924,1.942094963,395,1664,1678,3256,2358,-1269,-1283,-2861,-1963,,
YIL087C,-1,-1,2.726358025,1.720061286,396,5481,1944,1431,679,-5085,-1548,-1035,-283,,
YML002W,0,-1,2.724619013,2.312235975,397,5387,3384,3712,3400,-4990,-2987,-3315,-3003,,
YBR024W,-1,1,2.723638608,1.878868801,398,322,850,631,785,76,-452,-233,-387,,
YFL014W,-1,-1,2.721612422,1.816456246,399,3578,4398,5269,5627,-3179,-3999,-4870,-5228,,
YLR395C,-1,-1,2.720483822,2.089921979,400,2253,738,573,995,-1853,-338,-173,-595,,
YLR211C,0,-1,2.719749569,2.140454391,401,4693,4093,4623,4281,-4292,-3692,-4222,-3880,,
YIR030C,0,-1,2.71856602,2.408321058,402,3404,3842,4428,4457,-3002,-3440,-4026,-4055,,
YHR162W,0,-1,2.716292183,2.307540741,403,4699,3716,2442,1472,-4296,-3313,-2039,-1069,,
YGR102C,0,-1,2.715895948,1.862810046,404,5515,2936,2160,1155,-5111,-2532,-1756,-751,,
YNL108C,0,-1,2.715349765,2.315596469,405,999,1311,1974,1943,-594,-906,-1569,-1538,,
YKL072W,0,-1,2.715337826,2.220109961,406,6027,4138,4276,4267,-5621,-3732,-3870,-3861,,
YDL124W,-1,-1,2.710361825,1.676669771,407,422,3727,5355,5483,-15,-3320,-4948,-5076,,
YJL180C,1,1,2.708232619,1.611748426,408,4372,9,174,747,-3964,399,234,-339,,
YIL125W,-1,-1,2.707561578,1.737580483,409,231,981,958,564,178,-572,-549,-155,,
YKL067W,-1,-1,2.706867252,1.497537273,410,135,264,841,2882,275,146,-431,-2472,,
YOR065W,-1,-1,2.705699604,1.92917114,411,157,392,553,446,254,19,-142,-35,,
YML028W,-1,-1,2.705325685,1.803430101,412,139,2353,1225,1304,273,-1941,-813,-892,,
YER064C,0,-1,2.705285183,1.958652083,413,2882,2691,2811,3650,-2469,-2278,-2398,-3237,,
YGL053W,-1,-1,2.704395025,1.679203653,414,564,2912,3775,2969,-150,-2498,-3361,-2555,,
YDR001C,-1,-1,2.704227687,1.538826153,415,129,3122,4174,1882,286,-2707,-3759,-1467,,
YNR045W,-1,-1,2.703104107,1.490171215,416,4661,297,437,464,-4245,119,-21,-48,,
YGR101W,1,1,2.702549195,1.979567793,417,49,215,224,157,368,202,193,260,,
YBR039W,-1,-1,2.702175934,1.721537753,418,4720,259,355,407,-4302,159,63,11,,
YMR256C,-1,-1,2.697672446,1.79147212,419,2490,2187,1003,935,-2071,-1768,-584,-516,,
YPR023C,-1,-1,2.696265857,1.55368624,420,229,245,1087,4925,191,175,-667,-4505,,
YKR085C,-1,-1,2.69594155,1.572266777,421,18,60,65,266,403,361,356,155,,
YNL045W,-1,-1,2.69571075,1.801675252,422,1003,470,1704,2323,-581,-48,-1282,-1901,,
YBR139W,-1,-1,2.695508495,1.340327615,423,78,1422,1667,1357,345,-999,-1244,-934,,
YNL160W,-1,-1,2.694191755,1.411357861,425,308,3567,5589,5260,117,-3142,-5164,-4835,,
YNL040W,0,-1,2.693320388,2.133788657,426,5069,1780,2290,1835,-4643,-1354,-1864,-1409,,
YFR003C,-1,-1,2.691856534,1.492623044,427,291,1649,2184,3507,136,-1222,-1757,-3080,,
YDR342C,-1,-1,2.690791638,1.940031177,428,1831,3220,4328,5598,-1403,-2792,-3900,-5170,,
YBL104C,0,-1,2.690169475,2.328821574,429,5418,2262,1000,700,-4989,-1833,-571,-271,,
YCL035C,-1,-1,2.686019632,1.467363651,430,194,2193,4332,5494,236,-1763,-3902,-5064,,
YDL022W,-1,-1,2.68578661,1.674518986,431,344,3147,4976,4564,87,-2716,-4545,-4133,,
YCR095C,0,-1,2.685122569,2.195446214,432,4965,3493,4526,2859,-4533,-3061,-4094,-2427,,
YBR025C,0,-1,2.680019412,2.303880356,433,5636,3721,1918,1474,-5203,-3288,-1485,-1041,,
YHR053C,0,-1,2.679936387,2.61348307,434,3789,4890,4391,4074,-3355,-4456,-3957,-3640,,
YGL187C,-1,-1,2.679600343,1.520421772,435,2538,450,758,1051,-2103,-15,-323,-616,,
YOR317W,-1,-1,2.677683953,1.734292006,436,6019,2291,4696,5401,-5583,-1855,-4260,-4965,,
YDR298C,-1,-1,2.676788552,1.532927468,437,6011,154,535,1036,-5574,283,-98,-599,,
YGR132C,1,1,2.67558987,1.470059123,438,5443,29,12,45,-5005,409,426,393,,
YER063W,-1,-1,2.672375685,1.540556326,439,1459,445,1141,2884,-1020,-6,-702,-2445,,
YHR138C,-1,-1,2.671035503,1.760517039,440,222,4140,4144,3414,218,-3700,-3704,-2974,,
YMR096W,0,-1,2.670791153,2.238542549,441,3119,5134,4964,4519,-2678,-4693,-4523,-4078,,
YDR178W,-1,-1,2.670645759,1.399369888,442,91,1092,873,633,351,-650,-431,-191,,
YLR422W,0,1,2.670056717,2.127715759,443,5818,2795,3356,2054,-5375,-2352,-2913,-1611,,
YBL045C,-1,1,2.669647926,1.616272262,444,199,286,504,424,245,158,-60,20,,
YPR021C,-1,-1,2.667649649,1.773044846,445,523,562,403,757,-78,-117,42,-312,,
YDL233W,0,-1,2.666481341,1.81756873,446,4948,2555,2975,1957,-4502,-2109,-2529,-1511,,
YMR225C,-1,-1,2.665065729,1.808885038,447,4601,205,179,177,-4154,242,268,270,,
YLR174W,-1,-1,2.66498552,1.635153829,448,604,3881,4544,1926,-156,-3433,-4096,-1478,,
YPL166W,0,1,2.660107733,1.763389097,449,2954,4742,3137,2147,-2505,-4293,-2688,-1698,,
YFR039C,0,-1,2.65996229,2.096414629,450,5682,1548,2420,3075,-5232,-1098,-1970,-2625,,
YKR017C,0,-1,2.658846209,1.846518709,451,5334,3523,3715,3258,-4883,-3072,-3264,-2807,,
YDR185C,0,1,2.656458679,2.298604444,452,5411,4792,1852,1014,-4959,-4340,-1400,-562,,
YKL193C,-1,-1,2.656137203,1.580575399,453,408,707,1920,2895,45,-254,-1467,-2442,,
YJL164C,-1,-1,2.654943524,1.709687397,454,96,1928,5365,5628,358,-1474,-4911,-5174,,
YFL027C,0,-1,2.652846183,2.124114088,455,2434,3390,2834,2003,-1979,-2935,-2379,-1548,,
YDL020C,-1,-1,2.652620041,1.598753627,456,462,2554,3530,4318,-6,-2098,-3074,-3862,,
YBR251W,-1,-1,2.649948588,1.382149498,457,5991,63,76,154,-5534,394,381,303,,
YFR014C,-1,-1,2.649629208,1.711359367,458,823,975,3054,4833,-365,-517,-2596,-4375,,
YKL145W,-1,-1,2.649535759,2.009939908,459,490,252,1422,5338,-31,207,-963,-4879,,
YDR405W,-1,-1,2.645857295,1.855440959,460,5554,784,216,174,-5094,-324,244,286,,
YGL068W,-1,-1,2.645704888,1.617515694,461,6069,168,121,127,-5608,293,340,334,,
YJL132W,0,-1,2.644155692,1.760450891,462,5423,1916,4170,2980,-4961,-1454,-3708,-2518,,
YGR174C,1,1,2.643453424,1.369937634,463,4931,207,450,622,-4468,256,13,-159,,
YFL034W,0,-1,2.643326079,1.80102668,464,5935,2864,706,800,-5471,-2400,-242,-336,,
YIL017C,-1,-1,2.642262977,1.598970669,465,446,5579,3936,2162,19,-5114,-3471,-1697,,
YER177W,-1,-1,2.641551806,1.954112683,466,2072,1660,2326,3020,-1606,-1194,-1860,-2554,,
YJL104W,1,1,2.63979574,1.58468659,467,6013,369,205,238,-5546,98,262,229,,
YIR036C,-1,-1,2.63929323,1.861473612,468,5534,1504,2201,2127,-5066,-1036,-1733,-1659,,
YLR104W,0,-1,2.638656323,2.110670467,469,6047,571,1187,1508,-5578,-102,-718,-1039,,
YMR024W,-1,-1,2.638495732,1.540466756,470,5114,3,7,110,-4644,467,463,360,,
YJR101W,-1,-1,2.637026072,1.6861291,471,5072,69,71,132,-4601,402,400,339,,
YJR102C,-1,-1,2.636417844,1.616984777,472,690,331,621,4131,-218,141,-149,-3659,,
YOR104W,0,-1,2.63569785,1.948042369,473,5352,3079,3025,1886,-4879,-2606,-2552,-1413,,
YBL041W,-1,-1,2.635695366,1.577654168,474,277,226,396,830,197,248,78,-356,,
YML091C,1,1,2.634487049,1.70459441,475,232,1301,679,399,243,-826,-204,76,,
YKL094W,-1,-1,2.634113104,1.389591892,476,4599,904,1190,1353,-4123,-428,-714,-877,,
YEL041W,-1,-1,2.633423092,1.554387064,477,2884,4083,2849,1695,-2407,-3606,-2372,-1218,,
YLR044C,-1,-1,2.632882817,1.84822656,478,2585,4031,3052,2400,-2107,-3553,-2574,-1922,,
YLL040C,-1,1,2.627631047,1.8352485,479,671,2825,5554,5499,-192,-2346,-5075,-5020,,
YJL020C,-1,-1,2.627353663,1.410580304,480,100,1861,1045,993,380,-1381,-565,-513,,
YNL070W,1,1,2.626843414,1.762254232,481,718,739,215,168,-237,-258,266,313,,
YPL154C,-1,-1,2.626653263,1.483023108,482,112,2856,5306,5306,370,-2374,-4824,-4824,,
YPL186C,-1,-1,2.624134594,1.56292186,483,6021,4578,4750,3595,-5538,-4095,-4267,-3112,,
YML068W,0,-1,2.622751654,1.954725462,484,821,2175,3800,3798,-337,-1691,-3316,-3314,,
YKL192C,-1,-1,2.622238695,1.576531034,485,255,528,223,108,230,-43,262,377,,
YOR285W,-1,-1,2.619503085,1.705362681,486,5242,2028,3176,5562,-4756,-1542,-2690,-5076,,
YLR178C,-1,-1,2.618824582,1.673047518,487,181,3576,5013,5025,306,-3089,-4526,-4538,,
YML008C,-1,-1,2.61840344,1.800863293,488,1699,1948,646,761,-1211,-1460,-158,-273,,
YPR011C,-1,-1,2.617399051,1.521103952,489,106,127,354,451,383,362,135,38,,
YPL041C,0,-1,2.613083341,2.130169338,490,2467,3605,720,1020,-1977,-3115,-230,-530,,
YGR031W,0,-1,2.612484575,1.918811738,491,5408,1551,1899,1046,-4917,-1060,-1408,-555,,
YDR347W,-1,-1,2.611659548,1.685045804,492,5255,101,170,135,-4763,391,322,357,,
YJL151C,-1,-1,2.609581943,1.544259695,493,4453,2678,1556,1446,-3960,-2185,-1063,-953,,
YDR268W,-1,-1,2.607816614,1.751050361,494,1045,134,299,358,-551,360,195,136,,
YKL195W,1,1,2.605325144,1.401139327,495,4791,84,23,86,-4296,411,472,409,,
YER163C,0,-1,2.602481776,1.87129986,496,4858,265,1013,2108,-4362,231,-517,-1612,,
YOR132W,-1,-1,2.601984934,1.46506157,497,258,532,1619,1976,239,-35,-1122,-1479,,
YDR276C,-1,-1,2.599162155,1.635508093,498,1825,3172,582,1138,-1327,-2674,-84,-640,,
YPR129W,0,-1,2.596183067,1.965411795,499,2666,129,950,2106,-2167,370,-451,-1607,,
YPL183W-A,-1,-1,2.593378748,1.432911887,500,4443,5537,458,181,-3943,-5037,42,319,,
YDR219C,1,1,2.592903563,1.382277106,501,57,1775,644,302,444,-1274,-143,199,,
YOL023W,-1,-1,2.592263941,1.469287928,502,4978,291,61,203,-4476,211,441,299,,
YKL013C,1,-1,2.590814508,1.55115923,503,160,780,54,11,343,-277,449,492,,
YLR356W,-1,1,2.585923665,1.509263399,504,5097,2068,838,322,-4593,-1564,-334,182,,
YNL004W,0,-1,2.585123143,2.21256717,505,2141,1863,4111,4866,-1636,-1358,-3606,-4361,,
YBR046C,-1,-1,2.584509113,1.666956786,506,5441,2827,3266,2786,-4935,-2321,-2760,-2280,,
YLR075W,-1,-1,2.583497791,1.841118011,507,3368,4715,5103,4888,-2861,-4208,-4596,-4381,,
YER158C,0,-1,2.583492171,2.055378628,508,5486,4321,4474,3145,-4978,-3813,-3966,-2637,,
YMR040W,-1,-1,2.582706525,2.089713055,509,4731,4544,4254,2832,-4222,-4035,-3745,-2323,,
YNR036C,-1,-1,2.580656595,1.453651345,510,5098,108,528,1867,-4588,402,-18,-1357,,
YNL051W,-1,-1,2.580377164,1.443904124,511,126,68,524,4771,385,443,-13,-4260,,
YHL021C,-1,1,2.579851982,1.397286069,512,5736,3418,788,309,-5224,-2906,-276,203,,
YMR244W,0,-1,2.579762346,2.521323968,513,4454,5496,1400,1318,-3941,-4983,-887,-805,,
YGR112W,1,1,2.579645862,1.518514058,514,305,315,494,511,209,199,20,3,,
YNR022C,-1,-1,2.579416687,1.466507563,515,5747,104,164,226,-5232,411,351,289,,
YMR262W,-1,-1,2.579351114,1.78806659,516,4451,3113,4593,2996,-3935,-2597,-4077,-2480,,
YEL049W,0,-1,2.577683074,2.186973086,517,5042,5099,3188,3237,-4525,-4582,-2671,-2720,,
YDR214W,-1,-1,2.575539888,1.915356916,518,2130,1399,1369,1194,-1612,-881,-851,-676,,
YNL131W,1,1,2.574704932,1.517614108,519,4258,71,84,201,-3739,448,435,318,,
YER107C,0,-1,2.573029292,2.068548895,520,2008,589,1602,3037,-1488,-69,-1082,-2517,,
YNL183C,-1,-1,2.570905044,1.466059058,521,171,133,1196,4411,350,388,-675,-3890,,
YKR023W,0,-1,2.569798818,2.016978308,522,4838,2702,4827,4375,-4316,-2180,-4305,-3853,,
YDL004W,-1,-1,2.568318418,1.428409686,523,5449,247,490,1325,-4926,276,33,-802,,
YGR167W,-1,-1,2.567794118,1.656719374,524,4650,151,861,1908,-4126,373,-337,-1384,,
YKR043C,0,-1,2.566316277,1.974190541,525,4533,3873,4163,2661,-4008,-3348,-3638,-2136,,
YMR139W,-1,-1,2.565337804,1.448251772,526,122,524,2576,3862,404,2,-2050,-3336,,
YHR113W,-1,-1,2.562456691,1.486117585,527,159,643,2016,2406,368,-116,-1489,-1879,,
YKL180W,-1,-1,2.562160445,1.86894887,528,2586,4640,2369,5711,-2058,-4112,-1841,-5183,,
YJL105W,0,-1,2.561245688,2.07504014,529,4746,4488,2769,2923,-4217,-3959,-2240,-2394,,
YNL185C,-1,-1,2.560981297,1.628504987,530,5332,167,37,74,-4802,363,493,456,,
YIL089W,0,-1,2.560585678,2.014261333,531,4895,3686,2505,3079,-4364,-3155,-1974,-2548,,
YER150W,-1,-1,2.559547191,1.81837108,532,4795,4844,5727,5703,-4263,-4312,-5195,-5171,,
YKL188C,-1,-1,2.558435587,1.345888136,533,417,4008,5231,3841,116,-3475,-4698,-3308,,
YPR045C,0,-1,2.55841711,2.117399006,534,5493,3414,2179,2722,-4959,-2880,-1645,-2188,,
YOL096C,-1,-1,2.557417974,1.564615931,535,395,152,389,818,140,383,146,-283,,
YIL051C,1,-1,2.556560992,1.577099412,536,27,2731,1127,1331,509,-2195,-591,-795,,
YDR079W,1,1,2.556096172,1.845687022,537,4310,660,484,807,-3773,-123,53,-270,,
