Gene,Anno,NN,SPELL,MEFIT,bioPIXIE,NN_SPELL Diff,NN_MEFIT_Diff,NN_bioPIXIE_Diff
YDL140C,-/-,0.724328859,0.353379549,0.020543406,0.001036448,0.37094931,0.703785453,0.352343101
YDR432W,-/-,0.819966443,0.426516464,0.117296223,0.155467266,0.393449978,0.70267022,0.271049199
YNL117W,-/-,0.928691275,0.2,0.226419262,0.083088616,0.728691275,0.702272013,0.116911384
YNL329C,-/-,0.86442953,0.940034662,0.162359178,0.8452237,-0.075605132,0.702070352,0.094810962
YGL063W,-/-,0.701174497,0.173136915,,0.819657972,0.528037582,0.701174497,-0.646521057
YLL043W,-/-,0.70033557,0.814384749,,0.894109518,-0.114049178,0.70033557,-0.079724769
YAL031C,-/-,0.698825503,0.594800693,,0.61185006,0.10402481,0.698825503,-0.017049367
YDR330W,-/-,0.900167785,0.641941075,0.20212061,0.629296942,0.258226711,0.698047176,0.012644132
YML029W,-/-,0.697483221,0.639861352,,0.756434617,0.05762187,0.697483221,-0.116573266
YNL094W,-/-,0.703691275,0.759272097,0.006406008,0.293142166,-0.055580822,0.697285267,0.466129931
YOR301W,-/-,0.696979866,0.331369151,,0.382449473,0.365610715,0.696979866,-0.051080322
YGL206C,-/-,0.968959732,0.559618718,0.272807599,0.754879945,0.409341014,0.696152133,-0.195261227
YOR109W,-/-,0.695469799,0.825476603,,0.377612714,-0.130006804,0.695469799,0.447863889
YER073W,-/-,0.695134228,0.143327556,,0.881499395,0.551806672,0.695134228,-0.738171839
YDL160C,-/-,0.694798658,0.363778163,,0.14130247,0.331020495,0.694798658,0.222475693
YOL051W,-/-,0.694295302,0.80797227,,0.031611677,-0.113676968,0.694295302,0.776360593
YER024W,-/-,0.69261745,0.402599653,,0.591293833,0.290017796,0.69261745,-0.18869418
YLL019C,-/-,0.93204698,0.717504333,0.239452176,0.20141648,0.214542647,0.692594804,0.516087853
YBR132C,-/-,0.868120805,0.391854419,0.176275679,0.447054759,0.476266386,0.691845126,-0.05520034
YGR192C,-/-,0.860234899,0.308665511,0.16854429,0.738642253,0.551569388,0.69169061,-0.429976741
YER065C,-/-,0.691275168,0.339168111,,0.49507687,0.352107057,0.691275168,-0.155908759
YGR056W,-/-,0.689765101,0.395493934,,0.292105718,0.294271167,0.689765101,0.103388216
YMR013C,-/-,0.686073826,0.467244367,,0.785973398,0.218829458,0.686073826,-0.31872903
YNL236W,-/-,0.685738255,0.741074523,,0.025392987,-0.055336268,0.685738255,0.715681537
YOL013C,-/-,0.906040268,0.882842288,0.222001325,0.708757989,0.023197981,0.684038943,0.174084298
YER061C,-/-,0.683892617,0.382149047,,0.733287269,0.301743571,0.683892617,-0.351138222
YAL002W,-/-,0.682885906,0.399480069,,0.476075315,0.283405837,0.682885906,-0.076595246
YMR140W,-/-,0.682718121,0.444194107,,0.629815167,0.238524013,0.682718121,-0.185621059
YIL017C,-/-,0.846979866,0.039341421,0.166777115,0.630678874,0.807638445,0.680202751,-0.591337453
YMR313C,-/-,0.679865772,0.617677643,,0.727068578,0.062188129,0.679865772,-0.109390935
YKL034W,-/-,0.693959732,0.820623917,0.015241882,0.301088271,-0.126664185,0.67871785,0.519535646
YIL122W,-/-,0.678020134,0.226863085,,0.460528589,0.451157049,0.678020134,-0.233665504
YHR086W,-/-,0.9,0.727036395,0.225093881,0.210917257,0.172963605,0.674906119,0.516119138
YER123W,-/-,0.67466443,0.766897747,,0.293833132,-0.092233317,0.67466443,0.473064615
YGR211W,-/-,0.682214765,0.156325823,0.007952286,0.763171532,0.525888942,0.674262479,-0.606845709
YDR421W,-/-,0.787751678,0.428422877,0.114424564,0.214890309,0.359328801,0.673327114,0.213532568
YLR381W,-/-,0.820134228,0.493934142,0.14755909,0.711867335,0.326200086,0.672575138,-0.217933192
YNL014W,-/-,0.67147651,0.07660312,,0.430989808,0.59487339,0.67147651,-0.354386689
YNL020C,-/-,0.670973154,0.541941075,,0.990326481,0.12903208,0.670973154,-0.448385407
YGR254W,-/-,0.808892617,0.348526863,0.138502319,0.768871999,0.460365754,0.670390298,-0.420345136
YOR025W,-/-,0.669798658,0.756325823,,0.36983935,-0.086527166,0.669798658,0.386486473
YOR363C,-/-,0.817114094,0.447140381,0.148663574,0.597512524,0.369973713,0.66845052,-0.150372142
YNL071W,-/-,0.966946309,0.866204506,0.298873426,0.87718086,0.100741803,0.668072883,-0.010976354
YIR002C,-/-,0.784899329,0.710398614,0.11751712,0.248056659,0.074500715,0.667382209,0.462341954
YDR244W,-/-,0.780536913,0.528422877,0.113540976,0.687683538,0.252114036,0.666995936,-0.159260661
YJL094C,-/-,0.771812081,0.410051993,0.105146896,0.246847469,0.361760087,0.666665184,0.163204524
YHR178W,-/-,0.666107383,0.711438475,,0.201934704,-0.045331092,0.666107383,0.509503771
YGL126W,-/-,0.731375839,0.379029463,0.066931743,0.466747279,0.352346376,0.664444096,-0.087717817
YNR002C,-/-,0.760067114,0.233275563,0.095648332,0.494040421,0.526791551,0.664418782,-0.260764858
YDL145C,-/-,0.755201342,0.635181976,0.091009499,0.254620833,0.120019367,0.664191844,0.380561143
YJL076W,-/-,0.677684564,0.548353553,0.014137398,0.103817585,0.129331011,0.663547166,0.444535968
YCR042C,-/-,0.662919463,0.637435009,,0.147002937,0.025484454,0.662919463,0.490432072
YBR049C,-/-,0.780033557,0.684055459,0.117958913,0.209535326,0.095978098,0.662074644,0.474520134
YCL005W-A,-/-,0.661409396,0.028596187,,0.565555364,0.632813209,0.661409396,-0.536959176
YGR227W,-/-,0.749832215,0.622010399,0.08880053,0.739678701,0.127821816,0.661031685,-0.117668302
YLR377C,-/-,0.737416107,0.23847487,0.077092998,0.458801175,0.498941237,0.66032311,-0.220326305
YMR214W,-/-,0.658053691,0.597227036,,0.840732424,0.060826655,0.658053691,-0.243505387
YBR294W,-/-,0.657718121,0.086308492,,0.25306616,0.571409629,0.657718121,-0.166757668
YIL120W,-/-,0.742114094,0.264644714,0.086370665,0.28623251,0.47746938,0.655743429,-0.021587796
YKR031C,-/-,0.91761745,0.678162912,0.263750828,0.465019865,0.239454538,0.653866621,0.213143046
YBR240C,-/-,0.652516779,0.150086655,,0.264812576,0.502430123,0.652516779,-0.11472592
YGR212W,-/-,0.654026846,0.25372617,0.003313453,0.516496804,0.400300676,0.650713393,-0.262770634
YBR111W-A,-/-,0.649832215,0.029116118,,0.383485922,0.620716097,0.649832215,-0.354369804
YGL142C,-/-,0.883221477,0.660311958,0.233929755,0.095180515,0.222909518,0.649291722,0.565131444
YGR010W,-/-,0.904530201,0.612998267,0.255798542,0.645880117,0.291531934,0.648731659,-0.032881851
YDR135C,-/-,0.844127517,0.205372617,0.195493704,0.284505096,0.6387549,0.648633812,-0.079132479
YIL014W,-/-,0.702684564,0.611438475,0.056107798,0.440145103,0.091246089,0.646576766,0.171293372
YHR034C,-/-,0.936577181,0.545580589,0.290258449,0.62895146,0.390996592,0.646318732,-0.08337087
YJR078W,-/-,0.649496644,0.201906412,0.005301524,0.133010883,0.447590232,0.64419512,0.06889553
YGL240W,-/-,0.709563758,0.134142114,0.066710846,0.05769563,0.575421644,0.642852912,0.076446485
YKL108W,-/-,0.642281879,0.246967071,,0.259112109,0.395314808,0.642281879,-0.012145038
YFL031W,-/-,0.641610738,0.20034662,,0.466401797,0.441264118,0.641610738,-0.266055176
YDL017W,-/-,0.810234899,0.433622184,0.16920698,0.076006219,0.376612716,0.641027919,0.357615965
YPL154C,-/-,0.954530201,0.505199307,0.315661586,0.082570392,0.449330895,0.638868615,0.422628915
YDL224C,-/-,0.638758389,0.719237435,,0.288478148,-0.080479046,0.638758389,0.430759287
YEL060C,-/-,0.665436242,0.381802426,0.028053899,0.768181033,0.283633815,0.637382343,-0.386378607
YJL222W,-/-,0.659899329,0.340207972,0.023194168,0.345828295,0.319691357,0.636705161,-0.005620323
YOR137C,-/-,0.636073826,0.439514731,,0.53929867,0.196559094,0.636073826,-0.099783939
YLR386W,-/-,0.772651007,0.801733102,0.137397835,0.926066678,-0.029082096,0.635253172,-0.124333576
YBL105C,-/-,0.728187919,0.76915078,0.09299757,0.766971843,-0.04096286,0.635190349,0.002178937
YOR081C,-/-,0.634899329,0.555459272,,0.167213681,0.079440057,0.634899329,0.388245591
YEL041W,-/-,0.634060403,0.29254766,,0.707376058,0.341512742,0.634060403,-0.414828398
YOR245C,-/-,0.866442953,0.756845754,0.232383477,0.699775436,0.109597199,0.634059476,0.057070318
YOR080W,-/-,0.633724832,0.727209705,,0.302815685,-0.093484873,0.633724832,0.42439402
YJL062W,-/-,0.753355705,0.925823224,0.120830572,0.622214545,-0.172467519,0.632525133,0.303608679
YCR028C,-/-,0.63204698,0.205199307,,0.836068406,0.426847673,0.63204698,-0.630869099
YIL123W,-/-,0.789765101,0.388561525,0.159266622,0.854206253,0.401203576,0.630498478,-0.465644728
YOL156W,-/-,0.630033557,0.065857886,,0.225254794,0.564175671,0.630033557,-0.159396908
YGL116W,-/-,0.731040268,0.558232236,0.10139165,0.125755744,0.172808033,0.629648618,0.432476492
YHR164C,-/-,0.673489933,0.255805893,0.044179368,0.839177751,0.41768404,0.629310565,-0.583371858
YLR427W,-/-,0.628187919,0.657538995,,0.598030748,-0.029351075,0.628187919,0.059508247
YNL049C,-/-,0.628020134,0.87712305,,0.27638625,-0.249102916,0.628020134,0.6007368
YLR144C,-/-,0.76761745,0.883708839,0.139606804,0.560891346,-0.116091389,0.628010646,0.322817493
YJL127C,-/-,0.627516779,0.157192374,,0.826049404,0.470324404,0.627516779,-0.66885703
YDR252W,-/-,0.627348993,0.446620451,,0.613922957,0.180728543,0.627348993,-0.167302507
YJR094C,-/-,0.627013423,0.14627383,,0.381240283,0.480739593,0.627013423,-0.234966453
YPR042C,-/-,0.862416107,0.369844021,0.23569693,0.651753325,0.492572087,0.626719178,-0.281909304
YNL118C,-/-,0.704026846,0.875389948,0.077534791,0.619968907,-0.171363102,0.626492054,0.255421041
YMR322C,-/-,0.626342282,0.066377816,,0.351183279,0.559964466,0.626342282,-0.284805462
YDR038C,-/-,0.625671141,0.226169844,,0.084125065,0.399501297,0.625671141,0.142044779
YCR014C,-/-,0.62533557,0.392720971,,0.421834514,0.2326146,0.62533557,-0.029113543
YBR035C,-/-,0.956040268,0.829462738,0.332007952,0.510450855,0.12657753,0.624032316,0.319011883
YEL032W,-/-,0.622986577,0.409012132,,0.193988599,0.213974445,0.622986577,0.215023533
YJL052W,-/-,0.890436242,0.319930676,0.267947868,0.769390223,0.570505566,0.622488373,-0.449459547
YMR165C,-/-,0.622483221,0.319757366,,0.616859561,0.302725856,0.622483221,-0.297102196
YER105C,-/-,0.75033557,0.842980936,0.128120168,0.107617896,-0.092645365,0.622215403,0.73536304
YGR122W,-/-,0.621812081,0.410571924,,0.664190707,0.211240157,0.621812081,-0.253618783
YCL014W,-/-,0.621644295,0.278162912,,0.291587494,0.343481384,0.621644295,-0.013424582
YBR126C,-/-,0.723825503,0.621663778,0.102275237,0.811193643,0.102161725,0.621550266,-0.189529865
YLL024C,-/-,0.78204698,0.498786828,0.160592004,0.72240456,0.283260151,0.621454976,-0.223617732
YBR202W,-/-,0.645973154,0.555979203,0.024519549,0.87959924,0.089993952,0.621453605,-0.323620037
YCR018C,-/-,0.619966443,0.050953206,,0.40663327,0.569013237,0.619966443,-0.355680064
YPL110C,-/-,0.618120805,0.559792028,,0.599067196,0.058328778,0.618120805,-0.039275169
YLR207W,-/-,0.61795302,0.772790295,,0.199170841,-0.154837274,0.61795302,0.573619453
YDR481C,-/-,0.748322148,0.668804159,0.130550033,0.081188461,0.079517988,0.617772115,0.587615699
YHR174W,-/-,0.855033557,0.280069324,0.237464104,0.73950596,0.574964233,0.617569453,-0.459436635
YHR074W,-/-,0.847315436,0.833448873,0.229953612,0.49749525,0.013866563,0.617361825,0.335953624
YFR034C,-/-,0.61442953,0.159618718,,0.369493868,0.454810813,0.61442953,-0.20987515
YAL020C,-/-,0.69614094,0.309878683,0.083719903,0.77768181,0.386262257,0.612421037,-0.467803127
YHR172W,-/-,0.611073826,0.245060659,,0.321644498,0.366013167,0.611073826,-0.07658384
YGR013W,-/-,0.61090604,0.619930676,,0.110381759,-0.009024636,0.61090604,0.509548917
YNL159C,-/-,0.812751678,0.842114385,0.203225094,0.760753153,-0.029362707,0.609526584,0.081361232
YIL173W,-/-,0.609395973,0.064471404,,0.167386423,0.544924569,0.609395973,-0.102915019
YPR093C,-/-,0.631543624,0.341421144,0.022310581,0.747797547,0.29012248,0.609233043,-0.406376403
YEL063C,-/-,0.607214765,0.487868284,,0.015546727,0.119346481,0.607214765,0.472321558
YHL028W,-/-,0.606543624,0.279029463,,0.704439454,0.327514161,0.606543624,-0.425409991
YDR407C,-/-,0.651342282,0.737088388,0.045504749,0.105717741,-0.085746106,0.605837533,0.631370648
YER013W,-/-,0.605704698,0.511091854,,0.225945759,0.094612844,0.605704698,0.285146095
YNL332W,-/-,0.604865772,0.074003466,,0.311452755,0.530862306,0.604865772,-0.237449289
YMR037C,-/-,0.79966443,0.793934142,0.195051911,0.113836587,0.005730287,0.604612519,0.680097555
YNL239W,-/-,0.915604027,0.872270364,0.311022752,0.889618241,0.043333663,0.604581274,-0.017347878
YLR189C,-/-,0.604530201,0.654592721,,0.499913629,-0.05006252,0.604530201,0.154679092
YDR141C,-/-,0.603355705,0.566724437,,0.638452237,0.036631268,0.603355705,-0.0717278
YBL084C,-/-,0.603187919,0.187868284,,0.865434445,0.415319635,0.603187919,-0.67756616
YDR123C,-/-,0.602516779,0.247660312,,0.052513387,0.354856467,0.602516779,0.195146924
YOR084W,-/-,0.880536913,0.465684575,0.27833002,0.897046122,0.414852337,0.602206893,-0.431361547
YMR161W,-/-,0.602013423,0.702253033,,0.55899119,-0.10023961,0.602013423,0.143261843
YIL129C,-/-,0.757550336,0.390814558,0.155732273,0.285541544,0.366735778,0.601818063,0.105273014
YCL010C,-/-,0.601342282,0.27677643,,0.718776991,0.324565852,0.601342282,-0.442000561
YOR267C,-/-,0.685234899,0.618024263,0.0839408,0.19657972,0.067210636,0.6012941,0.421444543
YOR299W,-/-,0.601174497,0.729636049,,0.710830886,-0.128461552,0.601174497,0.018805162
YLR398C,-/-,0.754362416,0.835355286,0.153523305,0.448782173,-0.08099287,0.600839111,0.386573113
YGL207W,-/-,0.923489933,0.890294627,0.322951182,0.002763862,0.033195306,0.600538751,0.887530765
YFR027W,-/-,0.802181208,0.221317158,0.2027833,0.250302297,0.58086405,0.599397908,-0.02898514
YOR018W,-/-,0.598489933,0.592720971,,0.657108309,0.005768962,0.598489933,-0.064387338
YLR219W,-/-,0.937080537,0.658232236,0.338855754,0.65728105,0.278848301,0.598224783,0.000951185
YMR296C,-/-,0.862751678,0.430329289,0.2657389,0.85869753,0.432422388,0.597012778,-0.42836824
YPL119C,-/-,0.596979866,0.260138648,,0.265676283,0.336841218,0.596979866,-0.005537634
YPL233W,-/-,0.631040268,0.240034662,0.034459907,0.41647953,0.391005606,0.596580361,-0.176444868
YNL172W,-/-,0.595973154,0.453379549,,0.350837796,0.142593605,0.595973154,0.102541754
YBR193C,-/-,0.968120805,0.766377816,0.373315662,0.877871826,0.201742989,0.594805144,-0.11149401
YBR058C-A,-/-,0.887080537,0.036048527,0.292688315,0.517015029,0.85103201,0.594392222,-0.480966502
YDL128W,-/-,0.871979866,0.637088388,0.278109123,0.069960269,0.234891478,0.593870743,0.567128119
YDR545W,-/-,0.593456376,0.091161179,,0.327863189,0.502295197,0.593456376,-0.23670201
YDL185W,-/-,0.893288591,0.539168111,0.29997791,0.507514251,0.35412048,0.59331068,0.03165386
YCR039C,-/-,0.592785235,0.076256499,,0.161685956,0.516528736,0.592785235,-0.085429457
YHR186C,-/-,0.599496644,0.624783362,0.008173183,0.735360166,-0.025286718,0.591323461,-0.110576804
YNL074C,-/-,0.591275168,0.603986135,,0.632579029,-0.012710967,0.591275168,-0.028592894
YKL086W,-/-,0.879194631,0.082668977,0.288270378,0.672827777,0.796525653,0.590924253,-0.590158799
YKR067W,-/-,0.944630872,0.740554593,0.35387674,0.181205735,0.20407628,0.590754133,0.559348858
YOR156C,-/-,0.590436242,0.221837088,,0.524097426,0.368599153,0.590436242,-0.302260338
YER020W,-/-,0.842114094,0.400693241,0.251822399,0.583865953,0.441420853,0.590291695,-0.183172712
YBR086C,-/-,0.758724832,0.537435009,0.168986083,0.807393332,0.221289824,0.589738749,-0.269958324
YHR111W,-/-,0.629362416,0.797400347,0.041086812,0.80342028,-0.168037931,0.588275604,-0.006019933
YIL073C,-/-,0.587248322,0.224783362,,0.454655381,0.36246496,0.587248322,-0.229872019
YDR335W,-/-,0.75738255,0.713171577,0.170532361,0.582656763,0.044210973,0.586850189,0.130514814
YGL166W,-/-,0.586744966,0.347660312,,0.18310589,0.239084654,0.586744966,0.164554421
YMR198W,-/-,0.586241611,0.541074523,,0.928485058,0.045167087,0.586241611,-0.387410534
YNL268W,-/-,0.598322148,0.608665511,0.012812017,0.158403869,-0.010343364,0.585510131,0.450261642
YML049C,-/-,0.583557047,0.695493934,,0.197270686,-0.111936887,0.583557047,0.498223248
YML015C,-/-,0.592449664,0.385441941,0.009498564,0.134565555,0.207007723,0.5829511,0.250876386
YDR216W,-/-,0.862919463,0.297053726,0.280097195,0.751943341,0.565865737,0.582822268,-0.454889615
YPR111W,-/-,0.745637584,0.60017331,0.163242766,0.453446191,0.145464274,0.582394818,0.146727119
YHR072W-A,-/-,0.865436242,0.033102253,0.28318975,0.542062532,0.832333989,0.582246491,-0.508960279
YIL048W,-/-,0.636744966,0.697573657,0.05456152,0.116427708,-0.06082869,0.582183447,0.581145949
YGR113W,-/-,0.620973154,0.484228769,0.038877844,0.255311798,0.136744385,0.58209531,0.228916971
YGR140W,-/-,0.61057047,0.305372617,0.02937928,0.070823977,0.305197853,0.58119119,0.23454864
YGL150C,-/-,0.761073826,0.809185442,0.180472719,0.780445673,-0.048111616,0.580601106,0.028739769
YLR466W,-/-,0.580536913,0.417677643,,0.308688893,0.16285927,0.580536913,0.10898875
YPL045W,-/-,0.579530201,0.643500867,,0.218172396,-0.063970665,0.579530201,0.425328471
YBR289W,-/-,0.67533557,0.718890815,0.096752816,0.883917775,-0.043555244,0.578582754,-0.165026961
YDL077C,-/-,0.852348993,0.402079723,0.274574774,0.76783555,0.450269271,0.57777422,-0.365755827
YBR298C,-/-,0.823489933,0.263604853,0.245858184,0.028156849,0.55988508,0.577631749,0.235448003
YGL167C,-/-,0.786577181,0.512824957,0.209631102,0.429435136,0.273752225,0.576946079,0.083389821
YLR438C-A,-/-,0.966442953,0.03864818,0.389662028,0.217999655,0.927794773,0.576780925,-0.179351474
YDR310C,-/-,0.576510067,0.576429809,,0.925721195,8.02578E-05,0.576510067,-0.349291386
YNL339C,-/-,0.575503356,0.276429809,,0.287787183,0.299073546,0.575503356,-0.011357373
YKR046C,-/-,0.861409396,0.608318891,0.286503203,0.896527898,0.253090505,0.574906193,-0.288209007
YPL006W,-/-,0.831040268,0.408838821,0.256461233,0.28260494,0.422201447,0.574579036,0.126233881
YMR137C,-/-,0.573993289,0.403466205,,0.586111591,0.170527084,0.573993289,-0.182645386
YDR439W,-/-,0.582550336,0.225996534,0.008614977,0.215235792,0.356553802,0.573935359,0.010760742
YOL011W,-/-,0.572986577,0.341767764,,0.447572983,0.231218813,0.572986577,-0.105805219
YOL065C,-/-,0.839261745,0.745580589,0.267064281,0.347382968,0.093681156,0.572197464,0.398197622
YPR081C,-/-,0.645134228,0.904159445,0.073337751,0.615995854,-0.259025217,0.571796477,0.288163591
YMR164C,-/-,0.571644295,0.496533795,,0.122300916,0.0751105,0.571644295,0.37423288
YKL165C,-/-,0.847986577,0.342287695,0.277004639,0.778891,0.505698882,0.570981938,-0.436603305
YBR136W,-/-,0.570637584,0.13084922,,0.909483503,0.439788364,0.570637584,-0.778634283
YKL178C,-/-,0.569127517,0.091681109,,0.182069442,0.477446408,0.569127517,-0.090388333
YNR032C-A,-/-,0.932550336,0.040207972,0.363817097,0.525306616,0.892342363,0.568733238,-0.485098644
YJL128C,-/-,0.689261745,0.610571924,0.120609675,0.777336328,0.078689821,0.56865207,-0.166764404
YMR280C,-/-,0.823322148,0.204332756,0.254694058,0.500604595,0.618989392,0.56862809,-0.296271839
YOR100C,-/-,0.568120805,0.101906412,,0.655899119,0.466214393,0.568120805,-0.553992707
YDR254W,-/-,0.675,0.467590988,0.106914071,0.713249266,0.207409012,0.568085929,-0.245658278
YBR050C,-/-,0.646812081,0.26117851,0.081510934,0.416134047,0.385633571,0.565301146,-0.154955538
YKR061W,-/-,0.565268456,0.16932409,,0.772845051,0.395944366,0.565268456,-0.603520961
YGR296W,-/-,0.56442953,0.067937608,,0.32803593,0.496491922,0.56442953,-0.260098322
YMR213W,-/-,0.563422819,0.442287695,,0.11919157,0.121135124,0.563422819,0.323096125
YGR044C,-/-,0.934731544,0.480242634,0.371769384,0.81447573,0.454488909,0.56296216,-0.334233096
YPL231W,-/-,0.904026846,0.154246101,0.341064723,0.668854724,0.749780745,0.562962123,-0.514608624
YFL013C,-/-,0.565939597,0.509185442,0.003534349,0.157021938,0.056754155,0.562405248,0.352163504
YDR480W,-/-,0.807550336,0.474696707,0.245416391,0.610468129,0.332853628,0.562133945,-0.135771422
YKL093W,-/-,0.561744966,0.414384749,,0.782345828,0.147360218,0.561744966,-0.36796108
YGL229C,-/-,0.572483221,0.46187175,0.011707533,0.204871308,0.110611471,0.560775689,0.257000443
YBR097W,-/-,0.835402685,0.337088388,0.27479567,0.842978062,0.498314296,0.560607014,-0.505889674
YER087C-B,-/-,0.913926174,0.034315425,0.353434946,0.314907583,0.87961075,0.560491229,-0.280592159
YJL073W,-/-,0.619630872,0.659098787,0.060746631,0.854551736,-0.039467914,0.558884241,-0.195452949
YBR089C-A,-/-,0.977013423,0.040901213,0.418378617,0.284332354,0.93611221,0.558634806,-0.243431141
YDR411C,-/-,0.556711409,0.733275563,,0.754016238,-0.176564154,0.556711409,-0.020740674
YMR119W,-/-,0.818959732,0.932409012,0.262425447,0.708412506,-0.113449281,0.556534284,0.223996506
