Gene,Original Label,Modern Label,Mito Localized,Confidence,Background Confidence,AG Rank,CellCompOutput Rank,ST Rank,SPELL Rank,MEFIT Rank,bioPIXIE Rank
YMR207C,-1,-1,1,5.606133111936604,5.60180990693355,309,3919,2295,4030.0,2748,1110
YPL154C,0,-1,1,5.604003822732115,5.145429877294587,310,482,112,2856.0,5306,5306
YOR017W,0,0,1,5.599910993775921,5.486692355461335,311,2997,369,371.0,645,468
YOR176W,0,0,1,5.598845833075974,5.372055433984278,312,1526,3008,842.0,686,417
YBR221C,0,0,1,5.596988396730252,5.628129638850101,313,1617,1261,164.0,284,442
YIR038C,0,0,1,5.590885758399964,5.330112540913665,314,737,427,2664.0,5116,5477
YGR257C,-1,-1,1,5.5762781468694085,5.77772124226885,315,562,1886,588.0,551,390
YBR227C,0,1,1,5.5636212176191595,5.668563185426335,316,2751,5337,412.0,559,355
YPL063W,1,1,1,5.557934402705667,5.7157975803493,317,1294,4851,313.0,144,72
YFL046W,0,1,1,5.557801176687914,5.7415210083070525,318,124,4994,1549.0,1078,1101
YBL095W,0,0,1,5.545132258695042,5.557135409234237,319,176,4798,1940.0,1884,1539
YMR282C,-1,-1,1,5.531039973218998,5.293527667502462,320,1000,5812,435.0,163,197
YKL007W,-1,-1,-1,5.524989946159774,5.175748114542608,321,646,165,439.0,52,30
YIL155C,0,0,1,5.521726457658642,4.839865238175581,322,1744,4538,1570.0,1477,771
YKR049C,0,0,1,5.51582888928716,5.263567133815824,323,882,4796,2429.0,1553,1199
YKL137W,1,1,1,5.513863669005696,4.5478081056146324,324,104,4758,142.0,261,862
YMR257C,0,1,1,5.512751607837792,5.70320018862146,325,1912,5375,885.0,776,483
YDR194C,-1,-1,1,5.5116390054097435,5.7021529915770115,326,1393,4995,145.0,3,93
YDR376W,-1,-1,1,5.508033322003073,5.025480071870699,327,2792,954,466.0,556,334
YDR316W,0,0,1,5.499011892758443,5.7891866388964415,328,879,5827,130.0,69,195
YPL183W-A,-1,-1,1,5.495224711423862,4.975310254152906,329,500,4443,5537.0,458,181
YLR390W,0,0,1,5.494473828527028,5.830927097668605,330,598,241,358.0,218,213
YER017C,1,1,1,5.488682884656026,5.500095484359577,331,1924,4684,323.0,99,48
YJR085C,0,0,1,5.485810789519442,5.072658961592206,332,32,5701,2080.0,1967,1594
YDL029W,1,1,1,5.482452300137389,4.399586962809937,333,2707,20,544.0,56,4
YCR028C-A,1,1,1,5.47500011235654,5.323905049653058,334,3709,3,5546.0,512,171
YNL066W,1,1,-1,5.46391361416457,4.598260990601003,335,3941,23,3818.0,4212,1857
YJL151C,0,-1,-1,5.458716519578489,5.333196892395299,336,493,4453,2678.0,1556,1446
YJL200C,-1,-1,1,5.456129831468273,5.2146226549295145,337,2907,4497,4237.0,1262,739
YBR291C,-1,-1,1,5.4515673721621845,5.63393051624637,338,1734,5147,3987.0,1119,474
YDR322C-A,-1,1,1,5.450833941648106,5.614246173032402,339,1418,5485,5501.0,1090,534
YER078C,0,0,1,5.44985471442788,5.271248794315415,340,2473,1540,658.0,546,389
YMR145C,-1,0,1,5.44874759205801,5.720455792484702,341,1933,1839,1095.0,1184,898
YMR115W,-1,-1,1,5.436314505731274,5.1741098207961755,342,1638,5519,337.0,406,311
YGL211W,-1,-1,1,5.434563303422072,5.220923046236173,343,5201,3609,3825.0,1210,487
YPL134C,0,-1,1,5.432694931943973,5.431707616939214,344,727,5992,678.0,603,381
YPL040C,-1,-1,1,5.429510293606513,5.43672341910008,345,677,206,181.0,296,431
YIL093C,-1,-1,1,5.424859069778535,5.527228636897315,346,920,5393,651.0,161,247
YKL046C,0,0,-1,5.416371869469831,5.663664865360466,347,3348,2659,386.0,1658,2166
YKL155C,-1,-1,1,5.409462348429742,5.472797122329949,348,1652,4553,231.0,204,658
YNL083W,-1,-1,1,5.408643925975183,5.010550298954701,349,2894,368,417.0,454,345
YDL044C,-1,-1,1,5.3861646880646665,4.84848358483111,350,1202,2199,1044.0,636,436
YEL040W,0,0,-1,5.381538646128363,4.870760628349876,351,4160,2852,4350.0,5267,4499
YPR002W,-1,-1,1,5.377141017399862,5.306263642076338,352,1998,3636,2786.0,376,284
YGL256W,0,0,1,5.3722231673623275,5.31724856467388,353,2208,2466,3748.0,1684,1209
YER073W,0,0,1,5.366617491145334,5.681990777291329,354,3817,3283,4946.0,1166,686
YDL120W,-1,-1,1,5.363869875491022,5.382513977866831,355,1484,1240,200.0,357,382
YOR205C,-1,-1,1,5.363450704220527,5.097535880651097,356,1832,4907,1615.0,761,521
YIR024C,0,1,1,5.360945693033184,5.3061989390201605,357,261,4667,1276.0,392,374
YGL018C,-1,-1,1,5.359805753844941,5.817363596320085,358,745,2868,2784.0,632,335
YOR037W,1,1,1,5.352769948051361,5.029598486703666,359,3337,516,961.0,391,383
YNR041C,-1,-1,1,5.351669559221782,5.062287800352938,360,2770,410,192.0,412,372
YDR019C,0,0,1,5.344088631475757,5.859990704112699,361,2406,3015,2652.0,2448,1470
YCR079W,1,1,1,5.342852011412203,5.337667403282305,362,2148,2182,1524.0,1063,486
YPL222W,0,0,1,5.342313944936513,5.194959918109077,363,237,4514,2689.0,1348,917
YBL080C,-1,-1,1,5.341981155429772,5.165034815674709,364,1182,5,2922.0,444,406
YKL065C,0,0,-1,5.339590690806954,4.929281873958238,365,713,4674,2237.0,4112,3612
YLR283W,0,0,1,5.339098924648262,4.899217481913442,366,720,5958,1755.0,678,418
YGR222W,-1,-1,1,5.337960821425844,5.275721796845468,367,1083,707,398.0,445,517
YNL131W,1,1,1,5.337168248827586,4.202888352875517,368,519,4258,71.0,84,201
YKL040C,-1,-1,1,5.329189949406835,5.495859914730424,369,2878,3374,802.0,1645,4125
YER061C,-1,-1,1,5.327536576522324,5.522707978886262,370,1434,2623,3566.0,1765,1538
YOR297C,1,1,1,5.317466374999749,5.112455845862017,371,1676,4631,630.0,89,29
YML086C,-1,-1,1,5.307564731129629,5.678743686134432,372,1753,5674,1225.0,692,337
YMR098C,1,1,1,5.300979577138753,4.82606863605679,373,3309,5968,43.0,6,83
YPL168W,0,0,1,5.296444311827242,4.928904868111613,374,2164,4376,1715.0,783,363
YLR348C,-1,-1,1,5.2915604400063705,6.355502153347847,375,2491,5404,1078.0,287,189
YDR276C,-1,-1,-1,5.289343847486073,5.515895230490841,376,498,1825,3172.0,582,1138
YBR085W,-1,-1,1,5.28537732255673,5.288947844722501,377,4372,3747,2097.0,1978,1153
YIL114C,-1,-1,1,5.278029947223778,5.604876230910725,378,2552,5355,3358.0,744,297
YBL013W,-1,-1,1,5.2701094043469,5.423100418500867,379,5024,3401,5270.0,435,577
YOR326W,1,1,-1,5.269387853716662,4.426113631701982,380,4029,1967,1514.0,373,488
YGR150C,0,1,1,5.254860740935731,4.986206837761031,381,167,5879,1794.0,531,376
YPL262W,-1,-1,1,5.253947352220912,4.941775658151659,382,2947,5378,356.0,319,332
YOL043C,-1,-1,1,5.2489730419513,5.025956529078948,383,2821,2234,2045.0,1456,1332
YGL006W,-1,-1,-1,5.246549528515981,4.786170473538333,384,559,607,2919.0,2263,1504
YKR087C,-1,1,1,5.240259133413167,5.370889801128151,385,2539,1504,282.0,939,1074
YJL198W,-1,-1,-1,5.234246030182182,3.91719015808656,386,5273,426,4419.0,5523,4962
YFR011C,0,1,1,5.234042447484182,6.099201271518036,387,56,4871,229.0,338,674
YLR340W,-1,-1,-1,5.232590383755233,4.836262035586781,388,626,1180,4818.0,4103,3318
YHR199C,0,0,1,5.229718339657355,5.301978138093982,389,123,4444,1161.0,1121,1038
YGR012W,0,0,1,5.228854214359901,5.254423740183634,390,2979,5053,1201.0,1657,1207
YLR091W,0,1,1,5.226316514843238,5.408328033079922,391,1600,4802,2409.0,833,319
YFL027C,0,0,-1,5.224401844475797,5.16041689190429,392,455,2434,3390.0,2834,2003
YOR285W,0,0,1,5.223766805882939,5.253663048369865,393,486,5242,2028.0,3176,5562
YIL042C,-1,1,1,5.218783424286071,5.435286633250917,394,1296,2463,2198.0,569,457
YJL133W,-1,-1,1,5.201999183186514,5.194728488869361,395,3670,6065,2935.0,2307,1215
YGL064C,-1,-1,1,5.201324121680802,5.404855432656789,396,1548,937,1585.0,768,469
YNR040W,-1,1,1,5.199869249395268,4.912723584744551,397,1571,4917,441.0,217,153
YDR405W,-1,-1,1,5.1997880036245565,5.624136821700824,398,460,5554,784.0,216,174
YPR149W,0,-1,1,5.198345055837117,4.509199347164852,399,260,622,3053.0,4664,4808
YMR060C,1,1,1,5.194669632140748,4.85886920117819,400,716,17,361.0,87,71
YDR125C,0,-1,1,5.193977239603054,4.964114351809545,401,5389,2743,4690.0,2241,2177
YNL063W,-1,-1,1,5.193753809986,5.591854760040607,402,3892,6007,937.0,1571,1234
YPL004C,-1,-1,1,5.188930938343802,4.61836688581309,403,218,5656,1159.0,2105,1965
YDR036C,-1,-1,1,5.17472292777307,5.704476345954654,404,2562,5945,74.0,464,493
YHR026W,-1,-1,-1,5.173110124593723,5.108581004153098,405,2580,1578,2733.0,1238,1184
YCR024C,-1,-1,1,5.170641142451121,5.400709434699795,406,1050,1286,196.0,297,432
YGL107C,-1,-1,1,5.170605880057741,5.220645174090387,407,868,5849,59.0,62,211
YMR056C,-1,-1,1,5.169320042261821,5.43927489044293,408,2544,5609,1381.0,979,471
YCL017C,-1,-1,1,5.168726164423777,4.98027714596704,409,4151,4285,1064.0,1568,1206
YCL044C,-1,-1,1,5.159190324966065,5.910912640906808,410,1706,15,2102.0,2451,1562
YLR369W,-1,-1,1,5.158257133946448,5.045490079186221,411,3031,689,2117.0,945,459
YBR003W,-1,-1,1,5.158052050424907,5.121921192244588,412,2039,5600,332.0,265,216
YIL034C,-1,-1,-1,5.156609384242646,4.624110438630064,413,1099,4359,971.0,104,32
YHR162W,0,-1,1,5.156306982040405,5.39420664774775,414,403,4699,3716.0,2442,1472
YPL060W,-1,-1,1,5.153590371508798,5.005321817164726,415,901,5240,3104.0,880,340
YPL252C,-1,0,1,5.151040157158218,5.153860022249639,416,2995,1667,752.0,509,253
YJL209W,-1,-1,1,5.150900080532371,4.785870362330197,417,3114,1197,940.0,772,498
YDR430C,0,-1,1,5.149062689192995,5.907026215834179,418,2231,5276,994.0,91,46
YPR001W,-1,-1,1,5.14408013206756,5.511897999750926,419,4095,1558,4661.0,5430,5074
YLR253W,0,1,1,5.1402708027891055,5.25155196844447,420,60,5620,99.0,66,188
YPL172C,-1,0,1,5.139351470027855,5.372988912448501,421,1068,4822,54.0,45,81
YHR003C,-1,-1,1,5.137710005847993,5.237270994624865,422,4115,5943,782.0,595,465
YEL006W,0,0,1,5.131969493306325,5.3660460766870886,423,2348,3771,3677.0,2395,1136
YBL059W,0,0,1,5.1245593689159,5.237280761991107,424,58,4546,396.0,293,325
YOR196C,-1,-1,1,5.118942766846297,5.151703038473894,425,1984,2417,699.0,649,352
YOL004W,-1,-1,-1,5.106906930843513,4.9594951676906645,426,1516,192,1810.0,1042,477
YLR093C,-1,-1,-1,5.101768953357628,4.553587118285858,427,565,767,1224.0,767,1033
YPL104W,-1,-1,1,5.10082744409938,5.15884358320919,428,873,5793,16.0,27,166
YMR003W,0,0,1,5.089434342469998,5.600915617082858,429,238,5479,825.0,139,63
YBR163W,0,1,1,5.089043554431664,4.90743973526406,430,1265,4523,1456.0,520,200
YKR070W,0,-1,1,5.081223981823036,5.7002224613819905,431,888,4909,290.0,1034,1125
YGR171C,-1,-1,1,5.078210482340373,5.1624055210645,432,1451,5275,141.0,249,481
YIR003W,0,-1,-1,5.073042426994461,4.779013356489043,433,374,5180,566.0,192,68
YHR120W,1,1,1,5.06826009007985,5.086194491594284,434,5041,24,3958.0,2446,1294
YKR052C,-1,-1,1,5.0614892537008505,4.855398308375597,435,1104,4293,2788.0,2014,1626
YMR066W,0,-1,1,5.0583103616794425,4.9856214689075316,436,709,5765,2690.0,777,328
YAL053W,-1,-1,-1,5.055024409008597,4.890537188987871,437,5237,3020,4473.0,1946,1625
YGL255W,-1,-1,-1,5.054566883041473,5.239695631834686,438,4692,3839,5102.0,5560,4514
YMR092C,-1,-1,-1,5.0534198601802665,4.930001915277175,439,931,574,334.0,146,23
YIL031W,-1,-1,-1,5.050882292364886,5.181714845785957,440,4420,3582,3522.0,481,347
YBR200W,-1,-1,1,5.04748415554355,4.4926047802714235,441,1419,1661,2494.0,374,393
YCR021C,-1,0,-1,5.03868469720829,5.37177363413134,442,1258,3459,5257.0,2135,1758
YNL111C,-1,-1,-1,5.036071619587744,4.39200969563954,443,4044,1913,2349.0,668,660
YPL270W,-1,-1,1,5.034231862622107,4.682257368064106,444,1764,662,186.0,472,375
YMR097C,0,-1,1,5.014000546432541,5.055695731108098,445,1721,2724,1500.0,1112,546
YML128C,-1,-1,1,5.007254448479521,4.860444057840145,446,546,153,4147.0,4145,2875
YDR332W,0,1,1,5.002968931626417,5.0526287010429565,447,4678,5915,3260.0,1207,523
YBL057C,-1,-1,1,4.996959047403164,5.182360603253078,448,4045,5023,324.0,359,268
YDR492W,-1,-1,-1,4.984098655734948,4.422663788307653,449,5089,646,5287.0,1676,1252
YKL157W,0,0,1,4.982293064722758,4.506954390636819,450,2147,987,1620.0,1664,856
YBR187W,0,-1,-1,4.976106757889251,4.026360893319837,451,5080,5562,3724.0,1146,832
YPL188W,-1,-1,1,4.975862051912411,4.886302971298763,452,1518,2564,1770.0,1578,713
YHL018W,0,0,1,4.9734460665080364,4.997019247802214,453,4510,5022,5209.0,1863,1210
YER048W-A,0,0,1,4.966720184166275,4.915436931728323,454,1492,77,5562.0,727,313
YDR129C,-1,-1,-1,4.963433111142256,4.85290231640995,455,933,5612,1652.0,102,8
YAL005C,1,1,-1,4.960939682172444,4.79301350602458,456,752,5971,3589.0,2256,1497
YLR393W,1,1,1,4.95153638559901,5.019055942472401,457,2374,3250,4339.0,829,301
YGR096W,-1,-1,1,4.950419147571404,5.084836202879084,458,4711,3122,3974.0,1858,1663
YGR015C,0,-1,1,4.946571988259961,5.117339665800265,459,630,5746,2231.0,1397,1061
YLR414C,0,0,-1,4.944914720015611,4.801567926316595,460,1188,4664,3949.0,5647,5225
YMR287C,-1,-1,1,4.942568290019464,4.869151773054076,461,1897,1510,1338.0,725,438
YFR044C,0,0,1,4.933609741890502,5.2462388401154865,462,2129,1953,1668.0,1021,563
YER014W,0,0,1,4.9244206023073485,5.0581330979063575,463,4644,3547,1317.0,1849,1107
YDL033C,-1,-1,1,4.922104555689646,5.39478221917532,464,2222,3376,1960.0,438,346
YMR059W,-1,-1,1,4.916627538418341,4.939006813463611,465,5026,4860,1783.0,941,484
YML018C,0,0,-1,4.9107974921157975,4.5973083833663235,466,4073,4975,3994.0,5204,4410
YDR032C,0,0,1,4.906666226729661,4.683552410900508,467,263,4527,2165.0,3930,2389
YOL044W,-1,-1,-1,4.903789977113644,4.524700956502428,468,1517,140,2823.0,4494,4274
YKL162C,0,0,1,4.893231523964933,4.576335247567204,469,87,5187,2716.0,1433,930
YMR301C,-1,-1,1,4.891845136702417,4.484211219075031,470,3840,1092,3156.0,1164,499
YPR028W,0,-1,-1,4.888071295743931,4.973953187163464,471,600,457,1637.0,1444,4015
YHR007C,-1,-1,-1,4.884099513258852,4.770161150863226,472,3489,3972,4674.0,567,408
YOR334W,-1,-1,1,4.87594313928467,5.209096217085978,473,2560,4539,1118.0,688,327
YDL178W,0,0,1,4.874027818976762,4.924441550304044,474,2085,4529,64.0,117,147
YBR001C,0,0,1,4.8734857654143235,3.973582798274061,475,3044,576,1453.0,1378,733
YLR029C,0,-1,-1,4.873109485753282,4.282240472171227,476,771,393,4846.0,4379,5508
YGR191W,-1,-1,-1,4.865433927960025,4.535340676177364,477,1578,1054,3935.0,5682,5079
YGR235C,-1,1,1,4.8621828256252995,5.008332255134716,478,1738,5743,916.0,273,155
YNL239W,0,-1,1,4.8610828725877635,5.139053738039832,479,1539,319,737.0,1052,642
YHL015W,-1,-1,-1,4.859478408169603,4.480787995955579,480,987,2407,4749.0,3640,5393
YBL098W,0,0,1,4.85403529612604,5.112704927041008,481,3272,3852,1653.0,1650,1044
YBR084W,0,0,1,4.849270967309346,4.624504113203399,482,3575,1064,4197.0,968,410
YPL173W,-1,-1,1,4.847166586778835,4.089661096583507,483,157,4628,124.0,245,1378
YML028W,-1,-1,-1,4.842487415867652,4.692324682419175,484,412,139,2353.0,1225,1304
YDL119C,0,-1,1,4.84179089312068,4.866524463614069,485,2586,2878,2072.0,1929,1108
YKL011C,-1,1,1,4.829506351562317,4.533655129844736,486,2338,1855,1088.0,360,161
YLR105C,-1,-1,1,4.828483465188992,4.800143753729868,487,4721,5506,1416.0,682,400
YGL085W,0,0,1,4.824882578350113,4.675078105326202,488,2456,5512,349.0,1251,1250
YJL177W,0,-1,-1,4.823659808782047,4.187700972459515,489,834,991,4633.0,2847,5645
YBR036C,-1,-1,-1,4.821561932920695,4.5332931193189125,490,3209,811,1023.0,828,891
YLR059C,1,1,1,4.818127552192368,4.896992641393804,491,1644,6034,1269.0,100,36
YDL054C,0,0,-1,4.818028886874993,4.383495784021485,492,3096,2813,2256.0,3595,4319
YDL025C,-1,-1,-1,4.815001551084176,4.082656751770224,493,654,4413,3583.0,5417,5111
YJL136C,-1,-1,-1,4.81145620007001,4.416362269299982,494,945,1860,4734.0,2759,5024
YDR185C,0,1,1,4.802674304939316,5.311458088101719,495,452,5411,4792.0,1852,1014
YLR206W,-1,-1,-1,4.800150761347331,4.065261189658491,496,1502,1173,1358.0,242,80
YBR005W,0,0,-1,4.793071962937623,4.969265846524266,497,896,1679,4430.0,5501,4308
YJL208C,-1,-1,1,4.790110044136733,4.7938902487680375,498,3242,1456,1604.0,538,308
YKL080W,-1,-1,-1,4.787091886212012,4.76758066978845,499,2904,1327,1391.0,3185,5292
YML081C-A,-1,1,1,4.784827629249253,4.824803308849989,500,1349,5215,5552.0,1733,919
YKL027W,0,-1,1,4.77819971133492,5.141525761270224,501,4385,5558,2601.0,681,336
YLR188W,0,0,1,4.777595519305703,4.8410031556987105,502,3752,3013,1314.0,1279,1205
YDR538W,0,0,1,4.777296856491866,5.37341662929298,503,5299,3913,3262.0,2444,1487
YCR088W,-1,-1,-1,4.77658685738455,4.823541992545195,504,1564,1231,546.0,107,1
YNL138W,-1,1,-1,4.774012636995601,4.793718037299297,505,2470,5029,517.0,95,33
YJR045C,1,1,1,4.767917396601089,3.946058118077584,506,234,5888,221.0,206,576
YOL101C,-1,-1,-1,4.759412732666838,4.434981074460963,507,4707,4031,4986.0,1898,1015
YDL204W,0,-1,-1,4.754972382398423,4.49768235477025,508,232,4565,4597.0,5675,5078
YMR177W,-1,-1,1,4.753113749498379,5.003376867404665,509,3917,4154,3659.0,1674,1208
YKL055C,-1,-1,1,4.752818723638614,4.988020455186525,510,4230,3848,4675.0,1764,1132
YOR367W,-1,-1,-1,4.748205223126326,3.928721162307671,511,3308,1031,262.0,44,21
YOR042W,0,-1,-1,4.733854133211924,3.7837961837063303,512,28,4282,156.0,944,1637
YGR080W,-1,-1,-1,4.725510190346998,4.236156140045998,513,758,5769,1435.0,149,43
YOL129W,-1,-1,1,4.713088004888888,4.021043160242551,514,3282,195,603.0,1700,1802
YER019C-A,0,0,-1,4.711740894231967,4.223323080273539,515,1121,1005,4096.0,1948,4852
YNL256W,0,0,1,4.709601639630552,4.516941639327834,516,5093,936,4108.0,2209,1122
YGL123W,-1,-1,-1,4.699772707716433,4.093934864744155,517,833,245,5025.0,4281,5372
YLR355C,1,1,1,4.694541756978292,3.8309954515000957,518,2106,33,4831.0,4360,1774
YER149C,-1,-1,-1,4.681882593446149,4.004383191707811,519,3030,1638,3445.0,321,298
YFL036W,1,1,1,4.677355390108988,4.313196746670585,520,296,10,697.0,260,671
YHR147C,-1,-1,1,4.661177513128269,4.192561153313984,521,73,5211,20.0,116,988
YKL064W,-1,-1,-1,4.65931607292084,4.244270489780604,522,849,1585,1129.0,1893,1579
YAR027W,0,0,-1,4.657559937345767,4.390492669138647,523,650,4271,2465.0,3547,2611
YMR022W,-1,-1,-1,4.652360378268236,4.504964951374953,524,1107,894,675.0,2112,4428
YNL336W,0,-1,-1,4.652255909885475,4.238829639654853,525,566,6073,2750.0,3545,3790
YOR008C,-1,-1,-1,4.649440759313321,4.927246711097539,526,1505,2790,581.0,1606,3723
YNL160W,0,0,-1,4.64509248162458,3.996512665636442,527,425,308,3567.0,5589,5260
YCL043C,-1,-1,-1,4.639985067758731,4.655029042518731,528,2463,503,2832.0,1423,982
YNR035C,1,-1,-1,4.6387412540926904,4.33288608366303,529,2110,72,387.0,58,12
YOR096W,-1,-1,-1,4.63476251850942,4.268984412519547,530,1133,1004,4603.0,2453,5635
YER050C,-1,-1,1,4.629123904034049,4.138066569624231,531,125,4827,294.0,525,1589
YDR166C,-1,-1,-1,4.624922381903597,4.5575769609264,532,1375,3062,2435.0,3609,3994
YGR244C,-1,-1,1,4.621199389417728,4.478458406878148,533,1857,1272,1221.0,1148,664
YGR086C,-1,-1,1,4.615702714927182,3.872995991775254,534,202,728,2828.0,2149,1597
YMR217W,0,0,-1,4.609199638852102,3.7132885909291207,535,831,86,4988.0,5029,4104
YPL098C,1,1,1,4.599949563691716,3.6508563244298746,536,595,53,135.0,483,4847
YLR304C,1,1,1,4.594411824991603,4.190000905933521,537,313,54,405.0,732,1084
YBR241C,0,-1,-1,4.588246186871729,3.810166530066097,538,2496,4509,3898.0,5104,4123
YPR183W,-1,-1,1,4.5865744138192275,4.9249821758848125,539,1166,4576,1839.0,606,741
YKL141W,-1,1,1,4.586534523856854,4.229196432168744,540,299,609,191.0,548,1274
YOR356W,-1,-1,1,4.584382078604784,5.198856698632963,541,1504,1462,253.0,255,317
YHL038C,-1,-1,1,4.580741362657376,4.92103906941598,542,3578,2123,2506.0,818,420
YBR296C,-1,-1,-1,4.57936753983983,4.604697360574544,543,2946,4244,5421.0,5541,5065
YBR072W,-1,-1,1,4.576946292094842,4.679580996932858,544,573,1278,4861.0,4720,2998
YKL094W,0,-1,1,4.574924864811812,4.031020959731194,545,476,4599,904.0,1190,1353
YMR023C,-1,-1,1,4.573790199742346,4.6078727013368646,546,1885,4640,427.0,594,531
YLR139C,-1,-1,1,4.572348665334507,4.962384317375979,547,3907,2551,1302.0,691,312
YMR214W,-1,-1,-1,4.57069834906184,4.737884509583358,548,3710,3150,2325.0,576,921
YJL159W,0,0,-1,4.570678925799752,4.310435648750545,549,1126,418,3667.0,1958,1977
YHR155W,0,-1,1,4.56662236002391,4.551919958926313,550,554,5368,2772.0,1453,1062
YLR056W,-1,-1,-1,4.547849592156039,3.982848601654409,551,1623,976,4632.0,474,321
YPL005W,0,-1,1,4.547561891778501,4.611439734433268,552,3576,2022,4379.0,2396,1016
YOR234C,0,-1,-1,4.540400170459005,3.780588620943897,553,1640,400,4293.0,3682,5666
YOR357C,-1,-1,-1,4.540299291382293,4.198162124871395,554,1157,1523,701.0,492,910
YGL103W,0,-1,-1,4.539920234751558,4.218317428397592,555,664,1746,4725.0,3827,5472
YPR116W,0,1,1,4.537924842920132,4.806682028924203,556,4566,4432,5335.0,2845,1047
YKL180W,0,-1,-1,4.535362449948659,4.162658196264614,557,528,2586,4640.0,2369,5711
YDL072C,0,0,-1,4.535288164001739,2.876198272360242,558,1150,4820,1972.0,1377,1222
YLR342W,-1,-1,1,4.53413288054352,4.433045225121911,559,1787,2003,3304.0,836,810
YGL020C,1,1,1,4.531861033625232,3.9512847730920986,560,1684,71,776.0,669,1030
YCL040W,-1,-1,1,4.529002042587646,3.5219404173180338,561,781,117,3359.0,4951,3608
YPL083C,-1,-1,1,4.520481522211772,4.4009015044907756,562,2282,4386,1174.0,740,338
YNL084C,-1,-1,-1,4.512651489523357,3.6873008408551935,563,1009,178,160.0,600,1216
YKL056C,-1,-1,1,4.512494037608187,3.776072477016646,564,1180,2907,4362.0,1550,1794
YDL022W,-1,-1,1,4.51172545355951,4.287659146092193,565,431,344,3147.0,4976,4564
YOR152C,0,0,-1,4.505047490675293,4.173707046340572,566,301,5763,3666.0,5170,4893
YLR190W,1,1,1,4.505032317367142,4.254424524098815,567,1291,3197,2361.0,946,960
YPL029W,-1,1,1,4.498735844018217,4.554534807850672,568,3501,1259,425.0,210,179
YDR065W,-1,1,1,4.492517229325757,4.431066965745724,569,2739,2584,3308.0,1833,1013
YPR166C,-1,-1,1,4.490376876499838,3.5150524552119298,570,386,4870,220.0,432,1588
