Gene,Original Label,Modern Label,Mito Localized,Confidence,Background Confidence,AG bioProcOnly Rank,AG AllTerm Rank,AG Local,AG bioPIXIE,ST Rank,SPELL Rank,MEFIT Rank,bioPIXIE Rank,,
YCR024C,-1,-1,1,2.047523769,1.618909831,3751,1050,406,305,1286,196,297,432,,
YHL004W,-1,-1,1,5.164283139,3.772254893,492,312,132,306,5499,73,34,69,,
YDL104C,0,-1,1,4.615014655,4.465966743,841,1969,261,307,5164,1018,554,296,,
YPL072W,-1,-1,1,4.649959777,4.830934731,812,1560,303,308,4577,650,341,452,,
YIL070C,-1,-1,1,5.304600048,4.109074735,417,364,101,309,4930,656,213,357,,
YLR337C,-1,-1,-1,1.349997351,0.931819701,4657,3060,573,310,4818,5565,105,3,,
YER182W,0,0,1,5.300787862,5.578805933,422,83,253,311,5756,298,349,639,,
YNR035C,1,-1,-1,2.784989954,1.684056282,2625,2110,529,312,72,387,58,12,,
YEL040W,0,0,-1,3.765067895,1.859703421,1645,4160,351,313,2852,4350,5267,4499,,
YPR002W,-1,-1,1,1.567666391,1.23712244,4440,1998,352,314,3636,2786,376,284,,
YFR011C,0,1,1,3.539030419,3.50462594,1825,56,387,315,4871,229,338,674,,
YML086C,-1,-1,1,2.232137322,1.772378241,3482,1753,372,316,5674,1225,692,337,,
YER069W,0,0,1,1.417354366,1.27772865,4601,4394,298,317,2318,4129,1855,1496,,
YGR207C,0,0,1,4.689345413,4.664713725,778,2509,243,318,5047,230,394,675,,
YNL037C,-1,-1,1,4.192066573,4.182155213,1254,356,274,319,359,224,270,123,,
YMR302C,1,1,1,4.450631482,2.879527067,1011,687,112,320,21,140,142,77,,
YMR188C,-1,-1,1,4.396271866,3.062730452,1060,368,130,321,6002,185,127,112,,
YGR062C,1,1,1,4.504283037,3.13602291,952,351,160,322,5037,871,214,214,,
YLR340W,-1,-1,-1,5.569648247,3.68965518,308,626,388,323,1180,4818,4103,3318,,
YMR257C,0,1,1,2.357318095,1.983365516,3286,1912,325,324,5375,885,776,483,,
YOR205C,-1,-1,1,1.573881389,0.804835404,4429,1832,356,325,4907,1615,761,521,,
YGR235C,-1,1,1,1.823388967,1.312490053,4114,1738,478,326,5743,916,273,155,,
YOR221C,-1,-1,1,4.933209427,5.180351745,621,2022,267,327,1560,1017,794,402,,
YEL006W,0,0,1,2.902583544,2.524991825,2463,2348,423,328,3771,3677,2395,1136,,
YGR244C,-1,-1,1,1.624240874,0.42455921,4345,1857,533,329,1272,1221,1148,664,,
YMR115W,-1,-1,1,1.920998415,0.890745111,3985,1638,342,331,5519,337,406,311,,
YJL151C,0,-1,-1,4.43126995,3.43815289,1032,493,336,332,4453,2678,1556,1446,,
YGL085W,0,0,1,1.513535712,0.545727995,4498,2456,488,333,5512,349,1251,1250,,
YLR395C,-1,-1,1,4.494793112,4.018440819,959,400,186,334,2253,738,573,995,,
YHR120W,1,1,1,5.211440611,3.765206554,465,5041,434,335,24,3958,2446,1294,,
YOR226C,-1,-1,1,2.141899934,2.016187291,3611,2799,285,336,3881,4222,2890,1348,,
YBR085W,-1,-1,1,2.645042817,1.254263675,2837,4372,377,337,3747,2097,1978,1153,,
YML028W,-1,-1,-1,4.833234428,4.042925336,684,412,484,338,139,2353,1225,1304,,
YHL038C,-1,-1,1,1.307724968,0.931067675,4713,3578,542,339,2123,2506,818,420,,
YOL096C,0,0,1,3.964881353,2.36219638,1471,535,284,340,395,152,389,818,,
YMR189W,0,0,1,2.677544654,2.85798119,2786,2748,178,341,3484,3217,2892,1572,,
YOR022C,-1,-1,1,4.729666641,4.601443577,752,2534,300,342,4706,2843,2350,1181,,
YDL044C,-1,-1,1,1.771489988,0.329079695,4174,1202,350,343,2199,1044,636,436,,
YHR037W,0,0,1,4.875905975,4.340656355,656,1350,287,344,802,462,639,467,,
YBR296C,-1,-1,-1,3.439694319,3.786048744,1918,2946,543,345,4244,5421,5541,5065,,
YKL040C,-1,-1,1,3.512152903,4.168536872,1852,2878,369,346,3374,802,1645,4125,,
YNL256W,0,0,1,1.451578939,0.594280822,4567,5093,516,347,936,4108,2209,1122,,
YJL112W,1,1,1,4.757629272,3.839310772,730,807,288,348,55,116,48,27,,
YIR024C,0,1,1,1.716501717,0.753576654,4233,261,357,349,4667,1276,392,374,,
YDL025C,-1,-1,-1,3.384190402,1.414792185,1969,654,493,350,4413,3583,5417,5111,,
YGL020C,1,1,1,4.583322952,2.737019896,873,1684,560,351,71,776,669,1030,,
YNL305C,0,0,1,3.479496718,1.265354366,1878,314,811,352,4384,1745,4062,3482,,
YPL069C,-1,-1,1,0.742357868,0.039925766,5098,4280,624,353,2708,2331,820,364,,
YFL046W,0,1,1,2.532664577,2.172137532,3016,124,318,354,4994,1549,1078,1101,,
YLR093C,-1,-1,-1,3.716906788,2.580817013,1682,565,427,355,767,1224,767,1033,,
YNR045W,0,-1,1,4.118768879,2.762843829,1327,416,263,356,4661,297,437,464,,
YLR072W,0,-1,1,3.640136418,3.682692425,1726,854,241,357,4438,1291,834,421,,
YOR236W,0,0,1,2.842793933,1.89900084,2542,2977,268,358,3050,2578,919,582,,
YGR257C,-1,-1,1,3.364529259,3.037213684,1997,562,315,359,1886,588,551,390,,
YNR041C,-1,-1,1,5.075513598,4.648595972,538,2770,360,360,410,192,412,372,,
YMR287C,-1,-1,1,1.876592707,0.784165724,4038,1897,461,361,1510,1338,725,438,,
YGL180W,-1,1,-1,3.310607917,2.181742061,2052,2864,588,362,219,5053,5630,5226,,
YDR376W,-1,-1,1,4.563851718,4.496437531,885,2792,327,363,954,466,556,334,,
YOL042W,-1,-1,1,4.70557525,4.474554196,764,3838,304,364,5376,956,596,350,,
YBR003W,-1,-1,1,4.398566726,5.021353422,1055,2039,412,365,5600,332,265,216,,
YGL064C,-1,-1,1,1.717455631,1.312853747,4231,1548,396,366,937,1585,768,469,,
YFL027C,0,0,-1,4.357306887,3.860673338,1109,455,392,367,2434,3390,2834,2003,,
YPR001W,-1,-1,1,1.561034918,1.625404873,4446,4095,419,368,1558,4661,5430,5074,,
YML128C,-1,-1,1,4.189442846,2.967004287,1257,546,446,369,153,4147,4145,2875,,
YOL027C,1,1,1,4.371392646,3.380645116,1081,722,189,370,2121,426,640,466,,
YJL133W,-1,-1,1,1.449172013,0.777094431,4568,3670,395,371,6065,2935,2307,1215,,
YDL067C,-1,-1,1,3.391921338,2.933515131,1959,775,258,372,499,860,1006,997,,
YDL178W,0,0,1,1.138868643,0.756498392,4880,2085,474,373,4529,64,117,147,,
YKL011C,-1,1,1,1.590411909,0.569912522,4391,2338,486,374,1855,1088,360,161,,
YDR125C,0,-1,1,4.764233268,4.604240896,727,5389,401,375,2743,4690,2241,2177,,
YDR036C,-1,-1,1,2.756881711,2.861153893,2672,2562,404,376,5945,74,464,493,,
YKL065C,0,0,-1,3.920159683,2.211643168,1512,713,365,377,4674,2237,4112,3612,,
YOR017W,0,0,1,4.557153048,4.431724161,895,2997,311,378,369,371,645,468,,
YHR003C,-1,-1,1,2.288019292,1.705507605,3393,4115,422,379,5943,782,595,465,,
YDR322W,-1,1,1,4.096051801,3.160242513,1344,550,191,380,5652,37,75,125,,
YKR087C,-1,1,1,2.227017746,1.478697691,3492,2539,385,381,1504,282,939,1074,,
YPL262W,-1,-1,1,5.104421931,5.779429571,524,2947,382,382,5378,356,319,332,,
YPL173W,-1,-1,1,4.545520046,2.892625651,909,157,483,383,4628,124,245,1378,,
YIL155C,0,0,1,5.169154709,4.884364773,486,1744,322,384,4538,1570,1477,771,,
YER078C,0,0,1,4.208056999,4.62502659,1238,2473,340,385,1540,658,546,389,,
YOR065W,-1,-1,1,4.470872384,3.902800842,985,411,278,386,157,392,553,446,,
YNL111C,-1,-1,-1,4.13056433,2.770419965,1306,4044,443,387,1913,2349,668,660,,
YBR163W,0,1,1,1.910670232,0.966380468,3995,1265,430,388,4523,1456,520,200,,
YKL046C,0,0,-1,2.794196185,2.006841547,2608,3348,347,389,2659,386,1658,2166,,
YPL134C,0,-1,1,3.535319242,3.090813075,1828,727,344,390,5992,678,603,381,,
YNL084C,-1,-1,-1,2.723776742,0.903790329,2726,1009,563,391,178,160,600,1216,,
YGL018C,-1,-1,1,2.251029984,2.232934857,3448,745,358,392,2868,2784,632,335,,
YNL131W,1,1,1,6.354562243,5.776802343,121,519,368,393,4258,71,84,201,,
YGL219C,1,1,1,3.805967638,3.050164374,1609,582,113,394,26,304,279,175,,
YMR177W,-1,-1,1,1.278147431,0.878378461,4747,3917,509,395,4154,3659,1674,1208,,
YGL211W,-1,-1,1,2.061242577,1.192497403,3719,5201,343,396,3609,3825,1210,487,,
YMR098C,1,1,1,4.290017991,4.264022837,1161,3309,373,397,5968,43,6,83,,
YDL119C,0,-1,1,1.73811316,0.963351174,4209,2586,485,398,2878,2072,1929,1108,,
YLR091W,0,1,1,4.259802211,4.099405666,1186,1600,391,399,4802,2409,833,319,,
YCL040W,-1,-1,1,2.94043061,0.2912662,2415,781,561,400,117,3359,4951,3608,,
YJL209W,-1,-1,1,4.430232233,3.446439749,1034,3114,417,401,1197,940,772,498,,
YNL083W,-1,-1,1,4.506291867,4.280898451,948,2894,349,402,368,417,454,345,,
YNL063W,-1,-1,1,4.172557351,4.704554264,1269,3892,402,403,6007,937,1571,1234,,
YHR007C,-1,-1,-1,3.128709087,2.538801874,2219,3489,472,404,3972,4674,567,408,,
YJL208C,-1,-1,1,1.334405532,0.254602066,4680,3242,498,405,1456,1604,538,308,,
YOR326W,1,1,-1,3.364937048,1.823277036,1995,4029,380,406,1967,1514,373,488,,
YGL037C,-1,-1,-1,3.711313365,0.777697133,1691,643,852,407,161,3216,4811,5376,,
YPL215W,1,1,1,4.382707437,3.122601657,1075,277,180,408,5050,65,168,220,,
YOR285W,0,0,1,4.431735961,3.176016273,1031,486,393,409,5242,2028,3176,5562,,
YAL039C,0,0,1,3.301239106,2.528800626,2060,729,254,410,5365,1041,489,435,,
YFL062W,0,-1,-1,3.028617326,1.127636403,2313,572,1312,411,5397,2934,3786,3944,,
YGR096W,-1,-1,1,2.104525638,1.725562408,3652,4711,458,412,3122,3974,1858,1663,,
YGR102C,0,-1,1,2.121421057,1.529304722,3636,404,308,413,5515,2936,2160,1155,,
YHR026W,-1,-1,-1,3.13760893,1.820798463,2214,2580,405,414,1578,2733,1238,1184,,
YDR219C,1,1,1,4.511421084,2.666823582,942,501,152,415,57,1775,644,302,,
YDR430C,0,-1,1,2.600587474,2.909614336,2907,2231,418,416,5276,994,91,46,,
YPL098C,1,1,1,7.077702443,6.753130557,51,595,536,417,53,135,483,4847,,
YJR016C,0,0,1,4.201856945,3.336463535,1248,1029,181,418,507,4756,2036,740,,
YBR001C,0,0,1,5.469038014,4.774787103,341,3044,475,419,576,1453,1378,733,,
YNL106C,-1,-1,-1,3.674803609,2.958158227,1712,2068,951,420,1663,2730,19,55,,
YDL029W,1,1,1,6.376607193,5.686563466,115,2707,333,421,20,544,56,4,,
YHR147C,-1,-1,1,5.815164189,4.846957899,231,73,521,422,5211,20,116,988,,
YBL013W,-1,-1,1,5.09938608,5.201067134,525,5024,379,423,3401,5270,435,577,,
YHL018W,0,0,1,1.159744247,0.768080612,4860,4510,453,424,5022,5209,1863,1210,,
YBL015W,0,-1,1,3.949763061,3.197572284,1482,34,271,425,331,2591,1343,600,,
YBR104W,0,-1,1,4.741978719,3.445320693,743,1424,154,426,4342,4798,796,522,,
YDL107W,1,1,1,4.0636891,3.058832558,1380,855,270,427,5216,1675,429,463,,
YNL073W,-1,-1,1,4.446539588,3.503471268,1016,542,279,428,5473,41,129,219,,
YOL043C,-1,-1,1,2.174223558,1.519316601,3564,2821,383,429,2234,2045,1456,1332,,
YCL017C,-1,-1,1,4.589546658,4.656247129,865,4151,409,430,4285,1064,1568,1206,,
YOR297C,1,1,1,4.347122266,3.002367489,1121,1676,371,431,4631,630,89,29,,
YLR382C,-1,-1,1,3.78732029,3.168440156,1628,552,290,432,1021,50,137,167,,
YKL157W,0,0,1,4.983599958,4.966542949,591,2147,450,433,987,1620,1664,856,,
YDL091C,-1,-1,-1,3.491132002,2.313835848,1866,822,663,434,4812,2916,2342,1581,,
YHR183W,-1,-1,1,2.630401975,1.250427253,2869,3161,1266,435,1252,3152,2848,3038,,
YOR147W,1,1,1,4.090793499,3.562934988,1348,1415,248,436,11,1130,96,40,,
YKR070W,0,-1,1,1.952489666,1.665838119,3930,888,431,437,4909,290,1034,1125,,
YMR225C,-1,-1,1,4.551812978,3.590792138,900,447,122,438,4601,205,179,177,,
YBR187W,0,-1,-1,4.06302742,2.255982783,1381,5080,451,439,5562,3724,1146,832,,
YER170W,0,0,1,4.401215938,3.922166554,1053,556,260,440,374,496,393,454,,
YBL098W,0,0,1,1.207638729,1.06475162,4821,3272,481,441,3852,1653,1650,1044,,
YPL005W,0,-1,1,1.385275822,0.583756019,4626,3576,552,442,2022,4379,2396,1016,,
YOR042W,0,-1,-1,2.873027823,1.066150567,2499,28,512,443,4282,156,944,1637,,
YHR005C-A,1,1,1,7.528433169,7.490694202,28,1209,613,444,797,4980,143,52,,
YHR004C,-1,-1,1,3.005942961,2.237024608,2335,671,740,445,326,2516,2126,1337,,
YBR072W,-1,-1,1,2.154875948,0.60850636,3594,573,544,446,1278,4861,4720,2998,,
YAL005C,1,1,-1,5.484886299,4.330402541,329,752,456,447,5971,3589,2256,1497,,
YER019C-A,0,0,-1,3.88231341,3.067383961,1545,1121,515,448,1005,4096,1948,4852,,
YPL154C,0,-1,1,4.316301825,2.808530253,1145,482,310,449,112,2856,5306,5306,,
YLR439W,-1,-1,1,4.225164915,3.736846548,1216,609,262,450,5753,111,120,150,,
YBR139W,0,0,-1,3.425820867,0.373544562,1931,423,1069,451,78,1422,1667,1357,,
YDR388W,-1,-1,-1,2.462656607,1.840243404,3135,2280,665,452,4756,2602,108,5,,
YPL172C,-1,0,1,3.957519332,3.353667625,1479,1068,421,453,4822,54,45,81,,
YPR183W,-1,-1,1,3.061935907,2.617815248,2280,1166,539,454,4576,1839,606,741,,
YDR525W-A,0,-1,-1,3.201668194,3.397017533,2163,212,572,455,5046,5571,4937,4380,,
YBL057C,-1,-1,1,1.711416524,1.290147691,4242,4045,448,456,5023,324,359,268,,
YER044C,-1,-1,-1,3.834522639,3.425406474,1582,1329,575,457,1815,758,318,405,,
YGR015C,0,-1,1,2.152219897,1.801962327,3599,630,459,458,5746,2231,1397,1061,,
YPL269W,-1,-1,-1,2.375716961,1.845440518,3250,983,1556,459,3860,3693,201,291,,
YDR332W,0,1,1,4.053430102,3.918374589,1398,4678,447,460,5915,3260,1207,523,,
YOR037W,1,1,1,4.230001735,4.203051147,1213,3337,359,461,516,961,391,383,,
YHL015W,-1,-1,-1,4.237767972,2.583843834,1205,987,480,462,2407,4749,3640,5393,,
YLL014W,0,-1,-1,4.080109625,2.884532838,1357,1089,620,463,4567,2190,2098,4142,,
YMR305C,-1,-1,-1,3.834880279,2.385398364,1581,2541,723,464,1454,3476,3837,4040,,
YNL160W,0,0,-1,4.241213328,2.707947635,1200,425,527,465,308,3567,5589,5260,,
YOL101C,-1,-1,-1,2.876522025,2.718429027,2491,4707,507,466,4031,4986,1898,1015,,
YOL044W,-1,-1,-1,2.46689547,1.609783936,3120,1517,468,467,140,2823,4494,4274,,
YKL129C,-1,-1,-1,2.357303094,0.93112286,3287,1234,1020,468,5881,2217,5,20,,
YDR268W,-1,-1,1,3.887171922,3.025459937,1542,494,282,469,1045,134,299,358,,
YLR206W,-1,-1,-1,4.853696072,4.783223992,668,1502,496,470,1173,1358,242,80,,
YGR012W,0,0,1,1.976596024,1.488598841,3900,2979,390,471,5053,1201,1657,1207,,
YKL137W,1,1,1,6.319013068,4.838057577,130,104,324,472,4758,142,261,862,,
YLR393W,1,1,1,2.720595048,2.437231163,2730,2374,457,473,3250,4339,829,301,,
YLR008C,1,1,1,4.36469074,2.806887015,1096,762,668,474,5328,414,572,1573,,
YNL300W,0,0,-1,3.306638531,2.430273911,2055,2683,676,475,5786,2767,3201,3534,,
YLR355C,1,1,1,8.753981667,7.719838456,1,2106,518,476,33,4831,4360,1774,,
YLR029C,0,-1,-1,4.410582951,2.579340936,1040,771,476,477,393,4846,4379,5508,,
YHR025W,0,0,-1,2.076804429,1.546705695,3696,3167,1101,478,1512,3864,5305,5184,,
YCR088W,-1,-1,-1,3.190366245,2.671141128,2179,1564,504,479,1231,546,107,1,,
YNL138W,-1,1,-1,4.850489635,5.325163004,672,2470,505,480,5029,517,95,33,,
YGL057C,0,0,1,2.974946078,2.281825274,2366,69,281,481,6004,251,717,1123,,
YLR369W,-1,-1,1,3.797097449,3.974313221,1619,3031,411,482,689,2117,945,459,,
YHR114W,-1,-1,-1,1.608695831,1.146974575,4368,2160,796,483,2011,1772,147,53,,
YHR155W,0,-1,1,1.013828929,0.616628457,4957,554,550,484,5368,2772,1453,1062,,
YLR105C,-1,-1,1,4.265854285,3.849325012,1181,4721,487,485,5506,1416,682,400,,
YCR021C,-1,0,-1,2.666733718,2.513426829,2803,1258,442,486,3459,5257,2135,1758,,
YER050C,-1,-1,1,3.323662036,1.954624747,2038,125,531,487,4827,294,525,1589,,
YPL233W,-1,-1,-1,3.619659221,2.657009887,1744,2074,2516,488,3630,4387,4223,3422,,
YBR036C,-1,-1,-1,2.348069419,1.601994084,3304,3209,490,489,811,1023,828,891,,
YLR283W,0,0,1,3.282488948,2.217077284,2077,720,366,490,5958,1755,678,418,,
YNR075W,-1,-1,-1,3.415187657,2.977133862,1944,3865,609,491,4030,5414,5346,4825,,
YIR038C,0,0,1,3.863008875,2.982074079,1560,737,314,492,427,2664,5116,5477,,
YMR022W,-1,-1,-1,3.772731205,2.864158971,1640,1107,524,493,894,675,2112,4428,,
YER014W,0,0,1,3.745913745,3.673476536,1659,4644,463,494,3547,1317,1849,1107,,
YDR538W,0,0,1,4.692287346,4.591186005,775,5299,503,495,3913,3262,2444,1487,,
YMR092C,-1,-1,-1,3.520720242,2.597891379,1839,931,439,496,574,334,146,23,,
YKL094W,0,-1,1,3.419276552,2.081024883,1938,476,545,497,4599,904,1190,1353,,
YKL056C,-1,-1,1,5.01643147,2.737935696,568,1180,564,498,2907,4362,1550,1794,,
YCR030C,-1,-1,-1,2.55148378,1.740826562,2980,723,1117,499,4875,1683,4987,5069,,
YPR028W,0,-1,-1,3.530357957,2.660202775,1832,600,471,500,457,1637,1444,4015,,
YMR158W,-1,-1,1,4.383375968,2.873982195,1074,185,633,501,5344,76,250,884,,
YBR005W,0,0,-1,3.035066494,2.497851887,2299,896,497,502,1679,4430,5501,4308,,
YGL191W,-1,1,1,4.758969847,3.942390435,729,226,617,503,723,867,1005,1410,,
YJL116C,1,-1,1,3.445189694,2.709406611,1912,2830,642,504,2927,4610,3269,1770,,
YMR301C,-1,-1,1,4.825096237,3.487900598,691,3840,470,505,1092,3156,1164,499,,
YGL123W,-1,-1,-1,4.580203253,2.605826797,877,833,517,507,245,5025,4281,5372,,
YDR276C,-1,-1,-1,4.158214403,3.605905082,1282,498,376,508,1825,3172,582,1138,,
YLR342W,-1,-1,1,3.780426158,2.598302998,1634,1787,559,509,2003,3304,836,810,,
YIL117C,-1,0,-1,2.773779345,1.50729424,2637,1115,1136,510,529,4997,2142,1862,,
YHR001W-A,-1,-1,1,3.881969852,3.566710818,1546,602,244,511,847,2385,993,952,,
YLR390W,0,0,1,3.21099757,2.7647344,2152,598,330,512,241,358,218,213,,
YLR253W,0,1,1,3.50500034,3.127455541,1857,60,420,513,5620,99,66,188,,
YPR134W,-1,-1,1,2.936025442,2.566816025,2420,655,292,514,1125,511,541,456,,
YJL177W,0,-1,-1,4.732018415,2.824887423,748,834,489,515,991,4633,2847,5645,,
YBR056W,0,0,1,3.599382957,0.403877299,1770,577,883,516,5051,2202,1070,682,,
YDR405W,-1,-1,1,3.204113593,2.576943718,2161,460,398,517,5554,784,216,174,,
YIL031W,-1,-1,-1,1.864697517,1.085932139,4056,4420,440,518,3582,3522,481,347,,
YHL032C,0,-1,1,2.64765219,2.530295302,2834,1367,299,519,1239,1887,957,470,,
YLR139C,-1,-1,1,3.801730006,3.677449978,1615,3907,547,520,2551,1302,691,312,,
YGR171C,-1,-1,1,2.826524394,2.715582648,2563,1451,432,521,5275,141,249,481,,
YBR290W,-1,-1,-1,2.583944754,0.838770721,2931,848,2265,522,528,2269,1011,1098,,
YOR367W,-1,-1,-1,4.504702315,3.79908044,950,3308,511,523,1031,262,44,21,,
YER058W,1,1,1,5.301217811,4.121843538,421,239,701,524,4562,530,346,1440,,
YGL107C,-1,-1,1,3.764918421,2.648288114,1646,868,407,525,5849,59,62,211,,
YBR255W,0,0,-1,2.974716371,1.763386739,2367,117,850,526,5296,2048,745,811,,
YGL103W,0,-1,-1,3.918858181,2.367260979,1513,664,555,527,1746,4725,3827,5472,,
YLR190W,1,1,1,2.639781055,1.97782437,2844,1291,567,528,3197,2361,946,960,,
YMR207C,-1,-1,1,1.571999331,1.513292324,4434,3919,309,529,2295,4030,2748,1110,,
YCL064C,0,0,1,3.286577796,3.598908351,2075,1047,302,530,3714,1704,882,404,,
YDR494W,-1,-1,1,5.556524931,4.591974339,312,119,608,531,4298,92,208,776,,
YMR066W,0,-1,1,1.903684564,1.584601003,4001,709,436,532,5765,2690,777,328,,
YKL027W,0,-1,1,2.264632433,1.683580238,3426,4385,501,533,5558,2601,681,336,,
YMR031C,0,0,1,2.543459109,0.929437693,2997,62,623,534,4845,451,1314,1741,,
YKL148C,-1,-1,1,4.680322672,4.343171362,784,280,590,535,5544,684,414,714,,
YNL336W,0,-1,-1,4.364058441,3.174510731,1097,566,525,536,6073,2750,3545,3790,,
YKL141W,-1,1,1,4.903280947,3.979649123,634,299,540,537,609,191,548,1274,,
YDL046W,-1,-1,-1,2.63601454,1.232662609,2853,631,1196,538,902,733,1563,1672,,
YGR181W,1,1,1,4.703649542,4.180612906,767,321,595,539,8,443,42,47,,
YJL212C,0,0,-1,2.920780406,2.203382234,2442,4053,677,540,3294,4277,5488,4717,,
YNL006W,-1,-1,-1,2.232961391,1.210534767,3479,1524,747,541,1651,1097,1232,1390,,
YDL004W,-1,-1,1,3.8968776,2.212059642,1533,523,843,542,5449,247,490,1325,,
YNR052C,-1,-1,-1,4.204363835,3.754273407,1242,3289,615,543,1285,494,921,809,,
YGR222W,-1,-1,1,3.447870754,2.697379527,1905,1083,367,544,707,398,445,517,,
YHR011W,-1,-1,1,3.789873395,2.771776723,1624,1136,169,545,4286,533,306,414,,
YMR251W-A,0,0,-1,2.545473347,1.37158905,2991,839,1001,546,220,4754,1751,1303,,
YKL087C,0,0,1,4.131998961,2.353494519,1304,225,754,547,5456,55,167,734,,
YGR214W,-1,-1,-1,4.560694805,2.419848008,889,1155,585,548,1089,5012,4871,5758,,
YDL018C,0,0,-1,3.356827176,2.408366865,2001,1072,634,549,350,268,801,4723,,
YLL023C,0,0,-1,6.608578296,6.450711641,92,911,578,550,5685,1325,4202,4660,,
YGL256W,0,0,1,3.678109475,2.892096335,1710,2208,353,551,2466,3748,1684,1209,,
YPL104W,-1,-1,1,3.604370776,2.738238656,1762,873,428,552,5793,16,27,166,,
YLR414C,0,0,-1,3.939220069,3.698959531,1496,1188,460,553,4664,3949,5647,5225,,
YAR071W,0,0,-1,2.361448489,2.283779956,3279,5773,840,554,4095,5130,5601,5067,,
YJR123W,0,-1,-1,4.220440606,2.370431029,1221,1352,599,555,1935,4631,4368,5676,,
YLR090W,-1,1,1,3.378154242,3.062481768,1977,1244,776,556,845,102,362,359,,
YNR036C,-1,-1,1,4.040805059,2.196769621,1411,510,899,557,5098,108,528,1867,,
YMR015C,-1,-1,-1,2.49395551,1.862000265,3082,5199,715,558,1300,2316,642,557,,
YPR063C,0,0,-1,3.431545613,3.114887017,1929,1298,777,559,4615,1160,2008,4019,,
YJR085C,0,0,1,4.055572991,2.759620561,1390,32,332,560,5701,2080,1967,1594,,
YNL178W,0,-1,-1,4.251123111,2.313207565,1193,1071,587,561,1383,4893,1679,5619,,
YBL059W,0,0,1,2.990272843,2.345019144,2355,58,424,562,4546,396,293,325,,
YKL133C,0,-1,1,2.463441656,0.515046083,3130,2,592,563,5437,2625,3542,2608,,
YJL136C,-1,-1,-1,4.322036233,2.827521098,1139,945,494,564,1860,4734,2759,5024,,
YPL018W,-1,-1,-1,2.327128669,2.067423279,3338,4209,2321,565,2449,4294,2584,1650,,
YGL084C,-1,-1,1,3.398980432,2.829095207,1956,669,611,566,1966,302,324,552,,
YGL181W,-1,-1,-1,4.894898027,4.701280554,645,2789,709,567,2126,779,189,101,,
YJR161C,0,-1,-1,2.178350057,0.895735227,3558,1388,2250,568,5056,3132,3787,3801,,
YOL076W,1,1,-1,3.080732664,1.355424095,2264,1156,660,569,35,2806,148,38,,
YKL180W,0,-1,-1,4.055053776,2.361637727,1393,528,557,570,2586,4640,2369,5711,,
YNL156C,-1,-1,-1,2.903923828,0.866495668,2459,688,1676,571,88,759,550,640,,
YOR008C,-1,-1,-1,2.13107568,1.936174741,3623,1505,526,572,2790,581,1606,3723,,
YDL072C,0,0,-1,6.695937588,5.682167677,82,1150,558,573,4820,1972,1377,1222,,
YJR045C,1,1,1,6.114867989,4.680252416,160,234,506,574,5888,221,206,576,,
YEL020W-A,1,1,1,4.893482689,4.72543288,646,680,836,575,1,5554,97,14,,
YDR309C,-1,-1,-1,2.917377481,1.782316232,2446,4701,705,576,3536,3025,5542,5722,,
YIL004C,0,0,-1,2.203842202,1.422703575,3523,1216,896,577,1233,913,843,2841,,
YPL143W,0,-1,-1,3.917360968,2.468480019,1515,1562,622,578,1075,4979,3180,5423,,
YLR150W,-1,-1,-1,2.819152427,1.271540195,2569,1428,979,579,1087,3161,3318,4938,,
YPL010W,0,0,-1,2.012722099,1.413051846,3808,3499,875,580,921,621,1648,1816,,
YJR118C,1,1,-1,6.041603429,5.129396681,178,3061,719,581,51,292,185,187,,
YPR166C,-1,-1,1,7.011878455,6.345700746,58,386,570,582,4870,220,432,1588,,
YHR138C,-1,-1,-1,3.852528134,3.149397725,1568,440,581,583,222,4140,4144,3414,,
YLL052C,0,0,-1,2.407743149,2.012544379,3209,2372,725,584,2847,3860,4400,3972,,
YOL129W,-1,-1,1,5.269171407,4.964048173,435,3282,514,585,195,603,1700,1802,,
YAR027W,0,0,-1,3.712207721,2.362027924,1690,650,523,586,4271,2465,3547,2611,,
YHL048W,0,-1,-1,3.364530305,2.45469602,1996,38,638,587,843,2671,3617,2370,,
YBR069C,-1,-1,-1,3.159622915,2.41731321,2201,5320,1320,588,1694,4545,5680,4846,,
YGR279C,-1,-1,-1,2.52904095,1.753485038,3022,1758,2826,589,2319,3322,470,475,,
YIL093C,-1,-1,1,3.250382999,2.660201192,2109,920,346,590,5393,651,161,247,,
YPR116W,0,1,1,4.801163633,4.157355582,709,4566,556,591,4432,5335,2845,1047,,
YBR241C,0,-1,-1,5.724852594,5.681334993,261,2496,538,592,4509,3898,5104,4123,,
YDL171C,0,0,1,1.797248007,1.473897021,4142,3036,1019,593,3151,4456,3898,1659,,
YJR070C,-1,-1,-1,4.004803968,1.668768821,1438,5008,2558,594,84,4432,4064,4740,,
YEL042W,-1,-1,-1,4.655120936,2.849995226,804,1272,681,595,1584,2459,1814,1762,,
YKL162C,0,0,1,2.931813732,2.040144611,2424,87,469,596,5187,2716,1433,930,,
YMR313C,-1,-1,-1,1.592556075,0.944248333,4388,1710,700,597,1939,2207,1717,1578,,
YOR070C,0,0,1,2.272941382,0.801137388,3409,1882,1066,598,355,970,1665,1333,,
YBR146W,-1,-1,1,4.138672664,2.685100132,1299,331,753,599,6057,33,207,790,,
